age,birthplace,filename,native_language,sex,path_to_audio,transcription,sewd_mid_transcriptions
42.0,"parma, ohio, usa",english570,english,female,data/speech_accent_archive/recordings/recordings/english570.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
39.0,"washington, dc, usa",english571,english,male,data/speech_accent_archive/recordings/recordings/english571.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go to meet her wednesday at the train station
51.0,"fort worth, texas, usa",english572,english,male,data/speech_accent_archive/recordings/recordings/english572.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her widnesday at the train station
46.0,"painesville, ohio, usa",english573,english,male,data/speech_accent_archive/recordings/recordings/english573.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she cald scoot these things into three red bags and we will go to meet her onesday at the train station
26.0,"toronto, ontario, canada",english574,english,female,data/speech_accent_archive/recordings/recordings/english574.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a plastic snake and a big toyfrog for the kids she can scupe these things into three red bags and we will go meet her wednesday at the train station
24.0,"great falls, virginia, usa",english575,english,male,data/speech_accent_archive/recordings/recordings/english575.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring these things with her from the store six spoons of fresh snopies five thick slabs of bluchies anibia snack for brother bob lolson eed a small plastic snake and a big toyfrog for the gits she can scoop these things into three red backs and we will go meet her wednesday at the transision
63.0,"washington, dc, usa",english576,english,female,data/speech_accent_archive/recordings/recordings/english576.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"san leandro, california, usa",english577,english,female,data/speech_accent_archive/recordings/recordings/english577.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
60.0,"salford, lancashire, uk",english578,english,male,data/speech_accent_archive/recordings/recordings/english578.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these six things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for a brother bob also we need a small plastic snake and a big toy frog for the kitts she can scoit these things into three red bags and we'll go meet her wednesday at the train station thank you
22.0,"adelaide, australia",english579,english,male,data/speech_accent_archive/recordings/recordings/english579.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slubs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go a meet her wednesday at the train station
46.0,"southhampton, uk",english58,english,female,data/speech_accent_archive/recordings/recordings/english58.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"columbus, ohio, usa",english59,english,male,data/speech_accent_archive/recordings/recordings/english59.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snack and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
45.0,"brooklyn, new york, usa",english6,english,female,data/speech_accent_archive/recordings/recordings/english6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please quol stella ask her to bring those things with her from the store six spoons of fresh snow pees five thick slaps of blue cheese and maybe a snak for her brother broh bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train stich
18.0,"chesapeake, virginia, usa",english60,english,male,data/speech_accent_archive/recordings/recordings/english60.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toly frog for the kids she can scoop these things into three red bags and we will go meet her weddesday at the train station
19.0,"toronto, ontario, canada",english61,english,male,data/speech_accent_archive/recordings/recordings/english61.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also near a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"west jordan, utah, usa",english62,english,male,data/speech_accent_archive/recordings/recordings/english62.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"lewisville, texas, usa",english63,english,male,data/speech_accent_archive/recordings/recordings/english63.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"montreal, quebec, canada",english64,english,female,data/speech_accent_archive/recordings/recordings/english64.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five fix slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
47.0,"lewistown, pennsylvania, usa",english65,english,male,data/speech_accent_archive/recordings/recordings/english65.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"baltimore, maryland, usa",english66,english,male,data/speech_accent_archive/recordings/recordings/english66.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snak for her brother bob we alto need a small plassic snag and a big toy frog for the kids she can scoop these things into three red bags i we' meet her wednesday at the train station
52.0,"new york, new york, usa",english68,english,male,data/speech_accent_archive/recordings/recordings/english68.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpies five thick slabs of blue cheese and naybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"adelaide, australia",english69,english,male,data/speech_accent_archive/recordings/recordings/english69.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpies five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snak and a big toy frog for the kids she can scoop these things into three red bags and we'll go  meet her wednesday at the tran station
52.0,"macon, mississippi, usa",english7,english,male,data/speech_accent_archive/recordings/recordings/english7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow piese five thick slabs of blue cheese and maybe a snack for her brother bob we also ate a small plastic snake and a big tway frog for the kids she can scoop these things into three plastic bags and we'll go meet her wednesday at the train station
21.0,"beaumont, texas, usa",english70,english,male,data/speech_accent_archive/recordings/recordings/english70.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stila ask her to bring these things wither from the store six spoons of fresh now pees five thick slabs of blue cheese and maybe a snack for her brother bob we alf ton eet a small classic snack and a big toy frog for the kids she can scoot these things into three red bags and we will go meet her widnesday at the train station
20.0,"west covina, california, usa",english71,english,male,data/speech_accent_archive/recordings/recordings/english71.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
31.0,"kilkenny, ireland",english72,english,male,data/speech_accent_archive/recordings/recordings/english72.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plassic snake and a big tawy frog for the kids she can scoop these things into three red bags and we will go amet her wednesday at the train station
24.0,"darwin, australia",english73,english,male,data/speech_accent_archive/recordings/recordings/english73.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"wichita, kansas, usa",english74,english,male,data/speech_accent_archive/recordings/recordings/english74.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese coll stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for a brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meether wednesday at the train station
32.0,"idaho falls, idaho, usa",english75,english,male,data/speech_accent_archive/recordings/recordings/english75.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her widnesday at the train station
18.0,"boston, massachusetts, usa",english76,english,female,data/speech_accent_archive/recordings/recordings/english76.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five six lads of blue cheese and maybe a snap for her brother bob we also eet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"melbourne, australia",english77,english,male,data/speech_accent_archive/recordings/recordings/english77.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spurns of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"caribou, maine, usa",english78,english,female,data/speech_accent_archive/recordings/recordings/english78.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collstella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
73.0,"boston, massachusetts, usa",english79,english,male,data/speech_accent_archive/recordings/recordings/english79.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her o bring these things with her from the store six spoons of fresh milk bees five six labs of blue cheese and maybe a snake for her brother bob we also need a small plastic stnake and a big tittoy frog full up kids she can scoop these things into three red bags and we'll go meet her ones day at the train stake
21.0,"perth, australia",english8,english,female,data/speech_accent_archive/recordings/recordings/english8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stole six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
34.0,"glasgow, scotland, uk",english80,english,male,data/speech_accent_archive/recordings/recordings/english80.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a small snack for her brother bob we also need a small plastic snake and a big tawy frog for the kids she can scoop these things into three red bags and we'll go meet her weddinsday at the train station
30.0,"st. paul, minnesota, usa",english81,english,male,data/speech_accent_archive/recordings/recordings/english81.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"chicago, illinois, usa",english82,english,female,data/speech_accent_archive/recordings/recordings/english82.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her weddesday at the train station
42.0,"winnfield, louisiana, usa",english83,english,female,data/speech_accent_archive/recordings/recordings/english83.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the keets she can scoop these things into three red bags and we'll go meet her wensdy at the train station
45.0,"sydney, australia",english84,english,male,data/speech_accent_archive/recordings/recordings/english84.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plays cool stella ask her to bring these things withher from te store six spones of fresh snaw pays five thick slabs of blue ches and mighty a snake for a brother bob we all say tade a small plastic snake and a big toy frock for the kids shen scape these things into three red bags and we'll gamata win's dye at the trying station
31.0,"strabane, northern ireland, uk",english85,english,male,data/speech_accent_archive/recordings/recordings/english85.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steller ask her bring these things with her from the store six spoons of fresh snewpies high thick slabs of blue cheese and may be a snack for her brother bob who also need a small plastic snak and a beg ti frog for the kuds she can skip these things into three rar bags and we'll go meet her wenstay at the train station
50.0,"charleston, south carolina, usa",english86,english,male,data/speech_accent_archive/recordings/recordings/english86.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go  meet her wensdy at the train station
18.0,"tamworth, australia",english87,english,female,data/speech_accent_archive/recordings/recordings/english87.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place col stilla ask her to bring these things with her from the stole six spoons of fresh snow pay us five six slebs of blue chase and may be a snack for her brother bob we also ate a small plastick snak and a big toyfrog for the kibs she can scoop these things into three red bags and we will go make her wit and stay at the shine station
18.0,"grand rapids, michigan, usa",english88,english,male,data/speech_accent_archive/recordings/recordings/english88.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh smow pies five thig slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"kingston ma, massachusetts, usa",english89,english,male,data/speech_accent_archive/recordings/recordings/english89.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake ind a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the transtation
48.0,"carthage, texas, usa",english9,english,female,data/speech_accent_archive/recordings/recordings/english9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call astella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kitts she can scoop these things into three red bags and we will go meet her wedesday at the tran station
53.0,"pittsburgh, pennsylvania, usa",english90,english,male,data/speech_accent_archive/recordings/recordings/english90.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piese five thick slebs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big tory frog for the kids she can scoop these things into three red bags and we will go o meet her wednesday at the train station
23.0,"kingston, jamaica",english91,english,male,data/speech_accent_archive/recordings/recordings/english91.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpiece five thik sluves of blue cheese and may beus snock for a brothe bob we also need a small plastic snake and a big toy froat for the kids she can scoop these things into three red bags on  go meet her wednsay at the train station
22.0,"wisconsin rapids, wisconsin, usa",english92,english,female,data/speech_accent_archive/recordings/recordings/english92.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpies five thick slabs of blue cheese and maybe a snack for her brother bob we also meed a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"mamou, louisiana, usa",english93,english,female,data/speech_accent_archive/recordings/recordings/english93.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the schoor six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also meet a small plastic snake and a bea toy frob for the kids she can scoop these theengs into three red bags and we will go meet her widnesday at the train station
55.0,"pensacola, florida, usa",english94,english,female,data/speech_accent_archive/recordings/recordings/english94.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and a may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenesday at the train station
18.0,"mishawaka, indiana, usa",english95,english,male,data/speech_accent_archive/recordings/recordings/english95.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake ind a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
31.0,"point pleasant, new jersey, usa",english96,english,male,data/speech_accent_archive/recordings/recordings/english96.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we will also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
42.0,"wilmington nc, north carolina, usa",english97,english,male,data/speech_accent_archive/recordings/recordings/english97.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stelen ask her to bring these things with her from the store six spoons of fesh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoobe these things into three red bags and we will go a meet her wednesday at the train station
22.0,"spokane, washington, usa",english98,english,male,data/speech_accent_archive/recordings/recordings/english98.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
