age,birthplace,filename,native_language,sex,path_to_audio,transcription,whisper_small_transcriptions
18.0,"tampere, finland",finnish8,finnish,female,data/speech_accent_archive/recordings/recordings/finnish8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things in the 3 red bags and we will go meet her wednesday at the strange station."
20.0,"st. laurent d'onay, france",french1,french,female,data/speech_accent_archive/recordings/recordings/french1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snack and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the twin station."
31.0,"bordeaux, france",french10,french,male,data/speech_accent_archive/recordings/recordings/french10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
31.0,"limoges, france",french11,french,male,data/speech_accent_archive/recordings/recordings/french11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store, 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we'll go meet her wednesday at the train station."
19.0,"montreal, quebec, canada",french12,french,female,data/speech_accent_archive/recordings/recordings/french12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
19.0,"bordeaux, france",french13,french,male,data/speech_accent_archive/recordings/recordings/french13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5-6 slabs of blue cheese and maybe a snack for our brother bob. we also made a small plastic snake and a big toy frog for the kids. she can scoop this thing into 3 red bags and will go meet her wednesday at the train station."
23.0,"paris, france",french14,french,female,data/speech_accent_archive/recordings/recordings/french14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
32.0,"sens, france",french15,french,male,data/speech_accent_archive/recordings/recordings/french15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. i've got to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese, and maybe a snack for a brother-baub. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags. and we'll go meet her wednesday at the train station."
19.0,"montreal, quebec, canada",french16,french,female,data/speech_accent_archive/recordings/recordings/french16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big tour of frog frittacats. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
39.0,"fribourg, switzerland",french17,french,male,data/speech_accent_archive/recordings/recordings/french17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring the things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for a brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop the things into 3 red bags and we will go meet her wednesday at the train station."
22.0,"washington, dc, usa",french18,french,male,data/speech_accent_archive/recordings/recordings/french18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
39.0,"grenoble, france",french19,french,male,data/speech_accent_archive/recordings/recordings/french19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
23.0,"alma, quebec, canada",french20,french,male,data/speech_accent_archive/recordings/recordings/french20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for our brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three bed bags and we will go meet her wednesday at the train station."
20.0,"amiens, france",french21,french,male,data/speech_accent_archive/recordings/recordings/french21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of french snow peas, 5 tickslabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snack and a big toaster for the kids. she can scoop these things into free red bags and we will go meet her when is the train station."
78.0,"ghent, belgium",french22,french,female,data/speech_accent_archive/recordings/recordings/french22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six put of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her butterbob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
76.0,"ghent, belgium",french23,french,female,data/speech_accent_archive/recordings/recordings/french23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
47.0,"mostaganem, algeria",french24,french,male,data/speech_accent_archive/recordings/recordings/french24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5-6 slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
20.0,"st. louis fr, france",french25,french,male,data/speech_accent_archive/recordings/recordings/french25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh milk peas, five thick slabs of blue cheese and maybe a snack for a brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
27.0,"montreal, quebec, canada",french26,french,female,data/speech_accent_archive/recordings/recordings/french26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
38.0,"algiers, algeria",french27,french,female,data/speech_accent_archive/recordings/recordings/french27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
35.0,"port-au-prince, haiti",french28,french,female,data/speech_accent_archive/recordings/recordings/french28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
22.0,"nice, france",french3,french,female,data/speech_accent_archive/recordings/recordings/french3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas with thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the twin station."
37.0,"kinshasa, democratic republic of congo",french30,french,male,data/speech_accent_archive/recordings/recordings/french30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and will go meet her wednesday at the train station."
62.0,"montreal, quebec, canada",french33,french,male,data/speech_accent_archive/recordings/recordings/french33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
27.0,"toulouse, france",french35,french,male,data/speech_accent_archive/recordings/recordings/french35.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for a brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we'll go meet her wednesday at the train station."
32.0,"reims, france",french36,french,female,data/speech_accent_archive/recordings/recordings/french36.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas. five thick slabs of blue cheese. maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station.
42.0,"strasbourg, france",french37,french,male,data/speech_accent_archive/recordings/recordings/french37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bo. we also need a small plastic snake and a big toy frog for the kids. she can scoot these things into three red bags and we will go meet her wednesday at the train station."
22.0,"montreal, quebec, canada",french38,french,male,data/speech_accent_archive/recordings/recordings/french38.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can't scoop these things into three red bags and we will go meet her wednesday at the train station."
28.0,"pezenas, france",french39,french,male,data/speech_accent_archive/recordings/recordings/french39.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic neck and a big toy frog for the kids. she can scoop the thing into 3 red bags and we'll go meet her wednesday at the train station."
44.0,"rouen, france",french40,french,female,data/speech_accent_archive/recordings/recordings/french40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to ring these things with her from the store. six spoons of fresh snow peas, five six slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
24.0,"la massana, andorra",french41,french,male,data/speech_accent_archive/recordings/recordings/french41.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"police call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 fixed slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into free red bags and we will go meet her wednesday at the train station."
22.0,"paris, france",french43,french,male,data/speech_accent_archive/recordings/recordings/french43.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her wednesday at the train station."
20.0,"la chaux-de-fonds, switzerland",french44,french,female,data/speech_accent_archive/recordings/recordings/french44.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy for the kids. she can screw these things into 3 red bags and we will go meet her wednesday at the train station."
22.0,"montreal, quebec, canada",french45,french,male,data/speech_accent_archive/recordings/recordings/french45.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slamel blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will meet her wednesday at the train station."
22.0,"chatenay malabry, france",french46,french,male,data/speech_accent_archive/recordings/recordings/french46.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five fixed laps of blue cheese, and maybe a snack for our brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things to free red bags and we can meet her on wednesday at the train station."
66.0,"landerneau, brittany, france",french47,french,female,data/speech_accent_archive/recordings/recordings/french47.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh milk peas, five thick slabs of blue cheese and maybe a snack for a brother bob. we also need a small plastic snake and a big tarp frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
19.0,"douala, cameroon",french48,french,female,data/speech_accent_archive/recordings/recordings/french48.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
39.0,"paris, france",french49,french,male,data/speech_accent_archive/recordings/recordings/french49.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
18.0,"liege, wallonia, belgium",french51,french,male,data/speech_accent_archive/recordings/recordings/french51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas. five thick slabs of blue cheese. and maybe a snack for a brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags. and we will go meet her wednesday at the train station.
25.0,"vichy, france",french54,french,female,data/speech_accent_archive/recordings/recordings/french54.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
25.0,"douala, cameroon",french58,french,female,data/speech_accent_archive/recordings/recordings/french58.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas. five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station.
20.0,"paris, france",french59,french,female,data/speech_accent_archive/recordings/recordings/french59.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella. ask her to bring these things with her from the store. six spoons of fresh stope peas. five thick slabs of blue cheese. and maybe a snack for her brother bob. we also need a small plastic snake and a big thai frog for the kids. she can scoop these things into free red bags and we'll go and meet her wednesday at the train station.
26.0,"booue, gabon",french6,french,female,data/speech_accent_archive/recordings/recordings/french6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags. and we will go meet her wednesday at the train station."
20.0,"paris, france",french60,french,female,data/speech_accent_archive/recordings/recordings/french60.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five ticks, slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
41.0,"rawalpindi, pakistan",french61,french,female,data/speech_accent_archive/recordings/recordings/french61.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
21.0,"paris, france",french62,french,female,data/speech_accent_archive/recordings/recordings/french62.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
18.0,"rimouski, quebec, canada",french7,french,male,data/speech_accent_archive/recordings/recordings/french7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
21.0,"lamentin, martinique",french9,french,male,data/speech_accent_archive/recordings/recordings/french9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 pounds of fresh nail peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toll frog for the kids. she can scoop these things into 3 red bags and will go meet her wednesday at the train station."
62.0,"akkrum, friesland, netherlands",frisian1,frisian,male,data/speech_accent_archive/recordings/recordings/frisian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station.!!"
38.0,"accra, ghana",ga2,ga,female,data/speech_accent_archive/recordings/recordings/ga2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog from the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station.!!"
60.0,"accra, ghana",ga4,ga,male,data/speech_accent_archive/recordings/recordings/ga4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy from the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station.!!"
20.0,"accra, ghana",ga6,ga,female,data/speech_accent_archive/recordings/recordings/ga6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring distance with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop distance into three red bags and we will go meet her wednesday at the train station.!!"
34.0,"kampala, uganda",ganda2,ganda,male,data/speech_accent_archive/recordings/recordings/ganda2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. i ask her to bring the things with her from the store. six spoons of fresh peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a plastic, a snack and a big toy frog for the kids. she can scoop these things in three red bags and we will get there wednesday at the train station.!!"
