age,birthplace,filename,native_language,sex,path_to_audio,transcription,wavlm_large_transcriptions
21.0,"new delhi, india",hindi18,hindi,female,data/speech_accent_archive/recordings/recordings/hindi18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frok for the kids she can schoo these things into three red bags and we will go meet her wenes day at the train station
31.0,"hyderabad, india",hindi2,hindi,male,data/speech_accent_archive/recordings/recordings/hindi2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of fresh snow piece five thic slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big tog frog for the kits she can scoo these things in ta twee red backs and well go meto her wenesday at the twainstation
42.0,"jalandhar, india",hindi3,hindi,male,data/speech_accent_archive/recordings/recordings/hindi3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her venste day at theat the train station
64.0,"hubballi, karnataka, india",hindi5,hindi,female,data/speech_accent_archive/recordings/recordings/hindi5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the stoer six spoons of fresh snowpis five thick slabs of blu ches and maybe a snack for her brother bob we also need a small plastic snake and a big toyl frog for the kilts she can scoop these things into three red bags and wewill go met her wens day at the tran station
27.0,"new delhi, india",hindi6,hindi,female,data/speech_accent_archive/recordings/recordings/hindi6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snops five thick slabs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she could scoop these things into three red bags and we will go meet her wenesday at the train station
19.0,"imphal, india",hindi8,hindi,male,data/speech_accent_archive/recordings/recordings/hindi8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of plu chees and maybe a snagk for her brother bob we also ned a small plastic snake and a big toy frogk for the kids she can schoo these things into three red bags and well go meet her wednseday at the train station
31.0,"durgapur, west bengal, india",hindi9,hindi,male,data/speech_accent_archive/recordings/recordings/hindi9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pese five thick slaps of blue chees and maybe a snak for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenesday a the train station
47.0,"long tieng, laos",hmong2,hmong,male,data/speech_accent_archive/recordings/recordings/hmong2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stela as her to bring these things with her from the store six spoons of fresh spoonsnow peas five thicks laps of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for her kids she can scoop these things into three red bags and we ill go meet her wensday at the train station
22.5,"cegled, hungary",hungarian1,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cole tela ask her to bring thes tings with her from the store six spouns of fresno pise five thic sleps of blue cheese and maybe a snak for her brother bob we also ned a smart plastic snake and a big toy frok for the kids she can scoop theis tings into three red backs and we will go meet her wenes day at the chain station
22.0,"clug, romania",hungarian2,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store sixpouns of fresh snowpic five thick slaps of blue cheese and maybe a snack for her brother bob we also ned a small plastic snake and a big toy frok for the kids she can scoop these things into three red bagks and we will go meet her wensday at the train station
34.0,"brasov, romania",hungarian3,hungarian,male,data/speech_accent_archive/recordings/recordings/hungarian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this tings with her from the store six spouons of fresh no pese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a smal plastic snake and a big toy frok for the kids she can scoop thes things into three rad bags and we will go meet her wenesday at the train station
26.0,"szeged, hungary",hungarian4,hungarian,male,data/speech_accent_archive/recordings/recordings/hungarian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons a freh snow peese five thick slabs of blue cheese and may be a sneck for her brohther bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
29.0,"budapest, hungary",hungarian5,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caastella ask her to bring these things with her from the store sixpoons of rsnow pise five thick slaps of blue cheese and maybe a snack for her broether bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things intw three red bags and we will go met her wenesday at the train statiooon
57.0,"budapest, hungary",hungarian7,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store sixspoons of fresnopes five thick slabs of blu chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her weneseday at the train station
52.0,"uyo, akwa ibom, nigeria",ibibio1,ibibio,male,data/speech_accent_archive/recordings/recordings/ibibio1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call taeller ask he to bring thes things with ha from the store sixspoons of fhreve snowpiese five thick slaps of blue chees and maybe a snap for her brotear bob we also need a small plastic snaek and a big toy frog for the kiids she can scoup these things into three rad bags and we will go meet her whenis d at the transtation
21.0,"reykjavik, iceland",icelandic1,icelandic,male,data/speech_accent_archive/recordings/recordings/icelandic1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rat backs and we will go met her wensday at a train station
43.0,"akranes, iceland",icelandic2,icelandic,female,data/speech_accent_archive/recordings/recordings/icelandic2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six pouns of frs snowpiece five tick slaps of blue ches and may be a snak for her brother bob we also need a small plastic snek and a big toy frok for the kidds she can scoop these things into three red backs and we will go meet her ones day at the train station
30.0,"lome, togo",ife1,ife,male,data/speech_accent_archive/recordings/recordings/ife1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring thes things with her from the store sixpoun of fresh snops five thick slat of blu chees and maybe a snak for her brother bob we also need a smal plastic snak and a big tal frog for the keids she can scoop these things into three red bags and we also and we will go met her wednes day at the trainstation
35.0,"lagos, nigeria",igbo3,igbo,male,data/speech_accent_archive/recordings/recordings/igbo3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these tings with her from the store six pouns of fresh snow peas five thik slaps of blue cheese and maybe a snak for her brother bob wealso ned a small plastic snake oun a big toy frok for the kids she can scoop these things into three red bags and we will go meet her wenze day at the train station
31.0,"jakarta, indonesia",indonesian1,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from a store six spoons of fresno peiese five thick slaps of blue chese and maybe snik for her bread a bal we also need a smal plastic and snake and a big toy frok for the kids s can scoop these things into three red backs and we will go meet her wednesday at ta train station
18.0,"jakarta, indonesia",indonesian2,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh nu piece five thick slaps of blue ches and maybe a snaike for  her brother bob we also need a small plasstic snake a big toy frok for th kids she can scoop these things into three red backs and we will go met her wensday at a train station
30.0,"jakarta, indonesia",indonesian4,indonesian,female,data/speech_accent_archive/recordings/recordings/indonesian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela us herta bring this things with her from the store six poons of fressh snowpiese five thick slaps of blo cees and may be a snak for her brother pap we also need a small plasc snake and a big toy frok for the kids si kan scoop this things into three red bags and we will go met her wenze day at the train station
29.0,"jakarta, indonesia",indonesian5,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring this thing with her from the store six spoons of fresh snopies five thick slabs of blu ches and maybe a snike for her brother bob we also need a small plastic snake and a big toy frok for the kids she can scoo this thing into three red bags and we will go meet her wenes day at the train station
20.0,"jakarta, indonesia",indonesian6,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stoore six spoons of fresh no piece five flick slaps of blue ches and may be snack for her brother bob we also ned a smal plastic snake and a big toy frog for the kids she can scub these things into tree red bags and we will go meet her wens day at the train station
45.0,"kediri, java, indonesia",indonesian7,indonesian,female,data/speech_accent_archive/recordings/recordings/indonesian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise costela ask her to bring this thing with her from the store sixpoon of the fre senopis five thick slep of the plucis and mabe snek for her brother bob we also ned small plastic snek and a big toy fork for the kid sii kan scoop this thing into three red bagk and we will go mit her wenesday at the traienstation
32.0,"jakarta, indonesia",indonesian8,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of freh snow piece five chiks slaps of blu chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frogs for the kids se can scoop this things into three red backs and we will go meet her wenzeday at the train station
28.0,"dublin, ireland",irish1,irish,male,data/speech_accent_archive/recordings/recordings/irish1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piese five thick slabs of blue cheese and may be a snack for er brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
48.0,"palermo, italy",italian10,italian,male,data/speech_accent_archive/recordings/recordings/italian10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleise cal stella aske her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snak for hear brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go o meat with her meither ons dy at the traine station
30.0,"cagliari, italy",italian11,italian,male,data/speech_accent_archive/recordings/recordings/italian11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring thes stings wih her from the store six spoons of fresh snow pise five thick slaps of blu chees and maybe a snack for rea brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these stings into treerad backs and we will go met her wesday at the train station
38.0,"bellinzona, switzerland",italian12,italian,female,data/speech_accent_archive/recordings/recordings/italian12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring thes tings with her from the store six spoons of fresh snopis five thick slabs of blue ches and maybe a sneck for her brother bob we also ned a small plastic snake and a big toyk toy frog for the kids she can scooop thise things into tree red bags and we will go meet her wednezday at the train station
20.0,"enna, italy",italian13,italian,male,data/speech_accent_archive/recordings/recordings/italian13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella husker to bring this thinks coivf rnthe store sixspouns of freshno pis five fixd laps of blue chieese an mabs neck for a buotther bob we also need a small plastics nake and a big toy frog for the kids she can scup this thinks into free red bags and well go meit her wesday at the traine station
20.0,"cosenza, italy",italian14,italian,male,data/speech_accent_archive/recordings/recordings/italian14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring thes things wi ther from the store sixpons of fresh snow piice five thick slaps of bluo ches and mebas neck for her brother bob we also ned a small plastic snak and a big toy frog for the kids she can scoop thes things into three red bags and we will go met er wednesday at the transtation
48.0,"forli, italy",italian15,italian,male,data/speech_accent_archive/recordings/recordings/italian15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this things with her from the store sixpoons of freshsnow pees five thick slbs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frock for the kidts she can scoop theis things into three read bags and we will go meet her wednesday at the train station
28.0,"turin, italy",italian17,italian,male,data/speech_accent_archive/recordings/recordings/italian17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costel ask her to bring these things  withher from the store six pouns of frech snow pice five thick slaps of blu chies and maybe a snake for her brother bob we also need a small plastic snak in a big  toy frog for her de kids she can scoop dhestinks into three red bags and we will go meet her wenesday at the train station
20.0,"grugliasco, italy",italian18,italian,male,data/speech_accent_archive/recordings/recordings/italian18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co stela is to brin thes stings wido from the store sixpons of fresh nopez five thick slabs of bluches and maybe a snack for her brother bub we also need as mare plastic snakek and a bit t  fro for the kids she can scoop thes stings into three red backs and we will go me heo wensdey at the train station
19.0,"rome, italy",italian19,italian,male,data/speech_accent_archive/recordings/recordings/italian19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things witar from the sor sixspoouns of fresh no piese five thick slubs of blu chese and maybe a sneck for e brother bob we also need a small plastics nak and a big toy frog for the kids she can scoop theise things int tree red bags and we will go met her wednes day at the train station
32.0,"naples, italy",italian20,italian,male,data/speech_accent_archive/recordings/recordings/italian20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ah please call stela ask her to bring the fings ah wi her from the store six spoon of fresh snow pease five thick slaps of blu cheese and maybe a snuck for her brother bob we also need a small plastic snake and a big toy for the kids she can na scoop the trings into three red bags and we ill go meet her wednesday at the train station
42.0,"trento, italy",italian21,italian,male,data/speech_accent_archive/recordings/recordings/italian21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this things with her from the store six spoons of fresh snow peiase five thick slabs of bluo chese and maybe a snack for her brother bob we also ned a small plastic snake and a big toy frog for the kids she can scoop this things into tree red bags and we will go meet her weneseday at the train station
23.0,"teramo, italy",italian22,italian,male,data/speech_accent_archive/recordings/recordings/italian22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of freshno pees five fhicksslabs of blue cheese and maybe a snaeck for her brother bob we also ned a small plastic snake and a bigg toy frog for the kids she can scoop theise things into three red bags and we will go met her wense day at the train station
34.0,"cuneo, italy",italian23,italian,female,data/speech_accent_archive/recordings/recordings/italian23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring this things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frok for the kids she can scoop these things into three red bags and we will go met her wednesday at the train station
23.0,"milan, italy",italian24,italian,female,data/speech_accent_archive/recordings/recordings/italian24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring this things with her from the store six pouns of frsh no pias five six slabs of blue chees and mabe a snak for her brother bob we also need a smal plastic snak and a big toy frok for the kits she can scoop these things into three rad bags and we will go mett wes day at the trin station
40.0,"wiesbaden, germany",italian25,italian,male,data/speech_accent_archive/recordings/recordings/italian25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a toy a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
49.0,"siracusa, sicily, italy",italian26,italian,male,data/speech_accent_archive/recordings/recordings/italian26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this things with ar from the store sixpoons of fresh snow pease fie thic slabs of blue cheese and maybe as neck for a brohter bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three read bags nd we will go mether wedesday at the train station
33.0,"milan, italy",italian27,italian,female,data/speech_accent_archive/recordings/recordings/italian27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring this things with her from the store sixpouns of freshno pees five ficleps of blue chees and maybe as naht for her brother barb we also need a small pass nake and a big toy frohk for the kits she can scoop this things into three red bags and well go met her  wednesday at tae train station
25.0,"rome, italy",italian28,italian,male,data/speech_accent_archive/recordings/recordings/italian28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask care to bring the stings with here from the store six spoons of freshno piece five thick slebs of blue chees and may be a s neck for a brodher bob we lso need a small plastic snake and a big ty frog for the keiats she can scoop this things into three red bags and we will go meet her wenesday at the train station
21.0,"trieste, italy",italian29,italian,female,data/speech_accent_archive/recordings/recordings/italian29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this thinks with her from the store six poons of fresh snowpiece five thick slabs of loces and maybe a snak for her brother bob we also need a smal plasstic snake and a big toy fok for the kids she can scoup theis things into thre rat bags and we will go meet her wensday atae train station
55.0,"florence, italy",italian3,italian,male,data/speech_accent_archive/recordings/recordings/italian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from theis tor six poons of fresh snow pease five thick slabs of blu chese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frok for the kids she can scoop these things into three red bags and we will go met her wensday at the train station
59.0,"naples, italy",italian31,italian,female,data/speech_accent_archive/recordings/recordings/italian31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this tings with her from the store six spoons of fresh snowpice five thick slubs of blu chese and mabe a snack for a broadher bob we also ned a small plastic snak and a big toy frog for the kids shei can scoop thise things into tree red bags and we will go met there wens day at traen station
47.0,"cremona, italy",italian4,italian,female,data/speech_accent_archive/recordings/recordings/italian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spouns of frasno pies five thick slaps of blu chies and mabe a snaff orbreala bob we also need a smal plasticknak and a big troy fro for the kit she can scou these things into trerat bags and we will go met her wensday at the train station
52.0,"vicenza, veneto, italy",italian5,italian,male,data/speech_accent_archive/recordings/recordings/italian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this thinks wider from the store six spoons of freshno peas five thick slaps of blu cees and maybe a snack for her brother bob we also ned a s mall plastic snake and a big toy frock for the kids she can scoop this things into treer at backs and we will go meet her wenesday at the train station
32.0,"naples, italy",italian6,italian,female,data/speech_accent_archive/recordings/recordings/italian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stela ask her to bring these thinks wi there from the store sixpouns of fresh snowpice five thicslips of blu cheies and maby as neck for a brother bob we also ned a s male plastic snake and a big toy frog for the kids she can scoop these thinks into three red bags and we will go miter wetes day at  traine statior
24.0,"naples, italy",italian7,italian,male,data/speech_accent_archive/recordings/recordings/italian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stilla ask her to bring this things with her from the store six spoons of fresh snowpias five thick slabs of blue chees and mabe as knuck for a brother bob wilsoen a smal plastic snake and a big toy frock for the kids she can scoup this things into three rad backs and we will gu met her wensay at the train station
18.0,"turin, italy",italian9,italian,male,data/speech_accent_archive/recordings/recordings/italian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to take thes tings with her from the store six spoons of fresh snow pis five thick slaps of blue ches and mabe a s neck for her brohther bab we also need a small plastic snake and a big toy frok for the kids she can scoop thes tings into hree red backs and we will go meet her weneseday at the train station
