age,birthplace,filename,native_language,sex,path_to_audio,transcription,unispeech_large_transcriptions
22.0,"london, uk",english487,english,female,data/speech_accent_archive/recordings/recordings/english487.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,les costola os kode bring ne tings woathed ome dole six ans i hres sna es fithick slae si blou ces andebo snac ohoed botterbllthe also ned a smal pastic snake and bigtod oled fote kids she  kanskp these things into thr red bages andlewlgo mat haend stdayetrone stationf
35.0,"irvine, scotland, uk",english488,english,female,data/speech_accent_archive/recordings/recordings/english488.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coalls stello askor to bring thes things with her from the stor sik spons of fresh snopes five thik slabs of blu ches and maybe a snack for her brother bob we allso ned a small plastic snak and a big toy frog for the kids she caln scoop these things into thre red bags and wevll go met her wedsty at the trin station
43.0,"castro valley, california, usa",english49,english,male,data/speech_accent_archive/recordings/recordings/english49.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace colstella askurdto ring these tings with her from the stor sic spoons or fresh snow pees five thick slabs of bleu chees and maybe a snack for her brother bob we also nee a small plastic snack and a big toy frogb for the kids she cen scop thes things into thre red bags and we wll go meat her wensday at the train station
18.0,"auckland, new zealand",english490,english,male,data/speech_accent_archive/recordings/recordings/english490.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas couse stalla askuota bring thees things bither rom the stoee si spones o fish sno pas five thick slabs o blu chees and maybe a snack for aebrother bob we also need a small plastic snack and a big toy froc for the cids she can scoop thes things into thre red bags and wl go ma theo winstad the trainstation
22.0,"omaha, nebraska, usa",english492,english,female,data/speech_accent_archive/recordings/recordings/english492.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,epleas coll stella askurd or braingny things wither from the s toree sicks pons fresh snopes  five fhik slabs he blu ches amobia snacked for her brother bobewhe also nea smal plastic snak in a big toy frocg for the kitse she can sgivble things into thre red backs and we wll go met her wens day a the trainstation
20.0,"miami, florida, usa",english493,english,male,data/speech_accent_archive/recordings/recordings/english493.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella  ascort or bring thes things with her from the store sis spons of fresh snow pees five thick slabs o blu chees and maybe snached fror her brother bobeeewe also nee a small plastic snake and a big toy frog for the kidsee she cen scop thes things into thre red bags and we willgo met her whensday at the train station
27.5,"findlay, ohio, usa",english494,english,male,data/speech_accent_archive/recordings/recordings/english494.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,iplease call stellaeask her to bring thes things with her from the storee sics s poons a fresh sno pees five thick slabs of blu chees and maybe a snac for her brother bobee we also neet small plastic snagk and a big toy frog for the kids she can schoop these things into thre red bags and we will go meat her whensday at the trainstatione   a
21.0,"kirkland, washington, usa",english495,english,male,data/speech_accent_archive/recordings/recordings/english495.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ascurte bring these things wither from the stor  sicsboons e fresno pes five thick slabs of bloo chies and maybe snack for brother bob we also ne smal plastic snack and a big toy frog for the kids shi ged s gop thes things in to threred bags and well go meter winsday athe trin station
20.0,"london, england, uk",english496,english,male,data/speech_accent_archive/recordings/recordings/english496.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plas colestellaask he to bring the things with her from the stoe si  spbons o fresh snow pese five thick slabes o blu chese  and maybe a snake o her brother bobwe also ned smoll plastic snak and a big toy frog fo the kids  she can scoopte things into three red bags and mollgo meat her wensday at the train station
27.0,"prince george, british columbia, canada",english498,english,male,data/speech_accent_archive/recordings/recordings/english498.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stellae astqurdbring thes things with her from the stor sicks spons  fresh snowh pees five thigk slabs ofh bloueu ches a and babeo s snacke for her brothersbob wealso ned small plastic snake  and big toy frog kids shou can schooppe thes things into thre red bagsand welgo met her whensday at the train station
21.0,"st. paul, minnesota, usa",english499,english,female,data/speech_accent_archive/recordings/recordings/english499.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coes taw astceter ring nee things wither from the stor six pons a fresh sno pes five fhik slabes of blu cees and mobee snacke for her brother bob whe also ne small plasstic snack and a bigtoiy frog for the kids she cen schop these things into threg red bags and will go me her whens day at the trin station
62.0,"fairfax, virginia, usa",english5,english,male,data/speech_accent_archive/recordings/recordings/english5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas coll stellaaskher to bring these things with her from the store sispoons o fresh snow pes fie thic slabs o blu cheand mabe a snace for her brotherbogwe also need a smoll plastic snakg  and a big toy frog for the kids she can scoop these things into thre red bags and we will meat her wamsty at the train station
29.0,"baltic, south dakota, usa",english50,english,female,data/speech_accent_archive/recordings/recordings/english50.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collstella  ask her to bring these things with her from the stor six spoons of fresh snowpes five thik slabs of blu chees and maybe snack for her brother bob we also nee a small plastic snak and a big toy frog for the kids she can scop thes things into thre red bags and we will go meaet her wensday t the trainstation
38.0,"albury, new south wales, australia",english500,english,male,data/speech_accent_archive/recordings/recordings/english500.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella  askhe to bring thes things with her from the stoe sics pons a fresh sno pes five thik slapes of blu ces and maybe a snack fe her brother bobeeewe alsoy need a small plastic snake an a big toy frog forthe kids she can scit thes things into thre red bagsand we will go met her whensday apt the train stationd
64.0,"pittsburgh, pennsylvania, usa",english501,english,female,data/speech_accent_archive/recordings/recordings/english501.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askhurto bring these things with her from the stor  sis spons fresh snow pes five fhick slabs o blu ches and maybe a snac for her brother bob whe olso net a small plasstic snak and a big toy frog for the kids  she culd sckoop thes things into thre red bags and we wil gow meet her wensday at the trayn stationee
30.0,"farmington hills, michigan, usa",english502,english,female,data/speech_accent_archive/recordings/recordings/english502.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas costela ascorto bring thes things with her from the stor si spoons a fresh snow pes five fik slab ou blu ches and maybe a snace for her brother bob we also nmet a small plastic snae and a big toy frog for the ids she cen scoop thes things into three ride bags and we wllego meat her wensday at the train s tation
25.0,"west palm beach, florida, usa",english504,english,male,data/speech_accent_archive/recordings/recordings/english504.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collstella  ascuoe to bring thes things witherfrom the stor sic poons oa fresh s now pees five thicg slabs of blu cheese ammibios snach for her brother bobwhe also nee a small plastic snack and a big toyfrog forthe cids she cound scoop thes things into three red bags e nd weboego meatder on wendsday at te train station
50.0,"beirut, lebanon",english505,english,female,data/speech_accent_archive/recordings/recordings/english505.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please comestella  ask her to brinng these things with her from the stor  sicspoons e fresh snoe pes five dhig slabeds ae blu cees  and maybe a snach for her brother mob  we also need a small plastic snak  and a big toy frog for the kids  she can scoop these things into thre red bags  and will go met her wensday at the train station e
30.0,"new orleans, louisiana, usa",english506,english,female,data/speech_accent_archive/recordings/recordings/english506.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,e pleas call stellaaskher to bring thes things with her from the stor si pons of fresh snopes five thick slabs of blu ces and maybe snac for her brother bobee we also nede a small plastic snack an a big toyfrog fr the kids she can scopb these things into thre red bags and we wllgo met her wense day at the train station
21.0,"accra, ghana",english507,english,male,data/speech_accent_archive/recordings/recordings/english507.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cosstella asckae to bring thes things ruther from the stor si spons o fresnopese five tic slabs of blu ces and maybe a snage for her brotherbob  we also need a small plastic snak and a big toyfrog for the kids shaking scoo testings into threred bags in o wugomedt her wensday at te trin station  r
20.0,"winfield, illinois, usa",english508,english,female,data/speech_accent_archive/recordings/recordings/english508.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas call stealla askore to bring thes things with her from the stor si s pons or fresh snopes five thig slabs of blu ces  and maybe snack for her brother bobee whe also need small plastic snak in a big toy frog fr the kitse she can scop thes things into three red bags n mull go meat her whens day at the trainstaton
67.0,"detroit, michigan, usa",english51,english,male,data/speech_accent_archive/recordings/recordings/english51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stella askuher to bring these things wither from the stor sic spons of fresh snow pes five thick slabs of blu chees and maybe a snacke for her brother bob we also nee a small plastic snake in a big toyfrog for the kids she can schoop these things into thre red bags and we will go met her wensday at the train station
66.0,"philadelphia, pennsylvania, usa",english510,english,female,data/speech_accent_archive/recordings/recordings/english510.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring ese things with her from the stor  si spoons oa frsh sno pes fie hick slabs of blu cees  amavi snaced for her broher bob we also mee a small plastic snake  ando big toy frob for the kids she candschopty things into thre red bags  and we wil go met her wensday the train station s
31.0,"montgomery, alabama, usa",english511,english,female,data/speech_accent_archive/recordings/recordings/english511.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colsstella ask her to bring thes things with her from the stor sixs spons o fresh snow pees five thicg slabs o blu chees and maybe a snach for her brother bobe we also need a small plastic snak  and a big toyfrog for the kids  she can scup thes things into thre red bags and we will go meat her wensday af te train statieon
54.0,"salina, kansas, usa",english512,english,female,data/speech_accent_archive/recordings/recordings/english512.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ascur to bran these things with her from the store sicx poons er fresh sno pees five hig slaps blu chees and meybe a snaper her brotherebob wre also nee a small plastic snacke in a big toy fog for the kids shecan scube thes things into thre red bags and wele go meet her wins day at the traing station
57.0,"youngstown, ohio, usa",english514,english,male,data/speech_accent_archive/recordings/recordings/english514.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls stella askher to bring thee things with her from the stor sic spons o fresh snopees five thik slabs blue chees and maybe a snack for her brother bob we also need a smalle plastic snack and i big toy frog for the kids she can scoot thee things into thre red bags and we will go met her whensday at the train stasion
55.0,"youngstown, ohio, usa",english515,english,female,data/speech_accent_archive/recordings/recordings/english515.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things wither from the store sic spons of fresh snow pes five tick slabs of blu chees and maybea snack for her brother bob we also neede small plastic snake and a big toy frog for the kids she culn scoop these things into thre red bags and we will go met her wendsday at te train station
32.0,"dripping springs, texas, usa",english516,english,female,data/speech_accent_archive/recordings/recordings/english516.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase callstella askrtor bringly things with her from the stor sis pons o t fresh snowpes five fie slabs of blu ches and maybe snage for her brother bobe we also nee a small plastic snak in a big toy frog for the kids she cen scopty things into thr red bags and we wllgo met her whensday at the train station
33.0,"colorado springs, colorado, usa",english517,english,male,data/speech_accent_archive/recordings/recordings/english517.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella as corto bring the things wither from the s tore sixspons e fresh snow pes fiveftik slap blu chees and maybe a snackd for her brother bob we also need a smalle plastic snake n big toyfrogd for the kids she cen scoopthe things in to thre red bags and will go mat her whensday at te train station
24.0,"kells, meath, ireland",english518,english,male,data/speech_accent_archive/recordings/recordings/english518.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas calle stallae oskor to bring thes things widher from the store shic spons a fresh snopes five tick slabs o blu chees and mabe a snack for her brother bobewhe also need smal plastic snack and a big toy frog forthe kids she an skupthe things into tre red bags and ligo meterwendsai the train station
18.0,"karachi, pakistan",english519,english,female,data/speech_accent_archive/recordings/recordings/english519.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askor to bring these things with her from the stor sis spoons a fresh snopes five thick slabs of blu cheesand maybe snack for her brother bob we also nee a small plastic snake at a big toy frog for the kidscin she schp thes things into thre red bags and we will goto met her wense day at te train staton
20.0,"calgary, alberta, canada",english52,english,male,data/speech_accent_archive/recordings/recordings/english52.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askurdto bring nea things wither from the stor sis pbons o fresh sno pes  five chick slabs blu chees  and mabe a snac for her brother bob we also nee small plastic snak and big toy frog fr the cids  she canscop thes things into thre red bags and we l go met her whensday at the train station
47.0,"st. paul, minnesota, usa",english520,english,female,data/speech_accent_archive/recordings/recordings/english520.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellar  askor to bring thes things with her from the stor sik spoons o fresh snow pees five thik slabs of blu chees and maybe e snack for her brother bob we also need a small plastic snak  and a big toy frog for the kids she cun scoop these things into thre red bags nd we will go met her whensday at the train station
25.0,"bethesda, maryland, usa",english521,english,female,data/speech_accent_archive/recordings/recordings/english521.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella askhr to bring these things with her from the stor sik pons af fresh sno pees five thik slabs of blu chees and mabe a snak for her brother bob we also nee a small plasstic snake and a big toy frog for the ckids  she can scoop these things into thre red bags and we willgo met her wensday at the train station
22.0,"bethpage, new york, usa",english522,english,female,data/speech_accent_archive/recordings/recordings/english522.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella askore t bring lese things with her from the stor sis spoons a fresh snow pes five thick slabs o blu ches and maybe a snag for her brother bob we also nee a small plasstic snake and a big toy frog for the kids she can scoop thee things into three red bags and wilego met her wens day at the train station
18.0,"madison, wisconsin, usa",english523,english,female,data/speech_accent_archive/recordings/recordings/english523.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella askher to bring these things with her from the stor sis pns a fresh snopes five sic slaibs blu ces and maybe snack for her brother bobwe also nee small plastic snak in big toy frog for the kids she cuend schieles things into thre red bags and weill go met her wensday at the train station
19.0,"downers grove, illinois, usa",english524,english,male,data/speech_accent_archive/recordings/recordings/english524.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella  askur t o briglyy things with her from the s tor  sis pons a fresshsnopes five thick slibes o bluches and make  e snack for her brother bob  we also nee small plastic snak and a big toy frog for the kids   she an skip theys things into thre red bags    and we will met   go meater  wonsday at the train station
18.0,"albion, new york, usa",english525,english,female,data/speech_accent_archive/recordings/recordings/english525.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella  ask her to bring tes things with her from the stor sics spoons of fresh sno pes five thic slabps o blueu chees and maybe snacked for her brother bob we also nee a small plastic snak  and big toy frog fr the kids she cun scoopis things into thre red begs and mellgo met her wensdey at the trayn station
20.0,"woodbridge, virginia, usa",english526,english,male,data/speech_accent_archive/recordings/recordings/english526.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cal stella askuor to bring thes things with her from the stor si poons ar fresh sno pes five thick slabes blue ches and maybe a snack for her brother bob we also nee small plastic snak and a big toy frog for the kids she can scoop these things into three red bags and we ll go meat her wensday at the trainsation
25.0,"wynnewood, pennsylvania, usa",english527,english,female,data/speech_accent_archive/recordings/recordings/english527.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things wither from the stor si  boons of fresh sno pese five thik slabs of blu ches and maybe snack for her brother bob we also neede a small plastic snak and a big toyfrog for the kids she can scop these things into three red bags and we wilgo meaet her whensday at the trin station l
52.0,"green bay, wisconsin, usa",english528,english,female,data/speech_accent_archive/recordings/recordings/english528.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ascorto bring these things wither from the stor sis poons of fresh sno pes five thick slabs o blu cheese and maybe a snaged for her brother bob we also nee smalle plastic snak and big toy frogd for the kids she can scoop thes things into three red bags and we wllego met her wensday at the train station
29.0,"burlington, vermont, usa",english529,english,female,data/speech_accent_archive/recordings/recordings/english529.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls stella asckort of ringlys things with her from the stor sicks spoons of fresh snowb pis five thick slabs of blu chese and mabe snack for her brother bob we also need small plastic snake in big toyfrog for the kids she can scop thes things into thre red bags and me wlle go met her whensday at the train station
63.0,"syracuse, new york, usa",english53,english,male,data/speech_accent_archive/recordings/recordings/english53.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stallo ascuer to bring these things wither from the stor sicxs poons oa fresh no pes fie thic slads blu chesand maybe snage for her brother babwhe also nee a small plastic snack and the big toy frag for the kids she cen scop thees things into thre red bags and whe wll go meat her whensday at the train station
50.0,"detroit, michigan, usa",english530,english,female,data/speech_accent_archive/recordings/recordings/english530.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls stella askuer to bring these things with her from the stor si  bons oa freshsno pes five thick slabs of blucees and maybe snack for her brother bob we also need ae small plastic snake and a big toy frog for the cids she can scop these things into thre red bags and we will go met her wenstday at the train station
29.0,"nokesville, virginia, usa",english531,english,female,data/speech_accent_archive/recordings/recordings/english531.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stella askher to bring tmese things with her from lhe stor si spoons of fresh snow pees five thik slabs of blu chees and maybe snack for her brother bob we also nee small plastic snack and a big toy frog for the kids she can scop these things into thre red bags nd we wll go meat her woensday at the train station
23.0,"bristol, connecticut, usa",english532,english,female,data/speech_accent_archive/recordings/recordings/english532.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella askher to bring tmee things with her from the stor sis bpons of freshs s no pes five thick slabs of blu ces and maybe a snaske for her brother bob we also nee a s mallplastic snake in big toyfrog for the kids she can scop these things into thre red bags and we wlle go met her wensday at the train station
38.0,"fairfax, virginia, usa",english533,english,female,data/speech_accent_archive/recordings/recordings/english533.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos stella  ask her to bring these things with her from the stor si spoons o fresh snow peese five thick slabs of blue cheese and maybe a snackd for her brother bob we also nee a small plastic snake in a big toyfrog for the ckids she can scoob thes things into thre red bags and we will go meat her whensday at the trainstation
29.0,"mineola, new york, usa",english534,english,female,data/speech_accent_archive/recordings/recordings/english534.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these things with her from the stor six spoons oa fresh snow pes five thick slabs o blu chese and mabe a snach for her brother bob we also nee a small plastic snak an a big toy frog fr the kits she can scoop thes things into thre red bags and wevill go met her whensday at the train station
22.0,"plymouth, massachusetts, usa",english535,english,female,data/speech_accent_archive/recordings/recordings/english535.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colls stella askor to bring ny things with her from the stor sis spoons a fresh snopes five thick slabs of blu chese and maybe a snack for her brother bob we also need smal plastic snake and a big toy frog for the kids she can scop thes things into three redbags and we lgo met her whensday at the train stathion
21.0,"richmond, virginia, usa",english536,english,female,data/speech_accent_archive/recordings/recordings/english536.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos stella  askorto bring me things with her from the stor sics pons fresh snopes five thick slabs bluchees and maybie snack for her brother bob whe also ne small plastic snak and a big toye frog for the cids she can scop the things into thre red bags and we wll go meat her wensday at the train station
21.0,"woodbridge, virginia, usa",english537,english,female,data/speech_accent_archive/recordings/recordings/english537.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cao stella ask her to bring these things with her from the stor sik sphons r fresh snopes five thick slabs of blu chese and maybe a snack for her brother bob we also nee a small plastic snak ind a big toyfrog for the cids she cen shoipdy things into thre red bags and wevl go met her wensday at thetrin station
20.0,"lyndhurst, virginia, usa",english538,english,female,data/speech_accent_archive/recordings/recordings/english538.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bles colestella asker to bring tmese things with her from the storm si pons of fressh no pes five fi labs of blu ches and mabe a snack for her brother bob we also need a small plastic snake and big toy frog for the kids she can scop these things into thre red bags and we will g  meat with her met her wensday athe trin stateon w
19.0,"orange county, california, usa",english539,english,female,data/speech_accent_archive/recordings/recordings/english539.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas calle stella oskor to bring these things with her from the stor si spoons of freshsno pees five fic slabs of blu chees and maybe snack for her brother bob we also nee a small plastic snake ind big toy frog fr the kids she can scoope thes things into thre redbags and we will gow meat her whens day the trainstation
