age,birthplace,filename,native_language,sex,path_to_audio,transcription,sew_small_transcriptions
27.0,"ahmedabad, india",gujarati8,gujarati,female,data/speech_accent_archive/recordings/recordings/gujarati8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleaseollstal ascher to bring thees things wiher from the storesicspoonines of fresh snow peesefive thic slibes of bleu cheeese and meiaus nak fur brother bobwe also yeat a sall plastic sneiand a big toiy frog for the cidsshe can scop thease things into threy red bags and me vl go neet her lenesday atte train steasion
19.0,"surat, india",gujarati9,gujarati,male,data/speech_accent_archive/recordings/recordings/gujarati9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cots teaelaacs her to brin thestinkuweet her from the stowsicspoons of freis no pese fileteks lab or bu cheeseand mabiust nack for her burder popve ol so in a small postiksnek and a bictorg frog for tecethessecnscop destin into freredbacsand veebiele re andverel goolve mate her manestadet manstesen
41.0,"kisii, kenya",gusii2,gusii,male,data/speech_accent_archive/recordings/recordings/gusii2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peeas calls tanaskat to bring these things with hear from the stoorsix pooles of fresh snow pees five thigslabs of blu chees the abius nack for i brotherd bopwe allso need a smal plastic snak and the biek toy fron for the cinsshe can scoo these things into three ra bangs an wewill golmeetime enesday ad the transtition
45.0,"singapore, singapore",hainanese1,hainanese,male,data/speech_accent_archive/recordings/recordings/hainanese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blescasdstalardusk her to bring festing with her from the stowlsixspoons sof fresh snaw pes five fit sneps of bloo cheesan maybea snac for her brother bobealso need a smal plustic snecand a big toy frofot  civesshe can scoupestingsinto tree rapaxsan beereegol met her manestey at ha ttranstation
46.0,"bauchi, nigeria",hausa2,hausa,male,data/speech_accent_archive/recordings/recordings/hausa2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plasecalld stala sk hard to bring thespins with harve from the stol si spoons of fres smoll peas five pik slabs of blucees and mabe as snak for her brother  bob we also meed a small plastic snake an a big  toyaf frog for the kids she con scop thespins in to three red bags and wlll goamed hw wensdeay anthe transtaition
43.0,"maine, niger",hausa5,hausa,female,data/speech_accent_archive/recordings/recordings/hausa5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colse talaask her to bring theese things with her from the storesik spons of fresh snow peees five fikslupes of breut chees and maybe a smet for her brother bubwe allso need a smoll plusti snak and a big toy frow for the kebsshe cam scop these things in to three red buads and w would go met her wmsdey at the transtation
48.0,"kano, nigeria",hausa6,hausa,male,data/speech_accent_archive/recordings/recordings/hausa6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colos talaask hur to bring veese fhings with ho from the stosics spoons of fresh smol peese five fice slabsof bluu chees  and maybe a snack ofmaybe a smak for her brother bopwe also neeed a smolt plastic snaqe and a big toy frob for the keedsshe can scoop vees sthins into three red bbags and we will goll meat hir wensday at the transtation
52.0,"sokoto, nigeria",hausa7,hausa,male,data/speech_accent_archive/recordings/recordings/hausa7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cosh tayllaascot to bring thie thinks wilth have ffrom the aaaa stolsixporns of fresh sno peese five thic slaps of blucees and maibe is not for a brother bupwllsonet is mo plastic snak and a big toy frok for the kidsshe cal smovethe things n thou three red bangs and weewill bloo meetheer whenest  at the transtation
43.0,"kaltungo, gombe, nigeria",hausa9,hausa,male,data/speech_accent_archive/recordings/recordings/hausa9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calt telarasca to bring thes things with har fron thes tolsexs spoons of fresh snal peasefive thig slips of blu cheesend mebias nigt for har brother  bolbwe also neeed a smll plostic sna un ibig toy fro for the cidsshe conscoope thes things into thre read bags anwll gol meed her ensthe andetranstation
23.0,"yehud, israel",hebrew1,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stala usco to bring thes things wedhere ffrom the store sigspoons off for a sno pes five thik slabes of bluces and maybe a snake for a brother bobwe al so need the smallplastic snaku and ha big toy frog fordeikeids she can scoop des things into treeanbred bags and d we will go meet her wensday ad a transtation
24.0,"jerusalem, israel",hebrew2,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala asker to bring these hings with her from shea sture sic spoons of fresh snow pees five thik s labs of bluchees and maybe a snack for brother bob we alson nat a smalplastic snak an a big toyfrug frizicids she can scoop vese things into threeb red bags and we will go meet her wentsday at a trainstation
33.0,"haifa, israel",hebrew3,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecalle stalla usco to bring these things with her from the store sicspoons of fresh snow pesefive tiksfive thik slabbs of blu cheese and maybeas snuk or her brother bobwe olson nethes smolplastic snake and a big toy frok for the kidsshe an scoop these things eng to threee redd bogs and we will go meeter wends day outthe trainstation
20.0,"haifa, israel",hebrew4,hebrew,female,data/speech_accent_archive/recordings/recordings/hebrew4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stala ascor to bring these things with here from the store sik spooons af fressno peese five thic slabs af plea cheese and maybieou snack for her brother barb we olso neet a small plastic snaku an a big toysrog for the kidds she con scoop these things in the fhree dad bogs and we will go meet ho wenstay at the trainstation
23.0,"netanya, israel",hebrew5,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plas colld thelahaspoirt to brin sthings with her from the storesispoons of fres snow peevefive fig slaps of blu cheeseint may bee snakd for her brother bobwill sony the smalclastic snag in i big clog frog for the kidsshe gud scop hesthings eened threered bagsan llill golmeat her lan snaive trandsnation
33.0,"rishon, israel",hebrew6,hebrew,female,data/speech_accent_archive/recordings/recordings/hebrew6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls telaasher to bring thes things withfer from the storesicspoons o fresh snow peese five figslabs of blu cheeseand maybe a snet for a brother bobwe also need a small plastic sna and a big toy fog for the cidsshe can scipthes things into three bred bags and we will go meet her wen s day at the trainstation
52.0,"jerusalem, israel",hebrew7,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caled stellaascor to bring these things wither from the storesic scooons of fresh snow peeese five phic slabs of blu cheeese an madie a snac for her brother bobwe also need a small plastic snac in a big toy frog for the kidsshe can scoop these things into three red bags and we will go meat her wensday at the transtaition
28.0,"jerusalem, israel",hebrew8,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please clous ana ask e to bring these things wisher from the sto si poons woe flesh snopees five fix labs of bluchees and mabiusnac for a blovhea bobwe al so ing the smalblestic snak in a bi toy froug for the kids she can scoop these tings into three rad bags and wen wed gomeet her wnsday at the transfieshir
23.0,"petah-tiqwa, israel",hebrew9,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stellaaskher to bring these thing s with her from the storesixs spoons of fresh snow peesefive fix slabs of blue cheeseand maybe a snack for her brother bobwe all son nate a smalplastic snake and a big twiycfrog for the kidsshe can scoo these things in to three red baks and we bll gol meet her wensday at the transtation
27.0,"nagpur, maharashtra, india",hindi1,hindi,male,data/speech_accent_archive/recordings/recordings/hindi1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasical stilla ask er to bling these thinks vither from those oor sikspoons or fresh nopeese five thiks lepps of blutiees and maybius thanck of snac for her brother bobthe allso need a smallkostiksnakand a bik droig frok for theceadsshe an s scoop tese thinks intoo three read bagsand vevell gol meather vensday ad the transtition
19.0,"new delhi, india",hindi10,hindi,female,data/speech_accent_archive/recordings/recordings/hindi10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place called stalla asker to bring these things froherwither from the storesiksspoons of fresh snow peese five tikslabes of blu cheese and maybe a snack for her brother bobwe llso ete a smal clastic snak and a big toy frob for the kadsshe can scoop these things thinto three red babs we will go eat her wensta at the trainstation
20.0,"chandigarh, india",hindi11,hindi,male,data/speech_accent_archive/recordings/recordings/hindi11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stellaasceur to bring vease things wither from the stor sik spoons of fresh sno peeesfive tik labs of blue cheesand mabia snacke for her brother bobwe also mneeat a small clastigsnakean a big torg frog for the kidsshe can scoll tes hings into three red bagsand we will go meeat her wensday at the chaingh ichin
25.0,"allahabad, india",hindi12,hindi,female,data/speech_accent_archive/recordings/recordings/hindi12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,vease galstaaskarto bring these things with her fron the stoorsixfols o fresh snbeeesefietcslas of bloceeesei meaa asnag for her brother bawwe olsornat asmll castic smeein abic doyfo colgisshe ascoop thesthings int tee andbasinee boll meetooanstey iitranstision
53.0,"new delhi, india",hindi14,hindi,male,data/speech_accent_archive/recordings/recordings/hindi14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasgl stala ask her to bring these things wither from the stooresixspooons off fres snopeasefive ticstaps o blu cheesand meaebieesnack for her brother borealsoni   smallblostic snak and a big toy frog for the ticsshe can scoop thease things into three readbags and ruubi go meeat her agnasty ad the treaen stasio
23.0,"new delhi, india",hindi15,hindi,female,data/speech_accent_archive/recordings/recordings/hindi15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gal s dellaascer to bring thes things with her from the storesicpoons of freshinal peesfive this labs of veucies an maybias nacked for her brother bobthe allso net a smarplastiksna an a bi toile frog for the kidsshe can scoo pese things into threred bags an bebiall gomeater wensda ad the trainestation
25.0,"new delhi, india",hindi16,hindi,male,data/speech_accent_archive/recordings/recordings/hindi16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bees gol sealaaser to bring these things with her fom destrosigoons of freshsnl beesfive thiksls of ble cheeesand mab is nac wer ha brother ble all so neeedte smol los sicsingand a big dorfrogfor the kissheenscoobese things iintthreeered bagsand mebea gomeeta betnesday at the rain stash
47.0,"new delhi, india",hindi17,hindi,female,data/speech_accent_archive/recordings/recordings/hindi17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stellaaskher to bring these tings with her from thes stor sicspoons of fresh sno peas ive ticslabs of blu chees and maybe a snac for her brother bobre allso neeed a small plastixs snac and a big toy ffrob for the kidsshe can scop these tings into three red bags and ree wil goom meet her went sta at the tranestetion
21.0,"new delhi, india",hindi18,hindi,female,data/speech_accent_archive/recordings/recordings/hindi18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease calis steadlow ascer to bring these things wither from the sorixspoons of fresh snow peese five tixslabes of blu chees and mabiasnake for her brother bob be al soon etesmall las tixak and a big doy frog for the kids she can soo tease tings into thee red bags and mevel gomeather ranstay ad the drantation
31.0,"hyderabad, india",hindi2,hindi,male,data/speech_accent_archive/recordings/recordings/hindi2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellaascur to bring these things with her from the storesixspoons of fresnow pieefivetic slabbs in lu hiees and d maybe a snack for her brother bobwe also need a small plastic snace an a big toy frow for the ktssheanscuthese things in tha twered baks and will go menr ren state at the trainstation
42.0,"jalandhar, india",hindi3,hindi,male,data/speech_accent_archive/recordings/recordings/hindi3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stellaaskher to bring these things rith her from the stormesik spoons of fresh smopeeasefive thick slabs of blu cheease and maybea smacc for her brother bobthe allso need a small phastic snak and a big toyfrog for the cidsshe can scop these things into throeeededbagsannbyvilgol meat  her avensidy abthe rit ad the transtation
64.0,"hubballi, karnataka, india",hindi5,hindi,female,data/speech_accent_archive/recordings/recordings/hindi5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please corl stalaraskortobiding tese chings itar from the stoorsispoons of fresh snopesfri tic slas of blujeeasand maybe asnac for her brether bobwe arsor neeed a small blastik snac and a big dy frow for the fitsshecanscoop thes things in to three raid bags and reel go meterwens day at teinstetion
27.0,"new delhi, india",hindi6,hindi,female,data/speech_accent_archive/recordings/recordings/hindi6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease call stalla ask her to bring thes things with her from the storesicsspooons of fresh smlpeees five piksed labes of blu cheees and maybe a snak for her brother bobhe al so neet a smalll closti smac an a big doi frog for the kets she could scoop theease things into threedred bags and veuligoo meeat her vensday at the transtation
19.0,"imphal, india",hindi8,hindi,male,data/speech_accent_archive/recordings/recordings/hindi8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease col stella as cot obring these tangs wid her from the storesikspooons of fresh sall peeesfiefic slabs of blu jees and maybyou snacc or her brother bobealso en ta small lassicsnakte in a vigtoyfrop for the gedsshe can scol estangs indo crelad danks in weu gometer went stay at the trainstation
31.0,"durgapur, west bengal, india",hindi9,hindi,male,data/speech_accent_archive/recordings/recordings/hindi9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caled sellaosfollo bring these thingswither from the starr sixspoons of fresh snopees five taslaps of blu chees and maybe a snac for a bbrother balwe all so eat a small plostic snake and a big doyfrog for the kidsshe can scoob these thing s into three red bags and wevalogale meeter wens dathe transticion
47.0,"long tieng, laos",hmong2,hmong,male,data/speech_accent_archive/recordings/recordings/hmong2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas costellaasor to bring thesthings with her from the staresixspoons or fresh spooon snow peasefiet thiks labs obblu cees an maybers nack for her brother bobwe allso neaas small plostic snake in a big tory frog for kidshe can scoopdeestings into  thre read bags and wl gol meet her wens they at the transtation
22.5,"cegled, hungary",hungarian1,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gos tala iscer to bring thestings reter ffrom thestore sixspoons of frasnal peeas fid thic slaps off blu chees and maybe a snack for her brother bob we also neen the smarplasticsnak and the bik toy flok for te kep she canscoof destings into thesree rad baks and re vear go meat her and they adde hainstetion
22.0,"clug, romania",hungarian2,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecols thatask her to bring tes thngs rether from the storesiks oo fresh sno besefive teks laps off blu cheese and mayby ea snak for her brother bobwe allso nete a smal plestiks teak andd a bee toy frog for de ketsshe can scoop thees things into threee red baks and we weall go meet her benstat and the transtation
34.0,"brasov, romania",hungarian3,hungarian,male,data/speech_accent_archive/recordings/recordings/hungarian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleascol stealla ask her to bring tdestinkts with her from the storesispoons of fresh nol peeesefive tikslaps of blu chees an may be a snac for her brother bobwe also need a small clastiksnayc andd the big doy frog for the kidsshe can scoop destings into three rad bags an we well go meet her wansday at the trainstation
26.0,"szeged, hungary",hungarian4,hungarian,male,data/speech_accent_archive/recordings/recordings/hungarian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals stallaask her to bring thes hings with here from the storesi  poons  a fres snol peees five thic slabs of blu chees and maybe a s nak for her brother bobwe allso need a smal clastic snac an e big toy frog for the kidsshe can s coopies things into three rat bags and vibl gomeat her ansday at the transtation
29.0,"budapest, hungary",hungarian5,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas custala ask her to bring thees thingswet her from the store seexspooons or fres  now peeas find tea flaps or blu cees an maybe a snak for ther brother bob the allso neether small sblasstic snag and the betoo ye fro forbeitshe can scootees things in too rer and bagsand veebia goo met her mans ay and the trainstationn
57.0,"budapest, hungary",hungarian7,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease cos stala ascerto bring these things vit her from the storesicspooons or fresnopeese frivethic slaps of blu cheeese and maybe a snak for her brother baob the also need a smal lastic snake in a big toy ffarb ffor the kids she can scooll theese things into three read baks an vigogol meet herdvants day athetrainstation
52.0,"uyo, akwa ibom, nigeria",ibibio1,ibibio,male,data/speech_accent_archive/recordings/recordings/ibibio1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas call talaras ha to bring thes things wieh have rom hestosixpoons off frai sno peeasefivetisclaps off blu cheese and maybe eas snap for her brodhy badwe also meed ea small plastic snakeand i big toyf frob for  keete she can scoopthies things into three ra bags and we will goll meat hav wenes that tetranstation
21.0,"reykjavik, iceland",icelandic1,icelandic,male,data/speech_accent_archive/recordings/recordings/icelandic1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease caled stallaascer to bring these things wither from the stotsikspons or fresh snow peasefive thekslaps of blu ceease and nabeas nack for her brother bopve allso neet a small plasticesnake and the bik toye frog for the kitssecan scoop these things into three rat baks and even gormeet her vansta att a trangstation
43.0,"akranes, iceland",icelandic2,icelandic,female,data/speech_accent_archive/recordings/recordings/icelandic2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleascold stella scor to bring these things wither from the storesixspos of fress no pees five tislaps of bu ceeas n may be a snac for her rotherboe also meet a smal plasti snag and a big toy fo for the kitsshe can scoothese things into thre rad baks and leal go me her en stay ot transtasion
30.0,"lome, togo",ife1,ife,male,data/speech_accent_archive/recordings/recordings/ife1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples costtheeas her to ring thes things with hea from the stow sxpoon of fresh smopbesfive thiks laoff brouches an maybe as nit for her brother bobwe also nea a smoblssics nag and a beig taolg frog for the keeds she can scoop thes things into three read bbags and we also and we will golld meets her wans the aditranstission
35.0,"lagos, nigeria",igbo3,igbo,male,data/speech_accent_archive/recordings/recordings/igbo3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cosd allaasker to bring theese tings f wither from the stooresics poons of fresh snow pease firfe thik slaps wo bblu heas mibia snake for ha brother bobwheillst in in tha small plastic snak at a big toy frog fudy kids she can scoop these things into three redd bags an wel well go mat her wen ste added trangestation
31.0,"jakarta, indonesia",indonesian1,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos  tarraask her to brinbies things with her from the stooresicspoons of fresinal peees five tigh slaps of blu chees and mabe snakte for her brother bowo all so ned a small pisty and snateand a big toy frowg for thecissican scoop tes things into tree read baks and we well gomeea her enstay and a transtation
18.0,"jakarta, indonesia",indonesian2,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas callsd tle as her to bring these things fet her from the store seespoons orf fresh nepiees five thickslats of blu chees and maybe a snake ford of her brotherbop we olso need a small plassic snaged a big  oy froug for he kids she can scoop these things it ae three redbagsand we will goomiat her vansty at a trainstaation
30.0,"jakarta, indonesia",indonesian4,indonesian,female,data/speech_accent_archive/recordings/recordings/indonesian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleascol stella a sallebring thes things wither from the stoore sicspoons of frussml peees five thix sleps of blutees and maybias snack for her brother pop we allso need as smoll plassesna and a bi toy frog for ther kits secanscoop thies things in to three rad baks and wevilgormet her wen stand t a trainstation
29.0,"jakarta, indonesia",indonesian5,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plececalled stalla assk her to ring these tean with her from the store sixspooons of fresh nopees five fhik slabes of bloucieesand mabio snike for her brother bob we also need a small plastiksnake and a bbik toy frok for the kidsshe can scop these ting into three read bags and wel gomat her wensday at the traindstation
20.0,"jakarta, indonesia",indonesian6,indonesian,male,data/speech_accent_archive/recordings/recordings/indonesian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleascalstalaas her to bring beesthings with her from the storesicspoons of frenss now peese five ficslaps of blu cheeves and maybes snak for her brother bobwe also need a sal  pastic sna ana big toy frob for the cisshe can scook testhings into tree rad bags and we will go meet her went sna and a train station
