age,birthplace,filename,native_language,sex,path_to_audio,transcription,unispeechsat_base_transcriptions
40.0,"new albany, indiana, usa",english54,english,female,data/speech_accent_archive/recordings/recordings/english54.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five six slabs of blue cheese and may be a snack for her brother bab we also neet a small plastic snake and a big toy frog from the for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"arlington, virginia, usa",english540,english,female,data/speech_accent_archive/recordings/recordings/english540.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstela ask her to bring these things with her from the store six spoons of fresh snow peese five thicx slabs of blue cheese and may be a snack for her brother bob we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"fort lauderdale, florida, usa",english541,english,female,data/speech_accent_archive/recordings/recordings/english541.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
60.0,"toronto, ontario, canada",english542,english,male,data/speech_accent_archive/recordings/recordings/english542.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask to bring these things with her from the store six spoons of fresh snopiece five thix slabs of blue cheese and may be a snack for a brother bob we also eanto small plastic snake and a big toyfrog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the transtation
39.0,"vancouver, british columbia, canada",english543,english,female,data/speech_accent_archive/recordings/recordings/english543.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thix slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
31.0,"hanover, new hampshire, usa",english544,english,male,data/speech_accent_archive/recordings/recordings/english544.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella asked her to bring these things with her from the store six spoons of fresh snow peese five thick slubs of blue cheese and maybe a snack for her brother bob we also neat a small plastic snake in a big toy frog for the kids she can scrip these things into three red bags and will go meet her wednesday at the train station
56.0,"tangier island, virginia, usa",english545,english,male,data/speech_accent_archive/recordings/recordings/english545.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstelon asker to bring these things with her from e store six spoons of fresh snow peese fouv thix slives of blue cheese and may be a snyg for her brother bob we also nead a plastic snake and a big toy frag for le kes she can scroup these things into three red bags and wewil will make her way asday at the train station
43.0,"tangier island, virginia, usa",english546,english,female,data/speech_accent_archive/recordings/recordings/english546.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her store sixpoons affresh sner bees five thicx slianes of blue cheeeese and may be a sign from her brother ba we also need a plastic snake and a big toby frog for the kids she can skive these things into three red bags and we will go meet her wenesday at the traine station
63.0,"tangier island, virginia, usa",english547,english,male,data/speech_accent_archive/recordings/recordings/english547.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from destore six spoons of fresh snow pitties five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy fraud for the keas she can scoop these things into three red bags and we will go meet her wednsday at the tran station
19.0,"exminister, uk",english549,english,female,data/speech_accent_archive/recordings/recordings/english549.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please clost alah osca to bring these things with her from the stol six spoons of fresh snowpiee five thick slobs of blue cheese and may be a snack for her brother bab we also neet a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we willgo met her wednesday at the train station
53.0,"st. louis, missouri, usa",english55,english,female,data/speech_accent_archive/recordings/recordings/english55.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from this store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bb we also neet a small plastic snake and a big ty frog for the kids she can scoop these things into three red bags and we will go meet her wedesday at the train station
81.0,"king george, virginia, usa",english551,english,female,data/speech_accent_archive/recordings/recordings/english551.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stawa asked her to bring these things with her from te stoa sexpeons of fresh snow pas fa thick ssia of blue chese and may be a snag for her brother ba we also neede a smalle prlastic snake and a big tor fro for the kiots sha can scooppe the things into three red bags and we werel go made her wind say at the train station
23.0,"bethesda, maryland, usa",english552,english,female,data/speech_accent_archive/recordings/recordings/english552.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask it o bring these things with her from the store six spoons of fresh snow piese five thixk slavs of blue cheese and may be a snack for her brother bab we allso neat a small past of snake in a big twoyfrog for the kids she can scroup these things into three red bags and weill go meet her wednesday at the train station
21.0,"nashville, tennessee, usa",english553,english,male,data/speech_accent_archive/recordings/recordings/english553.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small placstic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her on wednesday at the train station
22.0,"hoffman estates, illinois, usa",english554,english,female,data/speech_accent_archive/recordings/recordings/english554.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask heer bring these things worther from the store six pims a fresh nopheese five thix lobs of blue cheese and may be a snack for her brother bab we also neat a small postick snake and a big toy frog for the kitts she can scute these things into three red bags and we'll go meet her wednesday at the train station
90.0,"brooklyn, new york, usa",english555,english,male,data/speech_accent_archive/recordings/recordings/english555.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla ask your to bring these things with u from the store six spoons of fresh snowpeece five thicxk slabs of brut cheese and may be a stack for her brother bab we also need a small plastic snake and a big toy frog fo ta kits she can schoop these things into three red bags and we will go meet her wednesday at the train station
84.0,"brooklyn, new york, usa",english556,english,female,data/speech_accent_archive/recordings/recordings/english556.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese col stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and may be a snack for her brother bab we also need a small plasic snake and a big toy frog for the kids she can scoope these things into three red bags and we will go meet her wednesday at the train station
25.0,"sharjah, united arab emirates",english557,english,female,data/speech_accent_archive/recordings/recordings/english557.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,clease called stella ask herto bring these things with her from the stole six spoons of fresh snowpiece five thick slabs of blue cheese and maybe a snack for her brother bulb we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet he wednesday at the train station
23.0,"queens, new york, usa",english558,english,male,data/speech_accent_archive/recordings/recordings/english558.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,qleease colstella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and mhay be a snack for her brother bob we also need a small plastic snake in a big toy frog further kids she can scoop these things into three red bags and we will go meet her onesday at the transtation
19.0,"reston, virginia, usa",english559,english,female,data/speech_accent_archive/recordings/recordings/english559.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call astella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and made e a snack for her brother bob we also kneet a small plastic snake and a big toyfrog for lthe kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"londonderry, northern ireland, uk",english56,english,male,data/speech_accent_archive/recordings/recordings/english56.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things weather from the store six spurns of fresh snewpiece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plasic snak and a beg twoy frog for the kids she can skrip these things into three red bags and we will go meet her wednesday at the treanstation
22.0,"hartford, connecticut, usa",english560,english,female,data/speech_accent_archive/recordings/recordings/english560.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caustella ask her to bring these things with her from the store six poons of fresh snow piece five thick slabes of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scroop these things into three red bags and we will go a meet her wedesday at the train station
20.0,"yorktown, virginia, usa",english561,english,female,data/speech_accent_archive/recordings/recordings/english561.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"florence, south carolina, usa",english562,english,female,data/speech_accent_archive/recordings/recordings/english562.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also neet a small plastic snake any big toy frog for the kids she can scoop these things unto three red bags and we will go meet her wednesday at the train station
32.0,"manassas, virginia, usa",english563,english,male,data/speech_accent_archive/recordings/recordings/english563.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
52.0,"casper, wyoming, usa",english564,english,male,data/speech_accent_archive/recordings/recordings/english564.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store six spoons of fresh snow peese five thicx slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"portland, oregon, usa",english565,english,female,data/speech_accent_archive/recordings/recordings/english565.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bab we also need a small placic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wedesday at the train station
22.0,"derby, england, uk",english566,english,male,data/speech_accent_archive/recordings/recordings/english566.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the store six spoons of fresh nor peese five thicxk slabs of blue cheese an maybe a snuck for her brother bb we also neet a small plastic snake in a big toy frug for the kits she can scrupe these things into three red bugs and we will gi meet her wednesday at the train station
24.0,"new york, new york, usa",english567,english,male,data/speech_accent_archive/recordings/recordings/english567.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caus stella ask heror bring these things with he from the store six spoons of fresh snow pes five thick slabs of blue cheese and may be a snack for her brother bam we also need a small plastic snake in a big toy frog pitti kids she can scoop these things into three red bags and we will go meet ho wednesday at the train station
86.0,"quincy, florida, usa",english568,english,female,data/speech_accent_archive/recordings/recordings/english568.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slabs of blue cheese and may be a snak for her brother bob we also need a small plastic snake and a big toy frog for the kiads she can scoop these things into three red bags and we will go meet her wensty et the trained station
24.0,"sydney, australia",english569,english,male,data/speech_accent_archive/recordings/recordings/english569.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slaps of blue cheese and maybe a snack for her brother bob we also made a small plastic snake and a big toy frog for the kids she can scouop these things into three red bags and we will go meet her wednesday at the train station
34.0,"birmingham 1, uk",english57,english,male,data/speech_accent_archive/recordings/recordings/english57.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella asker to bring these things with us from the store six spoons of fresh snow pese fouve theek slabs of bloe cheese and might be a snack tfror a brothar bb we also need a small plastic snake and a big toy frog for the kids she can scroop these things into three red bags and we will go meta wednesday at the trin station
42.0,"parma, ohio, usa",english570,english,female,data/speech_accent_archive/recordings/recordings/english570.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstela ask her to bring these things with her from this store six spoons of fresh snow piece five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
39.0,"washington, dc, usa",english571,english,male,data/speech_accent_archive/recordings/recordings/english571.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ca stella ask her to bring these things with her from the store six spoons of fresh snow peese five thicx slabs of blue cheese and may be a snag for her brother bab we also neet a small plastic snake and a big twoiy frog for the kids she can scoop these things into three red bags and we will go to meet her wednesday at the train station
51.0,"fort worth, texas, usa",english572,english,male,data/speech_accent_archive/recordings/recordings/english572.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store six spoons of fresh snow peese five thicxk slabs of blue cheese and may be a snake for her brother bob we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her widnesday at the train station
46.0,"painesville, ohio, usa",english573,english,male,data/speech_accent_archive/recordings/recordings/english573.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she could scoop these things into three red bags and we will go to meet her wenesday at the train station
26.0,"toronto, ontario, canada",english574,english,female,data/speech_accent_archive/recordings/recordings/english574.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a plastic snake and a big toy frog for the kits she can scue these things into three red bags and we will go meet her wednesday at the train station
24.0,"great falls, virginia, usa",english575,english,male,data/speech_accent_archive/recordings/recordings/english575.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring these things with her from the store six spoons of fresh snopius five thicxk slabs of bloucis and ma be a snack for brother bob wilson eet a small plastic snake and a big toy frog reliy gets she can scoop these things into three red bax and we will go meet her wednesday t the transision
63.0,"washington, dc, usa",english576,english,female,data/speech_accent_archive/recordings/recordings/english576.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pese five thicx slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"san leandro, california, usa",english577,english,female,data/speech_accent_archive/recordings/recordings/english577.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bab we also kneed a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
60.0,"salford, lancashire, uk",english578,english,male,data/speech_accent_archive/recordings/recordings/english578.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these six things with her from the store six spoons of fresh snow pes five thick slabs of blue cheese and may be a snack for he brother bob also we need a small plastick snake and a big taoy frog for the kits she can scoop these things into three red bags and will go meat her wednesday at the train station thank you
22.0,"adelaide, australia",english579,english,male,data/speech_accent_archive/recordings/recordings/english579.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleayse costella ask her to bring these things with her from the store six spoorns of fresh snow pees five thicx slabs of blue cheese and may be a snack for her brother bob we also neate a small plastic snake and a big toy frog for the kids she can scrut these things into three red bags and we will go a meate to her wednesday at the train station
46.0,"southhampton, uk",english58,english,female,data/speech_accent_archive/recordings/recordings/english58.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cool steller ask her to bring these things with her from the store six spoons of fresh snow pes five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"columbus, ohio, usa",english59,english,male,data/speech_accent_archive/recordings/recordings/english59.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstela ask her to bring these things with her from the store sixspoons of fresh snowpiece five thick slabs of ble cheese and may be a sneck for her brother bob we also need a small plastic stnak and a big toy frog for the kids she can scoop these things into three red bags and wewill go meet her wednesday at the train station
45.0,"brooklyn, new york, usa",english6,english,female,data/speech_accent_archive/recordings/recordings/english6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstela sk her to bring those things with her from the stor six spoons of fresh snow pes five thick slabs of blue cheese and may be a snack for her brother bra bab we also need a small plastic snake and a big toyfrog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"chesapeake, virginia, usa",english60,english,male,data/speech_accent_archive/recordings/recordings/english60.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caulstella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also neet a small plast ic snake and a big tooy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"toronto, ontario, canada",english61,english,male,data/speech_accent_archive/recordings/recordings/english61.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things with her from the store six spoons of fresh snow peese five thix slabs of blue cheese and maybe a snack for her brother bob we also near the small plasic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
30.0,"west jordan, utah, usa",english62,english,male,data/speech_accent_archive/recordings/recordings/english62.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pese five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the traine station
21.0,"lewisville, texas, usa",english63,english,male,data/speech_accent_archive/recordings/recordings/english63.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snak for her brother bob we also eat a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"montreal, quebec, canada",english64,english,female,data/speech_accent_archive/recordings/recordings/english64.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stilla ask her to bring these things with her from the store six spoons of fresh snowpeese five thicx slabs of blue cheese and may be a snack for her brother bob we also neet a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
47.0,"lewistown, pennsylvania, usa",english65,english,male,data/speech_accent_archive/recordings/recordings/english65.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoip these things into three red bags and we will go meet her wednesday at the train station
19.0,"baltimore, maryland, usa",english66,english,male,data/speech_accent_archive/recordings/recordings/english66.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pes five thick slabs of blue cheese and may be a snack for her brother bob we alsor neet a small placic snag in a big toy frog for the kids she can scoop these things inta three red bags ad wwhe'll meet her wednesday at the train station
52.0,"new york, new york, usa",english68,english,male,data/speech_accent_archive/recordings/recordings/english68.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellar ask her to bring these things with her from the store six spoons of fresh snowpece five thick slabs of blue cheese a maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"adelaide, australia",english69,english,male,data/speech_accent_archive/recordings/recordings/english69.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstellar ask her to bring these things with her from the store six spoons of fresh snowpese firve thick slabs of blue cheese i may be a snack for her brother bob we also need a small plastic snake and a big toi frog for the kids she can scroop these things into three red bags i will go mador wednesday at the turan station
