age,birthplace,filename,native_language,sex,path_to_audio,transcription,whisper_base_transcriptions
48.0,"forli, italy",italian15,italian,male,data/speech_accent_archive/recordings/recordings/italian15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh no peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
28.0,"turin, italy",italian17,italian,male,data/speech_accent_archive/recordings/recordings/italian17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, costella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five tic-slabs of blu-chis, and maybe a snack for her brother bob. we also need a small plastic snake in a big toy frog for the kids. she can scoop these things into three red bags and we would go meet her wednesday at the train station."
20.0,"grugliasco, italy",italian18,italian,male,data/speech_accent_archive/recordings/recordings/italian18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please go, stella. i forgot to bring the stings with off from the store. six pounds of fresh no-pins, five thick slabs of blue cheese, and maybe a snack for a brother butt. we also need a small plus six-nake and a bit toy for the kids. she can scoop the stings into three red bags, and we will go meet her wednesday at the train station."
19.0,"rome, italy",italian19,italian,male,data/speech_accent_archive/recordings/recordings/italian19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh new peas, five eggs, slabs of blue cheese, and maybe a snack for a brother's bobb. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her, wednesday at the train station."
32.0,"naples, italy",italian20,italian,male,data/speech_accent_archive/recordings/recordings/italian20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring the things with her from the store. six spoons of fresh snow peas, five tic slabs of blue cheese, and maybe a snack for a brother bob. we also need a small plastic snake and a big toy for the kids. she can scoop the things into three red bags and we will go meet her wednesday at the train station."
42.0,"trento, italy",italian21,italian,male,data/speech_accent_archive/recordings/recordings/italian21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
23.0,"teramo, italy",italian22,italian,male,data/speech_accent_archive/recordings/recordings/italian22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh no peas, five six labs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
34.0,"cuneo, italy",italian23,italian,female,data/speech_accent_archive/recordings/recordings/italian23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
23.0,"milan, italy",italian24,italian,female,data/speech_accent_archive/recordings/recordings/italian24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, coach sella, ask her to bring this, thanks with her from the store. 6 spoons of fresh now, p's, 5, 6, slabs of blue cheese and maybe a snack for her brother-bought. we also need a small plastic snake and a big toy for the kids. she can scoop these things into 3 red bags and we will go meet her at the train station."
40.0,"wiesbaden, germany",italian25,italian,male,data/speech_accent_archive/recordings/recordings/italian25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store, six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
49.0,"siracusa, sicily, italy",italian26,italian,male,data/speech_accent_archive/recordings/recordings/italian26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, call stella. husker to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
33.0,"milan, italy",italian27,italian,female,data/speech_accent_archive/recordings/recordings/italian27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six pools of fresh nil peas, five fixed laps of luchis and maybe as now for her brother barb. we also need as more places naked and a bit of a toy froth for the kids. she can scoop these things into three red bags and we go meet her wednesday at a train station."
25.0,"rome, italy",italian28,italian,male,data/speech_accent_archive/recordings/recordings/italian28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring the stains with air from the store. six spoons of fresh no peas, five sticks of blue cheese and maybe a snack for a brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these stains into three red bags and we will go meet her wednesday at the train station."
21.0,"trieste, italy",italian29,italian,female,data/speech_accent_archive/recordings/recordings/italian29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, call stella, ask her to bring this thing with her from the store. six spoons of fresh snow peas, five thick slabs of luchis, and maybe a snack for a brother-bob. we also need a small plastic snake and a big toy for the kids. she can skip this thing through the rat bags, and we will go meet her wednesday at a train station."
55.0,"florence, italy",italian3,italian,male,data/speech_accent_archive/recordings/recordings/italian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from this store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her once at the train station."
59.0,"naples, italy",italian31,italian,female,data/speech_accent_archive/recordings/recordings/italian31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things we have from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for a broader bulb. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at train station."
47.0,"cremona, italy",italian4,italian,female,data/speech_accent_archive/recordings/recordings/italian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella as her to bring these things with her from the store. 6 spoons of fresh no peas, 5 thick slabs of blue cheese and maybe a snack for a brother bob. we also need a small plastic snake and a big toy for all for the kids. she can scoop these things into a tree at bags and we will go meet her wednesday at the train station."
52.0,"vicenza, veneto, italy",italian5,italian,male,data/speech_accent_archive/recordings/recordings/italian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things we do from the store. 6 spoons of fresh no peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
32.0,"naples, italy",italian6,italian,female,data/speech_accent_archive/recordings/recordings/italian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please go stay la, ask her to bring these things with their from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for a brother bob. we also need a more plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at an atreast station."
24.0,"naples, italy",italian7,italian,male,data/speech_accent_archive/recordings/recordings/italian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for a brotherbub. we'll turn in a small plastic slake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
18.0,"turin, italy",italian9,italian,male,data/speech_accent_archive/recordings/recordings/italian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to take these things with her from the store. six spoons of fresh snow, pears, five thick slabs of blue cheese, and maybe a snack for her brother-bub. we also need a small plastic snake and a big toy for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
26.0,"hakodate, japan",japanese10,japanese,female,data/speech_accent_archive/recordings/recordings/japanese10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella as her to bring these things with her from the store. six spoons of freshness of peas, five, six sloths of breaches, and maybe snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and then we will go meet her wednesday at the train station."
36.0,"tokyo, japan",japanese12,japanese,male,data/speech_accent_archive/recordings/recordings/japanese12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stera, ask her to bring these things with her from the store. six spoons of fresh snow peas, five six flavs of root cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy, a frog, frog for the kids. she can scoop these things into three lead bags and we will go meet her wednesday at the train station."
28.0,"gunma, japan",japanese13,japanese,male,data/speech_accent_archive/recordings/recordings/japanese13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother or bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her wednesday at the train station."
37.0,"akashi, japan",japanese14,japanese,female,data/speech_accent_archive/recordings/recordings/japanese14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five-six slabs of blue cheese, and maybe a snack for her brother-bogg. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we'll go meet her wednesday at the train station."
45.0,"osaka, japan",japanese15,japanese,male,data/speech_accent_archive/recordings/recordings/japanese15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring the things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe your snack for her brother, bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop the things into three red bags and we will go meet her wednesday at the train station."
25.0,"clark field, philippines",japanese16,japanese,female,data/speech_accent_archive/recordings/recordings/japanese16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
52.0,"kyoto, japan",japanese18,japanese,female,data/speech_accent_archive/recordings/recordings/japanese18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please go stella, ask her to bring these things with her from the store. six spoons of fresh no peas, five thick slabs of blue cheese, and maybe a snack for her brother-bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
21.0,"yokosuka, japan",japanese20,japanese,male,data/speech_accent_archive/recordings/recordings/japanese20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the trace station."
69.0,"ashiya, japan",japanese22,japanese,female,data/speech_accent_archive/recordings/recordings/japanese22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of buchis, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
24.0,"kawasaki, japan",japanese23,japanese,male,data/speech_accent_archive/recordings/recordings/japanese23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, costella, ask her to bring these things with her from the store. six spoons of fresh snorkel peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also ask a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags as we go meet her wednesday at the train station."
52.0,"kyoto, japan",japanese25,japanese,female,data/speech_accent_archive/recordings/recordings/japanese25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of luchis, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
21.0,"tokyo, japan",japanese27,japanese,female,data/speech_accent_archive/recordings/recordings/japanese27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please go stella, ask her to bring these things with her from the store. it expands a personal piece, five thick slabs of blue cheese, and maybe it's not for her brava pop. we also need a small plastic snake and a thick toy frog for the kids. she can scoop these things into three red bags and really go meet her with wednesday up translation."
30.0,"kawasaki, japan",japanese6,japanese,female,data/speech_accent_archive/recordings/recordings/japanese6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please go stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
18.0,"osaka, japan",japanese7,japanese,male,data/speech_accent_archive/recordings/recordings/japanese7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
25.0,"tokyo, japan",japanese8,japanese,male,data/speech_accent_archive/recordings/recordings/japanese8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, cole stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for a brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
24.0,"yokohama, japan",japanese9,japanese,male,data/speech_accent_archive/recordings/recordings/japanese9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stiller, ask her to bring the things with her from the store, six spoons of fresh snow peas, five-thicks lots of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop the things into three-eight bags and will go meter when step to train station."
26.0,"algiers, algeria",kabyle1,kabyle,female,data/speech_accent_archive/recordings/recordings/kabyle1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring best things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snack and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
30.0,"francistown, botswana",kalanga1,kalanga,male,data/speech_accent_archive/recordings/recordings/kalanga1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring the stones with her from the store. six spoons of fresh snow peas, five thick slabs of bluitches, and maybe a snack for her brother, bob. we also need a small plastic snake and a big triffrog for the kids. she can scoop these things into three red bags and will go meet her wednesday at the train station."
36.0,"hosanna, ethiopia",kambaata1,kambaata,male,data/speech_accent_archive/recordings/recordings/kambaata1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh, snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her when we stay at the train station."
51.0,"durame, ethiopia",kambaata2,kambaata,male,data/speech_accent_archive/recordings/recordings/kambaata2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things from hair from the style. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and may be a snack for her brother-puh. we also need a small plastic snake and a big toy frog from the kids. she can scoop these things into 3 red bags and we will go to meet her wednesday at the train station."
26.0,"bangalore, india",kannada1,kannada,female,data/speech_accent_archive/recordings/recordings/kannada1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the stove. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for a brother bob. we also need a small plastic snack and a big toy for the kids. she can scoop these things into 3 red bags and we will go meet her witnessed at the train station."
18.0,"semey, kazakhstan",kazakh1,kazakh,male,data/speech_accent_archive/recordings/recordings/kazakh1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow, peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toe frog for the kids. she can scoop these things into a three red bags and we will go meet her wednesday at the train station."
22.0,"almaty, kazakhstan",kazakh2,kazakh,male,data/speech_accent_archive/recordings/recordings/kazakh2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella as her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother-bomb. we also need a small plastic snake and big toy for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
49.0,"almaty, kazakhstan",kazakh3,kazakh,female,data/speech_accent_archive/recordings/recordings/kazakh3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring the scenes with her from the store. six spoons of fresh snow peas, five sticks, love so blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop the scenes into three red bags and we will go meet her wednesday at the chain station."
19.0,"phnom penh, cambodia",khmer2,khmer,male,data/speech_accent_archive/recordings/recordings/khmer2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stenner. ask her to bring this thing with her from the store. 6 moon of fresh snow pea, 5 sticks, a slab of blue cheese, and maybe a snack for her brother, bob. we also need a small plastic snack and a big toy frog for the kid. she can scope this thing into 3 red bags and we will go meet her once they add the train station."
20.0,"auburn, australia",khmer6,khmer,female,data/speech_accent_archive/recordings/recordings/khmer6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six sprints of fresh snow peas, five thick slabs of blue cheese and maybe a snack for a baller bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
50.0,"kerugoya, kenya",kikuyu2,kikuyu,male,data/speech_accent_archive/recordings/recordings/kikuyu2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, costella, ask her to bring these things with her from this tall six spoons of fresh snow peas five dicks labs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy for the kids. she can scoop these things into three red bags and we will go to meet her wednesday at the train station."
45.0,"nairobi, kenya",kikuyu3,kikuyu,female,data/speech_accent_archive/recordings/recordings/kikuyu3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from this tone. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother-bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
22.0,"dar-es-salaam, tanzania",kiswahili1,kiswahili,male,data/speech_accent_archive/recordings/recordings/kiswahili1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, asuka brings these things with her from the store. 6 spoons of fresh snowspeaks, 5 thin, thick slab of blue cheese and maybe a snack for her brother-bob. we also need a small plastic snake and a big toy for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
29.0,"nairobi, kenya",kiswahili3,kiswahili,male,data/speech_accent_archive/recordings/recordings/kiswahili3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese, and maybe a snack from her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and go meet her wednesday at the train station."
56.0,"tanga, tanzania",kiswahili5,kiswahili,female,data/speech_accent_archive/recordings/recordings/kiswahili5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. 6 spoons of fresh no peas, 5-6 slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 bread bags and we will go and meet her wednesday at the train station."
