age,birthplace,filename,native_language,sex,path_to_audio,transcription,sewd_tiny_transcriptions
19.0,"sydney, nova scotia, canada",english478,english,male,data/speech_accent_archive/recordings/recordings/english478.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the store six spoons af frish snow peese fie thick slabs of blue cheese and may be a snack for her brother bob we i'll so need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red begs and we will go meter wend stay ot the train station
64.0,"new york, new york, usa",english479,english,female,data/speech_accent_archive/recordings/recordings/english479.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixx poons of fresh snow teas five fif slabes of blue cheese and maybe a snact for a brother bo we also need a small pastic snate in a big toy frog for the kits she's canscup these things into three right bags and we will go o meet her wensdey of the tran station
26.0,"port moresby, national capital district, papua new guinea",english48,english,male,data/speech_accent_archive/recordings/recordings/english48.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cor stellar arskle to bring these things with her from the store six spirns of fresh snowpees fitethick slebs of blue cheese and may be a snack for her brother bold we also need a small plastic snake and a big toyd frog fer the kits she cin scoup these things into three red bags and we woln't go meet her wenzday at the trastation
58.0,"winston-salem, north carolina, usa",english480,english,male,data/speech_accent_archive/recordings/recordings/english480.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sto ask cur to bring these things with her from the store six spoons of fresh snow peys five thick slabs of blue cheese and may be a snat for her brother bob we also need a small plastic snake and a big toyfrog for the kibs she can scupe these things into three red bags and we will go meet her wens day at the trainstation
74.0,"yeadon, pennsylvania, usa",english482,english,female,data/speech_accent_archive/recordings/recordings/english482.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella eskk her to bring these things with her from the store sixx spoons of fresh snow peas five thick slabes of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
19.0,"boston, massachusetts, usa",english483,english,male,data/speech_accent_archive/recordings/recordings/english483.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask for ta bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for a brother bob we also need a small plastic snake in a big toy frod for the kids she can scoop these things into three red bags and we will go meter onesday at the transcation
24.0,"dublin, ireland",english484,english,male,data/speech_accent_archive/recordings/recordings/english484.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things were there from the store si spoons of fresh snowpees five ticks labs of blue cheese and may be a snack for her brother bob we also need a small plostic snake and a big toy frog for the kids she can scoupe these things into three red bags and we will go meet her whensday at the transtation
20.0,"cromwell, connecticut, usa",english485,english,male,data/speech_accent_archive/recordings/recordings/english485.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoupe these sthings into three red bags and we will go meet her wensday at the trainstation
53.0,"corentyne, guyana",english486,english,female,data/speech_accent_archive/recordings/recordings/english486.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease caus stell ask her to bring these things with her from the store six boons of fresh snopees five thick slabs of blue cheese and may be a snat for her brother bo we also need a small plastic bet snack snake and a big toy frog for the kis she can school these things intoe three red bags and we will go meet her waysday as a transtation
22.0,"london, uk",english487,english,female,data/speech_accent_archive/recordings/recordings/english487.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese costoa us coud a bring these things withit from his dool six pins of fresh napes fie thick slaps of blue chees and adious snack for hip or the bull te alsoneed a small pastick snake and a big toidold for the kids she can sceep these things into three redbrides and we will go meat head when stay of the train station
35.0,"irvine, scotland, uk",english488,english,female,data/speech_accent_archive/recordings/recordings/english488.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala ask her to bring these things with her from the store sik spoons or frash snowpeas fi thick slabs or blue cheese and maybea snack for her brother bob we also need a small plastic sneek and a big toy frog for the kits she can scoup these things into three rayd bags and we will goo meet tart waidensty at the cheene station
43.0,"castro valley, california, usa",english49,english,male,data/speech_accent_archive/recordings/recordings/english49.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stela asker to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we elsa need a small plastic snake and a big toy frog for the kids she can scouped these things into three red bags and we will go meet her whenceday at the train station
18.0,"auckland, new zealand",english490,english,male,data/speech_accent_archive/recordings/recordings/english490.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please school stella iask it to bring these things wilther from the store six spoons of frish snow pees five thicks slabs of blue cheese and may be a snack for a brother bo we allso need a small plastic snake ind a big twoy frog for the kits she can scroupe these things into three rebags and we will go mento her winstar the transtation
22.0,"omaha, nebraska, usa",english492,english,female,data/speech_accent_archive/recordings/recordings/english492.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askher to bring ase things with her from the store six spoons ar fresh snowpees bive thick slabs of blue chees and mabe a snack for her brother bot we all so nee a small plastic snank ind a big toy frocg for the kits she can sgive these things into three red backs and we will go meet her one's day at the trainstation
20.0,"miami, florida, usa",english493,english,male,data/speech_accent_archive/recordings/recordings/english493.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store six spoons a fresh snow peese five thicks labs of blue cheese and may be a snacked for her brother bob we also need a small plasic snake and a big toy frog for the kids she can scoupe these things into three red bags and we will go meet her windsday at the trainstation
27.5,"findlay, ohio, usa",english494,english,male,data/speech_accent_archive/recordings/recordings/english494.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bop we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the trainstation
21.0,"kirkland, washington, usa",english495,english,male,data/speech_accent_archive/recordings/recordings/english495.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these things with her from the store six boons af fresh snopees five thick slabs of blue cheese and may be a snack for ar brother bob we also nee a small plassic snake and a big toy frog for the kids she can scoop these things in a three red bags and we ill go meter windsday at the train station
20.0,"london, england, uk",english496,english,male,data/speech_accent_archive/recordings/recordings/english496.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cool stellar ask her t bring these things with her from the store six boons of fresh snow peas five thi slaps of blue cheese and may be a snack for her brother bob we oll so need a small plastic snake and a big toy frug for the kids she can scoupe these things into three red bags and we'll go meet her wensday at the trainstation
27.0,"prince george, british columbia, canada",english498,english,male,data/speech_accent_archive/recordings/recordings/english498.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask o bring these things with her from the store sick spoons but fresh snow peace five thick slabs of blue chees and babe a snack for her brother'd bom we elsoo mede a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
21.0,"st. paul, minnesota, usa",english499,english,female,data/speech_accent_archive/recordings/recordings/english499.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,clease call staw ask er to ring these things with her from the store six scoons of fresh snowpees five thic slaves of blue cheese and may be a snat for her brother bob we also nee a small blassic snake and a bag toy frog for the kids she can scoup these things in the three yrad bags and weill go mee her ones day at the train station
62.0,"fairfax, virginia, usa",english5,english,male,data/speech_accent_archive/recordings/recordings/english5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si spoons of fresh snow peas far thick slabs of blue cheese and may be a snack for her brother baff we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will meet her wansty at the train station
29.0,"baltic, south dakota, usa",english50,english,female,data/speech_accent_archive/recordings/recordings/english50.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her winstay at the train station
38.0,"albury, new south wales, australia",english500,english,male,data/speech_accent_archive/recordings/recordings/english500.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase call stella ask her to bring these things with her from the stoor sixpurns of fresh snowpays five thick slipes of blue chees and may be a snack for her brother bob we also made a small plastic snake and a big toy frog full the kids she cansciped these things into three red bags and we will go mate her windsday at the transtation
64.0,"pittsburgh, pennsylvania, usa",english501,english,female,data/speech_accent_archive/recordings/recordings/english501.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peace five thick slabs of blue chees and may be a snack for her brother bob we also need a small plasic snake and a big toy frog for the kins she can scoupe these things into three red baks and we will go meet her whens tay at the train station
30.0,"farmington hills, michigan, usa",english502,english,female,data/speech_accent_archive/recordings/recordings/english502.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask o to bring these things with her from the store six spoons a fresh snow pease five tick slads of blue cheese and may be a snack for her brother bob we also need a small pasick snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wonesday at the train station
25.0,"west palm beach, florida, usa",english504,english,male,data/speech_accent_archive/recordings/recordings/english504.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask ir o bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue chees amidius snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she could scoop these things into three red bags and we will go meeter on wensday at the train station
50.0,"beirut, lebanon",english505,english,female,data/speech_accent_archive/recordings/recordings/english505.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si spoons of fresh snow peace five dick slabs of blue cheese and may be a snack for her brother bob we also need a small clastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wenstate at the train station
30.0,"new orleans, louisiana, usa",english506,english,female,data/speech_accent_archive/recordings/recordings/english506.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her winds day at the train station
21.0,"accra, ghana",english507,english,male,data/speech_accent_archive/recordings/recordings/english507.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask it to bring these things other from the store sick spoons o fir snow peas five thicks laves of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoope these things into three red bags in a rugle meet her own ines they ad the trany station
20.0,"winfield, illinois, usa",english508,english,female,data/speech_accent_archive/recordings/recordings/english508.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the cates she can scupe these things into three red bags and we will go meet her wednsday at the train station
67.0,"detroit, michigan, usa",english51,english,male,data/speech_accent_archive/recordings/recordings/english51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask creto bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can schoop these things into three red bags and we will go meet her wensday at the train station
66.0,"philadelphia, pennsylvania, usa",english510,english,female,data/speech_accent_archive/recordings/recordings/english510.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sick spoons of fresh snow peas five thick slaps of blue cheese and madea snack for her brother bob we also meet a small plastic snake and a big toyfrog for the kits she can scoop these things into three red bags and we will go meet her when stay the train station
31.0,"montgomery, alabama, usa",english511,english,female,data/speech_accent_archive/recordings/recordings/english511.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons a fresh snow peas five thicks labes of blue cheese and may be a snat for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her windsday at the train station
54.0,"salina, kansas, usa",english512,english,female,data/speech_accent_archive/recordings/recordings/english512.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cawl stella ask her to braing these things with her from the store six spoons of fresh snowpeys five thick labs of blue cheese and may be a snapfer her brother bob we also need a small plastic snake in a big twety frok for the kids she can scupe these things into three bed bags and we will go meet her wensday at the train stition
57.0,"youngstown, ohio, usa",english514,english,male,data/speech_accent_archive/recordings/recordings/english514.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoupe these things into three red bags and we will go meet her wensday at the train station
55.0,"youngstown, ohio, usa",english515,english,female,data/speech_accent_archive/recordings/recordings/english515.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
32.0,"dripping springs, texas, usa",english516,english,female,data/speech_accent_archive/recordings/recordings/english516.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si spoons of fresh snow peas five thicx slabs of blue cheese and may be a snack for her brother bob we also need a small plasic snake and a big toy frog for the kids she can scoup these things into three red bags and we will go meet her  winstay at the trainstation
33.0,"colorado springs, colorado, usa",english517,english,male,data/speech_accent_archive/recordings/recordings/english517.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow peece five thick slaps of blue cheese and may be a snackd for her brother bob we also ned a small plasic snake ind a big toyfrog for the kids she can scroop these things in o three red bags and weill go meet her wenesday at the trainstation
24.0,"kells, meath, ireland",english518,english,male,data/speech_accent_archive/recordings/recordings/english518.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these things wit here from the stoor sixx poons ar fresh snopees five tick slabs of blue cheese and may be a snack for her blder bob we alto neet a small platic snake and a big toy frog for the kids she can scrip these things into tree red bags and e'll go me to wens at the train station
18.0,"karachi, pakistan",english519,english,female,data/speech_accent_archive/recordings/recordings/english519.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si spoons of fresh snow peese five thick slabs of blue chees and may be a snack for her brother bob we also need a small plastic snake and a big twoy frog for the kids can she scoupe these things into three red bags and we will go to meet her wenesday at the transtation
20.0,"calgary, alberta, canada",english52,english,male,data/speech_accent_archive/recordings/recordings/english52.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,clease call stella asked her to bring these things with her from the store six boons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bov we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three gred bags and we will go meet her wensday at the train stige
47.0,"st. paul, minnesota, usa",english520,english,female,data/speech_accent_archive/recordings/recordings/english520.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
25.0,"bethesda, maryland, usa",english521,english,female,data/speech_accent_archive/recordings/recordings/english521.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons a fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plasic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wensday at the train station
22.0,"bethpage, new york, usa",english522,english,female,data/speech_accent_archive/recordings/recordings/english522.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick flabs of blue cheese and may be a snack for her brother bob we also neet a small plosic snake and a big twoy frog for the kids she can scoup these things into three red bags and we'll go meet her one's day at the train station
18.0,"madison, wisconsin, usa",english523,english,female,data/speech_accent_archive/recordings/recordings/english523.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella askd her to bring these things with her from the store six spoons a fresh snow peese five six slabes ablue cheese and may be a snack for her brother bob we also need a small plasic snake in a big toy frog for the kids she can skoip these things into three red bags and we will go meet her one's day at the train station
19.0,"downers grove, illinois, usa",english524,english,male,data/speech_accent_archive/recordings/recordings/english524.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snopees five thick slabs of dluchese and may be astack for her brother bob we also need a small placic snake and a big toi frog for the kids she can scrip these things into three red bags and we will meet go me derry when say at the trainstation
18.0,"albion, new york, usa",english525,english,female,data/speech_accent_archive/recordings/recordings/english525.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wezey at the train station
20.0,"woodbridge, virginia, usa",english526,english,male,data/speech_accent_archive/recordings/recordings/english526.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sella askher to bring these things with her from the store six poons of fresh snow pees five thick slabs of blue chees and may be a snack for her brother bob we also need a small plasic snake and a big toy frog for the kids she can scoupe these things into three red bags and we will go meet her ones day at the transation
25.0,"wynnewood, pennsylvania, usa",english527,english,female,data/speech_accent_archive/recordings/recordings/english527.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store six spoons of fresh snow peece five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kits she can scoop these things into three red bags and we will go meet her whenstay at the train station
52.0,"green bay, wisconsin, usa",english528,english,female,data/speech_accent_archive/recordings/recordings/english528.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask could o bring these things with her from the store six spoons of fresh snow pees a five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake ind a big toay frog for the kits she can scoop these things into three red bags and we will go meet her winds day at the train station
29.0,"burlington, vermont, usa",english529,english,female,data/speech_accent_archive/recordings/recordings/english529.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstela ask her to bring these things with her from a store six spoons of fresh snop peas five thick slabs of blue cheese and madias snack for her brother bob we alse need a small plastic snake in a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wensday at the trainsation
63.0,"syracuse, new york, usa",english53,english,male,data/speech_accent_archive/recordings/recordings/english53.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bab we also need a small plastic snake and the big toy frog for the kids she can scoop these things unto three red bags and we will go meet her wens day at the train station
50.0,"detroit, michigan, usa",english530,english,female,data/speech_accent_archive/recordings/recordings/english530.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askher to bring these things with her from the store six boons of fresh snowpees five thicks labs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenstay at the train station
29.0,"nokesville, virginia, usa",english531,english,female,data/speech_accent_archive/recordings/recordings/english531.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her winds day at the train station
