age,birthplace,filename,native_language,sex,path_to_audio,transcription,s2t_small_transcriptions
20.0,"berlin, germany",german7,german,male,data/speech_accent_archive/recordings/recordings/german7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six booms of fresh snow peats five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three ratbacks and we will go meet her when stay at the train station
25.0,"bernburg, germany",german8,german,male,data/speech_accent_archive/recordings/recordings/german8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for a brother bar we also need a small plastic snake on a big toy frock for the kits she can scoop these things into three rat bags and we will go meet her wednesday at the train station
22.0,"wuppertal, germany",german9,german,male,data/speech_accent_archive/recordings/recordings/german9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snag for her brother bob we also need a small plastic snake in a big toy frock for the kids she can school these things into three rags and we will go meet her when station
21.0,"athens, greece",greek11,greek,female,data/speech_accent_archive/recordings/recordings/greek11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things a fare from the sort six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snag for her brother's back we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the chain station
24.0,"bethlehem, pennsylvania, usa",greek12,greek,male,data/speech_accent_archive/recordings/recordings/greek12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station at the train station as the train station as they
23.0,"vlore, albania",greek13,greek,female,data/speech_accent_archive/recordings/recordings/greek13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick stabs of blue cheese and maybe a snack for her brother bob weaka we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go mid her whence ale for the kids she can scoop this thing's into three red bags at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains at the trains
22.0,"lancaster, pennsylvania, usa",greek14,greek,female,data/speech_accent_archive/recordings/recordings/greek14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six things of fresh snow peas five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her when say at the train station
26.0,"athens, greece",greek2,greek,female,data/speech_accent_archive/recordings/recordings/greek2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go steilam ask her to bring these things with her from er with her from the store sixpence of fresh nopace five thick slabs of blue cheese and maybe as not for her brother brought bob we also need a small plastic snake and a big toy frog for the kids she can scoop this against these things into three or three up the trees day after twelve minutes when we will go meats
37.0,"karprenici, greece",greek3,greek,female,data/speech_accent_archive/recordings/recordings/greek3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe as snake for her brother bob we also need a small plastic snake a big toy frog and for the kids she can scoop these things into three red bags we will go meet her wednesday at the train station
37.0,"ioannina, greece",greek4,greek,male,data/speech_accent_archive/recordings/recordings/greek4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake at a big toy frog for the kids she can scoop these and we will go meax in the three rags in the three rags in the three rags in the three eggs and we will go meats in the
62.0,"igoumenitsa, greece",greek6,greek,female,data/speech_accent_archive/recordings/recordings/greek6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh note piece five thick gloves of blue cheese and maybe a snap for her brother about we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags
18.0,"athens, greece",greek7,greek,male,data/speech_accent_archive/recordings/recordings/greek7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring the things as her from the store six spoons of fresh nell bees five thick slabs of blue cheese and may be a snap for her brother bob loosening it a small plastic snake and a big toy frog for the kids she can scoop these things into three rags and we will go only chair one stay at the train station
37.0,"athens, greece",greek8,greek,male,data/speech_accent_archive/recordings/recordings/greek8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"athens, greece",greek9,greek,female,data/speech_accent_archive/recordings/recordings/greek9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring these things with her from the store on six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small blast of snake and a big doy front for the kids she can scoop these things into three rent bags and we will go me her wednesday at the train station
28.0,"limerick, ireland",gujarati3,gujarati,female,data/speech_accent_archive/recordings/recordings/gujarati3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat or wednesday at the train station
28.0,"bombay, india",gujarati5,gujarati,female,data/speech_accent_archive/recordings/recordings/gujarati5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the train station
40.0,"hyderabad, india",gujarati7,gujarati,female,data/speech_accent_archive/recordings/recordings/gujarati7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snap on her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her and we will go meat her
27.0,"ahmedabad, india",gujarati8,gujarati,female,data/speech_accent_archive/recordings/recordings/gujarati8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six booms of fresh snow peas five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her when they stay at the training station
19.0,"surat, india",gujarati9,gujarati,male,data/speech_accent_archive/recordings/recordings/gujarati9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stealer asks her to bring this thing with her from the store sixpence of phrase no piece five cakes love of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into fried bags and we will i and will i and will go and we'll go to the kids dead at manas they's daylawk and we'lla asked backs and we will go and we will go we's and we'll get it made her we'll get her we's they that it made her we'll stays dead at man is dead at manst they that it when staysa asksan asksa asksa asksa asksan asks her i asks her we will brings her we will brings her we will brings her we will brings her we will
41.0,"kisii, kenya",gusii2,gusii,male,data/speech_accent_archive/recordings/recordings/gusii2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six pounds of fresh snow peas five thick slabs of blue cheese the navy is necked for her brother bob we also need a small plastic snake and a beak toy frog for the kids she can skip these things into three bread bags and we will go insteads day
45.0,"singapore, singapore",hainanese1,hainanese,male,data/speech_accent_archive/recordings/recordings/hainanese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella whence they are to bring feasting with her from the stall six pints of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we are so near the small plastic snake and a big toy froth of the cave she can stick these things and we will be mixed to a tree with a tree at the tree at the tree at the tree at the tree at the tree and stay into a tree at the tree at the tree at the tree and stay at the tree and stays asks
46.0,"bauchi, nigeria",hausa2,hausa,male,data/speech_accent_archive/recordings/recordings/hausa2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stone six spoons of fresh snow piece five thick slaves of blotches and maybe a snack for her brother at bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and will go midday and we'll go midsummer night
43.0,"maine, niger",hausa5,hausa,female,data/speech_accent_archive/recordings/recordings/hausa5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slavs of blue cheese and maybe a snuff for her brother bub we also need a small plastic snake and a big toy for the kids she can scoop these three and two bags and three and three and three and three and three and three and a big toy for the kids she can stoop these things
48.0,"kano, nigeria",hausa6,hausa,male,data/speech_accent_archive/recordings/recordings/hausa6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stealer go meet her to bring these things with her from the store six spoons of fresh snow piece five thick slavs of blue cheese and maybe a snack of maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the keeps she can scrape
52.0,"sokoto, nigeria",hausa7,hausa,male,data/speech_accent_archive/recordings/recordings/hausa7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls taylor ask her to bring their things without from the er store six quarts of fresh snow piece five thick slabs of blue cheese and maybe a snap for her brother burr was on it a small plastic snake and a big toy frog for the cakes she can school the things into three red bags and we will bid her win as they are the translation
43.0,"kaltungo, gombe, nigeria",hausa9,hausa,male,data/speech_accent_archive/recordings/recordings/hausa9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella go ask her to bring these things with her from this toll six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy froth for the kids and to three red bags
23.0,"yehud, israel",hebrew1,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of for a snow piece five six slaves of blue cheese and may be a snake for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into trees and bread bags until we will go meat her wednesday at a train station
24.0,"jerusalem, israel",hebrew2,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go mid her wednesday at a train station
33.0,"haifa, israel",hebrew3,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six booms of fresh snow peas five ticks five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go mid station
20.0,"haifa, israel",hebrew4,hebrew,female,data/speech_accent_archive/recordings/recordings/hebrew4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from a store six spoons of fresh snow peas five thick slabs of blue cheese it may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can skip these things in the three red bags and we will go meet her wednesday at the train station
23.0,"netanya, israel",hebrew5,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring the stings with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop the stings into three red bags and we will go meet her wednesday at train station
33.0,"rishon, israel",hebrew6,hebrew,female,data/speech_accent_archive/recordings/recordings/hebrew6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snake for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scrip things into three red bags and we will go mean her wednesday at the train station
52.0,"jerusalem, israel",hebrew7,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five slabs of blue cheese and lady a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the translation
28.0,"jerusalem, israel",hebrew8,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six wounds of fresh snow peas five thick slabs of luxes and mebby a snack for her bother bob we also in the small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and when we'll go meet her wednesday at the train station
23.0,"petah-tiqwa, israel",hebrew9,hebrew,male,data/speech_accent_archive/recordings/recordings/hebrew9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"nagpur, maharashtra, india",hindi1,hindi,male,data/speech_accent_archive/recordings/recordings/hindi1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh notepiece five thick slaps of blue cheese and may be a stack of snack for her brother bob they also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go meter againstition added
19.0,"new delhi, india",hindi10,hindi,female,data/speech_accent_archive/recordings/recordings/hindi10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags when we will go meet her wednesday at the train station
20.0,"chandigarh, india",hindi11,hindi,male,data/speech_accent_archive/recordings/recordings/hindi11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her when they will go meat her when they will go meat her when they will go meats and we will go meat her and we will go meats and we will go meat her and we will go meat her and we will go meat
25.0,"allahabad, india",hindi12,hindi,female,data/speech_accent_archive/recordings/recordings/hindi12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,we scarce call stella ask her to bring these things with her from the stork six spoons of fresh snow bees five thick slabs of blue cheese and merely a snap for her brother bob we also need a small glass snake and a big toy for the kids she gets three legs into three legs and three legs and three legs in three legs in three legs and three legs in three legs in three legs
53.0,"new delhi, india",hindi14,hindi,male,data/speech_accent_archive/recordings/recordings/hindi14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick steps or blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three redners they eat her and we will go meats they eat her and we will go meats they eat her and we will go meats
23.0,"new delhi, india",hindi15,hindi,female,data/speech_accent_archive/recordings/recordings/hindi15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from this door six bones of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can't school these things in her three red bags and we will go meet her wednesday at the train station
25.0,"new delhi, india",hindi16,hindi,male,data/speech_accent_archive/recordings/recordings/hindi16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six booms of fresh snow peas five thick slabs of blue cheese and maybe a snack while brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in the three red bags and a big toy frog for the pigs and beetweed her go bee will ask her to bring these things and we will bring these things in the three red bags and we will
47.0,"new delhi, india",hindi17,hindi,female,data/speech_accent_archive/recordings/recordings/hindi17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from this store sixpence of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat and we will go meat
21.0,"new delhi, india",hindi18,hindi,female,data/speech_accent_archive/recordings/recordings/hindi18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and may be a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can school these things into three red bags and we will go meet her wednesday at the train station
31.0,"hyderabad, india",hindi2,hindi,male,data/speech_accent_archive/recordings/recordings/hindi2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boots of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also mean a small plastic snake and a big toy frog for the kids she can scoop these things in its we read backs and will go made our wednesday at the train station
42.0,"jalandhar, india",hindi3,hindi,male,data/speech_accent_archive/recordings/recordings/hindi3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh small peas five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her a day after it at the train station
64.0,"hubballi, karnataka, india",hindi5,hindi,female,data/speech_accent_archive/recordings/recordings/hindi5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five cake slabs of blue cheese and maybe a snack for her brother bob we also knew the small plastic snake and a big pile for the pigs she can scoop these things in wheel bags and wheel bags and wheel bags and three rags and three rags and three rags
27.0,"new delhi, india",hindi6,hindi,female,data/speech_accent_archive/recordings/recordings/hindi6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she could scoop these things into three red bags and really go meet her wednesday at the train station
19.0,"imphal, india",hindi8,hindi,male,data/speech_accent_archive/recordings/recordings/hindi8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,these called stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can school these things in the three red bags and we will go meet her wednesday at the train station
31.0,"durgapur, west bengal, india",hindi9,hindi,male,data/speech_accent_archive/recordings/recordings/hindi9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and maybe a smack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in the three red bags and we will go me for wednesday the train station
47.0,"long tieng, laos",hmong2,hmong,male,data/speech_accent_archive/recordings/recordings/hmong2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella at the trains are to bring these things with her from the store six spoons or fresh spoon snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for kids she can stew two small bags
22.5,"cegled, hungary",hungarian1,hungarian,female,data/speech_accent_archive/recordings/recordings/hungarian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring these things with her from the store six spoons of rest now peas five thick slaps of blue cheese and maybe a snack for her butter bob we also need a small plastic snake and a big toy frog for the kids she can school these things into the three red backs and we will go meet her one day at the chain station
