age,birthplace,filename,native_language,sex,path_to_audio,transcription,sew_mid_transcriptions
20.0,"taejon, south korea",korean43,korean,male,data/speech_accent_archive/recordings/recordings/korean43.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calltella ask her to bring distins with her from the stor six spoons of fresh snow pees fie thick slaps ovs blue cheees and may be a snack for her brater bob we also need a smowplastic snake and a big troie frog for tekitts she can scoop tdistings into tree i red baggs and will go met her when tey at the transtation
28.0,"inchon, south korea",korean45,korean,male,data/speech_accent_archive/recordings/recordings/korean45.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cosdela ask her to bring these things with her from the store six spons of fre snow pees five ticks lef o blue chees and may be a snack for her brother bo we also near a smok clastic snake and a bik toy frogg for the kees she cains good theese things into three red bags and we rego mith her whensday at the transtation
21.0,"seoul, south korea",korean46,korean,female,data/speech_accent_archive/recordings/recordings/korean46.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please clos telo  as cur to bring dayes things with her fron the stor sixk poons of frash snow pees five ix slaves of booe cheeess and maybe a snack for her broghter bobb we also need a small los stik snake and a big towy frogg for  keas she can scoop the things into tree ri bbacks and we will go meeth her and sta ad the train station
23.0,"seoul, south korea",korean47,korean,male,data/speech_accent_archive/recordings/recordings/korean47.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella askher to bring distins with her rom the stor six spoons of fresh snow peeas five thicck slaps of bol chees and may be a snneck for her bruther bo we aalso meet o small plostic sneck and a big toyfrog fo hertkits she can scoop destinse into three redd baggs and we will go met her wenzaey at the train station
32.0,"seoul, south korea",korean48,korean,male,data/speech_accent_archive/recordings/recordings/korean48.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plisicarstela has caalled to bring thes things with har from the stor sixs spoons of fresh snow pics five tiks laps of bruchiess and may be a snacbor hor brother pa the arston id  smar  prosstesnack and a picd hol frog forrthe kits she cancute thes tings into three rid bacs and well go min or wenstay at the trans tatian
25.0,"seoul, south korea",korean51,korean,male,data/speech_accent_archive/recordings/recordings/korean51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the stoore six spoons of fresh snow pees five ticks laps of bot bloe chees and maeyour snac for her brother bok we also need of plat small plastic snake and a big to froaw or the kids she can scoop these things into drea red baks and well o meet her when stay at the trai station
40.0,"seoul, south korea",korean52,korean,male,data/speech_accent_archive/recordings/recordings/korean52.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,polize col tellor aske her to bring these things with her from the stor six pooons of fresh a snow piase five thixs lacks o blu chagge and ma be a snack for her brother bap we also mede ha small plastic snake and a bik toy frog or the kis she can scup these things iinto three rate bacs and we wil go mitter whensthey at the train station
21.0,"sunchun, south korea",korean6,korean,female,data/speech_accent_archive/recordings/recordings/korean6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,prs cor teler as curt grentee things with surpromiders tr sixs fos of fesi smot pies five ics laps of blu ciets a mabesnake forra brater bap we are sorneder smoplasisnake an a bik toyfro forthe kits she canskap tev things into three rabacks and wil omiter manstay at thee transtation
32.0,"seoul, south korea",korean7,korean,male,data/speech_accent_archive/recordings/recordings/korean7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thix slabbs of blue chees ther may be a snack for her brother bob we also need a small plassic snake and a big poly frogfor ta kids she can scoopp these things into three red baggs and we wll go meet her ons day at the train station
34.0,"taejon, south korea",korean9,korean,male,data/speech_accent_archive/recordings/recordings/korean9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lis col staller as o to bring tes tings othem from the stoor sixs poons of fresh snow pease five shix staps of blu chees and made e stac for a brode bobb we olso e a small plastic snake and a big tot frog for the kits he conscupd thes things into three rad baks and will go met to wenstay at the cainn station
52.0,"margibi, liberia",kru1,kru,female,data/speech_accent_archive/recordings/recordings/kru1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plesecarsteller i sa to bring teesthings with her from the sto sik spoones of fresh snow peas five thick slves of blu chhees and midbe a snak for her brother bar we alsn met a small planstic smik and a bik tar frol for the kitts we can scoop testhings into three red bags and we wirl goin meet her wins thee at the trin station
32.0,"sulaymaniyah, iraq",kurdish5,kurdish,male,data/speech_accent_archive/recordings/recordings/kurdish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pplease calstella ask hr to bring leasting from bin with her from the sor six spoons of fresh snopi five thick slavs of blue cheets and may be a snack for her brother bop we also met a small plastic snack and a bic toyfrog for the kit she can scoop testink into three ret i backs and we will go met here when they at the train station
29.0,"sanandaj, iran",kurdish7,kurdish,male,data/speech_accent_archive/recordings/recordings/kurdish7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peaes call stela aask her to bring these things with her from thes stor six shoons of fresh snow pees five thics slabs of blowe chees aand may be a sack for her brother bro we also mee e small clastic snake and a big traa frock for the eats she can scoop these things ito a three redbacks aand we will go meeth her wensthey at the twenty station
30.0,"leworook, nusa tenggara, indonesia",lamaholot1,lamaholot,male,data/speech_accent_archive/recordings/recordings/lamaholot1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pliscortila ask her to bring the things with her forom the stor sixpos of fresno pis five tick lebs of brutis and may be asnek for her brater bok the orsonit asmorpostic snake an a bic toyfro forthe kits sikan coppe distings into trer at backs and weverlgo met her vetmaste at the rengetisen
38.0,"lamotrek island, federated states of micronesia",lamotrekese1,lamotrekese,male,data/speech_accent_archive/recordings/recordings/lamotrekese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tella  ask her to bring thes tings with her from the stor six poons of fresh snow pees five thix slaps of blue jees and may be a snack for her brother bob we allso need a smowplastic snake and a big toy frogg for the kitts she can scoot histings into three red bags and will go mead her whenstay at the strange station
24.0,"riga, latvia",latvian1,latvian,female,data/speech_accent_archive/recordings/recordings/latvian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stalem osks her to brings these things with her from the stor sixs spoones of fresh smawl peese five thic slabbs of bbue chees and may be a sneck for her brother bub te also need a small plastics nck and te big toy frog for the kids she can scoop these things into free bred baggs and betill go meet her vens there ed the train station
70.0,"riga, latvia",latvian2,latvian,female,data/speech_accent_archive/recordings/recordings/latvian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring thesese things with her from the store six spooms of fresh snow pease five thick slabs of blue chees and may be a snack for her brother bobb we also nead a small prastic snake and a big toy frog for the kids she can scoowp these things into three red bags and we will go meat her wensty at the train station
19.0,"riga, latvia",latvian3,latvian,female,data/speech_accent_archive/recordings/recordings/latvian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sdela ask her to bring these things with her from the stor sic speoms of fresh snether cees five thick slabs of bue cheees and may be as snack for her brother bok wl also neet a small plastic snake in a biig twoy frog fhither kits she can sqeep these things into three red banks and we will go meat her one  sdtay at the tran stiction
27.0,"klaipeda, lithuania",lithuanian1,lithuanian,female,data/speech_accent_archive/recordings/recordings/lithuanian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,o please call steelar as he to brinng thes things was her from the stoore six spoons of fers snow piesse five thix labs of blue chhees and may be a snack for her brother bobb whill so nede a small plastics snake in a bigtory frog for the kits she can scoov this things into three red bags and revogo meed her onesday at the trainstation
22.0,"kaunas, lithuania",lithuanian3,lithuanian,female,data/speech_accent_archive/recordings/recordings/lithuanian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plees cals tellar ask her to bring this fhings will her rom the stor six potes off her snowpes five is las of oujis and may be a snack for her brother bop we also need a small prastics smake an an bicdoar frook for the kits she cas coop this fi into three red baks and we will go meat her wensday at the traaistation
23.0,"klaipeda, lithuania",lithuanian4,lithuanian,female,data/speech_accent_archive/recordings/recordings/lithuanian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things foth her from the store se spooms of fresh snow pees five peecks slebs of ble cheees and may be a snaie or her by the bab nosonid a small plastic snake and a big toy froc for the kits she can scuop these things iinto free rad baggs and we will go met her one sday of the transtation
24.0,"klaipeda, lithuania",lithuanian5,lithuanian,female,data/speech_accent_archive/recordings/recordings/lithuanian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things for ofrom this toor six spoons of fresh snow pees five thicx slaps of blue chees and made te snuck for her brother bok we also need a small plastic snake and a bick toy frok from the kits the she can scoop these things into three red backs and we will neet her whensday at the train station
21.0,"visaginas, lithuania",lithuanian6,lithuanian,female,data/speech_accent_archive/recordings/recordings/lithuanian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas calld stela ask her to bring these thigs with her from the stol six spoons of fres snow bees five bicslabs of blue chees and ma be a snack or her brotheer bo wul also meed a smallblastic snake and a bic dowr frofor the kits she can scop these things into thre reb bags and  will go me to her wenstake at the train station
33.0,"maseno, kenya",luo2,luo,female,data/speech_accent_archive/recordings/recordings/luo2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese cal tellar askher to bring thes things with her from thes tow six spons of fresh snow pees five thicks slubs of blue chees and ma be a snucck for her brother bob well toneed a small plusticsnick and a big toy frog for the kees she can scoop these things into three red bags and well go meet her whensday a the tramstation
54.0,"luxembourg, luxembourg",luxembourgeois1,luxembourgeois,female,data/speech_accent_archive/recordings/recordings/luxembourgeois1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese colld stela ask her to bring these things with her from the stor six spoons of fressnow pees five thics slabbs of blue cheees and may be snack for her brother bogg we also need a smalll plastic smak and a big toy frog for the kids she can scoop these things into three red backs and we will go in meet her wenstey at the train station
19.0,"ohrid, macedonia",macedonian1,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lis collstela ask her to bring distincs with her from the stor sixxs pons of fresh snopis five tixs sleps of bluchess and may be a sneck for her brother bob ealso net as sll plestic snick an a biic to frog for thekits she can scop distins into three rett baks and we wil go mit her whens they at the transtation
20.0,"skopje, macedonia",macedonian10,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please qoll towar ask her to briing these things with her from the storm sixs poons of fresh snoe pease five thics slaps of blue chheese and may be a snack for her brother book we allso need a small plastick snake and a big to frog for the kitts she ca serscup theese things into three ret backs and we will go mit her on tdee at the train station
20.0,"skopje, macedonia",macedonian11,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steller ask her to bring thes thngs with her from the stor six spoons of fresh so peas five thic sleves off blue chees and may be a sneck for her brother bok we also need a smal plastic snake an to bik towfrok for the kits she can scoope this things into three red baggs and h will go meat her wensta ant the train station
20.0,"skopje, macedonia",macedonian12,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas qol stellar ask her to bring these things with her from the stor sixs poons of fresh snow pees five thixs slamps of blue chees and may be a snack for her brother bub be allso neee a small plastic snake and a big toy frog for the kids she an scoop this sings itt into three red bags and will go mit ho whensdey aand the train station
20.0,"skopje, macedonia",macedonian13,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese col stella ask her to bring dhistins with her from the stol sixs spoons of fresh snow peas five thicks labbs of blu chees and may be a sneck of her brother bobb we also need a small plostic snake and the big ttoy frog for the kids she can scoob thistings into three red baggs and we willl go mit her wenstay at the train statiion
20.0,"skopje, macedonia",macedonian14,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calll steller ask her to bring these things with her from the stoor six spooons of fresh snow peese five thixs slabbs of blue chees and may be a snack for a brothr bob we allso need a small plastic snake and the big tofrog for the kids she can scoob these things into three red baggs and we will go an meet her wonsday at the train station
20.0,"skopje, macedonia",macedonian15,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col teller ask her to bring distinks with her from the store six poones of fresh snoke pease five thics slabs of blue chheese and may be a snack for her broder bob we also meet aa small plastic snake and a bic tor frogk for the kits she can scoop this stinks into treer ad backs and we will go met her wensday at the trainstation
20.0,"skopje, macedonia",macedonian16,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease call stela ask her to bring these things with her from the stor six spoons of fresh snow peese ive thics slabbs of blu cheees and may be a snack or for her brother bob we also need a small plastic snake and a big joy frog for the kids she can scoop these things into threee red bags and we will get goo met to her wensday at the train station
24.0,"skopje, macedonia",macedonian17,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colls tellar ask her to bring these things with her from the stoor six spoons of fresh snok pees five thic slibes of blue chees and may be a snack for her brother bob we also need a small plastic snake and a big joy frogg from for the kitts she can scoob these thinngs into three red baggs and we willl go meet her fro whens they at the train station
20.0,"skopje, macedonia",macedonian18,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tella ask her to bring these things with her from the stor six poons of fresh snow pees five thic slabbs of blu chees and maybe a snack for her brother bobb we also meet a smow blastic snak and a bick tory frog for the kids she can scop these things into three red baggs and we will go meet her when stay at the trainstation
22.0,"skopje, macedonia",macedonian19,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plicols teller ask her to bring the stins with her from the stor six spoons of fresh snow pees five tick slebbs of blu cees and may be a snack for her brother bob wel sonme a smaww plastic snake in a bik toyfrok for the kitts she can scoop thistins into tree red baks and we will go mit her whensdey at the train station
24.0,"stip, macedonia",macedonian2,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese olstell aask or for ask ho to bring thesese things wih her from the star sixpoons of freshnar piase five tik stlops of bothes and maviar snck or her brother bok wellsoin e small pastik snaand a bigk tifro for the kits she can scobed these things into tee red bags and wel go mite when theyre the transtace
19.0,"skopje, macedonia",macedonian20,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bles col stelar ask her to briing distins with her from the stor sixs pons of fresh snow pes five tic slepps of blu chiess and maybe a sneck for her brather bob we also net a smal polastics snake and a bik toy frok from the kitts for the kits she can sscoop distins into tree red becs and we will go mit her wenstay at ther transtation
19.0,"skopje, macedonia",macedonian21,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese collstella ask her to bring thes things with her from the stor sixs spoons of fresh snop peass five tics slapps of blue chhiees and maybe a sneck for her brother bok we also neet a smow plastic snake an a bic toyfrock for the cits she an scoop thee ser tings into the into tree red bacs and ill go mit her whens they at thehe train station
21.0,"skopje, macedonia",macedonian22,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll tellar ask her to bring ththese things with her from the stor six pons of fresh snow peas five tixs labbs of blue chheees and may be a snak for her brode bob wel also need a smaltlastic snake and a big to frogg for the kitts she can scoov these things into dree red bags and then will go meet her whenstay at the tran station
20.0,"skopje, macedonia",macedonian23,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stelle ask her to bring distinks with her from the stor six spoons of fes snow peas formin thick laps of blue chees and may be a snack for har broader bo we also meed a small plasstic snake and the bik to frook for the kitts she can scube diestinks into three red bags and we willl go met her wensde at the train station
20.0,"skopje, macedonia",macedonian24,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calll stella ask her to bring these things with her from the stor six spoones of fresh snoke pees five thix lavs of blue cheees and may be a snack for her brother bob we also need a small plastic snake and a big toy frok for the kidds she can scoo these things ito three red bags and we wll go meeth her whens they ar a train station
20.0,"skopje, macedonia",macedonian25,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls tella ask her to bring theese things with her from the stoor six poons of fresh sno piace five thixx laps of blue cheese and may be a snack for her brother bob we also need a small plastics snake and a bick toyfrok for the kits she can scoobe theese things into three red backs and e will go meet her wensthey at the train station
29.0,"ohrid, macedonia",macedonian26,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples call tellof as her to bring these thigs with her from the stor sixspoons of fresh snow piese five thiksleps of bluw chins and may be a sneck for her brother bob we also ned a small plastik snke and a big to frog for the kitts she can scop these things into three red bagks and we willl go mith her wins tet at the chainstatian
24.0,"stip, macedonia",macedonian3,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,poliscolstell ask her to bring distintse with her from the sor sixpots of fresh snowppiss o five stix sleps  of duches and may be a sneck for o her brother book we also mitt a smal plusticsnak aand  abik her toifrook for the kits she can ascop distince into trered backs an o we willl ago mit hr onesday adthe trastataonn
19.0,"skopje, macedonia",macedonian5,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase collsteller ask her to bring distins with her from the stor sixs poons of fresh snow piase five tix slebs of bluchis it may be a sneck or her brota bob wealso nere t a small plestic snak in t a big toifrog for the kits she can scrope distincs into tree red becs and well go mit her wens they at the trainstate
19.0,"skopje, macedonia",macedonian6,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese costela ask her to bring distincs with her from the stor sixs poons of fresh snow piase five tic leps of blue cheetse and may be a snnack for her brother boc we also need a smok lestic snnake for  ann a bic do frok for the kits she can scoop distins into dreired bacs nd we will go meet her wins dey at the train station
19.0,"skopje, macedonia",macedonian7,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peis colstea escr to briing distinks with her from the store sixs spoons of fresh snow piass five thick steps of bloue chies and maybe as snack for her brother bob we also need a smol lastic snake in tha biig toy frok for the kits she can scoop thestins into three red baks and will go mith her wentayn the train station
20.0,"skopje, macedonia",macedonian8,macedonian,male,data/speech_accent_archive/recordings/recordings/macedonian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the stor sixs spoons of fresh snowpees five stics slebbs of buuches and may be a sneck for her brother bob we also need a smowplestics nake and a big tofrok for the kitts she can sccoop these things into three red begs and we will go mitt her wensthay at the trainstation
19.0,"skopje, macedonia",macedonian9,macedonian,female,data/speech_accent_archive/recordings/recordings/macedonian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase col stellok ask her to briing these things with her fronk the storc six spoons of fresh snow pece five thic sleps of blo chees and may be asmek of her brother bob we also need a smolclasti snake an the bic toifrok for the kits she cann sccop these things into three bacs three ed bexs and we will go mit her whens dey at the tran station
28.0,"kuala lumpur, malaysia",malay1,malay,female,data/speech_accent_archive/recordings/recordings/malay1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls tella ask her to bring these things with her from the stoor six sppoons of fresh snow peese five thic slabes of blue cheese and maybe a sneck for her brother bob we also nee a small plastics nae in a big toyffrog for the kits she can scoove this things and do three red baggs and we will go meet her wennasta at the train station
