age,birthplace,filename,native_language,sex,path_to_audio,transcription,wav2vec2_base_transcriptions
67.0,"detroit, michigan, usa",english51,english,male,data/speech_accent_archive/recordings/recordings/english51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
66.0,"philadelphia, pennsylvania, usa",english510,english,female,data/speech_accent_archive/recordings/recordings/english510.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and made a snack for her brother bob we also meed a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
31.0,"montgomery, alabama, usa",english511,english,female,data/speech_accent_archive/recordings/recordings/english511.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
54.0,"salina, kansas, usa",english512,english,female,data/speech_accent_archive/recordings/recordings/english512.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slaps of blue cheese and maybe a snap or her brother bob we also need a small clastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
57.0,"youngstown, ohio, usa",english514,english,male,data/speech_accent_archive/recordings/recordings/english514.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and i big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
55.0,"youngstown, ohio, usa",english515,english,female,data/speech_accent_archive/recordings/recordings/english515.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"dripping springs, texas, usa",english516,english,female,data/speech_accent_archive/recordings/recordings/english516.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
33.0,"colorado springs, colorado, usa",english517,english,male,data/speech_accent_archive/recordings/recordings/english517.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
24.0,"kells, meath, ireland",english518,english,male,data/speech_accent_archive/recordings/recordings/english518.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five take slabs of blue cheese and maybe a snack for her with her bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into tree red bags and we'll go meeter wednesday at the train station
18.0,"karachi, pakistan",english519,english,female,data/speech_accent_archive/recordings/recordings/english519.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastick snake and a big toy frog for the kids can she scoop these things into three red bags and we will go to meet her wednesday at the train station
20.0,"calgary, alberta, canada",english52,english,male,data/speech_accent_archive/recordings/recordings/english52.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and may be a snack for her brother bob we also need a small clastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
47.0,"st. paul, minnesota, usa",english520,english,female,data/speech_accent_archive/recordings/recordings/english520.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"bethesda, maryland, usa",english521,english,female,data/speech_accent_archive/recordings/recordings/english521.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"bethpage, new york, usa",english522,english,female,data/speech_accent_archive/recordings/recordings/english522.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thicx flabs of blue cheese and may be a snack for her brother bob we also need a small placic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"madison, wisconsin, usa",english523,english,female,data/speech_accent_archive/recordings/recordings/english523.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five six slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"downers grove, illinois, usa",english524,english,male,data/speech_accent_archive/recordings/recordings/english524.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a stack for her brother bob we also need a small plasce of snake and a big toy frog for the kids she can scoop these things into three red bags and we will meet go meet here wednesday at the train station
18.0,"albion, new york, usa",english525,english,female,data/speech_accent_archive/recordings/recordings/english525.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"woodbridge, virginia, usa",english526,english,male,data/speech_accent_archive/recordings/recordings/english526.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"wynnewood, pennsylvania, usa",english527,english,female,data/speech_accent_archive/recordings/recordings/english527.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
52.0,"green bay, wisconsin, usa",english528,english,female,data/speech_accent_archive/recordings/recordings/english528.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pes a five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
29.0,"burlington, vermont, usa",english529,english,female,data/speech_accent_archive/recordings/recordings/english529.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
63.0,"syracuse, new york, usa",english53,english,male,data/speech_accent_archive/recordings/recordings/english53.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheas and maybe a snack for her brother bab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"detroit, michigan, usa",english530,english,female,data/speech_accent_archive/recordings/recordings/english530.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
29.0,"nokesville, virginia, usa",english531,english,female,data/speech_accent_archive/recordings/recordings/english531.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"bristol, connecticut, usa",english532,english,female,data/speech_accent_archive/recordings/recordings/english532.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plascic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"fairfax, virginia, usa",english533,english,female,data/speech_accent_archive/recordings/recordings/english533.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
29.0,"mineola, new york, usa",english534,english,female,data/speech_accent_archive/recordings/recordings/english534.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs a blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"plymouth, massachusetts, usa",english535,english,female,data/speech_accent_archive/recordings/recordings/english535.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"richmond, virginia, usa",english536,english,female,data/speech_accent_archive/recordings/recordings/english536.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also nuse small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the train station
21.0,"woodbridge, virginia, usa",english537,english,female,data/speech_accent_archive/recordings/recordings/english537.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thix slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"lyndhurst, virginia, usa",english538,english,female,data/speech_accent_archive/recordings/recordings/english538.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh no pees five thick slabs of blue chees and maybe a snack for her brother a bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will  meet with her meet her wednesday at the train station
19.0,"orange county, california, usa",english539,english,female,data/speech_accent_archive/recordings/recordings/english539.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
40.0,"new albany, indiana, usa",english54,english,female,data/speech_accent_archive/recordings/recordings/english54.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog from for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"arlington, virginia, usa",english540,english,female,data/speech_accent_archive/recordings/recordings/english540.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs with blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"fort lauderdale, florida, usa",english541,english,female,data/speech_accent_archive/recordings/recordings/english541.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
60.0,"toronto, ontario, canada",english542,english,male,data/speech_accent_archive/recordings/recordings/english542.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh not pees five thick slabs of blue cheese and maybe a snack for a brother bob be also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meeter wednesday at the trainstation
39.0,"vancouver, british columbia, canada",english543,english,female,data/speech_accent_archive/recordings/recordings/english543.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
31.0,"hanover, new hampshire, usa",english544,english,male,data/speech_accent_archive/recordings/recordings/english544.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pese five thick slobs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
56.0,"tangier island, virginia, usa",english545,english,male,data/speech_accent_archive/recordings/recordings/english545.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stellan ask her to bring these things with her from the store six spoons of fresh snow pees fa thic slives of blue chees and maybe a snig for her brother bob we also neade a plashtick snake and a big tor frog for the kids she can scroop these things into three red bags and we made her wednesday at the train station
43.0,"tangier island, virginia, usa",english546,english,female,data/speech_accent_archive/recordings/recordings/english546.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her store six poons afresh snow bees five thix slives blue cheese and may be a snak for her brother bab we also need a plastic snake on a big toty frog for the keids she can scoop these things into three red babs and we will go meet her wednesday at the train station
63.0,"tangier island, virginia, usa",english547,english,male,data/speech_accent_archive/recordings/recordings/english547.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese colstella ask her to bring these things with her from de store six spoons of fresh snowpis five thick slibs of blue ches and maybe a snake for her brother bob we also need a small plastic snake and a big toy fraud for the kids she can scoop these things into three red bags and we will go meet her wednesday at the transtation
19.0,"exminister, uk",english549,english,female,data/speech_accent_archive/recordings/recordings/english549.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla ask her to bring these things with her from the stole six spoons of fresh now peese five thick slops of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
53.0,"st. louis, missouri, usa",english55,english,female,data/speech_accent_archive/recordings/recordings/english55.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from this store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small clastic snake and a big tie frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
81.0,"king george, virginia, usa",english551,english,female,data/speech_accent_archive/recordings/recordings/english551.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala ask her to bring these things with her from the store sixpoons of fresh snow peese by thixsi of blue cheese and may be a snack for her brother bag we also need a small plassic snake and a big tor fro for the kits she can scoop the things into three red bags and we will go meet her wince at the train station
23.0,"bethesda, maryland, usa",english552,english,female,data/speech_accent_archive/recordings/recordings/english552.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
21.0,"nashville, tennessee, usa",english553,english,male,data/speech_accent_archive/recordings/recordings/english553.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peeds five thick slabs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her on wednesday at the train station
22.0,"hoffman estates, illinois, usa",english554,english,female,data/speech_accent_archive/recordings/recordings/english554.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella as for her bring these things wither from the store six spoons a fresh note heese five flik slabs of blue teese and may be a snack for her brother lall we also need a small plastic spake and a big toy frog for the kits she can skeep these things into three red bags and we'll gill meet her wednesday at the train station
90.0,"brooklyn, new york, usa",english555,english,male,data/speech_accent_archive/recordings/recordings/english555.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these se with her from the stoor six spoons of fresh snowpiese five thick slabs of brue cheese and may be a stack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the tree station
84.0,"brooklyn, new york, usa",english556,english,female,data/speech_accent_archive/recordings/recordings/english556.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps or blue cheese and may be a snack for her brother bob we also neet a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"sharjah, united arab emirates",english557,english,female,data/speech_accent_archive/recordings/recordings/english557.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the stall six scoons of fresh snow pease five thick slabs of blue cheese and maybe a snak for her brother bald we also need a small plastick snake and a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
23.0,"queens, new york, usa",english558,english,male,data/speech_accent_archive/recordings/recordings/english558.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake an a big toy frog fur thecids she can scoop these things into three red bags and we will go meet her one day at the transtation
19.0,"reston, virginia, usa",english559,english,female,data/speech_accent_archive/recordings/recordings/english559.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callastella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and media snack for her brother bob we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"londonderry, northern ireland, uk",english56,english,male,data/speech_accent_archive/recordings/recordings/english56.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stor six spoons of fresh new pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plassic snack and a big toy frog for the kids she can scroop these things into three red bags and we will go meet her wednesday at the trin station
22.0,"hartford, connecticut, usa",english560,english,female,data/speech_accent_archive/recordings/recordings/english560.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother vob we also need a small plastick snake and a big toy frog for the kids she can scoop these things into three red bags and we will go a meet her wednesday at the train station
