age,birthplace,filename,native_language,sex,path_to_audio,transcription,wavlm_base_transcriptions
19.0,"raleigh, north carolina, usa",english454,english,female,data/speech_accent_archive/recordings/recordings/english454.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askher to ring these things with her from the store six spoons of fresh snowpeese five thick slabbs of lo cheese and maybe a snaked for her brotherbob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her winsday at the train station
29.0,"washington, dc, usa",english455,english,female,data/speech_accent_archive/recordings/recordings/english455.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpoons of fresh snowpeese five thick slabbs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednstay at the train station
37.0,"lancashire, leyland, uk",english456,english,female,data/speech_accent_archive/recordings/recordings/english456.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steller aske to bring these things with her from the stor six poons of fresh nal pese five thick slibs of blue cheese and mabea snikfurr brothe bop we aulsto eat a smll platic snake and a big toy frog for the kids she can scupety sings into three wed bangs and well go me to wensday at the trens station
43.0,"syracuse, new york, usa",english457,english,male,data/speech_accent_archive/recordings/recordings/english457.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askk er to bring these things with her from the store six poons of fresh snow peese five thick slabs of blue cheese antd may be a snack for her brother bob we also need a smallpassic snake and a big toie frog for the kids she can scoop these things in the three red bags and we will go meet her wens sday afte train station
22.0,"reno, nevada, usa",english458,english,female,data/speech_accent_archive/recordings/recordings/english458.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store sixpoons of fresh snow pees five tigs laps of blue tese and may be a snack for her brother bob we alsa eat a small pasic snake and a big toy fro for the kids she can scoop these things in the three red bags and we will go meet her wensday at the transtation
19.0,"charlotte, north carolina, usa",english459,english,male,data/speech_accent_archive/recordings/recordings/english459.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask er to bring these things with her from the store six poons are fresh snipese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things in the three red bags and we will go mee her wenstay at the train station
73.0,"creswell, north carolina, usa",english46,english,male,data/speech_accent_archive/recordings/recordings/english46.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her broto bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rid bags and we will go meet her winsdy at the tranc stach
19.0,"rutland, england, uk",english460,english,female,data/speech_accent_archive/recordings/recordings/english460.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cols stella askher to bring these things with her from the store six spots of fresh snowpieese five thick slaps of blue cheese and may be a snack for her brother bubb we also need a small plastic snake and a big toy frog for the kidds she can skape these things into three red backs and we will go met he wednsday at the train station
44.0,"poughkeepsie, new york, usa",english461,english,female,data/speech_accent_archive/recordings/recordings/english461.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things wither from the store six poons of fresh snow pieese five thick slabs of ble cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kidds she can scop these things into three red bags and we will go meet her wensday at the train station
20.0,"paducah, kentucky, usa",english462,english,male,data/speech_accent_archive/recordings/recordings/english462.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stor six poons of fresh snowpeese five thick slabs of blue cheese and may be a snack for her brother bob we also need a smallplastic snake and a big toy frog for the kids she can scoop these things andto three red bags and we will go meet her winsday at the train station
53.0,"brooklyn, new york, usa",english463,english,female,data/speech_accent_archive/recordings/recordings/english463.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six poons of fresh snow peese fiethick slabs of ble cheese and may be a snack for her brother bob we also need a smallplastic snake and a bige toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"ottawa, ontario, canada",english464,english,male,data/speech_accent_archive/recordings/recordings/english464.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also eed a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go me to er wensday at the train station
20.0,"aylesbury, buckinghamshire, uk",english465,english,male,data/speech_accent_archive/recordings/recordings/english465.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coolstella ask her to bring these things with her from the store sixpoons were fresh snow snowpeese five thick slapps of blue cheese and may be a snapk for her brother bob we also need a small plastic snake and a big toyfrogk for the kids shes kin scoop these things into three red bags and we will go to meet her wednsday at th trensition
18.0,"portland, maine, usa",english466,english,male,data/speech_accent_archive/recordings/recordings/english466.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callsdela ask er to bring these things wither from the store six spoons of fresh sno pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags we will go meet her wensday at the train station
23.0,"pozzuoli, italy",english467,english,male,data/speech_accent_archive/recordings/recordings/english467.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask er to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toiy frog for the kids she can scoop these things in a three red bags and we will go meet her wensday at the train station
30.0,"myrtle beach, south carolina, usa",english468,english,male,data/speech_accent_archive/recordings/recordings/english468.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask er to bring these things with her from the store sixpones were fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go a meet her wnsday at the train station
22.0,"knoxville, tennessee, usa",english469,english,male,data/speech_accent_archive/recordings/recordings/english469.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stela ask her to bring these things with her from the store six poons of fresh snowpeese five thick slabs of blue cheese and may be a snack for her brother bob well also need a small plastic snake in a big toiy frog for the kits she can scoop these things into three red bags and we will go meet her wensday at the train station
76.0,"plantersville, arkansas, usa",english47,english,female,data/speech_accent_archive/recordings/recordings/english47.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos tella ask her to bring these things with her from the store six pins afresh no pes five thick slabs of blue cheese and may be a snak for her brother bob we also need a small plastic snake and a big toy frawl for the kids she can scoop these things into three red bags and we will go meet her winsy at the train station
21.0,"leighton buzzard, uk",english470,english,male,data/speech_accent_archive/recordings/recordings/english470.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col tower asket to bring these things from her room to the so sixpoons of fresh snow pees five thickslous of ble cheese an maybe snihefu brother po we also neat a small plastic snake and a big toi froh  the kids she can scopetes things inter three red bags so will go meet her wensday a the transtation
26.0,"calgary, alberta, canada",english471,english,female,data/speech_accent_archive/recordings/recordings/english471.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons o fresh snow piece five thicxk slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wenstay at train station
26.0,"rota, spain",english472,english,male,data/speech_accent_archive/recordings/recordings/english472.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please casdella ask her to bring these things with her from the store six poons of fresh snow peese five thick slabbs of blue cheese and may bea snak for a brother bob we aso net a small plastic snake and a big toy frog for the kids she can scoop these dains into three red bags and we will go mee her wenstay at the train station
20.0,"nottingham, uk",english473,english,male,data/speech_accent_archive/recordings/recordings/english473.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these fings with her from the stor six poons of fresh sna pees five fick slabs o blue cheese and may be a snack for her brver bob we also need a small passic snake and a big toy frog for the kids she can scoupe these phings into free red bagks and we will go meet her wensday at the train stachion
33.0,"rochester, minnesota, usa",english474,english,female,data/speech_accent_archive/recordings/recordings/english474.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snowpeese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meat her wenesday at the train station
29.0,"ogden, utah, usa",english475,english,female,data/speech_accent_archive/recordings/recordings/english475.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stela ask her to bring these things with her from the store sixpoons of fresh snopies five thick slaps of bloe cheese and maybe a snap for her brotherbo we lso neat a smallchossic snake in a big toy frog for the kins she kan skoope these things into three red banks and we will go met her wensday at the train station
64.0,"manchester, new hampshire, usa",english476,english,female,data/speech_accent_archive/recordings/recordings/english476.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls stella ask her to bring these things with her from the store six poons of fresh smnok peese five thick slabbs of blue cheese in maybe a snak for her brother bad we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
31.0,"san diego, california, usa",english477,english,female,data/speech_accent_archive/recordings/recordings/english477.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fleese call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three reid bags and we will go meet her winsday at the train station
19.0,"sydney, nova scotia, canada",english478,english,male,data/speech_accent_archive/recordings/recordings/english478.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store sixpoons of freh snow peese five thick slabs of ble cheese and may be a snack for her brother bob we allso ned a smallplastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go met her wensday at the train station
64.0,"new york, new york, usa",english479,english,female,data/speech_accent_archive/recordings/recordings/english479.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cs sella ask her to bring these things with her from the store six pons of fresh snopiese five fit slabs of blue cheese and maybe a snap for a brother ba we also nead a smallplastic snake and a big toy frog for the kits shesa kinsep these things into three red bags and we will go meet her wensty at the tran station
26.0,"port moresby, national capital district, papua new guinea",english48,english,male,data/speech_accent_archive/recordings/recordings/english48.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six poons of fresh snopieese five thick slebs of blue cheese and maybe a snack for her brother bug we also nied a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we won go meet her wensday at the trenclshion
58.0,"winston-salem, north carolina, usa",english480,english,male,data/speech_accent_archive/recordings/recordings/english480.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stu ask her to bring these things with her from the stor six spoons of fresh snow pee five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toi frog for the kids she can scupe these things into three red bags and we will go meet her wensday at the train station
74.0,"yeadon, pennsylvania, usa",english482,english,female,data/speech_accent_archive/recordings/recordings/english482.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstela esk her to bring these things with her from the store six spoons of fresh snow pese five thick slabbs of blue cheese and maybe a snack for her brother bab we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wensday at the train station
19.0,"boston, massachusetts, usa",english483,english,male,data/speech_accent_archive/recordings/recordings/english483.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sella askher to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also ed a smallplastic snake and a big toy frog for the kids she can scoup these things into three red bags and well go met her onesday at the transtation
24.0,"dublin, ireland",english484,english,male,data/speech_accent_archive/recordings/recordings/english484.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askk her to bring these things wrthere from the store six poons of fresh snowpiese five take slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these tings into three red bags and we will go meet her wenesday at the transtation
20.0,"cromwell, connecticut, usa",english485,english,male,data/speech_accent_archive/recordings/recordings/english485.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask could bring these things with her from the store six spoons of fresh snow pieese five thick slabs of blue cheese and maybe a snack where her brother bab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
53.0,"corentyne, guyana",english486,english,female,data/speech_accent_archive/recordings/recordings/english486.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bese cosella ask her to bring these things with her from the store sixpoons of fresh snowpes five thick slabbs of blue cheese and maybe a snapp for her brother bob we also need a small blasti bet snapk snake and a big toy frog for the kis she kas skoul these things into three red bags and we will go meet her wensday at te tran station
22.0,"london, uk",english487,english,female,data/speech_accent_archive/recordings/recordings/english487.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peese colstella asku to bring these things wetha om the sdoor siexpans of fresh sno pieese hi thick slaps of blue cheese and ad a snak for her bother bo they also ate a small a sticksmake and a big tite hok for the kids she can skupe these things into three red baks and we will go eat a end stay at betrean station
35.0,"irvine, scotland, uk",english488,english,female,data/speech_accent_archive/recordings/recordings/english488.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call staila ask her to bring these things with her from the store six poons of fresh snowpeese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic sneak and a big toy frog for the kids she can scoop these things into three rad bags and we will go meet ter widsthee at the treen stecian
43.0,"castro valley, california, usa",english49,english,male,data/speech_accent_archive/recordings/recordings/english49.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella aske to bring these things with her from the store six poons are fresh snow pieese five thick slabbs of blue cheese and maybe a snack for her brother bob we elson eat a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
18.0,"auckland, new zealand",english490,english,male,data/speech_accent_archive/recordings/recordings/english490.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coolstella askit o bring these things wiher from the store six spoons of frish snow peese five thick slabbs of blue cheese and may be a snak for a brothe bob we also ed a small plastick snake and a big toyf frog for the kids she can scoope these things into three re bags and well go mut her winstand the trainstation
22.0,"omaha, nebraska, usa",english492,english,female,data/speech_accent_archive/recordings/recordings/english492.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace callstela ask er to bring these things with her from the store six poons ar fresh snowpieese five thick slabs a blue cheese an mayea snack for her brotherbau we allsa eat a small plastic snake and a big toy frog for the kits she ansgob es things in to three red baks and we will go meet her onesday at the transtation
20.0,"miami, florida, usa",english493,english,male,data/speech_accent_archive/recordings/recordings/english493.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask er to bring these tings with her from the store six poons o fresh snow peese five thick slabs of blue cheese and may be a snacked for her brother bob we also neat a small plassic nake and a big toy frog for the kids she can scoup these things into three red bags and we will go meet her winsday at the train station
27.5,"findlay, ohio, usa",english494,english,male,data/speech_accent_archive/recordings/recordings/english494.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons o fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also nead a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wenesday at the train station
21.0,"kirkland, washington, usa",english495,english,male,data/speech_accent_archive/recordings/recordings/english495.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask er to bring these things with her from the store sixpoons are freh snowpiese five thick slabs of ble cheese and may be a snack for a brother bob we also neat a smallplassic snake and a big toy frog for the kids she can scoop these things in a threred bags and we ll go met er winsday at the trainstation
20.0,"london, england, uk",english496,english,male,data/speech_accent_archive/recordings/recordings/english496.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coal stella ask her to bring these things with her from the store sixpoons are fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a smoll plastic snake and a big toy frog for the kids she can scoop these things into three red bags and will go meet her wenesday at the train station
27.0,"prince george, british columbia, canada",english498,english,male,data/speech_accent_archive/recordings/recordings/english498.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asku bring these things with her from the store six spoons of fresh snow peece five thick slabs with blue cheees and maybe a snack for her brother bab we lso neat a small plastic snake and a big toy frog o the kits she can scoop these things into three red bags and we will go meet her wensday at the train station
21.0,"st. paul, minnesota, usa",english499,english,female,data/speech_accent_archive/recordings/recordings/english499.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sella ask her to bring these sings with her from the store six spoons of fresh snowpeese five thick slabes of ble cheese and may be a snapk for her brother bob we also neet a smallclassic snake and a big toy frog for the kids she can scoope these things into three red bags and well go met her wensday at the train station
62.0,"fairfax, virginia, usa",english5,english,male,data/speech_accent_archive/recordings/recordings/english5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six poons of fresh snowpeese fi thick slabs of blue cheese and maybe a snack for her brothe bh we also need a small plastic snake and a big toy frog for the kids she ckan scoop these things into three red bags and we will meet her wancsty at the train station
29.0,"baltic, south dakota, usa",english50,english,female,data/speech_accent_archive/recordings/recordings/english50.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her windsday at the train station
38.0,"albury, new south wales, australia",english500,english,male,data/speech_accent_archive/recordings/recordings/english500.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things with her from the str sixpoons of fresh snow pese five thick slippes of blue cheese and may be a snack for her brother bob we also ate a small plastic snake and a big toy frogk for the kids she can scoup these things into three red bags and we will go meet her wensday at the trans tation
64.0,"pittsburgh, pennsylvania, usa",english501,english,female,data/speech_accent_archive/recordings/recordings/english501.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow peee five thick slabs o blue chese and may be a snack for her brother bob we also neet a small plassic snake and a big toy frog for the kinds she can scoop these things into three red baks and we will go meet her wensday at the train station
30.0,"farmington hills, michigan, usa",english502,english,female,data/speech_accent_archive/recordings/recordings/english502.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please castella ask er to bring these things with her from the store six spoons a fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a smallplastic snake and a bigge toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
25.0,"west palm beach, florida, usa",english504,english,male,data/speech_accent_archive/recordings/recordings/english504.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stela askcer to bring these things with her from the store six poons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also eat a small plastic snake and a big toy frog for the kids she ca scoop these things into three red bags and we will go meet her on wednsday at the train station
50.0,"beirut, lebanon",english505,english,female,data/speech_accent_archive/recordings/recordings/english505.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the stor six spoons af fresh snowpece five thick slabbs a blue cheese ind maybe a snack for her brother bob we also need a small plastic snake and a big tooy frog for the kids she can scoop these things into three red bags and will go meet her wensay at the train station
30.0,"new orleans, louisiana, usa",english506,english,female,data/speech_accent_archive/recordings/recordings/english506.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
