age,birthplace,filename,native_language,sex,path_to_audio,transcription,s2t_medium_transcriptions
18.0,"turin, italy",italian9,italian,male,data/speech_accent_archive/recordings/recordings/italian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costa ask her to take these things with her from the store six spoons of fresh snow piers five thick slabs of blue cheese and maybe a snack for her bread above we also need a small plastic snake and a big toy frock for the kids she can scoop these things into free red bags and we will go mid her wednesday at the train station
26.0,"hakodate, japan",japanese10,japanese,female,data/speech_accent_archive/recordings/recordings/japanese10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,frisco stello ask her to bring these things with her from the store sixpence of rational peace finds six loaves of brooches and may be her snack for her brother bob we also need a small crusty snake and a big toy frog for the kit she can scoop these things into three red bags and we will go to go meet her one day at the train station at the train station
36.0,"tokyo, japan",japanese12,japanese,male,data/speech_accent_archive/recordings/recordings/japanese12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,prescourstra ask how to bring these things with her from the store six spoons of fresh snow piece five six floves of brew cheese and maybe a snack for her brother baba we also need a small prospect snake and a big toy fog flog false kits she can scoop these things into three lids backs and we will go meet her whence they can scoop these things into three legs
28.0,"gunma, japan",japanese13,japanese,male,data/speech_accent_archive/recordings/recordings/japanese13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring tea things with her from the store six spoons or fresh snow piece five thick slabs or blue cheese and maybe a snack for her brother or bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesdays at the train station
37.0,"akashi, japan",japanese14,japanese,female,data/speech_accent_archive/recordings/recordings/japanese14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six points of fresh snow peas five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small classic snake and a big toy frog for the kid she can scoop these things into three red bags and will meet her wednesday at the train's station and will meet her wednesday at the train's day and will meet her wednesday at the train's day and
45.0,"osaka, japan",japanese15,japanese,male,data/speech_accent_archive/recordings/recordings/japanese15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick sloughs blue cheese and maybe your snack for her brother bald we also need a small plastic snake and a big toy frog for the cats she can scoop things into three red backs and we will go meet her one day at the train station
25.0,"clark field, philippines",japanese16,japanese,female,data/speech_accent_archive/recordings/recordings/japanese16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow keys five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wincy at the train station
52.0,"kyoto, japan",japanese18,japanese,female,data/speech_accent_archive/recordings/recordings/japanese18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick thraves of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a beak for a toy frog for the kids she can scoop these things into three red bags and we will go meet her when stay at the trastish
21.0,"yokosuka, japan",japanese20,japanese,male,data/speech_accent_archive/recordings/recordings/japanese20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in the big toy froth for the kids she can scoop these things into three red bags and we will go me her wednesday at a trace
69.0,"ashiya, japan",japanese22,japanese,female,data/speech_accent_archive/recordings/recordings/japanese22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"kawasaki, japan",japanese23,japanese,male,data/speech_accent_archive/recordings/recordings/japanese23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the storm six boons of fresh snow peas five thick slabs of blue cheese and maybe a snack of for her brother bob we also ask a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags as we go meet her wednesday at the train station
52.0,"kyoto, japan",japanese25,japanese,female,data/speech_accent_archive/recordings/recordings/japanese25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and baby a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into a three to a bags and we will go meet her when stay at the trainstash
21.0,"tokyo, japan",japanese27,japanese,female,data/speech_accent_archive/recordings/recordings/japanese27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go still ask her do ask her to bring these things with her with her from the store sixpence of facinal peas high thick sloughs of blue cheese and maybe as much for her brother bob we also need a small plastic snake and the thick pod frock for the kids she can scoop these things into three red facts and really go meet her with whence they have changed these things into three weeks and really good sensations whence they have strange things into three weeks
30.0,"kawasaki, japan",japanese6,japanese,female,data/speech_accent_archive/recordings/recordings/japanese6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids shaking scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"osaka, japan",japanese7,japanese,male,data/speech_accent_archive/recordings/recordings/japanese7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps a blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids chickens goop these things into three red bags and we will go meet her wednesday at the train station
25.0,"tokyo, japan",japanese8,japanese,male,data/speech_accent_archive/recordings/recordings/japanese8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big tie frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"yokohama, japan",japanese9,japanese,male,data/speech_accent_archive/recordings/recordings/japanese9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cause stella ask and bring these things with her from the store sixpence of frisknel peas five thick slice of blue cheese and maybe snark for her brother bob wills only a small plastic snake and a big toy frog for the kids she can scoop these things into three bags and woke o meter when's that train station
26.0,"algiers, algeria",kabyle1,kabyle,female,data/speech_accent_archive/recordings/recordings/kabyle1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella as cat to bring their stings with her from the store six pools of fresh snow peas five thick slips of blue cheese and may be a snack for her brother bob we also need the small plastic snack and the big tall frog for the kits she comes coop these things into three red bags and will go meet her wednesday at the train station
30.0,"francistown, botswana",kalanga1,kalanga,male,data/speech_accent_archive/recordings/recordings/kalanga1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella i've had to bring the stings with her from the store six bunch of fresh snow piece five thick slabs of blue cheese and many a snack for her brother bob we also need a small plastic snake and a big tray frog for the kids she can scoop distance into three red bags and will go mid her wednesday at the train station at the train station at the train station at the train station at the train station at the train station at the trained station at the trained station at bag's day at the train station at bag's day at the train station at the train station at the train's station at the trained station at the train station at the train station at the train's station at the trained station at the train's station at the train's station at banks and will go
36.0,"hosanna, ethiopia",kambaata1,kambaata,male,data/speech_accent_archive/recordings/recordings/kambaata1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,phileas fogg is telling ask her to bring these things with her from the store six pounds of fresh snow pieces five thick slabs of blue cheese and the maybe is not for her brother bob we always find it a small plastic snake and a big toy frog for the gates she can description at the trainistation
51.0,"durame, ethiopia",kambaata2,kambaata,male,data/speech_accent_archive/recordings/recordings/kambaata2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her from the star six spoons of fresh snow piece five thick slabs of blue cheese and may be a snap of thick slabs of blue cheese and may be a snipe of snipe for her brother bob we also need a small plastic snake and a big toy frog's and will go to meat
26.0,"bangalore, india",kannada1,kannada,female,data/speech_accent_archive/recordings/recordings/kannada1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from us from the store six pounds of fresh snow piece five thick slaps of blue cheese and maybe a snack for a brother bob be also need a small plastic snack and a big toy for it for the kids she can scoop these things into three red bags and we'll go meet her within a station
18.0,"semey, kazakhstan",kazakh1,kazakh,male,data/speech_accent_archive/recordings/recordings/kazakh1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and may be snacked for her brother bob or else only the small plastic snake and a big toe frock for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"almaty, kazakhstan",kazakh2,kazakh,male,data/speech_accent_archive/recordings/recordings/kazakh2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six bones of fresh snow peas five thick slabs of blue cheese may be snacked for her brother ball we ought to need a small plastic snake and victoria for the kits she include these things into three red bags and we will go meet her wednesday at the trainstation
49.0,"almaty, kazakhstan",kazakh3,kazakh,female,data/speech_accent_archive/recordings/recordings/kazakh3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to ring this lance with here from the store sixpence of fresh snow piece five picks lads or blue cheese and maybe a snap for your brother bob we also need a small plastic snake and a big tour frog for the kids she can scold this sense into three red bags and will go me here wednesday and the change
19.0,"phnom penh, cambodia",khmer2,khmer,male,data/speech_accent_archive/recordings/recordings/khmer2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call dinner ask her to bring this thing with her from the store six boonoffres snowpee five sticks lap of blue cheese and maybe a snag for her brother bob we also need a plot a small plastic snag and a big toy frog for the cat she can't scope this thing into three red bag and we will go whence they are the training station two three red bag and we will go
20.0,"auburn, australia",khmer6,khmer,female,data/speech_accent_archive/recordings/recordings/khmer6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call still ask her to bring these things with her from the store six springs of fresh snow peas five thick slabs of blue cheese and maybe a snack from above a bob we ought to need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
50.0,"kerugoya, kenya",kikuyu2,kikuyu,male,data/speech_accent_archive/recordings/recordings/kikuyu2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please course tell her ask her to bring these things with her from the store sixpence of reasonable piece five thick slabs of blue cheese and maybe a snak for her brother bob we used an end of small plastic snake and a big toy for the canes she can scoop these things into three red bags and we will go to meet her wednesday at the train's day at the train's station
45.0,"nairobi, kenya",kikuyu3,kikuyu,female,data/speech_accent_archive/recordings/recordings/kikuyu3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cause teller ask her to bring these things with her from the stone six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother ball we also need a small plastic's neck and a big toy frog for the kids she can scoop these things into three red bags and we will go mid home whence they at the train's station
22.0,"dar-es-salaam, tanzania",kiswahili1,kiswahili,male,data/speech_accent_archive/recordings/recordings/kiswahili1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her bring these things with her from the store six spoons of fresh snowed peas five thing thick slab of blue cheese and maybe a snout for her brother bob we also need a small plastic snake and a big turfer for the keeps she can scoop these things into three red bags and we'll go meet her wednesday at the transition
29.0,"nairobi, kenya",kiswahili3,kiswahili,male,data/speech_accent_archive/recordings/recordings/kiswahili3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with half from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snag from her brother bub wasn't it a small plastic snake and a big toy frog for the kids at the train station at the train station
56.0,"tanga, tanzania",kiswahili5,kiswahili,female,data/speech_accent_archive/recordings/recordings/kiswahili5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we may we also need a small plastic snake and i beat two frogs for the kids she can scoop these things into three bread bags and will go and meet her wednesday at the train station and meet her wednesday at the train station and will go and meet her wednesday at the train station
52.0,"dar-es-salaam, tanzania",kiswahili7,kiswahili,female,data/speech_accent_archive/recordings/recordings/kiswahili7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog from frolicheads she can scoop these things into three red bags and will go meet her wednesday at the train station
42.0,"nyeri, kenya",kiswahili8,kiswahili,female,data/speech_accent_archive/recordings/recordings/kiswahili8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls tell her ask her to bring these things with her from the store six pounds of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic's neck and a big toy frog for the kids she can scoop these things into three red bags and will go mid her wednesday at the train station
50.0,"tanga, tanzania",kiswahili9,kiswahili,male,data/speech_accent_archive/recordings/recordings/kiswahili9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six sponge of fresh snow peas five thick slabs of blotches and maybe a snark for her brother bob we also need a small plastic snake and a b toy frog for the kids she can scoop these things into three red bags and will go wednesday
38.0,"hyderabad, andhra pradesh, india",konkani1,konkani,female,data/speech_accent_archive/recordings/recordings/konkani1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh smokies five thick slabs of blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the trees she can scoop these things into three red bags and beale meat her redness day at the trees
26.0,"seoul, south korea",korean11,korean,male,data/speech_accent_archive/recordings/recordings/korean11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,play is called stella ask her to bring these things with her from the store sixpence o five small peas five thick slips o blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into tree red bags and will omit her rest day at the translation
22.0,"kota kinabalu, malaysia",korean14,korean,female,data/speech_accent_archive/recordings/recordings/korean14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coil stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
30.0,"nonsan, south korea",korean16,korean,female,data/speech_accent_archive/recordings/recordings/korean16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,priest costella ask her to bring these things with her from the store six pounds of fresh snow piece five thick slips of brooches and maybe a snick for her brother bab we also need a small plastic's neck and a big toy frock of all the keys she can scoop these things into three red bags and we will go me to her whence they
25.0,"seoul, south korea",korean18,korean,male,data/speech_accent_archive/recordings/recordings/korean18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this things with her from the store sixpence of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic's snake and a big toy frog for the kits she can cook this things into three wet bags and we will go mid her wednesday at the train station
23.0,"taegu, south korea",korean2,korean,female,data/speech_accent_archive/recordings/recordings/korean2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six spoons of raisin of piece five eighths of blue cheese and maybe a snack for her brother pap we also needs a small plastic snack and big toy frog for the keys she can skip these things into three red bags and we will go midge her wednesday at the trains next day at the trains
58.0,"inchon, south korea",korean20,korean,female,data/speech_accent_archive/recordings/recordings/korean20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the translation she can scoop these things into three red bags and we will go meet her wednesday at the translation
19.0,"inchon, south korea",korean22,korean,female,data/speech_accent_archive/recordings/recordings/korean22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please school stella ask her to bring this things with her from the store six springs are fresh no piece bite six labs a blue cheese and maybe snack for her brother bob we also need a small plastic snake in a big typhoid for the kiss she could scoop this thing so to do three red backs and would go meter one day at the train station
42.0,"seoul, south korea",korean24,korean,male,data/speech_accent_archive/recordings/recordings/korean24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of a fresh snow peach five or six rams of blue cheese and maybe a snap for her brought about we also need a small prospect snake and a big toy frog for the key she can scoop these things into three large bags and we'll go mid her when station
23.0,"seoul, south korea",korean26,korean,male,data/speech_accent_archive/recordings/recordings/korean26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go mid her when stay at the train station
19.0,"masan, south korea",korean29,korean,female,data/speech_accent_archive/recordings/recordings/korean29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place costella ask her to bring these things with her from the store six spoons for a fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small posse snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the transition
19.0,"seoul, south korea",korean3,korean,female,data/speech_accent_archive/recordings/recordings/korean3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring thee sing with her from the sore sixpoon of ration of these five thick slips of blotches and maybe a snap for her brother bob we also need a small plastic snake and let big toy throw for the kids skins coop these slings into three red bags and we will go meet her when we stay at the train's station three red bags and we will go meet her when we stay at the train's station three red bags and we will go
18.0,"seoul, south korea",korean31,korean,female,data/speech_accent_archive/recordings/recordings/korean31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place costello ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snag for a brother bob we are sending the small clustering snake and a big toy frog for the kiss she can scoop these things into three red bags and we will go meet her when they get the other twin station
30.0,"seongnam, south korea",korean33,korean,female,data/speech_accent_archive/recordings/recordings/korean33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpence of fresh snow piece five thicks less of blue cheese and maybe a snick for her brother bob we also need a small plastic snake and a big toy frog for the keys she can scoop things into three rad bags we'll go meet her wednesday at the transition
27.0,"seoul, south korea",korean37,korean,female,data/speech_accent_archive/recordings/recordings/korean37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the sore six blues of fresh snow peas five thick slabs of blue cheese and medea snip for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and will go meet her wednesday at the train station
25.0,"inchon, south korea",korean38,korean,male,data/speech_accent_archive/recordings/recordings/korean38.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cause tella ask her to bring these things with her front destore six spoons of fresh snow piece five big slips of a blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the keys she can scoop these things into three red bags and we will go mid her wednesday at the train station
21.0,"seoul, south korea",korean40,korean,female,data/speech_accent_archive/recordings/recordings/korean40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this things where her form was stored six spoons of fresh snow peas five thick slaps with blue cheese and maybe a snick for a brother bob billson ain't in a small plastic snake in a big toy frock for to kits she can scoop this things into three red bags and we will go home in her wednesday to train station
50.0,"seoul, south korea",korean41,korean,female,data/speech_accent_archive/recordings/recordings/korean41.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please course caroline ask her to bring these things with her from the store six spoons of fresh snow piece five thick slips of blue cheese and maybe a snack for her blood above we also need our small plastic snack and a big toy frock for the kiss she can scoop these things into three red bags and we will go mid her when stay at the train's station
