transcription,path_to_audio,speaker_id,native_language,gender,unispeech_large_transcriptions
he was an enthusiast and a desert dweller,data/l2arctic/YKWK/wav/arctic_a0537.wav,YKWK,Korean,M,he was an enthusiast and a desortde dwowlor
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/YKWK/wav/arctic_a0538.wav,YKWK,Korean,M,what posco g limped with vison of a seer  i have lived
i should like to engage just for one whole life in that,data/l2arctic/YKWK/wav/arctic_a0539.wav,YKWK,Korean,M,i should like to engage just for one hole life in that
yea so are all the lesser animals of today clean,data/l2arctic/YKWK/wav/arctic_a0540.wav,YKWK,Korean,M,yet so aor oldeless animols of today clene
the warden with a quart of champagne,data/l2arctic/YKWK/wav/arctic_a0541.wav,YKWK,Korean,M,the warden widoe qart of shampane
without a doubt some of them have dinner engagements,data/l2arctic/YKWK/wav/arctic_a0542.wav,YKWK,Korean,M,redoud od out some ofe them have denor engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/YKWK/wav/arctic_a0543.wav,YKWK,Korean,M,i hade ben born with nor organi cemicalpredisposision tward alcohol
the italian rancho was a bachelor establishment,data/l2arctic/YKWK/wav/arctic_a0545.wav,YKWK,Korean,M,the etaliaon ranshoere was a pathulaor establish ment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/YKWK/wav/arctic_a0546.wav,YKWK,Korean,M,i lost my ballenset amd pest had formost into the oos
men like joe goose dated existence from drunk to drunk,data/l2arctic/YKWK/wav/arctic_a0547.wav,YKWK,Korean,M,men like jon goos dated esistanse from drounk to drunk
also churches and preachers i had never known,data/l2arctic/YKWK/wav/arctic_a0548.wav,YKWK,Korean,M,oalthow churches and preacters i had never nowne
do you know that we weigh every pound of coal we burn,data/l2arctic/YKWK/wav/arctic_a0549.wav,YKWK,Korean,M,do you know that we way every poundor of e col we burn
this also became part of the daily schedule,data/l2arctic/YKWK/wav/arctic_a0550.wav,YKWK,Korean,M,dhisallso became part of the daly scedgule
all an appearance can know is mirage,data/l2arctic/YKWK/wav/arctic_a0551.wav,YKWK,Korean,M,old an oppeurance canno is beragy aa
yet he dreams he is immortal i argue feebly,data/l2arctic/YKWK/wav/arctic_a0552.wav,YKWK,Korean,M,yet he dreams he is immortal i argu febily
i am writing these lines in honolulu hawaii,data/l2arctic/YKWK/wav/arctic_a0553.wav,YKWK,Korean,M,iam riding tese lines in honololo howiye
jack london waikiki beach honolulu oahu,data/l2arctic/YKWK/wav/arctic_a0554.wav,YKWK,Korean,M,jack london wyke kepeach honololo o wapho
jerry was so secure in his nook that he did not roll away,data/l2arctic/YKWK/wav/arctic_a0555.wav,YKWK,Korean,M,cery was so sckur in his nook that he did not rol away
why hes bought forty pounds of goods from you already,data/l2arctic/YKWK/wav/arctic_a0556.wav,YKWK,Korean,M,wy he boht forty pounds of goods from ne leady
the last refugee had passed,data/l2arctic/YKWK/wav/arctic_a0557.wav,YKWK,Korean,M,the last refugee had past
and the foundation stone of service in his case was obedience,data/l2arctic/YKWK/wav/arctic_a0558.wav,YKWK,Korean,M,and the foundationstone ofer survice in his case  was obediens
peace be unto you and grace before the lord,data/l2arctic/YKWK/wav/arctic_a0559.wav,YKWK,Korean,M,pes be unto you and gras befor the lord
his mouth opened words shaped vainly on his lips,data/l2arctic/YKWK/wav/arctic_a0560.wav,YKWK,Korean,M,his mouth opendwords shapet vainly on his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/YKWK/wav/arctic_a0289.wav,YKWK,Korean,M,they are not regular oister pirets nicolos continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/YKWK/wav/arctic_a0306.wav,YKWK,Korean,M,he was pressing beyond the limmiuts of his vocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/YKWK/wav/arctic_a0323.wav,YKWK,Korean,M,he considered victory olleady het and stemped forward to the met
it was like the beating of hoofs,data/l2arctic/YKWK/wav/arctic_a0340.wav,YKWK,Korean,M,eierwos like the beating of whofs
a month passed by and bonanza creek remained quiet,data/l2arctic/YKWK/wav/arctic_a0357.wav,YKWK,Korean,M,a month passt byand ponanda creak remained quiet
but lifes worth more than cash she argued,data/l2arctic/YKWK/wav/arctic_a0374.wav,YKWK,Korean,M,but lifes worts more tan cash she argyoued
but he reconciled himself to it by an act of faith,data/l2arctic/YKWK/wav/arctic_a0391.wav,YKWK,Korean,M,but he reconsiled himself tweed by an act of fath
the eldorado emptied its occupants into the street to see the test,data/l2arctic/YKWK/wav/arctic_a0408.wav,YKWK,Korean,M,the adorado empteed its ocupons into the stret to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/YKWK/wav/arctic_a0425.wav,YKWK,Korean,M,otherwise no restriction is put opon their sefering
you live on an income which your father earned,data/l2arctic/YKWK/wav/arctic_a0442.wav,YKWK,Korean,M,you live on an income which your father and
there was too much of the schoolboy in me,data/l2arctic/YKWK/wav/arctic_a0459.wav,YKWK,Korean,M,there was too much of the sqool boy in me
at this moment i felt a stir at my shoulder,data/l2arctic/YKWK/wav/arctic_a0476.wav,YKWK,Korean,M,at this moment i felt a steur  at my shorder
the boy obrien was specially maltreated,data/l2arctic/YKWK/wav/arctic_a0493.wav,YKWK,Korean,M,the boy obriyon was specially multreated  rrrrr
much more ernest told them of themselves and of his disillusionment,data/l2arctic/YKWK/wav/arctic_a0510.wav,YKWK,Korean,M,moc more onist told them of themselves and of his disilusionment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/YKWK/wav/arctic_a0527.wav,YKWK,Korean,M,the losh vegitation of that shertered spot may c a naturaolr shield
what the flaming,data/l2arctic/YKWK/wav/arctic_a0562.wav,YKWK,Korean,M,what e flaming
missus mcfees jaws brought together with a snap,data/l2arctic/YKWK/wav/arctic_a0563.wav,YKWK,Korean,M,macis mag fise jaw brought together with a snee
then it is as i said womble announced with finality,data/l2arctic/YKWK/wav/arctic_a0564.wav,YKWK,Korean,M,then it is as i sad  womble anounsed with finality
with them were indians also three other men,data/l2arctic/YKWK/wav/arctic_a0565.wav,YKWK,Korean,M,with them were indieons also three other men
dennins hands were released long enough for him to sign the document,data/l2arctic/YKWK/wav/arctic_a0566.wav,YKWK,Korean,M,denins hands were relest long enough for him to sign the document hh
now irvine was a man of impulse a poet,data/l2arctic/YKWK/wav/arctic_a0567.wav,YKWK,Korean,M,now earvine was a man ob impurs apoid
he was just bursting with joy joy over what,data/l2arctic/YKWK/wav/arctic_a0568.wav,YKWK,Korean,M,he was just a berst ting with joy goy over wat
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/YKWK/wav/arctic_a0569.wav,YKWK,Korean,M,at lak lindermon i had a once conoew frdy good pettorbrol conew
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/YKWK/wav/arctic_a0570.wav,YKWK,Korean,M,behind him lay h e thousond yars long rod ocross al syberia and rushia
he had forgotten to build a fire and thaw out,data/l2arctic/YKWK/wav/arctic_a0571.wav,YKWK,Korean,M,he had forgotent pieilld  o fier and t thow out
i never saw anything like her in my life,data/l2arctic/YKWK/wav/arctic_a0572.wav,YKWK,Korean,M,i never saw anything like her in my life
there was no law on the yukon save what they made for themselves,data/l2arctic/YKWK/wav/arctic_a0573.wav,YKWK,Korean,M,there was no low on the youcon save what they mad for themselves
good business man curly obrien was saying,data/l2arctic/YKWK/wav/arctic_a0574.wav,YKWK,Korean,M,good bisnuss man colly obrion was saing
there werent any missions and he was the man to know,data/l2arctic/YKWK/wav/arctic_a0575.wav,YKWK,Korean,M,there want any mitions and he was the man tono
and the big persian knew of his existence before he did of hers,data/l2arctic/YKWK/wav/arctic_a0576.wav,YKWK,Korean,M,and the big person new of  his existance before he did of herds
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/YKWK/wav/arctic_a0577.wav,YKWK,Korean,M,wons the jus harp began miting its parbaric rytthms micl was healples
there was the emma louisa,data/l2arctic/YKWK/wav/arctic_a0579.wav,YKWK,Korean,M,ther wers the ama loega
this is my fifth voyage,data/l2arctic/YKWK/wav/arctic_a0580.wav,YKWK,Korean,M,this is my fifth boys
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/YKWK/wav/arctic_a0581.wav,YKWK,Korean,M,it was dhis proeposition that started the big idea in dortrys mined
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/YKWK/wav/arctic_a0582.wav,YKWK,Korean,M,dotry elaborated on he counting trigu by bringing coke along
enjoy it he did but principally for stewards sake,data/l2arctic/YKWK/wav/arctic_a0583.wav,YKWK,Korean,M,enjoy id he did but prinsiplly for stuwords sak
i have long noted your thirst unquenchable,data/l2arctic/YKWK/wav/arctic_a0584.wav,YKWK,Korean,M,i had long noted youre thirst unquenchable
wonder if hes a lion dog charles suggested,data/l2arctic/YKWK/wav/arctic_a0585.wav,YKWK,Korean,M,ondere if he is a liyendog  charts sougested
we dont see ourselves as foolish,data/l2arctic/YKWK/wav/arctic_a0586.wav,YKWK,Korean,M,we dont se ourselves  as foolish
he had comparatively no advantages at first,data/l2arctic/YKWK/wav/arctic_a0587.wav,YKWK,Korean,M,he had compartraitively noed vantiges at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/YKWK/wav/arctic_a0588.wav,YKWK,Korean,M,he had proved it todaywith his amatureris and sofhermoric productions
i was sick once typhoid,data/l2arctic/YKWK/wav/arctic_a0589.wav,YKWK,Korean,M,i was sick ons tyfoid
in a way he is my protege,data/l2arctic/YKWK/wav/arctic_a0590.wav,YKWK,Korean,M,in away he is my protesure
we are both children together,data/l2arctic/YKWK/wav/arctic_a0591.wav,YKWK,Korean,M,we are both children together
its only his indigestion i find fault with,data/l2arctic/YKWK/wav/arctic_a0592.wav,YKWK,Korean,M,is only his indigestion i find folt wid
shed make a good wife for the cashier,data/l2arctic/YKWK/wav/arctic_a0593.wav,YKWK,Korean,M,should make a goot wife for the casher
gad do i remember it,data/l2arctic/YKWK/wav/arctic_b0001.wav,YKWK,Korean,M,gad do i remember it
i can see that knife now,data/l2arctic/YKWK/wav/arctic_b0003.wav,YKWK,Korean,M,i can see that nifh now
when i cant see beauty in woman i want to die,data/l2arctic/YKWK/wav/arctic_b0004.wav,YKWK,Korean,M,when i can see beuty in wommon i want to diy
his slim fingers closed like steel about philips,data/l2arctic/YKWK/wav/arctic_b0005.wav,YKWK,Korean,M,his slim fingers clothed like still about filips
he seized gregson by the arm and led him to the door,data/l2arctic/YKWK/wav/arctic_b0006.wav,YKWK,Korean,M,he seaszed the corecson by the arm and led him to the door
hear the indian dogs wailing down at churchill,data/l2arctic/YKWK/wav/arctic_b0007.wav,YKWK,Korean,M,heare the indieaon doks wellding down at churchuel
burke himself had criticized it because of the smile,data/l2arctic/YKWK/wav/arctic_b0008.wav,YKWK,Korean,M,burk himself had criecticididtbecose of the smile
id say there was going to be a glorious scrap,data/l2arctic/YKWK/wav/arctic_b0009.wav,YKWK,Korean,M,i dor say there was going to be a cholorious scrap
he turned the map to gregson pointing with his finger,data/l2arctic/YKWK/wav/arctic_b0010.wav,YKWK,Korean,M,he turnd the mapk to grecson pointing with his finger
his eyes never took themselves for an instant from his companions face,data/l2arctic/YKWK/wav/arctic_b0011.wav,YKWK,Korean,M,his yes never took themselves fr an instant from his companions fase
something that whittemore had not yet said thrilled him,data/l2arctic/YKWK/wav/arctic_b0012.wav,YKWK,Korean,M,somthing that wid more had not yet said threled him
whitefish gregson whitefish and trout,data/l2arctic/YKWK/wav/arctic_b0014.wav,YKWK,Korean,M,wite fish crason wite fise and trout
they robbed me a few years later,data/l2arctic/YKWK/wav/arctic_b0015.wav,YKWK,Korean,M,they robed me afuw yars later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/YKWK/wav/arctic_b0016.wav,YKWK,Korean,M,he chokled as he puled out his pipe and began filling it
everything was working smoothly better than i had expected,data/l2arctic/YKWK/wav/arctic_b0017.wav,YKWK,Korean,M,everything was working smothly better than i had expected
i was completely lost in my work,data/l2arctic/YKWK/wav/arctic_b0018.wav,YKWK,Korean,M,i was completly lost in my work
his slim hands gripped the edges of the table,data/l2arctic/YKWK/wav/arctic_b0019.wav,YKWK,Korean,M,his slim hands grepped the adgi of the table
philip dropped back into his chair,data/l2arctic/YKWK/wav/arctic_b0021.wav,YKWK,Korean,M,fillip dropped back into his chair
if i was out of the game it would be easily made,data/l2arctic/YKWK/wav/arctic_b0022.wav,YKWK,Korean,M,if i was out of the game eit would be easily mad
macdougall my engineer believes it,data/l2arctic/YKWK/wav/arctic_b0023.wav,YKWK,Korean,M,macduglle my enginer belives yit   mm
it is growing every day every hour,data/l2arctic/YKWK/wav/arctic_b0024.wav,YKWK,Korean,M,it is growing every day every oar
now you understand,data/l2arctic/YKWK/wav/arctic_b0025.wav,YKWK,Korean,M,now you understand
you have associated with some of these men,data/l2arctic/YKWK/wav/arctic_b0026.wav,YKWK,Korean,M,you have associated with some of these men
and there is no chivalry no quarter shown in this fight,data/l2arctic/YKWK/wav/arctic_b0027.wav,YKWK,Korean,M,and there is no shiverly  no quarter shon in this fite
lord fitzhugh is the key to the whole situation,data/l2arctic/YKWK/wav/arctic_b0028.wav,YKWK,Korean,M,lod fit she is the key to the hole situation
all operations have been carried on from montreal and toronto,data/l2arctic/YKWK/wav/arctic_b0029.wav,YKWK,Korean,M,ol operations had been carred on from montryoul and teronto
gregson held a lighted match until it burnt his fingertips,data/l2arctic/YKWK/wav/arctic_b0030.wav,YKWK,Korean,M,coreson helld a lighted mach until it borned his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/YKWK/wav/arctic_b0031.wav,YKWK,Korean,M,gregson had a ciaded himself under the lamp and was sharpening aponsoll
he caught himself with a jerk,data/l2arctic/YKWK/wav/arctic_b0032.wav,YKWK,Korean,M,he couted himself with oar jerk
how does your wager look now,data/l2arctic/YKWK/wav/arctic_b0033.wav,YKWK,Korean,M,how does your wazer look no
he confessed that the sketch had startled him,data/l2arctic/YKWK/wav/arctic_b0034.wav,YKWK,Korean,M,he confessed that the scech had started him
after all the picture was only a resemblance,data/l2arctic/YKWK/wav/arctic_b0035.wav,YKWK,Korean,M,after ol the picture was only a resembulance  yy
he wondered too where roscoe was,data/l2arctic/YKWK/wav/arctic_b0036.wav,YKWK,Korean,M,he wondered to wher rosqow was
in her haste to get away she had forgotten these things,data/l2arctic/YKWK/wav/arctic_b0038.wav,YKWK,Korean,M,in her haset to get away she had forgoten thes things
philip took a step toward gregson half determined to awaken him,data/l2arctic/YKWK/wav/arctic_b0039.wav,YKWK,Korean,M,filip tok a staptoward gregson half determined to awaicon him
the thought set his blood tingling,data/l2arctic/YKWK/wav/arctic_b0040.wav,YKWK,Korean,M,the thouht sad his blod tingling
but if pierre did not return until tomorrow,data/l2arctic/YKWK/wav/arctic_b0041.wav,YKWK,Korean,M,but if peor did not retorn until tomorow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/YKWK/wav/arctic_b0042.wav,YKWK,Korean,M,ten mins had a nod lest sinse he had dropet the hand corchip
it wont be for sale,data/l2arctic/YKWK/wav/arctic_b0043.wav,YKWK,Korean,M,it wont be for sal
for a few moments he ate in silence,data/l2arctic/YKWK/wav/arctic_b0044.wav,YKWK,Korean,M,for a fe moments he ate insilence
philip did not pursue the subject,data/l2arctic/YKWK/wav/arctic_b0045.wav,YKWK,Korean,M,filip did not porsud a subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/YKWK/wav/arctic_b0046.wav,YKWK,Korean,M,fillip prodused a cople of segers and tok a chare opositteme
suppose you saw me at work through the window,data/l2arctic/YKWK/wav/arctic_b0047.wav,YKWK,Korean,M,suppose you saw me at work through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/YKWK/wav/arctic_b0048.wav,YKWK,Korean,M,he loked like won who had passt throug an uncomftabl owr or to
there was nothing more except a large ink blot under the words,data/l2arctic/YKWK/wav/arctic_b0049.wav,YKWK,Korean,M,there was nothing more except a lage ink blot under the words
all this day gregson remained in the cabin,data/l2arctic/YKWK/wav/arctic_b0050.wav,YKWK,Korean,M,ol this day grecson remained in the cabon
the sixth day he spent in the cabin with gregson,data/l2arctic/YKWK/wav/arctic_b0051.wav,YKWK,Korean,M,the sixt day he spent in the cabon with a corecson
the flush was gone from her face,data/l2arctic/YKWK/wav/arctic_b0052.wav,YKWK,Korean,M,the flush was gown from her face
this is why i am am rattled he laughed,data/l2arctic/YKWK/wav/arctic_b0053.wav,YKWK,Korean,M,this is why i am amrustled he left
she was even more beautiful than when i saw her before,data/l2arctic/YKWK/wav/arctic_b0055.wav,YKWK,Korean,M,she was even more beautiful than when i sow her before
i will give a thousand if you produce her retorted gregson,data/l2arctic/YKWK/wav/arctic_b0056.wav,YKWK,Korean,M,ai woll give a thouson if you produse her detoarteed gregson
they have won popular sentiment through the newspapers,data/l2arctic/YKWK/wav/arctic_b0057.wav,YKWK,Korean,M,they have one popular sentiment through the news papers
we must achieve our own salvation,data/l2arctic/YKWK/wav/arctic_b0058.wav,YKWK,Korean,M,we must acchive our own salvation
in moments of mental energy philip was restless,data/l2arctic/YKWK/wav/arctic_b0059.wav,YKWK,Korean,M,in moments of mental energyfillip wos restless
he would keep his faith with gregson for the promised day or two,data/l2arctic/YKWK/wav/arctic_b0060.wav,YKWK,Korean,M,he would kep his fate with goreson for the promisd day or to
something about it seemed to fascinate him to challenge his presence,data/l2arctic/YKWK/wav/arctic_b0061.wav,YKWK,Korean,M,somethig about it seemed to fasinate him to challenge his presense
now it was missing from the wall,data/l2arctic/YKWK/wav/arctic_b0062.wav,YKWK,Korean,M,now it was missing from the wall
he boiled himself some coffee and sat down to wait,data/l2arctic/YKWK/wav/arctic_b0063.wav,YKWK,Korean,M,he boled hiumself some coffe and sat down to wat
im going down there with you and im going to fight,data/l2arctic/YKWK/wav/arctic_b0064.wav,YKWK,Korean,M,im going down dar with you an im going to fid
now have you got anything to say against me mister philip,data/l2arctic/YKWK/wav/arctic_b0065.wav,YKWK,Korean,M,now have you got anything to say oaganst me mister filli
if i meet her again i shall apologize said eileen,data/l2arctic/YKWK/wav/arctic_b0066.wav,YKWK,Korean,M,if i meet her again i shall appologise said aleone
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/YKWK/wav/arctic_b0067.wav,YKWK,Korean,M,below him the shadow was broken into a pol of ripling starlight
only the chance sound had led him to observe them,data/l2arctic/YKWK/wav/arctic_b0068.wav,YKWK,Korean,M,only the chanse sond had alod him to objerve them
could the incident have anything to do with jeanne and pierre,data/l2arctic/YKWK/wav/arctic_b0069.wav,YKWK,Korean,M,could ho insidtant have anything to do with jan and pear
there was no chance to fire without hitting him,data/l2arctic/YKWK/wav/arctic_b0070.wav,YKWK,Korean,M,there was no chanse to fir without heating him
then he hastened on as pierre had guided him,data/l2arctic/YKWK/wav/arctic_b0072.wav,YKWK,Korean,M,then he hasened on as peer had agcrided him
with these arguments he convinced himself that he should go on alone,data/l2arctic/YKWK/wav/arctic_b0073.wav,YKWK,Korean,M,with thes arguments he convinsed himself that he sud go on alon
yet behind them there was another and more powerful motive,data/l2arctic/YKWK/wav/arctic_b0074.wav,YKWK,Korean,M,yet behind them ther wers another andboof poworful motive
in that case he could not miss them if he used caution,data/l2arctic/YKWK/wav/arctic_b0075.wav,YKWK,Korean,M,in that case he could not miss them if he used he caotion
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/YKWK/wav/arctic_b0076.wav,YKWK,Korean,M,before felep could d recover himself gans stortled gards wo oppon him
it is the nearest refuge,data/l2arctic/YKWK/wav/arctic_b0077.wav,YKWK,Korean,M,edis don nearist laffues
there was pride and strength the ring of triumph in his voice,data/l2arctic/YKWK/wav/arctic_b0078.wav,YKWK,Korean,M,there wars pride and strengtto rig of tryumph in his voice
the truth of it set jeanne quivering,data/l2arctic/YKWK/wav/arctic_b0079.wav,YKWK,Korean,M,the trut ofe s seat gn ceivering
tomorrow it will be strong enough for you to stand upon,data/l2arctic/YKWK/wav/arctic_b0080.wav,YKWK,Korean,M,tomoro it will be strong enough for you to stands oupon
you were going to leave after you saw me on the rock,data/l2arctic/YKWK/wav/arctic_b0081.wav,YKWK,Korean,M,you were going to leave after you saw me on the rok
he bit his tongue and cursed himself at this fresh break,data/l2arctic/YKWK/wav/arctic_b0082.wav,YKWK,Korean,M,he bit his tong and coursetd himself at  this fresh brake
in it there was something that was almost tragedy,data/l2arctic/YKWK/wav/arctic_b0083.wav,YKWK,Korean,M,in it there was something that was almost tragedy
your face is red with blood,data/l2arctic/YKWK/wav/arctic_b0084.wav,YKWK,Korean,M,your face is read with blod
her eyes smiled truth at him as he came up the bank,data/l2arctic/YKWK/wav/arctic_b0085.wav,YKWK,Korean,M,he eyes smilled trouth at himas he came op the bank
he can care for himself,data/l2arctic/YKWK/wav/arctic_b0086.wav,YKWK,Korean,M,he can care for himself
they will search for us between their camp and churchill,data/l2arctic/YKWK/wav/arctic_b0087.wav,YKWK,Korean,M,there were sorch for os betwen their camp and churchel
her beautiful hair was done up in shining coils,data/l2arctic/YKWK/wav/arctic_b0089.wav,YKWK,Korean,M,her beutiful hair was dun off in shining ols
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/YKWK/wav/arctic_b0090.wav,YKWK,Korean,M,the churcel narrowed and its couraent became swifter as they progressd
for a full half minute jeanne looked at him without speaking,data/l2arctic/YKWK/wav/arctic_b0091.wav,YKWK,Korean,M,for a ful half minet geyon looked at him without speaking
i want to die in it,data/l2arctic/YKWK/wav/arctic_b0092.wav,YKWK,Korean,M,i want to diy in it
darkness hid him from jeanne,data/l2arctic/YKWK/wav/arctic_b0093.wav,YKWK,Korean,M,darkrnes hed him from jgen
and yet if she came he had no words to say,data/l2arctic/YKWK/wav/arctic_b0094.wav,YKWK,Korean,M,and yet if she cam he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/YKWK/wav/arctic_b0095.wav,YKWK,Korean,M,he heard a sound which brought him quickly into consiousness ofe day
within himself he called it no longer his own,data/l2arctic/YKWK/wav/arctic_b0096.wav,YKWK,Korean,M,within himself he colld it no longer his owne
besides that noise makes me deaf,data/l2arctic/YKWK/wav/arctic_b0097.wav,YKWK,Korean,M,besides dhen nose makes me deffh
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/YKWK/wav/arctic_b0098.wav,YKWK,Korean,M,fillip looked back from the cresst and sow gan leaning over the conne
fifty yards ahead of her were the first of the rocks,data/l2arctic/YKWK/wav/arctic_b0099.wav,YKWK,Korean,M,fifty yards ahead of her were the first of the roks
there was one chance and only one of saving jeanne,data/l2arctic/YKWK/wav/arctic_b0100.wav,YKWK,Korean,M,there was won chanse and only won of saving gen
youre a devil for fighting and will surely win,data/l2arctic/YKWK/wav/arctic_b0101.wav,YKWK,Korean,M,you arre a devel for fiting and will surely win
i will only be in the way,data/l2arctic/YKWK/wav/arctic_b0102.wav,YKWK,Korean,M,i will only be in the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/YKWK/wav/arctic_b0103.wav,YKWK,Korean,M,he lifted his eys and a strange criy berst from his lips
shooting pains passed like flashes of electricity through his body,data/l2arctic/YKWK/wav/arctic_b0104.wav,YKWK,Korean,M,shodting pains pass likhe fleshes of electrisity through his body
for a full minute the two men stared into each others face,data/l2arctic/YKWK/wav/arctic_b0106.wav,YKWK,Korean,M,for a full minet thoe two man stared into each others fase
he was sure now of but few things,data/l2arctic/YKWK/wav/arctic_b0107.wav,YKWK,Korean,M,he was sure now of but few things
it was a miracle and i owe you my life,data/l2arctic/YKWK/wav/arctic_b0108.wav,YKWK,Korean,M,it was a myrocal and i oe you my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/YKWK/wav/arctic_b0109.wav,YKWK,Korean,M,fillip at ligtly of the fodt which purere had al rady for him
such men believe when they come together,data/l2arctic/YKWK/wav/arctic_b0110.wav,YKWK,Korean,M,such men belevewhen hey come together
the journey was continued at dawn,data/l2arctic/YKWK/wav/arctic_b0111.wav,YKWK,Korean,M,the gurny wors  continued atdawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/YKWK/wav/arctic_b0112.wav,YKWK,Korean,M,giane and piaro both gazed toward the greate rok
there was something pathetic in the girls attitude now,data/l2arctic/YKWK/wav/arctic_b0113.wav,YKWK,Korean,M,there was somthing pathetic in the golos attitude now
he moved his position and the illusion was gone,data/l2arctic/YKWK/wav/arctic_b0114.wav,YKWK,Korean,M,he moved his position and the elusion was gone
for two hours not a word passed between them,data/l2arctic/YKWK/wav/arctic_b0115.wav,YKWK,Korean,M,for two ouers not a word past betwen them
i had hunted along this ridge replied philip,data/l2arctic/YKWK/wav/arctic_b0116.wav,YKWK,Korean,M,i had hunted along this rech repliyed fillip
thats thorpes said the young engineer,data/l2arctic/YKWK/wav/arctic_b0117.wav,YKWK,Korean,M,desh zhorps said the young enginer
we saw your light and thought you wouldnt mind a call,data/l2arctic/YKWK/wav/arctic_b0118.wav,YKWK,Korean,M,we sw you r ligt and thought you woden mind o col
billinger may arrive in time,data/l2arctic/YKWK/wav/arctic_b0119.wav,YKWK,Korean,M,buildings ermay orive in time
there was the hitch replied thorpe rolling a cigarette,data/l2arctic/YKWK/wav/arctic_b0120.wav,YKWK,Korean,M,ther wars the heatch replied thorpe  rolding a scigaret
i want my men to work by themselves,data/l2arctic/YKWK/wav/arctic_b0121.wav,YKWK,Korean,M,i want my men towork by themselves
neither could they understand the growing disaffection among thorpes men,data/l2arctic/YKWK/wav/arctic_b0123.wav,YKWK,Korean,M,nether could they understand the growing deslffection among thorps men
two weeks passed and in that time thorpe left camp three times,data/l2arctic/YKWK/wav/arctic_b0124.wav,YKWK,Korean,M,two weks past and in that time thorp leffet camp three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/YKWK/wav/arctic_b0125.wav,YKWK,Korean,M,it was the third or forth time that folllivf had heard mack dougl swer
blood was oozing slowly from the wounded mans right breast,data/l2arctic/YKWK/wav/arctic_b0126.wav,YKWK,Korean,M,blod was oosing slowly from the wonded mans rigte brest
he destroyed everything that had belonged to the woman,data/l2arctic/YKWK/wav/arctic_b0127.wav,YKWK,Korean,M,he destroyed everything that had beloned to the womon
philip bent low over pierre,data/l2arctic/YKWK/wav/arctic_b0128.wav,YKWK,Korean,M,filliband low over pyar
did thorpe go to see any one in churchill,data/l2arctic/YKWK/wav/arctic_b0129.wav,YKWK,Korean,M,did thorp go to se anyone in churchell
she saw the answer in his face,data/l2arctic/YKWK/wav/arctic_b0130.wav,YKWK,Korean,M,she sore the answerd in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/YKWK/wav/arctic_b0131.wav,YKWK,Korean,M,thorp and his men weare to destroy this camp and kill you
there is no need of further detail now for you can understand,data/l2arctic/YKWK/wav/arctic_b0132.wav,YKWK,Korean,M,thereis no kned for forther detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/YKWK/wav/arctic_b0133.wav,YKWK,Korean,M,theare followed a rore that shok the earts
blind with rage he darted in,data/l2arctic/YKWK/wav/arctic_b0134.wav,YKWK,Korean,M,belind with rage he tared at e end
in it was the joy of life,data/l2arctic/YKWK/wav/arctic_b0135.wav,YKWK,Korean,M,init was the joy ofe life
swiftly his eyes measured the situation,data/l2arctic/YKWK/wav/arctic_b0136.wav,YKWK,Korean,M,swifully his eyes measured the situation
but this little defect did not worry him,data/l2arctic/YKWK/wav/arctic_b0137.wav,YKWK,Korean,M,but this littale defoct did not wory him
and then steadily he began to chew,data/l2arctic/YKWK/wav/arctic_b0138.wav,YKWK,Korean,M,and then stadily he began to che
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/YKWK/wav/arctic_b0140.wav,YKWK,Korean,M,they adged ae nereor and stod sholder to sholder fasing their wold
