transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rope_large_transcriptions
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/SVBI/wav/arctic_a0116.wav,SVBI,Hindi,F,was it the rendezvous of those who were striving to work his ruin
she added with genuine sympathy in her face and voice,data/l2arctic/SVBI/wav/arctic_a0117.wav,SVBI,Hindi,F,she added with genuine sympathy in her face and voice
pierre obeys me when we are together,data/l2arctic/SVBI/wav/arctic_a0118.wav,SVBI,Hindi,F,pierre obeys me when we were together
my right foot feels like that of a chinese debutante,data/l2arctic/SVBI/wav/arctic_a0120.wav,SVBI,Hindi,F,my right foot feels like that of a chinese dividend
they ate dinner at the fifth and rested for two hours,data/l2arctic/SVBI/wav/arctic_a0121.wav,SVBI,Hindi,F,they ate dinner at the fifth and rested for two hours
two years ago i gave up civilization for this,data/l2arctic/SVBI/wav/arctic_a0122.wav,SVBI,Hindi,F,two years ago i gave up civilization for this
she had died from cold and starvation,data/l2arctic/SVBI/wav/arctic_a0123.wav,SVBI,Hindi,F,she had died from cold and starvation
it was jeanne singing softly over beyond the rocks,data/l2arctic/SVBI/wav/arctic_a0124.wav,SVBI,Hindi,F,it was jeanne singing softly over beyond the rocks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/SVBI/wav/arctic_a0125.wav,SVBI,Hindi,F,he was determined now to maintain a more certain hold upon himself
each day she became a more vital part of him,data/l2arctic/SVBI/wav/arctic_a0126.wav,SVBI,Hindi,F,each day she became a more vital part of himw
it was a temptation but he resisted it,data/l2arctic/SVBI/wav/arctic_a0127.wav,SVBI,Hindi,F,it was a temptation but he resisted it
this one hope was destroyed as quickly as it was born,data/l2arctic/SVBI/wav/arctic_a0128.wav,SVBI,Hindi,F,this one hope was destroyed as quickly as it was born
her face was against his breast,data/l2arctic/SVBI/wav/arctic_a0129.wav,SVBI,Hindi,F,her face was against his breast
she was his now forever,data/l2arctic/SVBI/wav/arctic_a0130.wav,SVBI,Hindi,F,she was his now for ever
providence had delivered him through the maelstrom,data/l2arctic/SVBI/wav/arctic_a0131.wav,SVBI,Hindi,F,providence had delivered him through the mailstrom
a cry of joy burst from philips lips,data/l2arctic/SVBI/wav/arctic_a0132.wav,SVBI,Hindi,F,a cry of joy burst from philip's lips
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/SVBI/wav/arctic_a0133.wav,SVBI,Hindi,F,philip began to feel that he had foolishly overestimated his strength
he obeyed the pressure of her hand,data/l2arctic/SVBI/wav/arctic_a0134.wav,SVBI,Hindi,F,he obeyed the pressure of her hand
i am going to surprise father and you will go with pierre,data/l2arctic/SVBI/wav/arctic_a0135.wav,SVBI,Hindi,F,i'm going to surprise father and you'll go with pierre
then he stepped back with a low cry of pleasure,data/l2arctic/SVBI/wav/arctic_a0137.wav,SVBI,Hindi,F,then he stepped back with a low cry of pleasure
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/SVBI/wav/arctic_a0138.wav,SVBI,Hindi,F,in the picture he saw each moment a greater resemblance to diane
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/SVBI/wav/arctic_a0139.wav,SVBI,Hindi,F,he told himself that as he washed himself and groomed his disheveled clothes
accept a fathers blessing and with it this,data/l2arctic/SVBI/wav/arctic_a0140.wav,SVBI,Hindi,F,accept a father's blessing and with it this  ll
it seems like a strange pointing of the hand of god,data/l2arctic/SVBI/wav/arctic_a0141.wav,SVBI,Hindi,F,it seems like a strange pointing of the hand of god o
such things had occurred before he told philip,data/l2arctic/SVBI/wav/arctic_a0142.wav,SVBI,Hindi,F,such things had occurred before he told philip
ah i had forgotten he exclaimed,data/l2arctic/SVBI/wav/arctic_a0143.wav,SVBI,Hindi,F,ah i had forgotten he exclaimed w
but there was something even more startling than this resemblance,data/l2arctic/SVBI/wav/arctic_a0144.wav,SVBI,Hindi,F,but there was something even more startling than this rissemblance
i have to be careful of them as they tear very easily,data/l2arctic/SVBI/wav/arctic_a0145.wav,SVBI,Hindi,F,i have to be careful of them as they tear very easily
of course that is uninteresting she continued,data/l2arctic/SVBI/wav/arctic_a0146.wav,SVBI,Hindi,F,of course that is uninteresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/SVBI/wav/arctic_a0147.wav,SVBI,Hindi,F,a moment before he was intoxicated by a joy that was almost madness
now these things had been struck dead within him,data/l2arctic/SVBI/wav/arctic_a0148.wav,SVBI,Hindi,F,now these things had been struck dead within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/SVBI/wav/arctic_a0149.wav,SVBI,Hindi,F,for an instant his appear drawn like a silhouette against the sky
goodbye pierre he shouted,data/l2arctic/SVBI/wav/arctic_a0150.wav,SVBI,Hindi,F,good bye pierre he shouted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/SVBI/wav/arctic_a0151.wav,SVBI,Hindi,F,and mac daugoll was beyond the trail with three weeks to spare
philip thrust himself against it and entered,data/l2arctic/SVBI/wav/arctic_a0152.wav,SVBI,Hindi,F,phillips thrust himself against it and entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/SVBI/wav/arctic_a0154.wav,SVBI,Hindi,F,he was smooth shaven and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/SVBI/wav/arctic_a0155.wav,SVBI,Hindi,F,won't you drop gentlemen o   or
a strange fire burned in his eyes when thorpe turned,data/l2arctic/SVBI/wav/arctic_a0156.wav,SVBI,Hindi,F,astrange fire burned in his eyes when thorpe turned
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/SVBI/wav/arctic_a0157.wav,SVBI,Hindi,F,he had worshipped her as dante might have worshipped beatrice
does that look good,data/l2arctic/SVBI/wav/arctic_a0158.wav,SVBI,Hindi,F,does that look good
they look as though he had been drumming a piano all his life,data/l2arctic/SVBI/wav/arctic_a0159.wav,SVBI,Hindi,F,they look as though he had been drumming a piano all his life
you want to go over and see his gang throw dirt,data/l2arctic/SVBI/wav/arctic_a0160.wav,SVBI,Hindi,F,you want to go over and see his gang throw dirt   well
take away their foreman and they wouldnt be worth their grub,data/l2arctic/SVBI/wav/arctic_a0161.wav,SVBI,Hindi,F,take away their foremen and they would be worth their grub
thats the sub foreman explained thorpe,data/l2arctic/SVBI/wav/arctic_a0162.wav,SVBI,Hindi,F,that's the sub foreman explained thorpe
philip made no effort to follow,data/l2arctic/SVBI/wav/arctic_a0163.wav,SVBI,Hindi,F,philip made no effort to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/SVBI/wav/arctic_a0164.wav,SVBI,Hindi,F,he came first a year ago and revealed himself to diennewe
they are to attack your camp tomorrow night,data/l2arctic/SVBI/wav/arctic_a0165.wav,SVBI,Hindi,F,they are to attack your camp to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/SVBI/wav/arctic_a0166.wav,SVBI,Hindi,F,two days ago gian learned where her father's men were hiding
i was near the cabin and saw you,data/l2arctic/SVBI/wav/arctic_a0167.wav,SVBI,Hindi,F,i was near the cabin and saw you
low bush whipped him in the face and left no sting,data/l2arctic/SVBI/wav/arctic_a0168.wav,SVBI,Hindi,F,a low bush wrhipped him in the face and left no sting
suddenly jeanne stopped for an instant,data/l2arctic/SVBI/wav/arctic_a0169.wav,SVBI,Hindi,F,suddenly jean stopped for an instant
and when you come back in a few days bring eileen,data/l2arctic/SVBI/wav/arctic_a0171.wav,SVBI,Hindi,F,and when you come back in a few days bring i lin
gregson had left the outer door slightly ajar,data/l2arctic/SVBI/wav/arctic_a0172.wav,SVBI,Hindi,F,gregson had left the outer door slightly ajar
the date was nearly eighteen years old,data/l2arctic/SVBI/wav/arctic_a0173.wav,SVBI,Hindi,F,the date was nearly eighteen years old
they were the presage of storm,data/l2arctic/SVBI/wav/arctic_a0174.wav,SVBI,Hindi,F,they were the presage of storm
down there the earth was already swelling with life,data/l2arctic/SVBI/wav/arctic_a0175.wav,SVBI,Hindi,F,down there the earth was already swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/SVBI/wav/arctic_a0176.wav,SVBI,Hindi,F,for the first time in his life he was yearning for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/SVBI/wav/arctic_a0177.wav,SVBI,Hindi,F,she had been thoroughly and efficiently mauled o
every bone in her aged body seemed broken or dislocated,data/l2arctic/SVBI/wav/arctic_a0178.wav,SVBI,Hindi,F,every bone in her aged body seemed broken or dislocated
tomorrow im going after that bear he said,data/l2arctic/SVBI/wav/arctic_a0179.wav,SVBI,Hindi,F,tomorrow i am going after that bear he said o
if not lets say our prayers and go to bed,data/l2arctic/SVBI/wav/arctic_a0180.wav,SVBI,Hindi,F,if not let's say our prayers and go to bed
so cheer up and give us your paw,data/l2arctic/SVBI/wav/arctic_a0181.wav,SVBI,Hindi,F,so cheer up and give us your paw
this time he did not yap for mercy,data/l2arctic/SVBI/wav/arctic_a0182.wav,SVBI,Hindi,F,this time he did not yap for mercy
and the air was growing chilly,data/l2arctic/SVBI/wav/arctic_a0183.wav,SVBI,Hindi,F,and the air was growing chilly o
dont you see im chewing this thing in two,data/l2arctic/SVBI/wav/arctic_a0184.wav,SVBI,Hindi,F,don't you see i'm chewing this thing into a
the questions may have come vaguely in his mind,data/l2arctic/SVBI/wav/arctic_a0185.wav,SVBI,Hindi,F,the questions may have come vaguely in his mind or
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/SVBI/wav/arctic_a0186.wav,SVBI,Hindi,F,like a flash he launched himself into the feathered mouth of the owl
two gigantic owls were tearing at the carcass,data/l2arctic/SVBI/wav/arctic_a0188.wav,SVBI,Hindi,F,two gigantic owls were tearing at the carcass
the big eyed clucking moose birds were most annoying,data/l2arctic/SVBI/wav/arctic_a0189.wav,SVBI,Hindi,F,the big eyed clacking moose birds were most annoying all
next to them the canada jays were most persistent,data/l2arctic/SVBI/wav/arctic_a0190.wav,SVBI,Hindi,F,next to them the canada ders were most persistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/SVBI/wav/arctic_a0191.wav,SVBI,Hindi,F,for a time the exciting thrill of his adventure was gone
he did not rush in,data/l2arctic/SVBI/wav/arctic_a0192.wav,SVBI,Hindi,F,he did not rush in
it was edged with ice,data/l2arctic/SVBI/wav/arctic_a0193.wav,SVBI,Hindi,F,it was edged with ice
he drank of the water cautiously,data/l2arctic/SVBI/wav/arctic_a0194.wav,SVBI,Hindi,F,he drank of the water cautiously
but a strange thing happened,data/l2arctic/SVBI/wav/arctic_a0195.wav,SVBI,Hindi,F,but the strange thing happened
he began to follow the footprints of the dog,data/l2arctic/SVBI/wav/arctic_a0196.wav,SVBI,Hindi,F,he began to follow the footprints of the dog
such a dog the wise driver kills or turns loose,data/l2arctic/SVBI/wav/arctic_a0197.wav,SVBI,Hindi,F,such a dog the wise driver kills or turns loose
sometimes her dreams were filled with visions,data/l2arctic/SVBI/wav/arctic_a0198.wav,SVBI,Hindi,F,sometimes her dreams were frilled with visions or
thus had the raw wilderness prepared him for this day,data/l2arctic/SVBI/wav/arctic_a0199.wav,SVBI,Hindi,F,thus had the raw wilderness prepared him for this day  oh
he leapt again and the club caught him once more,data/l2arctic/SVBI/wav/arctic_a0200.wav,SVBI,Hindi,F,he leaped again and the club caught him once more w
he cried and swung the club wildly,data/l2arctic/SVBI/wav/arctic_a0201.wav,SVBI,Hindi,F,cried and swung the club wildly
she turned fearing that jacques might see what was in her face,data/l2arctic/SVBI/wav/arctic_a0202.wav,SVBI,Hindi,F,she turned fearing that jaccus might see what was in her face
they were following the shore of a lake,data/l2arctic/SVBI/wav/arctic_a0203.wav,SVBI,Hindi,F,they were following the shore of eliik
from now on were pals,data/l2arctic/SVBI/wav/arctic_a0205.wav,SVBI,Hindi,F,from now on we ar pals
he says he bought him of jacques le beau,data/l2arctic/SVBI/wav/arctic_a0206.wav,SVBI,Hindi,F,he says he bought him of jaccos slavio
how much was it,data/l2arctic/SVBI/wav/arctic_a0207.wav,SVBI,Hindi,F,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/SVBI/wav/arctic_a0208.wav,SVBI,Hindi,F,youth had come back to her freed from the yoke of oppression
it was not a large lake and almost round,data/l2arctic/SVBI/wav/arctic_a0209.wav,SVBI,Hindi,F,it was not a large lake and almost round
its diameter was not more than two hundred yards,data/l2arctic/SVBI/wav/arctic_a0210.wav,SVBI,Hindi,F,its diameter was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/SVBI/wav/arctic_a0211.wav,SVBI,Hindi,F,it drowned all sound that brute agony and death may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/SVBI/wav/arctic_a0212.wav,SVBI,Hindi,F,fresh cases still able to walk they clustered about the spokesman
between him and the beach was the cane grass fence of the compound,data/l2arctic/SVBI/wav/arctic_a0213.wav,SVBI,Hindi,F,between him and the beat was the kane grass fence of the compond
besides he was paid one case of tobacco per head,data/l2arctic/SVBI/wav/arctic_a0214.wav,SVBI,Hindi,F,besides he was paid one case of tobacco per head
they die out of spite,data/l2arctic/SVBI/wav/arctic_a0215.wav,SVBI,Hindi,F,they die out of spite
the other felt a sudden wave of irritation rush through him,data/l2arctic/SVBI/wav/arctic_a0216.wav,SVBI,Hindi,F,the other felt a sudden wave of irritation rush through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/SVBI/wav/arctic_a0217.wav,SVBI,Hindi,F,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/SVBI/wav/arctic_a0218.wav,SVBI,Hindi,F,the ringing of the big bell aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/SVBI/wav/arctic_a0219.wav,SVBI,Hindi,F,at first he puzzled over something untoward he was sure had happened
a dead man is of no use on a plantation,data/l2arctic/SVBI/wav/arctic_a0220.wav,SVBI,Hindi,F,a dead man is of no use on a plantation
what part of the united states is your home,data/l2arctic/SVBI/wav/arctic_a0222.wav,SVBI,Hindi,F,what part of the united states is your home
my im almost homesick for it already,data/l2arctic/SVBI/wav/arctic_a0223.wav,SVBI,Hindi,F,my am almost homesick for idolety oh
she nodded and her eyes grew soft and moist,data/l2arctic/SVBI/wav/arctic_a0224.wav,SVBI,Hindi,F,she nodded and her eyes grew soft and moist oo
i was brought up the way most girls in hawaii are brought up,data/l2arctic/SVBI/wav/arctic_a0225.wav,SVBI,Hindi,F,i was brought up the way most girls in hawaii are brought up
that came before my a b cs,data/l2arctic/SVBI/wav/arctic_a0226.wav,SVBI,Hindi,F,that came before my ebyssies
it was the same way with our revolvers and rifles,data/l2arctic/SVBI/wav/arctic_a0227.wav,SVBI,Hindi,F,it was the same way with our revolvers and rifles
but it contributed to the smash,data/l2arctic/SVBI/wav/arctic_a0228.wav,SVBI,Hindi,F,but it contributed to the smash  sohhoall
the last one i knew was an overseer,data/l2arctic/SVBI/wav/arctic_a0229.wav,SVBI,Hindi,F,the last one i knew was an orceer
do you know any good land around here,data/l2arctic/SVBI/wav/arctic_a0230.wav,SVBI,Hindi,F,doyou know any good land around here
the resident commissioner is away in australia,data/l2arctic/SVBI/wav/arctic_a0231.wav,SVBI,Hindi,F,resident commissioner is away in australia
i cannot follow you she said,data/l2arctic/SVBI/wav/arctic_a0232.wav,SVBI,Hindi,F,i cannot follow you she said
i never allow what cant be changed to annoy me,data/l2arctic/SVBI/wav/arctic_a0233.wav,SVBI,Hindi,F,i never allow what can be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/SVBI/wav/arctic_a0234.wav,SVBI,Hindi,F,why the iverise devieux is more nauseating than cardliver oil
his voice was passionately rebellious,data/l2arctic/SVBI/wav/arctic_a0235.wav,SVBI,Hindi,F,his voice was passionately rebellious
dont you see i hate you,data/l2arctic/SVBI/wav/arctic_a0236.wav,SVBI,Hindi,F,don't you see i heard you
so hughie and i did the managing ourselves,data/l2arctic/SVBI/wav/arctic_a0237.wav,SVBI,Hindi,F,so hugee and i did the managing ourselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/SVBI/wav/arctic_a0239.wav,SVBI,Hindi,F,he cried in such genuine dismay that she broke into hearty laughter
wash your hands of me,data/l2arctic/SVBI/wav/arctic_a0240.wav,SVBI,Hindi,F,wash your hands off me
i think its much nicer to quarrel,data/l2arctic/SVBI/wav/arctic_a0241.wav,SVBI,Hindi,F,think it's much nicer to quarrel
i saw it when she rolled,data/l2arctic/SVBI/wav/arctic_a0242.wav,SVBI,Hindi,F,i saw it when she rolled
i only read the quotations,data/l2arctic/SVBI/wav/arctic_a0243.wav,SVBI,Hindi,F,i only read the quotations
he was the soul of devotion to his employers,data/l2arctic/SVBI/wav/arctic_a0244.wav,SVBI,Hindi,F,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/SVBI/wav/arctic_a0245.wav,SVBI,Hindi,F,out of his eighteen hundred he laid aside sixteen hundred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/SVBI/wav/arctic_a0246.wav,SVBI,Hindi,F,you have heard always how he was the lover of the princess naomi and
they ought to pass here some time today,data/l2arctic/SVBI/wav/arctic_a0247.wav,SVBI,Hindi,F,they ought to pass here some time to day
i had been sad too long already,data/l2arctic/SVBI/wav/arctic_a0248.wav,SVBI,Hindi,F,i had been sad too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/SVBI/wav/arctic_a0249.wav,SVBI,Hindi,F,all eyes however were staring at him in certitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/SVBI/wav/arctic_a0250.wav,SVBI,Hindi,F,he had absorbed the business life of hawaii and developed a vaulting ambition
i may manage to freight a cargo back as well,data/l2arctic/SVBI/wav/arctic_a0251.wav,SVBI,Hindi,F,i may manage to freight a cargo back as well
obrien had been a clean living young man with ideals,data/l2arctic/SVBI/wav/arctic_a0252.wav,SVBI,Hindi,F,obrion had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/SVBI/wav/arctic_a0253.wav,SVBI,Hindi,F,he it was that lived to found the family of the patinoo
straight out they swam their heads growing smaller and smaller,data/l2arctic/SVBI/wav/arctic_a0254.wav,SVBI,Hindi,F,straight out this vam their heads growing smaller and smaller malller
see the length of the body and that elongated neck,data/l2arctic/SVBI/wav/arctic_a0256.wav,SVBI,Hindi,F,see the length of the body and the delongated neck
they are coming ashore whoever they are,data/l2arctic/SVBI/wav/arctic_a0257.wav,SVBI,Hindi,F,they are coming ashore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/SVBI/wav/arctic_a0258.wav,SVBI,Hindi,F,soaked in sea water they offset the heat race
think of investing in such an adventure,data/l2arctic/SVBI/wav/arctic_a0259.wav,SVBI,Hindi,F,think of investing in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/SVBI/wav/arctic_a0260.wav,SVBI,Hindi,F,nobody knew his history they of the genta least of all
i have been doubly baptized,data/l2arctic/SVBI/wav/arctic_a0261.wav,SVBI,Hindi,F,i have been doubly baptized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/SVBI/wav/arctic_a0262.wav,SVBI,Hindi,F,they woun't be sweeping a big whistle like the martyo
joan looked triumphantly at sheldon who bowed,data/l2arctic/SVBI/wav/arctic_a0263.wav,SVBI,Hindi,F,john looked triumphantly at sheldon who bore
and i hope youve got plenty of chain out captain young,data/l2arctic/SVBI/wav/arctic_a0264.wav,SVBI,Hindi,F,and i hope you got plenty of tin out captain young
the discovery seemed to have been made on the spur of the moment,data/l2arctic/SVBI/wav/arctic_a0265.wav,SVBI,Hindi,F,the discovery seemed to have been made on the spur of the moment
they handled two men already both grub thieves,data/l2arctic/SVBI/wav/arctic_a0266.wav,SVBI,Hindi,F,they handled two men already both grabthis
eli harding asked as shunk started to follow,data/l2arctic/SVBI/wav/arctic_a0267.wav,SVBI,Hindi,F,ilie harding asked as shanks started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/SVBI/wav/arctic_a0268.wav,SVBI,Hindi,F,now go ahead and tell me in a straightforward way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/SVBI/wav/arctic_a0269.wav,SVBI,Hindi,F,that's where they cut off the scottish chiefs and killed all hands
and after the bath a shave would not be bad,data/l2arctic/SVBI/wav/arctic_a0270.wav,SVBI,Hindi,F,and after the bath ashave would not be bed
now please give a plain statement of what occurred,data/l2arctic/SVBI/wav/arctic_a0271.wav,SVBI,Hindi,F,now please give a plain statement of what occurred
they are big trees and require plenty of room,data/l2arctic/SVBI/wav/arctic_a0273.wav,SVBI,Hindi,F,they are big trees and require plenty of room
and raoul listened again to the tale of the house,data/l2arctic/SVBI/wav/arctic_a0274.wav,SVBI,Hindi,F,and raoul listened again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/SVBI/wav/arctic_a0275.wav,SVBI,Hindi,F,there are no kiddies and half grown youths among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/SVBI/wav/arctic_a0276.wav,SVBI,Hindi,F,olong at al was one hundred and forty miles in circumference  or
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/SVBI/wav/arctic_a0277.wav,SVBI,Hindi,F,mackay found a stifling poisonous atmosphere in the pent cabin
it would give me nervous prostration,data/l2arctic/SVBI/wav/arctic_a0278.wav,SVBI,Hindi,F,it would give me nervous prostration
she said with chattering teeth,data/l2arctic/SVBI/wav/arctic_a0279.wav,SVBI,Hindi,F,she said with chattering teeth  ohooh
ill be out of my head in fifteen minutes,data/l2arctic/SVBI/wav/arctic_a0280.wav,SVBI,Hindi,F,i'll be out of my head in fifteen minutes
i do not blame you for anything remember that,data/l2arctic/SVBI/wav/arctic_a0281.wav,SVBI,Hindi,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/SVBI/wav/arctic_a0282.wav,SVBI,Hindi,F,if you mean to insinuate brentwood began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/SVBI/wav/arctic_a0283.wav,SVBI,Hindi,F,the woman in you is only incidental accidental and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/SVBI/wav/arctic_a0284.wav,SVBI,Hindi,F,there was no forecasting the strange girl's processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/SVBI/wav/arctic_a0285.wav,SVBI,Hindi,F,but what they want with your tooth brush is more than i can imagineo
give them their choice between a fine or an official whipping,data/l2arctic/SVBI/wav/arctic_a0286.wav,SVBI,Hindi,F,give them their ties between a fine or an official whipping
keep an eye on him,data/l2arctic/SVBI/wav/arctic_a0287.wav,SVBI,Hindi,F,keep an eye on him
those are my oysters he said at last,data/l2arctic/SVBI/wav/arctic_a0288.wav,SVBI,Hindi,F,those are my oysters he said at last
one by one the boys were captured,data/l2arctic/SVBI/wav/arctic_a0290.wav,SVBI,Hindi,F,one by one the boys were captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/SVBI/wav/arctic_a0291.wav,SVBI,Hindi,F,the weeks had gone by and no overt acts had been attempted
here in the midmorning the first casualty occurred,data/l2arctic/SVBI/wav/arctic_a0292.wav,SVBI,Hindi,F,here in midmorning the first casualty occurred
they were deep in the primeval forest,data/l2arctic/SVBI/wav/arctic_a0293.wav,SVBI,Hindi,F,they were deep in the primeval forest  or
he had been foiled in his attempt to escape,data/l2arctic/SVBI/wav/arctic_a0294.wav,SVBI,Hindi,F,he had been foiled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/SVBI/wav/arctic_a0295.wav,SVBI,Hindi,F,and twenty men could hold it with spears and arrows
bassett was a fastidious man,data/l2arctic/SVBI/wav/arctic_a0296.wav,SVBI,Hindi,F,bassett was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/SVBI/wav/arctic_a0297.wav,SVBI,Hindi,F,there's a big english general right now whose name is roberts well
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/SVBI/wav/arctic_a0298.wav,SVBI,Hindi,F,this tacit promise of continued acquaintance gave saxon a little joy thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/SVBI/wav/arctic_a0299.wav,SVBI,Hindi,F,i tell you i am disgusted with this adventure tomfoolery and rot
from my earliest recollection my sleep was a period of terror,data/l2arctic/SVBI/wav/arctic_a0300.wav,SVBI,Hindi,F,from my earliest recollection my sleep was a period of terror
but all my dreams violated this law,data/l2arctic/SVBI/wav/arctic_a0301.wav,SVBI,Hindi,F,but all my dreams violated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/SVBI/wav/arctic_a0302.wav,SVBI,Hindi,F,is very plausible to such people a most convincing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/SVBI/wav/arctic_a0303.wav,SVBI,Hindi,F,but they make the mistake of ignoring their own duality
i graduated last of my class,data/l2arctic/SVBI/wav/arctic_a0304.wav,SVBI,Hindi,F,i graduated last of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/SVBI/wav/arctic_a0305.wav,SVBI,Hindi,F,they had no fixed values to be altered by adjectives and adverbs
very early in my life i separated from my mother,data/l2arctic/SVBI/wav/arctic_a0307.wav,SVBI,Hindi,F,very early in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/SVBI/wav/arctic_a0308.wav,SVBI,Hindi,F,his infernal tattering worries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/SVBI/wav/arctic_a0309.wav,SVBI,Hindi,F,white leg horns said missus mortimer o
massage under tension was the cryptic reply,data/l2arctic/SVBI/wav/arctic_a0310.wav,SVBI,Hindi,F,masa sand attention was the cryptic reply
therefore hurrah for the game,data/l2arctic/SVBI/wav/arctic_a0311.wav,SVBI,Hindi,F,therefore huorra fa the game
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/SVBI/wav/arctic_a0312.wav,SVBI,Hindi,F,it lived in perpetual apprehension of that quarter of the compass e
broken tooth yelled with fright and pain,data/l2arctic/SVBI/wav/arctic_a0313.wav,SVBI,Hindi,F,broken tooth yelled with fright and pain o
thus was momentum gained in the younger world,data/l2arctic/SVBI/wav/arctic_a0314.wav,SVBI,Hindi,F,thus was momentum gained in the younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/SVBI/wav/arctic_a0315.wav,SVBI,Hindi,F,saxon waited for she knew a fresh idea had struck billy
we had been chased by them ourselves more than once,data/l2arctic/SVBI/wav/arctic_a0316.wav,SVBI,Hindi,F,we had been tased by them ourselves more than once
he was a wise hyena,data/l2arctic/SVBI/wav/arctic_a0317.wav,SVBI,Hindi,F,hewas te vice hana
production is doubling and quadrupling upon itself,data/l2arctic/SVBI/wav/arctic_a0318.wav,SVBI,Hindi,F,production is doubling and quadrupling upon itself or
and the edinburgh evening news says with editorial gloom,data/l2arctic/SVBI/wav/arctic_a0319.wav,SVBI,Hindi,F,and the edinburgh evening news says with her doril gloom well
with my strength i slammed it full into red eyes face,data/l2arctic/SVBI/wav/arctic_a0320.wav,SVBI,Hindi,F,with my strength i slammed it full into redyh's face
the log on which lop ear was lying got adrift,data/l2arctic/SVBI/wav/arctic_a0321.wav,SVBI,Hindi,F,the log on which lapierre was lying got adrift
this is a common experience with all of us,data/l2arctic/SVBI/wav/arctic_a0322.wav,SVBI,Hindi,F,this is a common experience with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/SVBI/wav/arctic_a0324.wav,SVBI,Hindi,F,it was not reddih's way to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/SVBI/wav/arctic_a0325.wav,SVBI,Hindi,F,whiz zis bang lopierre screamed with sudden anguish oo
cherokee identified himself with his instinct,data/l2arctic/SVBI/wav/arctic_a0326.wav,SVBI,Hindi,F,charoki identified himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/SVBI/wav/arctic_a0327.wav,SVBI,Hindi,F,they were less stooped than we less springy in their movements
