transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rel_large_transcriptions
her words sent a strange chill through philip,data/l2arctic/YKWK/wav/arctic_a0114.wav,YKWK,Korean,M,her words sent a strange chill through philip
he had no excuse for the feelings which were aroused in him,data/l2arctic/YKWK/wav/arctic_a0115.wav,YKWK,Korean,M,he had no excuse for the feelings which were aroused in him
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/YKWK/wav/arctic_a0116.wav,YKWK,Korean,M,was it the rendezvous of those who were striving to work his ruin    o
she added with genuine sympathy in her face and voice,data/l2arctic/YKWK/wav/arctic_a0117.wav,YKWK,Korean,M,she added with genuine sympathy in her face and voice
pierre obeys me when we are together,data/l2arctic/YKWK/wav/arctic_a0118.wav,YKWK,Korean,M,pietro obeys me when we are together
my right foot feels like that of a chinese debutante,data/l2arctic/YKWK/wav/arctic_a0120.wav,YKWK,Korean,M,myright foot feels like that o a chinese debutant
they ate dinner at the fifth and rested for two hours,data/l2arctic/YKWK/wav/arctic_a0121.wav,YKWK,Korean,M,they ate dinner at the fifth and rested for two hours
two years ago i gave up civilization for this,data/l2arctic/YKWK/wav/arctic_a0122.wav,YKWK,Korean,M,two years ago i gave up civilization for this
she had died from cold and starvation,data/l2arctic/YKWK/wav/arctic_a0123.wav,YKWK,Korean,M,she had died from cold and starvation
it was jeanne singing softly over beyond the rocks,data/l2arctic/YKWK/wav/arctic_a0124.wav,YKWK,Korean,M,it was jean singing softly over tyonder rocks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/YKWK/wav/arctic_a0125.wav,YKWK,Korean,M,he was determined now to maintain a more certain hold upon himself
each day she became a more vital part of him,data/l2arctic/YKWK/wav/arctic_a0126.wav,YKWK,Korean,M,each day she became a more vital part of him
it was a temptation but he resisted it,data/l2arctic/YKWK/wav/arctic_a0127.wav,YKWK,Korean,M,itwas a temptation but he resisted it
this one hope was destroyed as quickly as it was born,data/l2arctic/YKWK/wav/arctic_a0128.wav,YKWK,Korean,M,this one hope was destroyed as quickly as it was born
her face was against his breast,data/l2arctic/YKWK/wav/arctic_a0129.wav,YKWK,Korean,M,her face was against his breast
she was his now forever,data/l2arctic/YKWK/wav/arctic_a0130.wav,YKWK,Korean,M,she was his now for ever
providence had delivered him through the maelstrom,data/l2arctic/YKWK/wav/arctic_a0131.wav,YKWK,Korean,M,providence had delivered him through the mail storm
a cry of joy burst from philips lips,data/l2arctic/YKWK/wav/arctic_a0132.wav,YKWK,Korean,M,cry of joy burst from philip's lips
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/YKWK/wav/arctic_a0133.wav,YKWK,Korean,M,philip began to feel that he had foolishly overestimated his strength
he obeyed the pressure of her hand,data/l2arctic/YKWK/wav/arctic_a0134.wav,YKWK,Korean,M,he obeyed the pressure of her hand    h
i am going to surprise father and you will go with pierre,data/l2arctic/YKWK/wav/arctic_a0135.wav,YKWK,Korean,M,i am going to surprise father and you will go with pierre
then he stepped back with a low cry of pleasure,data/l2arctic/YKWK/wav/arctic_a0137.wav,YKWK,Korean,M,then he stepped back with a low cry of pleasure
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/YKWK/wav/arctic_a0138.wav,YKWK,Korean,M,in the picture he saw each moment a greater resemblance to tien
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/YKWK/wav/arctic_a0139.wav,YKWK,Korean,M,he told himself that as he washed himself and croombed his dishevelled clothes
accept a fathers blessing and with it this,data/l2arctic/YKWK/wav/arctic_a0140.wav,YKWK,Korean,M,accept a father's blessing and with it this
it seems like a strange pointing of the hand of god,data/l2arctic/YKWK/wav/arctic_a0141.wav,YKWK,Korean,M,seems like a strange pointing of the hand of god
such things had occurred before he told philip,data/l2arctic/YKWK/wav/arctic_a0142.wav,YKWK,Korean,M,such things had occurred before he told philip
ah i had forgotten he exclaimed,data/l2arctic/YKWK/wav/arctic_a0143.wav,YKWK,Korean,M,oh i had forgotten he exclaimed
but there was something even more startling than this resemblance,data/l2arctic/YKWK/wav/arctic_a0144.wav,YKWK,Korean,M,there was something even more startling than his resemblance
i have to be careful of them as they tear very easily,data/l2arctic/YKWK/wav/arctic_a0145.wav,YKWK,Korean,M,had to be careful of them as they tear very easily
of course that is uninteresting she continued,data/l2arctic/YKWK/wav/arctic_a0146.wav,YKWK,Korean,M,of course that is uninteresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/YKWK/wav/arctic_a0147.wav,YKWK,Korean,M,a moment before he was intoxicated by a joy that was almost madness
now these things had been struck dead within him,data/l2arctic/YKWK/wav/arctic_a0148.wav,YKWK,Korean,M,now these things had been struck dead within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/YKWK/wav/arctic_a0149.wav,YKWK,Korean,M,for an instant he saw piero drawn like a silhouette against the sky
goodbye pierre he shouted,data/l2arctic/YKWK/wav/arctic_a0150.wav,YKWK,Korean,M,god bye pierre he shouted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/YKWK/wav/arctic_a0151.wav,YKWK,Korean,M,and mc dougal was beyond trial with three weeks to spare
philip thrust himself against it and entered,data/l2arctic/YKWK/wav/arctic_a0152.wav,YKWK,Korean,M,philis thrust himself against it and entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/YKWK/wav/arctic_a0154.wav,YKWK,Korean,M,he was smooth shaven and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/YKWK/wav/arctic_a0155.wav,YKWK,Korean,M,want you draw up gentlemen
a strange fire burned in his eyes when thorpe turned,data/l2arctic/YKWK/wav/arctic_a0156.wav,YKWK,Korean,M,a strange fire burnt in his eyes when thorpe turned
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/YKWK/wav/arctic_a0157.wav,YKWK,Korean,M,he had worshipped her as dante might have worshipped beatrice
does that look good,data/l2arctic/YKWK/wav/arctic_a0158.wav,YKWK,Korean,M,does that look good
they look as though he had been drumming a piano all his life,data/l2arctic/YKWK/wav/arctic_a0159.wav,YKWK,Korean,M,they look as though they had been drumming a piano all his life
you want to go over and see his gang throw dirt,data/l2arctic/YKWK/wav/arctic_a0160.wav,YKWK,Korean,M,you want to go over and see his gang throw dirt
take away their foreman and they wouldnt be worth their grub,data/l2arctic/YKWK/wav/arctic_a0161.wav,YKWK,Korean,M,take away their foemen and they ouldn't be worth their grub
thats the sub foreman explained thorpe,data/l2arctic/YKWK/wav/arctic_a0162.wav,YKWK,Korean,M,that's the sub foreman explained thorpe
philip made no effort to follow,data/l2arctic/YKWK/wav/arctic_a0163.wav,YKWK,Korean,M,philip made no effort to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/YKWK/wav/arctic_a0164.wav,YKWK,Korean,M,he came first a year ago and revealed himself to jeane
they are to attack your camp tomorrow night,data/l2arctic/YKWK/wav/arctic_a0165.wav,YKWK,Korean,M,they are to attack your camp to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/YKWK/wav/arctic_a0166.wav,YKWK,Korean,M,two days ago jean learned where her father's men were hiding
i was near the cabin and saw you,data/l2arctic/YKWK/wav/arctic_a0167.wav,YKWK,Korean,M,i was near the cabin and selia
low bush whipped him in the face and left no sting,data/l2arctic/YKWK/wav/arctic_a0168.wav,YKWK,Korean,M,alo bush whipped him in his face and left no sting
suddenly jeanne stopped for an instant,data/l2arctic/YKWK/wav/arctic_a0169.wav,YKWK,Korean,M,suddenly jean stopped for an instant
and when you come back in a few days bring eileen,data/l2arctic/YKWK/wav/arctic_a0171.wav,YKWK,Korean,M,and when you come back in a few days bring alen
gregson had left the outer door slightly ajar,data/l2arctic/YKWK/wav/arctic_a0172.wav,YKWK,Korean,M,craxon had left th outer door slightly ajar
the date was nearly eighteen years old,data/l2arctic/YKWK/wav/arctic_a0173.wav,YKWK,Korean,M,to day it was nearly eighteen years old
they were the presage of storm,data/l2arctic/YKWK/wav/arctic_a0174.wav,YKWK,Korean,M,were the presage of storm
down there the earth was already swelling with life,data/l2arctic/YKWK/wav/arctic_a0175.wav,YKWK,Korean,M,down there the earth was already swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/YKWK/wav/arctic_a0176.wav,YKWK,Korean,M,for the first time in his life he was yearning for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/YKWK/wav/arctic_a0177.wav,YKWK,Korean,M,she had been thoughtfully and efficiently moled  oo
every bone in her aged body seemed broken or dislocated,data/l2arctic/YKWK/wav/arctic_a0178.wav,YKWK,Korean,M,every bone in her aged body seemed broken or dislocated
tomorrow im going after that bear he said,data/l2arctic/YKWK/wav/arctic_a0179.wav,YKWK,Korean,M,to morrow i'm going after that bear he said
if not lets say our prayers and go to bed,data/l2arctic/YKWK/wav/arctic_a0180.wav,YKWK,Korean,M,if not let's say our prayers and go to bed
so cheer up and give us your paw,data/l2arctic/YKWK/wav/arctic_a0181.wav,YKWK,Korean,M,so cheerup and give us your pow o
this time he did not yap for mercy,data/l2arctic/YKWK/wav/arctic_a0182.wav,YKWK,Korean,M,tis time he did not yep for mercy
and the air was growing chilly,data/l2arctic/YKWK/wav/arctic_a0183.wav,YKWK,Korean,M,and the air was growing chilly
dont you see im chewing this thing in two,data/l2arctic/YKWK/wav/arctic_a0184.wav,YKWK,Korean,M,t you see i'm chosing these things in two
the questions may have come vaguely in his mind,data/l2arctic/YKWK/wav/arctic_a0185.wav,YKWK,Korean,M,the questions may have come vaguely in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/YKWK/wav/arctic_a0186.wav,YKWK,Korean,M,like flesh he launched himself into the feathered mass of the owl
two gigantic owls were tearing at the carcass,data/l2arctic/YKWK/wav/arctic_a0188.wav,YKWK,Korean,M,two gigantic hours while tarying at the carcras
the big eyed clucking moose birds were most annoying,data/l2arctic/YKWK/wav/arctic_a0189.wav,YKWK,Korean,M,the big eyed clucking moose burds were most annoying
next to them the canada jays were most persistent,data/l2arctic/YKWK/wav/arctic_a0190.wav,YKWK,Korean,M,next to them the canada jays were most persistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/YKWK/wav/arctic_a0191.wav,YKWK,Korean,M,for a time the exciting thrill of his adventure was gone
he did not rush in,data/l2arctic/YKWK/wav/arctic_a0192.wav,YKWK,Korean,M,i did not rush in
it was edged with ice,data/l2arctic/YKWK/wav/arctic_a0193.wav,YKWK,Korean,M,it was edged with ice
he drank of the water cautiously,data/l2arctic/YKWK/wav/arctic_a0194.wav,YKWK,Korean,M,he drank of the water cautiously
but a strange thing happened,data/l2arctic/YKWK/wav/arctic_a0195.wav,YKWK,Korean,M,a strange thing happened
he began to follow the footprints of the dog,data/l2arctic/YKWK/wav/arctic_a0196.wav,YKWK,Korean,M,he began to follow the footprints of the dog
such a dog the wise driver kills or turns loose,data/l2arctic/YKWK/wav/arctic_a0197.wav,YKWK,Korean,M,such a dog the wise driver kills or turns loose
sometimes her dreams were filled with visions,data/l2arctic/YKWK/wav/arctic_a0198.wav,YKWK,Korean,M,sometimes her dreams were filled with visions
thus had the raw wilderness prepared him for this day,data/l2arctic/YKWK/wav/arctic_a0199.wav,YKWK,Korean,M,thus had a raw wilderness prepared him for this day
he leapt again and the club caught him once more,data/l2arctic/YKWK/wav/arctic_a0200.wav,YKWK,Korean,M,he lived again and the clow caught him once more
he cried and swung the club wildly,data/l2arctic/YKWK/wav/arctic_a0201.wav,YKWK,Korean,M,he cried and swung the club wildly
she turned fearing that jacques might see what was in her face,data/l2arctic/YKWK/wav/arctic_a0202.wav,YKWK,Korean,M,she turned fearing that jacks might see what was in her face
they were following the shore of a lake,data/l2arctic/YKWK/wav/arctic_a0203.wav,YKWK,Korean,M,they were following the shore of a lake
from now on were pals,data/l2arctic/YKWK/wav/arctic_a0205.wav,YKWK,Korean,M,from now on we are pells
he says he bought him of jacques le beau,data/l2arctic/YKWK/wav/arctic_a0206.wav,YKWK,Korean,M,hesays he bought him op jack loble
how much was it,data/l2arctic/YKWK/wav/arctic_a0207.wav,YKWK,Korean,M,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/YKWK/wav/arctic_a0208.wav,YKWK,Korean,M,youth had come back to her freed from the yoke of oppression
it was not a large lake and almost round,data/l2arctic/YKWK/wav/arctic_a0209.wav,YKWK,Korean,M,was not a large lake and almost wound
its diameter was not more than two hundred yards,data/l2arctic/YKWK/wav/arctic_a0210.wav,YKWK,Korean,M,its diameter was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/YKWK/wav/arctic_a0211.wav,YKWK,Korean,M,it drowned all sound that bruite agony and death may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/YKWK/wav/arctic_a0212.wav,YKWK,Korean,M,fresh cases still able to walk they clustered about the spokesman
between him and the beach was the cane grass fence of the compound,data/l2arctic/YKWK/wav/arctic_a0213.wav,YKWK,Korean,M,between him and the beach was the cane grass fence of the compound
besides he was paid one case of tobacco per head,data/l2arctic/YKWK/wav/arctic_a0214.wav,YKWK,Korean,M,besides he was paid one case of tobacco per head
they die out of spite,data/l2arctic/YKWK/wav/arctic_a0215.wav,YKWK,Korean,M,they die out of spite
the other felt a sudden wave of irritation rush through him,data/l2arctic/YKWK/wav/arctic_a0216.wav,YKWK,Korean,M,the other felt a sudden wave of irritation rush through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/YKWK/wav/arctic_a0217.wav,YKWK,Korean,M,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/YKWK/wav/arctic_a0218.wav,YKWK,Korean,M,ringing of the peak bell roused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/YKWK/wav/arctic_a0219.wav,YKWK,Korean,M,at first he puzzled over something untoward he was sure had happened
a dead man is of no use on a plantation,data/l2arctic/YKWK/wav/arctic_a0220.wav,YKWK,Korean,M,a dead man is of no use on a plantation
what part of the united states is your home,data/l2arctic/YKWK/wav/arctic_a0222.wav,YKWK,Korean,M,what part of the united states is your home
my im almost homesick for it already,data/l2arctic/YKWK/wav/arctic_a0223.wav,YKWK,Korean,M,my i'm almost homesick for it already
she nodded and her eyes grew soft and moist,data/l2arctic/YKWK/wav/arctic_a0224.wav,YKWK,Korean,M,she nodded and her eyes grew soft and moist
i was brought up the way most girls in hawaii are brought up,data/l2arctic/YKWK/wav/arctic_a0225.wav,YKWK,Korean,M,i was brought up the way most girls in hawaii are brought up
that came before my a b cs,data/l2arctic/YKWK/wav/arctic_a0226.wav,YKWK,Korean,M,thet came before my a b c s
it was the same way with our revolvers and rifles,data/l2arctic/YKWK/wav/arctic_a0227.wav,YKWK,Korean,M,it was the same way with our revolvers and rifles
but it contributed to the smash,data/l2arctic/YKWK/wav/arctic_a0228.wav,YKWK,Korean,M,utit contributed to the smash
the last one i knew was an overseer,data/l2arctic/YKWK/wav/arctic_a0229.wav,YKWK,Korean,M,the last one i knew was an overseer
do you know any good land around here,data/l2arctic/YKWK/wav/arctic_a0230.wav,YKWK,Korean,M,do you know of any good land around here
the resident commissioner is away in australia,data/l2arctic/YKWK/wav/arctic_a0231.wav,YKWK,Korean,M,heresident commissioner is away in australier
i cannot follow you she said,data/l2arctic/YKWK/wav/arctic_a0232.wav,YKWK,Korean,M,cannot follow you she said
i never allow what cant be changed to annoy me,data/l2arctic/YKWK/wav/arctic_a0233.wav,YKWK,Korean,M,i never allow what can be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/YKWK/wav/arctic_a0234.wav,YKWK,Korean,M,why the average review is more nauseating than cod liver oil
his voice was passionately rebellious,data/l2arctic/YKWK/wav/arctic_a0235.wav,YKWK,Korean,M,his voice was passionately rebellious
dont you see i hate you,data/l2arctic/YKWK/wav/arctic_a0236.wav,YKWK,Korean,M,don't you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/YKWK/wav/arctic_a0237.wav,YKWK,Korean,M,so hughie and i did the managing ourselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/YKWK/wav/arctic_a0239.wav,YKWK,Korean,M,he cried in such genuine dismay that she broke into hearty laughter
wash your hands of me,data/l2arctic/YKWK/wav/arctic_a0240.wav,YKWK,Korean,M,wash your hands of me
i think its much nicer to quarrel,data/l2arctic/YKWK/wav/arctic_a0241.wav,YKWK,Korean,M,i think it's much nicer to quarter
i saw it when she rolled,data/l2arctic/YKWK/wav/arctic_a0242.wav,YKWK,Korean,M,i saw it when she rolled
i only read the quotations,data/l2arctic/YKWK/wav/arctic_a0243.wav,YKWK,Korean,M,only read the quotations
he was the soul of devotion to his employers,data/l2arctic/YKWK/wav/arctic_a0244.wav,YKWK,Korean,M,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/YKWK/wav/arctic_a0245.wav,YKWK,Korean,M,out of his eighteen hundred he laid aside sixteen hundred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/YKWK/wav/arctic_a0246.wav,YKWK,Korean,M,you have heard always how he was the lover of the princess naomi
they ought to pass here some time today,data/l2arctic/YKWK/wav/arctic_a0247.wav,YKWK,Korean,M,they aught to pass here some time to day
i had been sad too long already,data/l2arctic/YKWK/wav/arctic_a0248.wav,YKWK,Korean,M,i had been said too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/YKWK/wav/arctic_a0249.wav,YKWK,Korean,M,all eyes however were staring at him in a certitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/YKWK/wav/arctic_a0250.wav,YKWK,Korean,M,he had observed the business life of hawaii and developed a vaulting ambition
i may manage to freight a cargo back as well,data/l2arctic/YKWK/wav/arctic_a0251.wav,YKWK,Korean,M,i may manage to freight a cargo back as well
obrien had been a clean living young man with ideals,data/l2arctic/YKWK/wav/arctic_a0252.wav,YKWK,Korean,M,obrien had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/YKWK/wav/arctic_a0253.wav,YKWK,Korean,M,he it was that lived to found the family of the pacino
straight out they swam their heads growing smaller and smaller,data/l2arctic/YKWK/wav/arctic_a0254.wav,YKWK,Korean,M,straight out they swam their heads growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/YKWK/wav/arctic_a0256.wav,YKWK,Korean,M,see the length of the body and that elongated neck
they are coming ashore whoever they are,data/l2arctic/YKWK/wav/arctic_a0257.wav,YKWK,Korean,M,they are coming ashore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/YKWK/wav/arctic_a0258.wav,YKWK,Korean,M,soaked in sea water they offset the heat rays
think of investing in such an adventure,data/l2arctic/YKWK/wav/arctic_a0259.wav,YKWK,Korean,M,think of investing in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/YKWK/wav/arctic_a0260.wav,YKWK,Korean,M,nobody knew his history day of the gentile least of all
i have been doubly baptized,data/l2arctic/YKWK/wav/arctic_a0261.wav,YKWK,Korean,M,i have been doubly baptized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/YKWK/wav/arctic_a0262.wav,YKWK,Korean,M,ulden't be sweeping a big vessel like the marthar
joan looked triumphantly at sheldon who bowed,data/l2arctic/YKWK/wav/arctic_a0263.wav,YKWK,Korean,M,joianne looked triumphantly at sheldon who bowed
and i hope youve got plenty of chain out captain young,data/l2arctic/YKWK/wav/arctic_a0264.wav,YKWK,Korean,M,and i hope you've got plenty of chein out cap tain young
the discovery seemed to have been made on the spur of the moment,data/l2arctic/YKWK/wav/arctic_a0265.wav,YKWK,Korean,M,discovery seem to have been made on the spur of the moment
they handled two men already both grub thieves,data/l2arctic/YKWK/wav/arctic_a0266.wav,YKWK,Korean,M,they handled two men already both grub thieves
eli harding asked as shunk started to follow,data/l2arctic/YKWK/wav/arctic_a0267.wav,YKWK,Korean,M,ali hading asked as chunk started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/YKWK/wav/arctic_a0268.wav,YKWK,Korean,M,now go ahead and tell me in a straightforward way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/YKWK/wav/arctic_a0269.wav,YKWK,Korean,M,that's where they cut off the scottish chiefs and killed all hands
and after the bath a shave would not be bad,data/l2arctic/YKWK/wav/arctic_a0270.wav,YKWK,Korean,M,and after the baths a shave would not be bad
now please give a plain statement of what occurred,data/l2arctic/YKWK/wav/arctic_a0271.wav,YKWK,Korean,M,now please give a plain statement of what occurred
they are big trees and require plenty of room,data/l2arctic/YKWK/wav/arctic_a0273.wav,YKWK,Korean,M,a up big trees and require plenty of room
and raoul listened again to the tale of the house,data/l2arctic/YKWK/wav/arctic_a0274.wav,YKWK,Korean,M,and lol listened again to the tale of the house o
there are no kiddies and half grown youths among them,data/l2arctic/YKWK/wav/arctic_a0275.wav,YKWK,Korean,M,are nokiris and half grown youths among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/YKWK/wav/arctic_a0276.wav,YKWK,Korean,M,ulong atoul was one hundred and forty miles in circumference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/YKWK/wav/arctic_a0277.wav,YKWK,Korean,M,mac coy found a stifling poisonous atmosphere in the pent cabin
it would give me nervous prostration,data/l2arctic/YKWK/wav/arctic_a0278.wav,YKWK,Korean,M,it uld give me nurvous prostration
she said with chattering teeth,data/l2arctic/YKWK/wav/arctic_a0279.wav,YKWK,Korean,M,she said with chattering teeth
ill be out of my head in fifteen minutes,data/l2arctic/YKWK/wav/arctic_a0280.wav,YKWK,Korean,M,i'll be out o my had in fifteen minutes
i do not blame you for anything remember that,data/l2arctic/YKWK/wav/arctic_a0281.wav,YKWK,Korean,M,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/YKWK/wav/arctic_a0282.wav,YKWK,Korean,M,if you mean to insinuate brentwood began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/YKWK/wav/arctic_a0283.wav,YKWK,Korean,M,hwoman in you is only incidental accidental and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/YKWK/wav/arctic_a0284.wav,YKWK,Korean,M,was no forecasting thes strange gol's processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/YKWK/wav/arctic_a0285.wav,YKWK,Korean,M,what they want with yo tooth brush is more than i can imagine
give them their choice between a fine and an official whipping,data/l2arctic/YKWK/wav/arctic_a0286.wav,YKWK,Korean,M,give them their choice between a fine and an official whipping
keep an eye on him,data/l2arctic/YKWK/wav/arctic_a0287.wav,YKWK,Korean,M,kp an eye on him
those are my oysters he said at last,data/l2arctic/YKWK/wav/arctic_a0288.wav,YKWK,Korean,M,those are my oysters he said at last
one by one the boys were captured,data/l2arctic/YKWK/wav/arctic_a0290.wav,YKWK,Korean,M,one by one the boys were captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/YKWK/wav/arctic_a0291.wav,YKWK,Korean,M,h weeks had gone by and no overt acts had been attempted
here in the midmorning the first casualty occurred,data/l2arctic/YKWK/wav/arctic_a0292.wav,YKWK,Korean,M,here in the mid morning the first casualty occurred
they were deep in the primeval forest,data/l2arctic/YKWK/wav/arctic_a0293.wav,YKWK,Korean,M,were deep in the primeval forest
he had been foiled in his attempt to escape,data/l2arctic/YKWK/wav/arctic_a0294.wav,YKWK,Korean,M,he had been foiled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/YKWK/wav/arctic_a0295.wav,YKWK,Korean,M,and twenty men could hold it with spears and arrows
bassett was a fastidious man,data/l2arctic/YKWK/wav/arctic_a0296.wav,YKWK,Korean,M,pasett was a fastidious man
there was a big english general right now whose name is roberts,data/l2arctic/YKWK/wav/arctic_a0297.wav,YKWK,Korean,M,there was a big english general right now whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/YKWK/wav/arctic_a0298.wav,YKWK,Korean,M,this tacit promise of continued acquaintance gave saxon a little joyous thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/YKWK/wav/arctic_a0299.wav,YKWK,Korean,M,i tell you i am disgusted with tis adventure tom foolery and rot
from my earliest recollection my sleep was a period of terror,data/l2arctic/YKWK/wav/arctic_a0300.wav,YKWK,Korean,M,from my earliest recollection my sleep was a period of terror
but all my dreams violated this law,data/l2arctic/YKWK/wav/arctic_a0301.wav,YKWK,Korean,M,all my dreams violated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/YKWK/wav/arctic_a0302.wav,YKWK,Korean,M,it is very plausible to such people a most convincing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/YKWK/wav/arctic_a0303.wav,YKWK,Korean,M,bu they make the mistake of ignoring their own dualty
i graduated last of my class,data/l2arctic/YKWK/wav/arctic_a0304.wav,YKWK,Korean,M,i graduated last of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/YKWK/wav/arctic_a0305.wav,YKWK,Korean,M,they had no fixed values to be altered by adjectives and adverbs
very early in my life i separated from my mother,data/l2arctic/YKWK/wav/arctic_a0307.wav,YKWK,Korean,M,very early in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/YKWK/wav/arctic_a0308.wav,YKWK,Korean,M,his infernal chattering worries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/YKWK/wav/arctic_a0309.wav,YKWK,Korean,M,white like horns sat missus mortimer
massage under tension was the cryptic reply,data/l2arctic/YKWK/wav/arctic_a0310.wav,YKWK,Korean,M,bessard's under tension was the cryptic reply
therefore hurrah for the game,data/l2arctic/YKWK/wav/arctic_a0311.wav,YKWK,Korean,M,therefore horay for the gain
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/YKWK/wav/arctic_a0312.wav,YKWK,Korean,M,it lived in perpetual apprehension of that quarter of the compass
broken tooth yelled with fright and pain,data/l2arctic/YKWK/wav/arctic_a0313.wav,YKWK,Korean,M,broken toothed yelled with affright and pain
thus was momentum gained in the younger world,data/l2arctic/YKWK/wav/arctic_a0314.wav,YKWK,Korean,M,thus was momentum gained in the younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/YKWK/wav/arctic_a0315.wav,YKWK,Korean,M,saxon waited for she knew a freshy idea had struck billie
we had been chased by them ourselves more than once,data/l2arctic/YKWK/wav/arctic_a0316.wav,YKWK,Korean,M,we had been chased by them ourselves more than once
he was a wise hyena,data/l2arctic/YKWK/wav/arctic_a0317.wav,YKWK,Korean,M,he was a wise hyaena  a
production is doubling and quadrupling upon itself,data/l2arctic/YKWK/wav/arctic_a0318.wav,YKWK,Korean,M,production is doubling and quadrupling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/YKWK/wav/arctic_a0319.wav,YKWK,Korean,M,and the edinburgh evening news sas with editorial gloom
with my strength i slammed it full into red eyes face,data/l2arctic/YKWK/wav/arctic_a0320.wav,YKWK,Korean,M,with my strength i slammed it full into red eye's face
the log on which lop ear was lying got adrift,data/l2arctic/YKWK/wav/arctic_a0321.wav,YKWK,Korean,M,the log on which lop ear was lying got adrift
this is a common experience with all of us,data/l2arctic/YKWK/wav/arctic_a0322.wav,YKWK,Korean,M,this is a common experience with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/YKWK/wav/arctic_a0324.wav,YKWK,Korean,M,it was not red eye's way to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/YKWK/wav/arctic_a0325.wav,YKWK,Korean,M,whos teeth  pang lop ear screamed with sudden anguish
cherokee identified himself with his instinct,data/l2arctic/YKWK/wav/arctic_a0326.wav,YKWK,Korean,M,cherokee identified himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/YKWK/wav/arctic_a0327.wav,YKWK,Korean,M,they were less stwoofpet than we less strange in their movements
the fire people like ourselves lived in caves,data/l2arctic/YKWK/wav/arctic_a0328.wav,YKWK,Korean,M,efire people like ourselves lived in caves
ah indeed,data/l2arctic/YKWK/wav/arctic_a0329.wav,YKWK,Korean,M,ah indeed
