transcription,path_to_audio,speaker_id,native_language,gender,unispeechsat_base_transcriptions
thus had the raw wilderness prepared him for this day,data/l2arctic/YDCK/wav/arctic_a0199.wav,YDCK,Korean,F,thus had the row wildeness prepared him for this day
he leapt again and the club caught him once more,data/l2arctic/YDCK/wav/arctic_a0200.wav,YDCK,Korean,F,he'll lapped again and the clup caught him once more
he cried and swung the club wildly,data/l2arctic/YDCK/wav/arctic_a0201.wav,YDCK,Korean,F,he cried and swung the clob widily
she turned fearing that jacques might see what was in her face,data/l2arctic/YDCK/wav/arctic_a0202.wav,YDCK,Korean,F,she tauned fearing that jock might see what was in her face
they were following the shore of a lake,data/l2arctic/YDCK/wav/arctic_a0203.wav,YDCK,Korean,F,they er following the shore of a lake
from now on were pals,data/l2arctic/YDCK/wav/arctic_a0205.wav,YDCK,Korean,F,from now on your pauls
he says he bought him of jacques le beau,data/l2arctic/YDCK/wav/arctic_a0206.wav,YDCK,Korean,F,he says he boht him of jock la ball
how much was it,data/l2arctic/YDCK/wav/arctic_a0207.wav,YDCK,Korean,F,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/YDCK/wav/arctic_a0208.wav,YDCK,Korean,F,youths had come back to her freed from the yoke of oppression
it was not a large lake and almost round,data/l2arctic/YDCK/wav/arctic_a0209.wav,YDCK,Korean,F,it was not a large lake and almost round
its diameter was not more than two hundred yards,data/l2arctic/YDCK/wav/arctic_a0210.wav,YDCK,Korean,F,this diametal was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/YDCK/wav/arctic_a0211.wav,YDCK,Korean,F,it dround all sound that brute agony and thes may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/YDCK/wav/arctic_a0212.wav,YDCK,Korean,F,fresh casays still able to walk they clustered about the spoksmen
between him and the beach was the cane grass fence of the compound,data/l2arctic/YDCK/wav/arctic_a0213.wav,YDCK,Korean,F,between him and the beach was the can grass fencup the compound
besides he was paid one case of tobacco per head,data/l2arctic/YDCK/wav/arctic_a0214.wav,YDCK,Korean,F,besides he was paid one case of tobacco per hat
they die out of spite,data/l2arctic/YDCK/wav/arctic_a0215.wav,YDCK,Korean,F,dey die out of spite
the other felt a sudden wave of irritation rush through him,data/l2arctic/YDCK/wav/arctic_a0216.wav,YDCK,Korean,F,the other felt a sudden wave of irritation rush through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/YDCK/wav/arctic_a0217.wav,YDCK,Korean,F,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/YDCK/wav/arctic_a0218.wav,YDCK,Korean,F,the ringing of the big bell aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/YDCK/wav/arctic_a0219.wav,YDCK,Korean,F,at first he purdiled over something ontoward he was sure i had happened
a dead man is of no use on a plantation,data/l2arctic/YDCK/wav/arctic_a0220.wav,YDCK,Korean,F,ut dhat man is of no use on a plantation
what part of the united states is your home,data/l2arctic/YDCK/wav/arctic_a0222.wav,YDCK,Korean,F,what part of the united states is your home
my im almost homesick for it already,data/l2arctic/YDCK/wav/arctic_a0223.wav,YDCK,Korean,F,my i'm almost homesick for it aready
she nodded and her eyes grew soft and moist,data/l2arctic/YDCK/wav/arctic_a0224.wav,YDCK,Korean,F,she naddid and her eyes grew soft and moiste
i was brought up the way most girls in hawaii are brought up,data/l2arctic/YDCK/wav/arctic_a0225.wav,YDCK,Korean,F,i was brought up the way mostagurs in hawhy are brought up
that came before my a b cs,data/l2arctic/YDCK/wav/arctic_a0226.wav,YDCK,Korean,F,that came before my a b cs
it was the same way with our revolvers and rifles,data/l2arctic/YDCK/wav/arctic_a0227.wav,YDCK,Korean,F,it was the same way with our revirvers and riples
but it contributed to the smash,data/l2arctic/YDCK/wav/arctic_a0228.wav,YDCK,Korean,F,but it contribute to dhe smash
the last one i knew was an overseer,data/l2arctic/YDCK/wav/arctic_a0229.wav,YDCK,Korean,F,the last one i knew was an overseeer
do you know any good land around here,data/l2arctic/YDCK/wav/arctic_a0230.wav,YDCK,Korean,F,do you know any good land around here
the resident commissioner is away in australia,data/l2arctic/YDCK/wav/arctic_a0231.wav,YDCK,Korean,F,the resident commissional is away in oustralia
i cannot follow you she said,data/l2arctic/YDCK/wav/arctic_a0232.wav,YDCK,Korean,F,i cannot follow you she sad
i never allow what cant be changed to annoy me,data/l2arctic/YDCK/wav/arctic_a0233.wav,YDCK,Korean,F,i never allow what can't be changeit to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/YDCK/wav/arctic_a0234.wav,YDCK,Korean,F,why the averag's review is more naw sitting than cat liver oil
his voice was passionately rebellious,data/l2arctic/YDCK/wav/arctic_a0235.wav,YDCK,Korean,F,his voice was passionately rebellous
dont you see i hate you,data/l2arctic/YDCK/wav/arctic_a0236.wav,YDCK,Korean,F,don't you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/YDCK/wav/arctic_a0237.wav,YDCK,Korean,F,so hew and i did demanaging ourselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/YDCK/wav/arctic_a0239.wav,YDCK,Korean,F,he cried in such genuine dismay that she broke into haughty laughter
wash your hands of me,data/l2arctic/YDCK/wav/arctic_a0240.wav,YDCK,Korean,F,wat your hands of me
i think its much nicer to quarrel,data/l2arctic/YDCK/wav/arctic_a0241.wav,YDCK,Korean,F,i think it's much nicer to quarrolw
i saw it when she rolled,data/l2arctic/YDCK/wav/arctic_a0242.wav,YDCK,Korean,F,i saw it when she walled
i only read the quotations,data/l2arctic/YDCK/wav/arctic_a0243.wav,YDCK,Korean,F,i only redequotations
he was the soul of devotion to his employers,data/l2arctic/YDCK/wav/arctic_a0244.wav,YDCK,Korean,F,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/YDCK/wav/arctic_a0245.wav,YDCK,Korean,F,out of his eighteen hundred he laid aside sixteen hundred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/YDCK/wav/arctic_a0246.wav,YDCK,Korean,F,you have heard always how he was the lober of the princess now ame
they ought to pass here some time today,data/l2arctic/YDCK/wav/arctic_a0247.wav,YDCK,Korean,F,day auto pass here some time to day
i had been sad too long already,data/l2arctic/YDCK/wav/arctic_a0248.wav,YDCK,Korean,F,i had been sad too long aready
all eyes however were staring at him in certitude of expectancy,data/l2arctic/YDCK/wav/arctic_a0249.wav,YDCK,Korean,F,all eyes however were staring at him in sertitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/YDCK/wav/arctic_a0250.wav,YDCK,Korean,F,he had obserbed a business life of a houi and developed a voulting ambition
i may manage to freight a cargo back as well,data/l2arctic/YDCK/wav/arctic_a0251.wav,YDCK,Korean,F,i may manage to frights a cargo bacg as well
obrien had been a clean living young man with ideals,data/l2arctic/YDCK/wav/arctic_a0252.wav,YDCK,Korean,F,abrion had been a clean living young man with idears
he it was that lived to found the family of the patino,data/l2arctic/YDCK/wav/arctic_a0253.wav,YDCK,Korean,F,he it was that lived to found the family of the potino
straight out they swam their heads growing smaller and smaller,data/l2arctic/YDCK/wav/arctic_a0254.wav,YDCK,Korean,F,strayed out they swam their hats growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/YDCK/wav/arctic_a0256.wav,YDCK,Korean,F,see the langs up the body and that illungated neck
they are coming ashore whoever they are,data/l2arctic/YDCK/wav/arctic_a0257.wav,YDCK,Korean,F,they are coming osor whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/YDCK/wav/arctic_a0258.wav,YDCK,Korean,F,soaked in sweater they off sad the hiat rays
think of investing in such an adventure,data/l2arctic/YDCK/wav/arctic_a0259.wav,YDCK,Korean,F,think of embasting in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/YDCK/wav/arctic_a0260.wav,YDCK,Korean,F,nobody knew his history day of the gentile leist of all
i have been doubly baptized,data/l2arctic/YDCK/wav/arctic_a0261.wav,YDCK,Korean,F,i have been doubely baptized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/YDCK/wav/arctic_a0262.wav,YDCK,Korean,F,dey udumbe sweeping a big vessel like amartha
joan looked triumphantly at sheldon who bowed,data/l2arctic/YDCK/wav/arctic_a0263.wav,YDCK,Korean,F,jomail looked triumphantly at shawdan who bowed
and i hope youve got plenty of chain out captain young,data/l2arctic/YDCK/wav/arctic_a0264.wav,YDCK,Korean,F,and i hope you've got plenty of chain out captain jong
the discovery seemed to have been made on the spur of the moment,data/l2arctic/YDCK/wav/arctic_a0265.wav,YDCK,Korean,F,the discovery seemed to have been made on the spur of the moment
they handled two men already both grub thieves,data/l2arctic/YDCK/wav/arctic_a0266.wav,YDCK,Korean,F,they handled to men already bos scrop thieves
eli harding asked as shunk started to follow,data/l2arctic/YDCK/wav/arctic_a0267.wav,YDCK,Korean,F,alli harding asked as shunk studied to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/YDCK/wav/arctic_a0268.wav,YDCK,Korean,F,now go a hat and tell me in a straiyforward way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/YDCK/wav/arctic_a0269.wav,YDCK,Korean,F,ta's where they cut off the scottage trifs and killed all hands
and after the bath a shave would not be bad,data/l2arctic/YDCK/wav/arctic_a0270.wav,YDCK,Korean,F,an after the beth a shave would not be bad
now please give a plain statement of what occurred,data/l2arctic/YDCK/wav/arctic_a0271.wav,YDCK,Korean,F,now please give u playin statemen of what occurred
they are big trees and require plenty of room,data/l2arctic/YDCK/wav/arctic_a0273.wav,YDCK,Korean,F,there are big trees and require plenty of room
and raoul listened again to the tale of the house,data/l2arctic/YDCK/wav/arctic_a0274.wav,YDCK,Korean,F,and bowel listen again to the tail up the house
there are no kiddies and half grown youths among them,data/l2arctic/YDCK/wav/arctic_a0275.wav,YDCK,Korean,F,there are no kattys and half grown youth among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/YDCK/wav/arctic_a0276.wav,YDCK,Korean,F,ulong atol was one hundred and forty miles in circonference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/YDCK/wav/arctic_a0277.wav,YDCK,Korean,F,may co be found us tiling poisnes atimals phere in the pant cabin
it would give me nervous prostration,data/l2arctic/YDCK/wav/arctic_a0278.wav,YDCK,Korean,F,it wild give me nervous prostoration
she said with chattering teeth,data/l2arctic/YDCK/wav/arctic_a0279.wav,YDCK,Korean,F,she sapd with chudtling teeth
ill be out of my head in fifteen minutes,data/l2arctic/YDCK/wav/arctic_a0280.wav,YDCK,Korean,F,i will be out of my had in fifteye minutes
i do not blame you for anything remember that,data/l2arctic/YDCK/wav/arctic_a0281.wav,YDCK,Korean,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/YDCK/wav/arctic_a0282.wav,YDCK,Korean,F,if you mean to inseen weight brand ut began hottly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/YDCK/wav/arctic_a0283.wav,YDCK,Korean,F,the woman in you is only incidental accidental and irreelevent
there was no forecasting this strange girls processes,data/l2arctic/YDCK/wav/arctic_a0284.wav,YDCK,Korean,F,there was no forecasting this strange gir's processess
but what they want with your toothbrush is more than i can imagine,data/l2arctic/YDCK/wav/arctic_a0285.wav,YDCK,Korean,F,but what they want with your tooth brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/YDCK/wav/arctic_a0286.wav,YDCK,Korean,F,gipped in their choice between a fine or an offissere whipping
keep an eye on him,data/l2arctic/YDCK/wav/arctic_a0287.wav,YDCK,Korean,F,cu an eye on heim
those are my oysters he said at last,data/l2arctic/YDCK/wav/arctic_a0288.wav,YDCK,Korean,F,those are my oysters he said at last
one by one the boys were captured,data/l2arctic/YDCK/wav/arctic_a0290.wav,YDCK,Korean,F,one by one the boys were captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/YDCK/wav/arctic_a0291.wav,YDCK,Korean,F,the weeks had gone by and no overt acts had been attempted
here in the midmorning the first casualty occurred,data/l2arctic/YDCK/wav/arctic_a0292.wav,YDCK,Korean,F,here in the midmorning the first cazalidy occurred
they were deep in the primeval forest,data/l2arctic/YDCK/wav/arctic_a0293.wav,YDCK,Korean,F,they were deep in the premible forest
he had been foiled in his attempt to escape,data/l2arctic/YDCK/wav/arctic_a0294.wav,YDCK,Korean,F,he had been foiled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/YDCK/wav/arctic_a0295.wav,YDCK,Korean,F,and twenty man could hold it with spears and arrows
bassett was a fastidious man,data/l2arctic/YDCK/wav/arctic_a0296.wav,YDCK,Korean,F,bassid was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/YDCK/wav/arctic_a0297.wav,YDCK,Korean,F,there is a big english general rih now whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/YDCK/wav/arctic_a0298.wav,YDCK,Korean,F,this tacid promise of continued acquaintenance gave saxon a little joy thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/YDCK/wav/arctic_a0299.wav,YDCK,Korean,F,i tell you i am disgusted with dis adventure tom folori ernrad
from my earliest recollection my sleep was a period of terror,data/l2arctic/YDCK/wav/arctic_a0300.wav,YDCK,Korean,F,for my earlist recollection my sleepe was a perriod of terror
but all my dreams violated this law,data/l2arctic/YDCK/wav/arctic_a0301.wav,YDCK,Korean,F,but all my dreams violated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/YDCK/wav/arctic_a0302.wav,YDCK,Korean,F,it is very plausible to such people are most convincing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/YDCK/wav/arctic_a0303.wav,YDCK,Korean,F,but they make the mistake of ignoring their own duality
i graduated last of my class,data/l2arctic/YDCK/wav/arctic_a0304.wav,YDCK,Korean,F,i grezrede lost of my clast
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/YDCK/wav/arctic_a0305.wav,YDCK,Korean,F,they had no fixed values to be ordered by asictips and advers
very early in my life i separated from my mother,data/l2arctic/YDCK/wav/arctic_a0307.wav,YDCK,Korean,F,very oly in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/YDCK/wav/arctic_a0308.wav,YDCK,Korean,F,his infornor chattering warries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/YDCK/wav/arctic_a0309.wav,YDCK,Korean,F,white lake horns set missus mortimeur
massage under tension was the cryptic reply,data/l2arctic/YDCK/wav/arctic_a0310.wav,YDCK,Korean,F,messas on dertension was the cryptic reply
therefore hurrah for the game,data/l2arctic/YDCK/wav/arctic_a0311.wav,YDCK,Korean,F,direfor harey for the game
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/YDCK/wav/arctic_a0312.wav,YDCK,Korean,F,ilived in perpetual appression op dhat quarter of the compass
broken tooth yelled with fright and pain,data/l2arctic/YDCK/wav/arctic_a0313.wav,YDCK,Korean,F,broken tooth yelled wit fright and pain
thus was momentum gained in the younger world,data/l2arctic/YDCK/wav/arctic_a0314.wav,YDCK,Korean,F,thus was momentum gained in the younger word
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/YDCK/wav/arctic_a0315.wav,YDCK,Korean,F,saxon waited for she knew a fresh idear has stuck billy
we had been chased by them ourselves more than once,data/l2arctic/YDCK/wav/arctic_a0316.wav,YDCK,Korean,F,we had been chased by them our solbs more than once
he was a wise hyena,data/l2arctic/YDCK/wav/arctic_a0317.wav,YDCK,Korean,F,he was a wise ena
production is doubling and quadrupling upon itself,data/l2arctic/YDCK/wav/arctic_a0318.wav,YDCK,Korean,F,protection is doubling an qua doubling a ponyself
and the edinburgh evening news says with editorial gloom,data/l2arctic/YDCK/wav/arctic_a0319.wav,YDCK,Korean,F,and the ademburg evening news saz with editorial gloom
with my strength i slammed it full into red eyes face,data/l2arctic/YDCK/wav/arctic_a0320.wav,YDCK,Korean,F,with my thranks i slamed it full into red eyes face
the log on which lop ear was lying got adrift,data/l2arctic/YDCK/wav/arctic_a0321.wav,YDCK,Korean,F,the lack on which lap ear was lying god adripped
this is a common experience with all of us,data/l2arctic/YDCK/wav/arctic_a0322.wav,YDCK,Korean,F,this is a common experience with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/YDCK/wav/arctic_a0324.wav,YDCK,Korean,F,it was not red eyes waight to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/YDCK/wav/arctic_a0325.wav,YDCK,Korean,F,weeds geep bang lop ear screamed with sudden anguish
cherokee identified himself with his instinct,data/l2arctic/YDCK/wav/arctic_a0326.wav,YDCK,Korean,F,terokiy identified himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/YDCK/wav/arctic_a0327.wav,YDCK,Korean,F,they were less stupid than we last springing in their movements
the fire people like ourselves lived in caves,data/l2arctic/YDCK/wav/arctic_a0328.wav,YDCK,Korean,F,theuh fire people like our sobs lived in caves
ah indeed,data/l2arctic/YDCK/wav/arctic_a0329.wav,YDCK,Korean,F,indead
red eye never committed a more outrageous deed,data/l2arctic/YDCK/wav/arctic_a0330.wav,YDCK,Korean,F,red eye never committed a more outrageous did
poor little crooked leg was terribly scared,data/l2arctic/YDCK/wav/arctic_a0331.wav,YDCK,Korean,F,poor little crooked lack was terriblely scared
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/YDCK/wav/arctic_a0332.wav,YDCK,Korean,F,unconsciously our yells and exclamations illded to disrhythem
this is no place for you,data/l2arctic/YDCK/wav/arctic_a0333.wav,YDCK,Korean,F,this is no place for you
he will knock you off a few sticks in no time,data/l2arctic/YDCK/wav/arctic_a0334.wav,YDCK,Korean,F,he will knot be off a few sticks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/YDCK/wav/arctic_a0335.wav,YDCK,Korean,F,red eye swung back and forche on the branch father down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/YDCK/wav/arctic_a0336.wav,YDCK,Korean,F,so unexpected was my charge that i knocked him off his fit
encouraged by my conduct big face became a sudden ally,data/l2arctic/YDCK/wav/arctic_a0337.wav,YDCK,Korean,F,encourage it by my conduct big face became a sudden alli
the fighting had now become intermittent,data/l2arctic/YDCK/wav/arctic_a0338.wav,YDCK,Korean,F,the fighting had now become intermettant
they obeyed him and went here and there at his commands,data/l2arctic/YDCK/wav/arctic_a0339.wav,YDCK,Korean,F,they obeyed him and went here and dare at his commands
why doggone you all shake again,data/l2arctic/YDCK/wav/arctic_a0341.wav,YDCK,Korean,F,why degan you all shake again
seventeen no eighteen days ago,data/l2arctic/YDCK/wav/arctic_a0342.wav,YDCK,Korean,F,seventeen no eighteen days ago
you mean for this state general alberta,data/l2arctic/YDCK/wav/arctic_a0343.wav,YDCK,Korean,F,you mean for this state general olbatta
he seemed to fill it with his tremendous vitality,data/l2arctic/YDCK/wav/arctic_a0344.wav,YDCK,Korean,F,his sim to fill it with his tremendous vitality
she was trying to pass the apron string around him,data/l2arctic/YDCK/wav/arctic_a0345.wav,YDCK,Korean,F,she was trying to pass the apron straying around him
get down and dig in,data/l2arctic/YDCK/wav/arctic_a0346.wav,YDCK,Korean,F,get down and begin
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/YDCK/wav/arctic_a0347.wav,YDCK,Korean,F,they are greatly delighted with anything that is bright or give a sound
they only lifted seven hundred and fifty,data/l2arctic/YDCK/wav/arctic_a0348.wav,YDCK,Korean,F,they only lipet itd sabin hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/YDCK/wav/arctic_a0349.wav,YDCK,Korean,F,it was simple in his way and no virtue of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/YDCK/wav/arctic_a0350.wav,YDCK,Korean,F,is that pet henrahan's mok looking hungry and willing
it was more like sugar,data/l2arctic/YDCK/wav/arctic_a0351.wav,YDCK,Korean,F,it was morle like sugar
im sure going along with you all elijah,data/l2arctic/YDCK/wav/arctic_a0352.wav,YDCK,Korean,F,i'm sure going along with you all elda
here the explosion of mirth drowned him out,data/l2arctic/YDCK/wav/arctic_a0353.wav,YDCK,Korean,F,hear the exploson of mirth droned him out
fresh meat they failed to obtain,data/l2arctic/YDCK/wav/arctic_a0354.wav,YDCK,Korean,F,fresh med they fail to obtain
a burst of laughter was his reward,data/l2arctic/YDCK/wav/arctic_a0355.wav,YDCK,Korean,F,a burst of laughter was his reward
you dont catch me at any such foolishness,data/l2arctic/YDCK/wav/arctic_a0356.wav,YDCK,Korean,F,you don't catch me at any such foolish ness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/YDCK/wav/arctic_a0358.wav,YDCK,Korean,F,they continued valiantly to lie but the truths continued to outrun theme
earth and gravel seemed to fill the pan,data/l2arctic/YDCK/wav/arctic_a0359.wav,YDCK,Korean,F,earth and grable seemed to fill tup pan
but he no longer cared quite so much for that form of diversion,data/l2arctic/YDCK/wav/arctic_a0360.wav,YDCK,Korean,F,but he no longer cared quite so much for that form of diversion
but he did not broach it preferring to mature it carefully,data/l2arctic/YDCK/wav/arctic_a0361.wav,YDCK,Korean,F,but he did not procete preferring to motur it carefully
nope not the slightest idea,data/l2arctic/YDCK/wav/arctic_a0362.wav,YDCK,Korean,F,nope not the slihtest idea
it is not an attempt to smash the market,data/l2arctic/YDCK/wav/arctic_a0363.wav,YDCK,Korean,F,it is not in atempt to smash the market
we have plenty of capital ourselves and yet we want more,data/l2arctic/YDCK/wav/arctic_a0364.wav,YDCK,Korean,F,we have plenty of capiter oursolves and yet we want more
these rumors may even originate with us,data/l2arctic/YDCK/wav/arctic_a0365.wav,YDCK,Korean,F,these rumeurs may even oresonade with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/YDCK/wav/arctic_a0366.wav,YDCK,Korean,F,ow widly exciting time was his during the week preceding thursday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/YDCK/wav/arctic_a0367.wav,YDCK,Korean,F,there's natan aoda of trusinette certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/YDCK/wav/arctic_a0368.wav,YDCK,Korean,F,i jus to appreciate it without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/YDCK/wav/arctic_a0369.wav,YDCK,Korean,F,impertinership with daylight the per raided dhe sen josel intoruben
he saw all men in the business game doing this,data/l2arctic/YDCK/wav/arctic_a0370.wav,YDCK,Korean,F,he's saw all man in the business game doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/YDCK/wav/arctic_a0371.wav,YDCK,Korean,F,it issued a rat of forty two dollars a car on charcol
he saw only the effect in a general sketchy way,data/l2arctic/YDCK/wav/arctic_a0372.wav,YDCK,Korean,F,his sou only the efact in a general sketchway
points of view new ideas life,data/l2arctic/YDCK/wav/arctic_a0373.wav,YDCK,Korean,F,point of view new idears life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/YDCK/wav/arctic_a0375.wav,YDCK,Korean,F,the butchers and mitcoters refused to handle meat dustinet for on fair restarancts
your price my son is just about thirty per week,data/l2arctic/YDCK/wav/arctic_a0376.wav,YDCK,Korean,F,your price my son is just about thirty per wick
this sound did not disturb the hush and awe of the place,data/l2arctic/YDCK/wav/arctic_a0377.wav,YDCK,Korean,F,this sound did not disturb the hursh and awe op the place
thats why its boundaries are all gouged and jagged,data/l2arctic/YDCK/wav/arctic_a0378.wav,YDCK,Korean,F,that's why its ponderius are all gougid and jagged
how old are you daddy,data/l2arctic/YDCK/wav/arctic_a0379.wav,YDCK,Korean,F,how old are you deddy
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/YDCK/wav/arctic_a0380.wav,YDCK,Korean,F,but in darcanyon's water was pluntful and also a luxuriant for wist growth
my names ferguson,data/l2arctic/YDCK/wav/arctic_a0381.wav,YDCK,Korean,F,my names forjuson
daylight found himself charmed and made curious by the little man,data/l2arctic/YDCK/wav/arctic_a0382.wav,YDCK,Korean,F,daylight found himsolved charmed and made curious by the little men
to his surprise her answer was flat and uncompromising,data/l2arctic/YDCK/wav/arctic_a0383.wav,YDCK,Korean,F,to hes surprise her answer was flat and uncompromising
the farmer works the soil and produces grain,data/l2arctic/YDCK/wav/arctic_a0384.wav,YDCK,Korean,F,the famer roks do soyal and produces grain
thats what carnegie did,data/l2arctic/YDCK/wav/arctic_a0385.wav,YDCK,Korean,F,dat sat carnigedit
i cant argue with you and you know that,data/l2arctic/YDCK/wav/arctic_a0386.wav,YDCK,Korean,F,i can't argue with you and you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/YDCK/wav/arctic_a0387.wav,YDCK,Korean,F,bob growing disgusted turned back suddenly and attempted to pass map
it was my idea to a tee,data/l2arctic/YDCK/wav/arctic_a0388.wav,YDCK,Korean,F,it was my idear too a t
mab she said,data/l2arctic/YDCK/wav/arctic_a0389.wav,YDCK,Korean,F,mab she sat
i will go over tomorrow afternoon,data/l2arctic/YDCK/wav/arctic_a0390.wav,YDCK,Korean,F,i will go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/YDCK/wav/arctic_a0392.wav,YDCK,Korean,F,there's that magnificent bob itting his hat off in the stable
already he had begun borrowing from the banks,data/l2arctic/YDCK/wav/arctic_a0393.wav,YDCK,Korean,F,already he had begun boewing from the banks
its the strap hangers that will keep us from going under,data/l2arctic/YDCK/wav/arctic_a0394.wav,YDCK,Korean,F,is the thrap hangers that will keep us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/YDCK/wav/arctic_a0395.wav,YDCK,Korean,F,as for himself warned ta street railway onnings increasing steadily
a rising tide of the fat has submerged them,data/l2arctic/YDCK/wav/arctic_a0396.wav,YDCK,Korean,F,a rising tide of the flat has submerged them
call me that again he murmured ecstatically,data/l2arctic/YDCK/wav/arctic_a0397.wav,YDCK,Korean,F,col me dat again he mummured acs tatically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/YDCK/wav/arctic_a0398.wav,YDCK,Korean,F,in the carwor onween and harrison while jones sadwid the chaufor
and heres another idea,data/l2arctic/YDCK/wav/arctic_a0399.wav,YDCK,Korean,F,end here's another idea
manuel had one besetting sin,data/l2arctic/YDCK/wav/arctic_a0400.wav,YDCK,Korean,F,miriale had won besaddingson
the man smiled grimly and brought a hatchet and a club,data/l2arctic/YDCK/wav/arctic_a0401.wav,YDCK,Korean,F,the man smiled grimly and broad a hacid and a clop
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/YDCK/wav/arctic_a0402.wav,YDCK,Korean,F,colly russhied her antagonist who stug again and lipped aside
his newborn cunning gave him poise and control,data/l2arctic/YDCK/wav/arctic_a0403.wav,YDCK,Korean,F,his newborn cunning gave him poies and control
perrault found one with head buried in the grub box,data/l2arctic/YDCK/wav/arctic_a0404.wav,YDCK,Korean,F,perod found wan wit hat buried in the gro box
it seems the ordained order of things that dogs should work,data/l2arctic/YDCK/wav/arctic_a0405.wav,YDCK,Korean,F,isims the ordained older of things that dogs should work
and that was the last of francois and perrault,data/l2arctic/YDCK/wav/arctic_a0406.wav,YDCK,Korean,F,and that was the last of frandcoris and parot
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/YDCK/wav/arctic_a0407.wav,YDCK,Korean,F,mercidus screamed cried lapped and manifested the chaotic abandment of histeria
he could feel a new stir in the land,data/l2arctic/YDCK/wav/arctic_a0409.wav,YDCK,Korean,F,i could feel a new stir in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/YDCK/wav/arctic_a0410.wav,YDCK,Korean,F,so we have to fit a boat throut with oil lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/YDCK/wav/arctic_a0411.wav,YDCK,Korean,F,it will break our hearts and our backs to hoist anchor by hand
there is another virtue in these bulkheads,data/l2arctic/YDCK/wav/arctic_a0412.wav,YDCK,Korean,F,there's another virtue in this birg hats
