transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_large_transcriptions
two of the folk were already up,data/l2arctic/RRBI/wav/arctic_b0277.wav,RRBI,Hindi,M,two of the folk whowere already up
now animals do not like mockery,data/l2arctic/RRBI/wav/arctic_b0278.wav,RRBI,Hindi,M,now animals do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/RRBI/wav/arctic_b0279.wav,RRBI,Hindi,M,he gave one last snarl and slid from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/RRBI/wav/arctic_b0280.wav,RRBI,Hindi,M,again the girls applauded and miss holl cried
just the same i would sooner be myself than have book indigestion,data/l2arctic/RRBI/wav/arctic_b0281.wav,RRBI,Hindi,M,just the same i would sooner be myself than have a book indigetion
some of the smaller veins had doubtless been ruptured,data/l2arctic/RRBI/wav/arctic_b0282.wav,RRBI,Hindi,M,some of the smaller veins had doubtless been ruptured
but we were without this momentum,data/l2arctic/RRBI/wav/arctic_b0283.wav,RRBI,Hindi,M,but we were without this momentum
there was one difficulty however,data/l2arctic/RRBI/wav/arctic_b0284.wav,RRBI,Hindi,M,there was one difficulty however
the hyena proceeded to dine,data/l2arctic/RRBI/wav/arctic_b0285.wav,RRBI,Hindi,M,the heena proceeded to dine
the time was considered auspicious,data/l2arctic/RRBI/wav/arctic_b0286.wav,RRBI,Hindi,M,the time was considered auspicious
or have they already devised one,data/l2arctic/RRBI/wav/arctic_b0287.wav,RRBI,Hindi,M,or haw the already devised one
we would not spend another such night,data/l2arctic/RRBI/wav/arctic_b0288.wav,RRBI,Hindi,M,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/RRBI/wav/arctic_b0289.wav,RRBI,Hindi,M,at first his progress was slow and eratic
he placed his paw on one and its movements were accelerated,data/l2arctic/RRBI/wav/arctic_b0290.wav,RRBI,Hindi,M,he placed his paw on one and its movements were accelerated
the awe of man rushed over him again,data/l2arctic/RRBI/wav/arctic_b0291.wav,RRBI,Hindi,M,the awe of man rest over him again
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/RRBI/wav/arctic_b0292.wav,RRBI,Hindi,M,the firemen wore animal skins around their waists and across their shoulders
for a much longer time lop ear and i remained and watched,data/l2arctic/RRBI/wav/arctic_b0294.wav,RRBI,Hindi,M,for a much longer time lupier and i remained and wached
all right sir replied jock with great regret,data/l2arctic/RRBI/wav/arctic_b0295.wav,RRBI,Hindi,M,all right sir replied jok with great regret
at times i wondered where sir archibald got his style,data/l2arctic/RRBI/wav/arctic_b0296.wav,RRBI,Hindi,M,attimes i wondered where sir archibald got his style
why should a fellow throw up the sponge after the first sound,data/l2arctic/RRBI/wav/arctic_b0297.wav,RRBI,Hindi,M,why should a fellow throw up thi sponge after this first sound
his hand shot out and clutched crooked leg by the neck,data/l2arctic/RRBI/wav/arctic_b0298.wav,RRBI,Hindi,M,his an shot out and clutched crooked leg by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/RRBI/wav/arctic_b0299.wav,RRBI,Hindi,M,miss broody's smile was slightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/RRBI/wav/arctic_b0300.wav,RRBI,Hindi,M,does the old boy often go off at half cock that way
a flying arrow passed between us,data/l2arctic/RRBI/wav/arctic_b0301.wav,RRBI,Hindi,M,a flying arrow passed between us
i pulled suddenly with all my might,data/l2arctic/RRBI/wav/arctic_b0302.wav,RRBI,Hindi,M,i pulled suddenly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/RRBI/wav/arctic_b0303.wav,RRBI,Hindi,M,here we allow our solicitors to look after our legal wolk
his previous wives had never lived long enough to bear him children,data/l2arctic/RRBI/wav/arctic_b0304.wav,RRBI,Hindi,M,his previous wives had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/RRBI/wav/arctic_b0305.wav,RRBI,Hindi,M,it was our river imerging like ourselves from the great swamp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/RRBI/wav/arctic_b0306.wav,RRBI,Hindi,M,cameron looked at his hands with their long sinewy fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/RRBI/wav/arctic_b0307.wav,RRBI,Hindi,M,we got few vegetables and fruits and becan fish eaters
we never made another migration,data/l2arctic/RRBI/wav/arctic_b0308.wav,RRBI,Hindi,M,we never made another migration
nor was elam harnish an exception,data/l2arctic/RRBI/wav/arctic_b0309.wav,RRBI,Hindi,M,nor was alam harnish an exception
the twenty ninth very foggy,data/l2arctic/RRBI/wav/arctic_b0311.wav,RRBI,Hindi,M,the twenty ninth to berifogi
dig in youre sure good was daylights answer,data/l2arctic/RRBI/wav/arctic_b0312.wav,RRBI,Hindi,M,digging you're sure good was daylight's answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/RRBI/wav/arctic_b0313.wav,RRBI,Hindi,M,the aprian string loomed near and he shied like an unbroken colt
he had been born with this endowment,data/l2arctic/RRBI/wav/arctic_b0314.wav,RRBI,Hindi,M,he had been born with this endowment
and this was their sole conversation throughout the meal,data/l2arctic/RRBI/wav/arctic_b0315.wav,RRBI,Hindi,M,and this was their sole conversation throughout the meal
though the aurora still flamed another day had begun,data/l2arctic/RRBI/wav/arctic_b0316.wav,RRBI,Hindi,M,though the aurora still flamed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/RRBI/wav/arctic_b0317.wav,RRBI,Hindi,M,he did not believe in the burning of daylight for such a luxury
again he had done the big thing,data/l2arctic/RRBI/wav/arctic_b0318.wav,RRBI,Hindi,M,again he had done the bigthing
daylight was tired profoundly tired,data/l2arctic/RRBI/wav/arctic_b0319.wav,RRBI,Hindi,M,daylight was tired profoundly tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/RRBI/wav/arctic_b0320.wav,RRBI,Hindi,M,the regret in his voice was provocatu of a second burst of laughter
instead he arrived on the night of the second day,data/l2arctic/RRBI/wav/arctic_b0321.wav,RRBI,Hindi,M,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/RRBI/wav/arctic_b0322.wav,RRBI,Hindi,M,their supply of grub was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/RRBI/wav/arctic_b0323.wav,RRBI,Hindi,M,crickets began to chip and more gees and ducks flew overhead
not till the twentieth of may did the river break,data/l2arctic/RRBI/wav/arctic_b0324.wav,RRBI,Hindi,M,not till the twentieth of me did the river break
it was a gigantic inadequacy,data/l2arctic/RRBI/wav/arctic_b0325.wav,RRBI,Hindi,M,it was a gigantic inadiquisy
our mister howison will call upon you at your hotel,data/l2arctic/RRBI/wav/arctic_b0326.wav,RRBI,Hindi,M,hour mister halson will call upon you at your hotel
change chairs daylight commanded,data/l2arctic/RRBI/wav/arctic_b0328.wav,RRBI,Hindi,M,changed chest daylight commanded
i would sooner have my chips back,data/l2arctic/RRBI/wav/arctic_b0329.wav,RRBI,Hindi,M,oud sooner have my chips back
they had only a little thirty thousand dollar fire,data/l2arctic/RRBI/wav/arctic_b0330.wav,RRBI,Hindi,M,they had only a little thirty thousand dollars fire
his partners had starved and died on the stewart,data/l2arctic/RRBI/wav/arctic_b0331.wav,RRBI,Hindi,M,his partners had stoped and died on the steward
as to how she dressed he had no ideas at all,data/l2arctic/RRBI/wav/arctic_b0332.wav,RRBI,Hindi,M,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/RRBI/wav/arctic_b0333.wav,RRBI,Hindi,M,it does was her audacious answer
oh its just a novel a love story,data/l2arctic/RRBI/wav/arctic_b0334.wav,RRBI,Hindi,M,oh it's just turnovil low story
whoever lived on the ranch did that,data/l2arctic/RRBI/wav/arctic_b0335.wav,RRBI,Hindi,M,whoever lived on the ranch did that
how old are you mother,data/l2arctic/RRBI/wav/arctic_b0336.wav,RRBI,Hindi,M,how old are you mother
here he got a fresh thrill,data/l2arctic/RRBI/wav/arctic_b0337.wav,RRBI,Hindi,M,here he got a fresh trill
it was unobtrusive yet it was there,data/l2arctic/RRBI/wav/arctic_b0338.wav,RRBI,Hindi,M,it was unobstrusive yet it was there
well ill be plumb gosh darned,data/l2arctic/RRBI/wav/arctic_b0339.wav,RRBI,Hindi,M,well i'll be plunged goshstand
these quick little joys of hers were sources of joy to him,data/l2arctic/RRBI/wav/arctic_b0340.wav,RRBI,Hindi,M,these quick little joys of hers were sorces of joy to him
i play that choice wide open to win,data/l2arctic/RRBI/wav/arctic_b0341.wav,RRBI,Hindi,M,i played that choyce wide open to win
each improvement makes the value of everything else pump up,data/l2arctic/RRBI/wav/arctic_b0342.wav,RRBI,Hindi,M,each improvement makes the value of everything else pumpup
but how are you going to do it,data/l2arctic/RRBI/wav/arctic_b0343.wav,RRBI,Hindi,M,but how are you going to do it
daylight made no answer and the door closed behind him,data/l2arctic/RRBI/wav/arctic_b0345.wav,RRBI,Hindi,M,daylight made no answer and the door closed behind him
theres not an iota of truth in it,data/l2arctic/RRBI/wav/arctic_b0346.wav,RRBI,Hindi,M,there's not an aotta of truth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/RRBI/wav/arctic_b0347.wav,RRBI,Hindi,M,but ever his gaze returned to that crouched venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/RRBI/wav/arctic_b0348.wav,RRBI,Hindi,M,would you be satisfied with that one hundredt part of me
in such a tumbling of values was no time to sell,data/l2arctic/RRBI/wav/arctic_b0349.wav,RRBI,Hindi,M,in such a tumbling of values was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/RRBI/wav/arctic_b0350.wav,RRBI,Hindi,M,stand off butcher and baker and all the rest
matthewson whos this bookkeeper rogers,data/l2arctic/RRBI/wav/arctic_b0351.wav,RRBI,Hindi,M,mathusan who's this bookkeeper rogers
now just what do you want to know,data/l2arctic/RRBI/wav/arctic_b0352.wav,RRBI,Hindi,M,now just what do you want to no
i want to know how all this is possible,data/l2arctic/RRBI/wav/arctic_b0353.wav,RRBI,Hindi,M,i want to know how all this is possible
its that much junk,data/l2arctic/RRBI/wav/arctic_b0354.wav,RRBI,Hindi,M,itstatmuch junk
there was proper division of labor in the work they individually performed,data/l2arctic/RRBI/wav/arctic_b0355.wav,RRBI,Hindi,M,there was proper division of labor in the work they individually performed
he loved to play chinese lottery,data/l2arctic/RRBI/wav/arctic_b0356.wav,RRBI,Hindi,M,he loved to play chinese lautric
the law of club and fang,data/l2arctic/RRBI/wav/arctic_b0357.wav,RRBI,Hindi,M,the law of glub and fank
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/RRBI/wav/arctic_b0358.wav,RRBI,Hindi,M,the temperature dropped to fifty below zero and remained there the whole trip
and as never before he was ready to obey,data/l2arctic/RRBI/wav/arctic_b0359.wav,RRBI,Hindi,M,and as never before he was ready to obey
this state of mind comes of an undue prominence of the ego,data/l2arctic/RRBI/wav/arctic_b0360.wav,RRBI,Hindi,M,this state of mind comes of an undue prominence of the eagle
we threaten to be of the one mind before the voyage is completed,data/l2arctic/RRBI/wav/arctic_b0362.wav,RRBI,Hindi,M,we threaten to be off them one mine before the wilge is completed
she was built primarily to sail,data/l2arctic/RRBI/wav/arctic_b0363.wav,RRBI,Hindi,M,she was bulled primally to seal
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/RRBI/wav/arctic_b0364.wav,RRBI,Hindi,M,in the bohemian club of san francisco there are some crack sailors
my age in years is twenty two,data/l2arctic/RRBI/wav/arctic_b0365.wav,RRBI,Hindi,M,my age in years is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/RRBI/wav/arctic_b0366.wav,RRBI,Hindi,M,i forgot how easily i had taced myself from the printed page
any average young fellow can teach himself in a week,data/l2arctic/RRBI/wav/arctic_b0367.wav,RRBI,Hindi,M,any average young fellow can teach himself in a week
please do not think that i already know it all,data/l2arctic/RRBI/wav/arctic_b0368.wav,RRBI,Hindi,M,please do not think that i already knew it all
you see we were teaching ourselves,data/l2arctic/RRBI/wav/arctic_b0369.wav,RRBI,Hindi,M,you see fevere teaching aleseds
and now behold the perversity of things,data/l2arctic/RRBI/wav/arctic_b0370.wav,RRBI,Hindi,M,and now behold the peversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/RRBI/wav/arctic_b0371.wav,RRBI,Hindi,M,yield yourself to the waters that are ripping and daring at you
mister mcveigh told me about him,data/l2arctic/RRBI/wav/arctic_b0372.wav,RRBI,Hindi,M,mister mackrey told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/RRBI/wav/arctic_b0373.wav,RRBI,Hindi,M,unlike joshoua he stood in no need of divine assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/RRBI/wav/arctic_b0374.wav,RRBI,Hindi,M,to say the list captain cook was rather thorough going and peresist
man could not conquer them,data/l2arctic/RRBI/wav/arctic_b0375.wav,RRBI,Hindi,M,man could not conquer them
thought i and a worthy fool he proved,data/l2arctic/RRBI/wav/arctic_b0376.wav,RRBI,Hindi,M,thought i and worthy fool he prewed
a scarlet loincloth completed his costume,data/l2arctic/RRBI/wav/arctic_b0377.wav,RRBI,Hindi,M,a scarlet loing clothe completed his costume
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/RRBI/wav/arctic_b0379.wav,RRBI,Hindi,M,crisps is an easy problem compared with a polynacian giving feast
he had peeled off his shirt and was wildly waving it,data/l2arctic/RRBI/wav/arctic_b0380.wav,RRBI,Hindi,M,he had peeled off his shirt and was widly waving it
and how would we ever find ourselves,data/l2arctic/RRBI/wav/arctic_b0381.wav,RRBI,Hindi,M,and how would we ever find ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/RRBI/wav/arctic_b0382.wav,RRBI,Hindi,M,i defy any man to get a solomon island sore in california
a bush chief had died a natural death,data/l2arctic/RRBI/wav/arctic_b0383.wav,RRBI,Hindi,M,a bush chief had dyed a natural debt
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/RRBI/wav/arctic_b0384.wav,RRBI,Hindi,M,squippos and nacatos gymnastics served as a translation without vords
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/RRBI/wav/arctic_b0385.wav,RRBI,Hindi,M,last night he showed all the symptoms of coming down with pneumonia
my idea was that he would have more influence over the natives,data/l2arctic/RRBI/wav/arctic_b0386.wav,RRBI,Hindi,M,my idea was that he would have more influence over the natives
it is merely the simple superlative,data/l2arctic/RRBI/wav/arctic_b0387.wav,RRBI,Hindi,M,it is merely the simple superlidu
i made no more overtures,data/l2arctic/RRBI/wav/arctic_b0388.wav,RRBI,Hindi,M,i made no more overtures
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/RRBI/wav/arctic_b0389.wav,RRBI,Hindi,M,among my minor afflictions i may mention a new and mysthevous one
the voyage was our idea of a good time,data/l2arctic/RRBI/wav/arctic_b0390.wav,RRBI,Hindi,M,the voyage was of an idea of a good time
at sea tuesday march seventeenth nineteen hundred and eight,data/l2arctic/RRBI/wav/arctic_b0391.wav,RRBI,Hindi,M,at sea tuesday march seventeenth nineteen eight
yes sir he answered with cheerful alacrity,data/l2arctic/RRBI/wav/arctic_b0392.wav,RRBI,Hindi,M,yes sir he answered with cheerful alacrity
i was still weak from my prolonged immersion,data/l2arctic/RRBI/wav/arctic_b0393.wav,RRBI,Hindi,M,i was still weak from my prolonged emotion
the boy hesitated then mastered his temper,data/l2arctic/RRBI/wav/arctic_b0394.wav,RRBI,Hindi,M,the boy hesitated then mustered his temper
the pain from my hurt knee was agonizing,data/l2arctic/RRBI/wav/arctic_b0396.wav,RRBI,Hindi,M,the pain from my hurt knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/RRBI/wav/arctic_b0397.wav,RRBI,Hindi,M,the hunters were still arguing and rooding like some semihuman amphibious breed
i have been robbed sir i amended,data/l2arctic/RRBI/wav/arctic_b0398.wav,RRBI,Hindi,M,have been robbed sir i abandon
you were looking squeamish this afternoon he began,data/l2arctic/RRBI/wav/arctic_b0399.wav,RRBI,Hindi,M,you ere looking squirmish this afternoon he began
how could i answer the question on the spur of the moment,data/l2arctic/RRBI/wav/arctic_b0400.wav,RRBI,Hindi,M,how could i answer the question on the spur of the moment
i learned it myself in english ships,data/l2arctic/RRBI/wav/arctic_b0401.wav,RRBI,Hindi,M,i learned myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/RRBI/wav/arctic_b0402.wav,RRBI,Hindi,M,the altomistic act is an act performed for the welfare of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/RRBI/wav/arctic_b0403.wav,RRBI,Hindi,M,knowing him i review the old scandinavian mets with clearer understanding
yes and no sir was the slow reply,data/l2arctic/RRBI/wav/arctic_b0404.wav,RRBI,Hindi,M,yes and no sir was the slow reply
and each year something happened and i did not go,data/l2arctic/RRBI/wav/arctic_b0405.wav,RRBI,Hindi,M,and each year something happened and i did not go
how in hell did he know it was you in the dark,data/l2arctic/RRBI/wav/arctic_b0406.wav,RRBI,Hindi,M,how in hell did he know it was you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/RRBI/wav/arctic_b0407.wav,RRBI,Hindi,M,of course much grumbling went on and little of birds were continually ochoring
you have all the advantage,data/l2arctic/RRBI/wav/arctic_b0408.wav,RRBI,Hindi,M,you have all the advantage
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/RRBI/wav/arctic_b0409.wav,RRBI,Hindi,M,the dog mentioned by wolf larsan rested in its seat on my hip
have you ever earned a dollar by your own labour,data/l2arctic/RRBI/wav/arctic_b0410.wav,RRBI,Hindi,M,have you ever earned a dollar by your own labour
he gave no reason but his motive was obvious enough,data/l2arctic/RRBI/wav/arctic_b0411.wav,RRBI,Hindi,M,he gave no reason but his motive was obvious enough
he may desire to escape pain or to enjoy pleasure,data/l2arctic/RRBI/wav/arctic_b0413.wav,RRBI,Hindi,M,he may desire to escape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/RRBI/wav/arctic_b0414.wav,RRBI,Hindi,M,it was impossible to hoist seal and clove that showe
there was nothing for us but the wide raw ocean,data/l2arctic/RRBI/wav/arctic_b0415.wav,RRBI,Hindi,M,there was nothing for us but the wide row ocean
i arose obediently and went down the beach,data/l2arctic/RRBI/wav/arctic_b0416.wav,RRBI,Hindi,M,i arose obediently and went down the beach
the next thing to watch out for is bed sores,data/l2arctic/RRBI/wav/arctic_b0417.wav,RRBI,Hindi,M,the next thing to watch out for his bed sours
at that moment i got the impression that she was willowy,data/l2arctic/RRBI/wav/arctic_b0418.wav,RRBI,Hindi,M,at that moment i got the impression that she was willowik
your fathers fifth command he nodded,data/l2arctic/RRBI/wav/arctic_b0419.wav,RRBI,Hindi,M,your father's fifth command he nodded
on occasion on this traverse the cape verde islands are raised,data/l2arctic/RRBI/wav/arctic_b0420.wav,RRBI,Hindi,M,on occasion on this travels to keep warday islands arreaced
she is essentially the life giving life conserving female of the species,data/l2arctic/RRBI/wav/arctic_b0421.wav,RRBI,Hindi,M,she is essentially the life giving life conserving female of the species
this was when the explosion occurred,data/l2arctic/RRBI/wav/arctic_b0422.wav,RRBI,Hindi,M,this was when the explosion occurred
also at regular intervals he would mutter,data/l2arctic/RRBI/wav/arctic_b0423.wav,RRBI,Hindi,M,also at regular intervals he would mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/RRBI/wav/arctic_b0424.wav,RRBI,Hindi,M,it is of very tenable hypothesis and will bear looking into
there were orange green gold green and a copper green,data/l2arctic/RRBI/wav/arctic_b0425.wav,RRBI,Hindi,M,there were orange green gold green and a copper green
the gabriel voice of the samurai rang out,data/l2arctic/RRBI/wav/arctic_b0426.wav,RRBI,Hindi,M,the gabrial voice of dhe samure rang out
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/RRBI/wav/arctic_b0427.wav,RRBI,Hindi,M,the sunsets grow more bizarre and spectacular off this coast of the urgentine
the history of our westward faring race is written in it,data/l2arctic/RRBI/wav/arctic_b0428.wav,RRBI,Hindi,M,the history of our westward faring race is written in it
they were babbling and chattering all together,data/l2arctic/RRBI/wav/arctic_b0430.wav,RRBI,Hindi,M,they were babbling and chattering altogether
too much he told me with ominous rolling head,data/l2arctic/RRBI/wav/arctic_b0431.wav,RRBI,Hindi,M,too much he told me with ominous rulling head
he is a candidate rising from the serf class to our class,data/l2arctic/RRBI/wav/arctic_b0432.wav,RRBI,Hindi,M,he is a candidate rising from the serf glass to our glass
we are cooking on the coal stove and on the oil burners,data/l2arctic/RRBI/wav/arctic_b0433.wav,RRBI,Hindi,M,we're cooking on the cold stuff and on the oil burners
the steward has just tendered me a respectful bit of advice,data/l2arctic/RRBI/wav/arctic_b0434.wav,RRBI,Hindi,M,the steward has just tendered me a respectful bit of advice
well did they eat,data/l2arctic/RRBI/wav/arctic_b0435.wav,RRBI,Hindi,M,melde deed
famine had been my great ally,data/l2arctic/RRBI/wav/arctic_b0436.wav,RRBI,Hindi,M,famine had been my great lie
nowhere in the north is the soil so prolific,data/l2arctic/RRBI/wav/arctic_b0437.wav,RRBI,Hindi,M,nowhere in the north is the soil so prolific
they ran the canoe in and climbed the high earth bank,data/l2arctic/RRBI/wav/arctic_b0438.wav,RRBI,Hindi,M,they ran the canoe in and climbed the high earth bank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/RRBI/wav/arctic_b0439.wav,RRBI,Hindi,M,the land exchanged its austere robes for the grab of a smiling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/RRBI/wav/arctic_b0440.wav,RRBI,Hindi,M,terver stier and bustel new phases and fresh wacts
and there was ethel baird whom also you must remember,data/l2arctic/RRBI/wav/arctic_b0441.wav,RRBI,Hindi,M,and there was etel berd whom also you must remember
he had become a man very early in life,data/l2arctic/RRBI/wav/arctic_b0442.wav,RRBI,Hindi,M,he had become a man very early in life
i did not think you would be so early,data/l2arctic/RRBI/wav/arctic_b0443.wav,RRBI,Hindi,M,i did not think you would be so early
he did not know what went on in the minds of his superiors,data/l2arctic/RRBI/wav/arctic_b0444.wav,RRBI,Hindi,M,he did not know what went on in the minds of his superiors
mops sir eagerly answered the sailor at the wheel,data/l2arctic/RRBI/wav/arctic_b0445.wav,RRBI,Hindi,M,mops sir eagerly answered the sailor rede ville
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/RRBI/wav/arctic_b0447.wav,RRBI,Hindi,M,obrion emitted a shriek that sank swiftly to a gurdling sob
sandel would never become a world champion,data/l2arctic/RRBI/wav/arctic_b0448.wav,RRBI,Hindi,M,sandals would never become a vold champion
also she wouldnt walk,data/l2arctic/RRBI/wav/arctic_b0449.wav,RRBI,Hindi,M,also she wouldn't walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/RRBI/wav/arctic_b0450.wav,RRBI,Hindi,M,to my dearest and always appreciated friend i submit myself
you used to joy ride like the very devil,data/l2arctic/RRBI/wav/arctic_b0451.wav,RRBI,Hindi,M,you used to joy right like the very devil
they saw each other for the first time in boston,data/l2arctic/RRBI/wav/arctic_b0452.wav,RRBI,Hindi,M,they saw each other for the first time in boston
isaac ford the austere soldier of the lord and the old hypocrite,data/l2arctic/RRBI/wav/arctic_b0453.wav,RRBI,Hindi,M,isaac ford the austriar soldier of the lord and the old hypocrite
eighteen he added,data/l2arctic/RRBI/wav/arctic_b0454.wav,RRBI,Hindi,M,eighteen he added
his reward should have been peace and repose,data/l2arctic/RRBI/wav/arctic_b0455.wav,RRBI,Hindi,M,his revorn should have been peace and repose
he was an amphibian and a mountaineer,data/l2arctic/RRBI/wav/arctic_b0456.wav,RRBI,Hindi,M,he was amphibian and a mountaineer
it was sanctification and salvation,data/l2arctic/RRBI/wav/arctic_b0457.wav,RRBI,Hindi,M,it was sanctification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/RRBI/wav/arctic_b0458.wav,RRBI,Hindi,M,the history of the eighteenth century is riturne earnest prompted
they are not biologists nor sociologists,data/l2arctic/RRBI/wav/arctic_b0459.wav,RRBI,Hindi,M,they are no biologicts or socialogists
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/RRBI/wav/arctic_b0460.wav,RRBI,Hindi,M,the more his opponents grew excited the more earnest deliberately excited them
by virtue of that power we shall remain in power,data/l2arctic/RRBI/wav/arctic_b0461.wav,RRBI,Hindi,M,by virtue of that pabo we shall remain in pabo
one guess will do ernest retorted,data/l2arctic/RRBI/wav/arctic_b0462.wav,RRBI,Hindi,M,one guest will do earnest retorted
i could not agree with ernest,data/l2arctic/RRBI/wav/arctic_b0464.wav,RRBI,Hindi,M,i could not agree with earnest
but such divergence of opinion would constitute no menace to society,data/l2arctic/RRBI/wav/arctic_b0465.wav,RRBI,Hindi,M,but such divergens of opinion would constitute no menance to society
it is dog eat dog and you ate them up,data/l2arctic/RRBI/wav/arctic_b0466.wav,RRBI,Hindi,M,this dog eat dog and you ate them up
let us run them for ourselves,data/l2arctic/RRBI/wav/arctic_b0467.wav,RRBI,Hindi,M,let us run them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/RRBI/wav/arctic_b0468.wav,RRBI,Hindi,M,it was introduced by representative dick of ohio
very few people knew of the existence of this law,data/l2arctic/RRBI/wav/arctic_b0469.wav,RRBI,Hindi,M,very few people knew of the existence of this law
the very thing ernest agreed,data/l2arctic/RRBI/wav/arctic_b0470.wav,RRBI,Hindi,M,the very thing honest agreed
also a fellow senator chauncey depew said,data/l2arctic/RRBI/wav/arctic_b0471.wav,RRBI,Hindi,M,also a fellow senator jonsy de furi said
ernest saw in the affair the most sinister import,data/l2arctic/RRBI/wav/arctic_b0472.wav,RRBI,Hindi,M,earnest saw in the affair the most sinister import
then there was the campaign,data/l2arctic/RRBI/wav/arctic_b0473.wav,RRBI,Hindi,M,then there was the campaign
he was manifestly distressed by my coming,data/l2arctic/RRBI/wav/arctic_b0474.wav,RRBI,Hindi,M,he was manifestly distressed by my coming
not a wheel moved in his empire,data/l2arctic/RRBI/wav/arctic_b0475.wav,RRBI,Hindi,M,not a real mood in his empire
the reorganization of these countries took the form of revolution,data/l2arctic/RRBI/wav/arctic_b0476.wav,RRBI,Hindi,M,the reorganization of these countries took the form of revolution
youre going in for grab sharing,data/l2arctic/RRBI/wav/arctic_b0477.wav,RRBI,Hindi,M,you are going in for grabsharing
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/RRBI/wav/arctic_b0478.wav,RRBI,Hindi,M,the olygrogy will encourage such ambition and the consequent competition
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/RRBI/wav/arctic_b0479.wav,RRBI,Hindi,M,violation of this law was made a high misdemeanor and punished accordingly
the task we set ourselves was threefold,data/l2arctic/RRBI/wav/arctic_b0481.wav,RRBI,Hindi,M,the dusk we set ourselves was threefold
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/RRBI/wav/arctic_b0482.wav,RRBI,Hindi,M,many other similar disconcerting omissions will be noticed in the manuscript
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/RRBI/wav/arctic_b0483.wav,RRBI,Hindi,M,the flower of the artistic an intellectual world where revolutionanists
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/RRBI/wav/arctic_b0484.wav,RRBI,Hindi,M,this the iron heel foresaw and laid its schemes accordingly
the mob came on but it could not advance,data/l2arctic/RRBI/wav/arctic_b0485.wav,RRBI,Hindi,M,the mob came on but it could not advance
but why continue the tirade for tirade it was,data/l2arctic/RRBI/wav/arctic_b0486.wav,RRBI,Hindi,M,but why continue that iread for tiread it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/RRBI/wav/arctic_b0487.wav,RRBI,Hindi,M,after all superfluous flesh is gone what is left is stringy and resistant
beyond refusing to sell us food they left us to ourselves,data/l2arctic/RRBI/wav/arctic_b0488.wav,RRBI,Hindi,M,beyond refusing to sell us food they left us to ourself
