transcription,path_to_audio,speaker_id,native_language,gender,sewd_mid_transcriptions
enjoy it he did but principally for stewards sake,data/l2arctic/YKWK/wav/arctic_a0583.wav,YKWK,Korean,M,enjoy it he did but principally for steward's sake
i have long noted your thirst unquenchable,data/l2arctic/YKWK/wav/arctic_a0584.wav,YKWK,Korean,M,i had alone noted you a thirst unquenchable
wonder if hes a lion dog charles suggested,data/l2arctic/YKWK/wav/arctic_a0585.wav,YKWK,Korean,M,wonder if he's a lion dogh chars sosecitied
we dont see ourselves as foolish,data/l2arctic/YKWK/wav/arctic_a0586.wav,YKWK,Korean,M,we don't see ourselves as foolish
he had comparatively no advantages at first,data/l2arctic/YKWK/wav/arctic_a0587.wav,YKWK,Korean,M,he had comparatively knowed vantages at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/YKWK/wav/arctic_a0588.wav,YKWK,Korean,M,he had proved it to day with his amaturies and sufphremory productions
i was sick once typhoid,data/l2arctic/YKWK/wav/arctic_a0589.wav,YKWK,Korean,M,i was sick once tifoyt
in a way he is my protege,data/l2arctic/YKWK/wav/arctic_a0590.wav,YKWK,Korean,M,in a way he is my proteszer
we are both children together,data/l2arctic/YKWK/wav/arctic_a0591.wav,YKWK,Korean,M,we ape woth children together
its only his indigestion i find fault with,data/l2arctic/YKWK/wav/arctic_a0592.wav,YKWK,Korean,M,it's only his in digestion i find fault with
shed make a good wife for the cashier,data/l2arctic/YKWK/wav/arctic_a0593.wav,YKWK,Korean,M,she'd make a good wife for the cesher
gad do i remember it,data/l2arctic/YKWK/wav/arctic_b0001.wav,YKWK,Korean,M,death do i remember it
i can see that knife now,data/l2arctic/YKWK/wav/arctic_b0003.wav,YKWK,Korean,M,i can see the knife now
when i cant see beauty in woman i want to die,data/l2arctic/YKWK/wav/arctic_b0004.wav,YKWK,Korean,M,when i can see beauty in woman i want to die
his slim fingers closed like steel about philips,data/l2arctic/YKWK/wav/arctic_b0005.wav,YKWK,Korean,M,his slim fingers closed lie still about philifs
he seized gregson by the arm and led him to the door,data/l2arctic/YKWK/wav/arctic_b0006.wav,YKWK,Korean,M,he seized the correxon by the arm and led him to the door
hear the indian dogs wailing down at churchill,data/l2arctic/YKWK/wav/arctic_b0007.wav,YKWK,Korean,M,heare the indian docks welding down at church yill
burke himself had criticized it because of the smile,data/l2arctic/YKWK/wav/arctic_b0008.wav,YKWK,Korean,M,berg himself had christsycietyd because of the smile
id say there was going to be a glorious scrap,data/l2arctic/YKWK/wav/arctic_b0009.wav,YKWK,Korean,M,i to say there was going to be a glorious scrab
he turned the map to gregson pointing with his finger,data/l2arctic/YKWK/wav/arctic_b0010.wav,YKWK,Korean,M,he turned the map to graxon pointing with his finger
his eyes never took themselves for an instant from his companions face,data/l2arctic/YKWK/wav/arctic_b0011.wav,YKWK,Korean,M,his eyes never took themselves for an instant from his companion's face
something that whittemore had not yet said thrilled him,data/l2arctic/YKWK/wav/arctic_b0012.wav,YKWK,Korean,M,something that whitmore had not yet said thrilled him
whitefish gregson whitefish and trout,data/l2arctic/YKWK/wav/arctic_b0014.wav,YKWK,Korean,M,white fiests gragton white feasts and trout
they robbed me a few years later,data/l2arctic/YKWK/wav/arctic_b0015.wav,YKWK,Korean,M,te robbed me a few years later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/YKWK/wav/arctic_b0016.wav,YKWK,Korean,M,he chuckled as he pulled out his pipe and began filling it
everything was working smoothly better than i had expected,data/l2arctic/YKWK/wav/arctic_b0017.wav,YKWK,Korean,M,everything was working smoothly better than i had expected
i was completely lost in my work,data/l2arctic/YKWK/wav/arctic_b0018.wav,YKWK,Korean,M,i was completely lost in my work
his slim hands gripped the edges of the table,data/l2arctic/YKWK/wav/arctic_b0019.wav,YKWK,Korean,M,his slim hands gripped the azze of the table
philip dropped back into his chair,data/l2arctic/YKWK/wav/arctic_b0021.wav,YKWK,Korean,M,fili dropped back into his chair
if i was out of the game it would be easily made,data/l2arctic/YKWK/wav/arctic_b0022.wav,YKWK,Korean,M,if i was out of the game it would be easily made
macdougall my engineer believes it,data/l2arctic/YKWK/wav/arctic_b0023.wav,YKWK,Korean,M,mectugo my engineer believes it
it is growing every day every hour,data/l2arctic/YKWK/wav/arctic_b0024.wav,YKWK,Korean,M,it is groying every day every hour
now you understand,data/l2arctic/YKWK/wav/arctic_b0025.wav,YKWK,Korean,M,now you understand
you have associated with some of these men,data/l2arctic/YKWK/wav/arctic_b0026.wav,YKWK,Korean,M,you have associated with some of these men
and there is no chivalry no quarter shown in this fight,data/l2arctic/YKWK/wav/arctic_b0027.wav,YKWK,Korean,M,and there is no chivalry no quarters shown in dhis fide
lord fitzhugh is the key to the whole situation,data/l2arctic/YKWK/wav/arctic_b0028.wav,YKWK,Korean,M,lord fitchu is a key to the whole situation
all operations have been carried on from montreal and toronto,data/l2arctic/YKWK/wav/arctic_b0029.wav,YKWK,Korean,M,all operations had been carried on from mantriol and turonto
gregson held a lighted match until it burnt his fingertips,data/l2arctic/YKWK/wav/arctic_b0030.wav,YKWK,Korean,M,krexon held a lighted match until it burned his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/YKWK/wav/arctic_b0031.wav,YKWK,Korean,M,krexon had seated himself under the lamp and was charpening a pencil
he caught himself with a jerk,data/l2arctic/YKWK/wav/arctic_b0032.wav,YKWK,Korean,M,he caught himself with ar jerk
how does your wager look now,data/l2arctic/YKWK/wav/arctic_b0033.wav,YKWK,Korean,M,how does your wazer look now
he confessed that the sketch had startled him,data/l2arctic/YKWK/wav/arctic_b0034.wav,YKWK,Korean,M,he confessed that the sketch had stattled him
after all the picture was only a resemblance,data/l2arctic/YKWK/wav/arctic_b0035.wav,YKWK,Korean,M,after all the picture was only a resemblance
he wondered too where roscoe was,data/l2arctic/YKWK/wav/arctic_b0036.wav,YKWK,Korean,M,he wondered too where rosko was
in her haste to get away she had forgotten these things,data/l2arctic/YKWK/wav/arctic_b0038.wav,YKWK,Korean,M,in her haste to get away she had forgotten these things
philip took a step toward gregson half determined to awaken him,data/l2arctic/YKWK/wav/arctic_b0039.wav,YKWK,Korean,M,philipp took a step toward grackson half determined to awaken him
the thought set his blood tingling,data/l2arctic/YKWK/wav/arctic_b0040.wav,YKWK,Korean,M,the thought set his blood tingling
but if pierre did not return until tomorrow,data/l2arctic/YKWK/wav/arctic_b0041.wav,YKWK,Korean,M,but if pierre did not return until to morrow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/YKWK/wav/arctic_b0042.wav,YKWK,Korean,M,ten minutes had not elapsed since he had dropped the handkerchief
it wont be for sale,data/l2arctic/YKWK/wav/arctic_b0043.wav,YKWK,Korean,M,it won't be forsell
for a few moments he ate in silence,data/l2arctic/YKWK/wav/arctic_b0044.wav,YKWK,Korean,M,for a few moments he ate in silence
philip did not pursue the subject,data/l2arctic/YKWK/wav/arctic_b0045.wav,YKWK,Korean,M,philip did not pursue the subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/YKWK/wav/arctic_b0046.wav,YKWK,Korean,M,phillyp produced a couple of sigars and took a cher opogetem
suppose you saw me at work through the window,data/l2arctic/YKWK/wav/arctic_b0047.wav,YKWK,Korean,M,suppose you saw me at work through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/YKWK/wav/arctic_b0048.wav,YKWK,Korean,M,he looked like one who had passed through an uncomfortable hour or two
there was nothing more except a large ink blot under the words,data/l2arctic/YKWK/wav/arctic_b0049.wav,YKWK,Korean,M,there was nothing more except a lawd's ink blot under the words
all this day gregson remained in the cabin,data/l2arctic/YKWK/wav/arctic_b0050.wav,YKWK,Korean,M,oldista craxonly maned in the cabin
the sixth day he spent in the cabin with gregson,data/l2arctic/YKWK/wav/arctic_b0051.wav,YKWK,Korean,M,the sixth day he spent in the cabin with a craxon
the flush was gone from her face,data/l2arctic/YKWK/wav/arctic_b0052.wav,YKWK,Korean,M,the flush was gone from a face
this is why i am am rattled he laughed,data/l2arctic/YKWK/wav/arctic_b0053.wav,YKWK,Korean,M,this is why i am amd rettled he laught
she was even more beautiful than when i saw her before,data/l2arctic/YKWK/wav/arctic_b0055.wav,YKWK,Korean,M,she was even more beautiful than when i saw her before
i will give a thousand if you produce her retorted gregson,data/l2arctic/YKWK/wav/arctic_b0056.wav,YKWK,Korean,M,i will give a thousand if you produce her detorted craxon
they have won popular sentiment through the newspapers,data/l2arctic/YKWK/wav/arctic_b0057.wav,YKWK,Korean,M,they have one populous sentiment through the newspapers
we must achieve our own salvation,data/l2arctic/YKWK/wav/arctic_b0058.wav,YKWK,Korean,M,we must achieve our own salvation
in moments of mental energy philip was restless,data/l2arctic/YKWK/wav/arctic_b0059.wav,YKWK,Korean,M,in movements of mental energy philib was restless
he would keep his faith with gregson for the promised day or two,data/l2arctic/YKWK/wav/arctic_b0060.wav,YKWK,Korean,M,he wouldn't keep his faith with graxon for the promised day or two
something about it seemed to fascinate him to challenge his presence,data/l2arctic/YKWK/wav/arctic_b0061.wav,YKWK,Korean,M,something about it seemed to fascinate him to challenge his pregence
now it was missing from the wall,data/l2arctic/YKWK/wav/arctic_b0062.wav,YKWK,Korean,M,now e was missing from the wall
he boiled himself some coffee and sat down to wait,data/l2arctic/YKWK/wav/arctic_b0063.wav,YKWK,Korean,M,he boiled himself some coffee and set down to wait
im going down there with you and im going to fight,data/l2arctic/YKWK/wav/arctic_b0064.wav,YKWK,Korean,M,i'm going down there with you and i'm going to fight
now have you got anything to say against me mister philip,data/l2arctic/YKWK/wav/arctic_b0065.wav,YKWK,Korean,M,now have you got anything to say against me mister fillek
if i meet her again i shall apologize said eileen,data/l2arctic/YKWK/wav/arctic_b0066.wav,YKWK,Korean,M,if i meet her again i shall apologize said oline
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/YKWK/wav/arctic_b0067.wav,YKWK,Korean,M,below him the shadow was broken into a pool of rippling starelight
only the chance sound had led him to observe them,data/l2arctic/YKWK/wav/arctic_b0068.wav,YKWK,Korean,M,only the chance sound had led him to observe them
could the incident have anything to do with jeanne and pierre,data/l2arctic/YKWK/wav/arctic_b0069.wav,YKWK,Korean,M,could the instant have anything to dhe wit gane and pierre
there was no chance to fire without hitting him,data/l2arctic/YKWK/wav/arctic_b0070.wav,YKWK,Korean,M,there was no chance to fire without hidding him
then he hastened on as pierre had guided him,data/l2arctic/YKWK/wav/arctic_b0072.wav,YKWK,Korean,M,then he hastened on as pierre had accrided him
with these arguments he convinced himself that he should go on alone,data/l2arctic/YKWK/wav/arctic_b0073.wav,YKWK,Korean,M,with these arguments he convinced himself that he should go on alone
yet behind them there was another and more powerful motive,data/l2arctic/YKWK/wav/arctic_b0074.wav,YKWK,Korean,M,yet behind them there was another and more powerful motive
in that case he could not miss them if he used caution,data/l2arctic/YKWK/wav/arctic_b0075.wav,YKWK,Korean,M,in their case he could not miss them if he used the caution
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/YKWK/wav/arctic_b0076.wav,YKWK,Korean,M,before phile could recover himself gien's startled guards were upon him
it is the nearest refuge,data/l2arctic/YKWK/wav/arctic_b0077.wav,YKWK,Korean,M,idius and nearest lefews
there was pride and strength the ring of triumph in his voice,data/l2arctic/YKWK/wav/arctic_b0078.wav,YKWK,Korean,M,there weres pride and strength to ring off triumph in his voice
the truth of it set jeanne quivering,data/l2arctic/YKWK/wav/arctic_b0079.wav,YKWK,Korean,M,the truth of is sat ginn kivring
tomorrow it will be strong enough for you to stand upon,data/l2arctic/YKWK/wav/arctic_b0080.wav,YKWK,Korean,M,to morrow it will be strong enough for you to stand upon
you were going to leave after you saw me on the rock,data/l2arctic/YKWK/wav/arctic_b0081.wav,YKWK,Korean,M,you were going to leave after you sal me on the rock
he bit his tongue and cursed himself at this fresh break,data/l2arctic/YKWK/wav/arctic_b0082.wav,YKWK,Korean,M,he bid his tongue and corsed himself at this fresh brike
in it there was something that was almost tragedy,data/l2arctic/YKWK/wav/arctic_b0083.wav,YKWK,Korean,M,in it there was something that was almost tragedy
your face is red with blood,data/l2arctic/YKWK/wav/arctic_b0084.wav,YKWK,Korean,M,your face is red with blood
her eyes smiled truth at him as he came up the bank,data/l2arctic/YKWK/wav/arctic_b0085.wav,YKWK,Korean,M,her eyes smiled truth at him as he came up the bank
he can care for himself,data/l2arctic/YKWK/wav/arctic_b0086.wav,YKWK,Korean,M,he can't care for himself
they will search for us between their camp and churchill,data/l2arctic/YKWK/wav/arctic_b0087.wav,YKWK,Korean,M,they were such forors between their camp and churchill
her beautiful hair was done up in shining coils,data/l2arctic/YKWK/wav/arctic_b0089.wav,YKWK,Korean,M,her beautiful haire was done off in shining coils
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/YKWK/wav/arctic_b0090.wav,YKWK,Korean,M,the churchill narrowed and its current became swifter as they progressed
for a full half minute jeanne looked at him without speaking,data/l2arctic/YKWK/wav/arctic_b0091.wav,YKWK,Korean,M,for a full half minute gienn looked at him without speaking
i want to die in it,data/l2arctic/YKWK/wav/arctic_b0092.wav,YKWK,Korean,M,i want to die in it
darkness hid him from jeanne,data/l2arctic/YKWK/wav/arctic_b0093.wav,YKWK,Korean,M,dacteness hid him from jen
and yet if she came he had no words to say,data/l2arctic/YKWK/wav/arctic_b0094.wav,YKWK,Korean,M,and yet if she came he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/YKWK/wav/arctic_b0095.wav,YKWK,Korean,M,he heard a sound which brought him quickly into consciousness of day
within himself he called it no longer his own,data/l2arctic/YKWK/wav/arctic_b0096.wav,YKWK,Korean,M,within himself he calld it no longer his own
besides that noise makes me deaf,data/l2arctic/YKWK/wav/arctic_b0097.wav,YKWK,Korean,M,besides then noise makes me deaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/YKWK/wav/arctic_b0098.wav,YKWK,Korean,M,philip looked back from the crest and saw it gein leaning over the canoe
fifty yards ahead of her were the first of the rocks,data/l2arctic/YKWK/wav/arctic_b0099.wav,YKWK,Korean,M,fifty yards ahead of her were the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/YKWK/wav/arctic_b0100.wav,YKWK,Korean,M,there was one chance and only one of saving jan
youre a devil for fighting and will surely win,data/l2arctic/YKWK/wav/arctic_b0101.wav,YKWK,Korean,M,you are devil for fighting and will surely win
i will only be in the way,data/l2arctic/YKWK/wav/arctic_b0102.wav,YKWK,Korean,M,i will only be in the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/YKWK/wav/arctic_b0103.wav,YKWK,Korean,M,he lifted his eyes and a strange cry burst from his leaps
shooting pains passed like flashes of electricity through his body,data/l2arctic/YKWK/wav/arctic_b0104.wav,YKWK,Korean,M,shooting pains passed like fleshes of electricity through his body
for a full minute the two men stared into each others face,data/l2arctic/YKWK/wav/arctic_b0106.wav,YKWK,Korean,M,for a ful minute the two men stared into each other's face
he was sure now of but few things,data/l2arctic/YKWK/wav/arctic_b0107.wav,YKWK,Korean,M,he was sure now of but few things
it was a miracle and i owe you my life,data/l2arctic/YKWK/wav/arctic_b0108.wav,YKWK,Korean,M,it was a miracle and i owe you my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/YKWK/wav/arctic_b0109.wav,YKWK,Korean,M,philip ate lightly of the food which pierre had ready for him
such men believe when they come together,data/l2arctic/YKWK/wav/arctic_b0110.wav,YKWK,Korean,M,such men belive when they come together
the journey was continued at dawn,data/l2arctic/YKWK/wav/arctic_b0111.wav,YKWK,Korean,M,the journey words continued at dawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/YKWK/wav/arctic_b0112.wav,YKWK,Korean,M,gen and pierre both gazed toward the great rock
there was something pathetic in the girls attitude now,data/l2arctic/YKWK/wav/arctic_b0113.wav,YKWK,Korean,M,there weres something pathetic in the gol's attitude now
he moved his position and the illusion was gone,data/l2arctic/YKWK/wav/arctic_b0114.wav,YKWK,Korean,M,he moved his padition and the illusion was gone
for two hours not a word passed between them,data/l2arctic/YKWK/wav/arctic_b0115.wav,YKWK,Korean,M,for two hours not a word passed between them
i had hunted along this ridge replied philip,data/l2arctic/YKWK/wav/arctic_b0116.wav,YKWK,Korean,M,i had hunted along this reach replied philip
thats thorpes said the young engineer,data/l2arctic/YKWK/wav/arctic_b0117.wav,YKWK,Korean,M,deszops said a young engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/YKWK/wav/arctic_b0118.wav,YKWK,Korean,M,we saw you alight and thought you wouldn't mind a coal
billinger may arrive in time,data/l2arctic/YKWK/wav/arctic_b0119.wav,YKWK,Korean,M,buildings tere may arrive in time
there was the hitch replied thorpe rolling a cigarette,data/l2arctic/YKWK/wav/arctic_b0120.wav,YKWK,Korean,M,therewards the hitch replied thorpe rolding a cigarette
i want my men to work by themselves,data/l2arctic/YKWK/wav/arctic_b0121.wav,YKWK,Korean,M,i wan my men to work by themselves
neither could they understand the growing disaffection among thorpes men,data/l2arctic/YKWK/wav/arctic_b0123.wav,YKWK,Korean,M,neither could they understand the croling disofection among thorpe's men
two weeks passed and in that time thorpe left camp three times,data/l2arctic/YKWK/wav/arctic_b0124.wav,YKWK,Korean,M,two weeks passed and in that time thorpe left camp three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/YKWK/wav/arctic_b0125.wav,YKWK,Korean,M,it was the third or fourth time that philif had heard mactugol swear
blood was oozing slowly from the wounded mans right breast,data/l2arctic/YKWK/wav/arctic_b0126.wav,YKWK,Korean,M,plood was oosing slowly from the woundid man's right breast
he destroyed everything that had belonged to the woman,data/l2arctic/YKWK/wav/arctic_b0127.wav,YKWK,Korean,M,he destroyed everything that had belonged to the woman
philip bent low over pierre,data/l2arctic/YKWK/wav/arctic_b0128.wav,YKWK,Korean,M,to the bant low over pierro
did thorpe go to see any one in churchill,data/l2arctic/YKWK/wav/arctic_b0129.wav,YKWK,Korean,M,did thope go to see anyone in churchyill
she saw the answer in his face,data/l2arctic/YKWK/wav/arctic_b0130.wav,YKWK,Korean,M,she sowre the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/YKWK/wav/arctic_b0131.wav,YKWK,Korean,M,thope and his men were to destroy this camp and kill you
there is no need of further detail now for you can understand,data/l2arctic/YKWK/wav/arctic_b0132.wav,YKWK,Korean,M,there's no need for further detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/YKWK/wav/arctic_b0133.wav,YKWK,Korean,M,there followed e roar that shook the earth
blind with rage he darted in,data/l2arctic/YKWK/wav/arctic_b0134.wav,YKWK,Korean,M,blined with rays he darted in
in it was the joy of life,data/l2arctic/YKWK/wav/arctic_b0135.wav,YKWK,Korean,M,in it was the joy of life
swiftly his eyes measured the situation,data/l2arctic/YKWK/wav/arctic_b0136.wav,YKWK,Korean,M,swieftly his eyes measured thestration
but this little defect did not worry him,data/l2arctic/YKWK/wav/arctic_b0137.wav,YKWK,Korean,M,but this little defect did not worry him
and then steadily he began to chew,data/l2arctic/YKWK/wav/arctic_b0138.wav,YKWK,Korean,M,and then steadily he began to cheew
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/YKWK/wav/arctic_b0140.wav,YKWK,Korean,M,they edged a nearer and stood shoulderd shoulder facing their walt
it was beating and waiting in the ambush of those black pits,data/l2arctic/YKWK/wav/arctic_b0141.wav,YKWK,Korean,M,he was beating and waiting in the ambush of those black pits
something vastly more thrilling had come into it now,data/l2arctic/YKWK/wav/arctic_b0142.wav,YKWK,Korean,M,something vastly more thrilling had come into it now
it took him half an hour to reach the edge of it,data/l2arctic/YKWK/wav/arctic_b0143.wav,YKWK,Korean,M,it took him half an hour to reach the adge of veat
but there was no longer the mother yearning in his heart,data/l2arctic/YKWK/wav/arctic_b0144.wav,YKWK,Korean,M,but there was no longer the mother yunning in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/YKWK/wav/arctic_b0145.wav,YKWK,Korean,M,besides had he not withed the big owl in the forest
after all it was simply a mistake in judgment,data/l2arctic/YKWK/wav/arctic_b0146.wav,YKWK,Korean,M,after all it was simply a mistake in judgment
had it struck squarely it would have killed him,data/l2arctic/YKWK/wav/arctic_b0147.wav,YKWK,Korean,M,had he struck squally it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/YKWK/wav/arctic_b0148.wav,YKWK,Korean,M,the indian even polked his stick into the thick ground pespruce
pebbles and dirt flew along with hair and fur,data/l2arctic/YKWK/wav/arctic_b0149.wav,YKWK,Korean,M,pillows and dirt flew along with hair and fur
and he was filled with a strange and foreboding fear,data/l2arctic/YKWK/wav/arctic_b0150.wav,YKWK,Korean,M,and he was filled with a strange and foreboading fear
it was steel a fisher trap,data/l2arctic/YKWK/wav/arctic_b0151.wav,YKWK,Korean,M,he was still of hisere trap
ow a wild dog he growled,data/l2arctic/YKWK/wav/arctic_b0152.wav,YKWK,Korean,M,ah a lise dog he grawled
he was a pariah a wanderer without a friend and a home,data/l2arctic/YKWK/wav/arctic_b0153.wav,YKWK,Korean,M,he was pryer a wanderer without a friend and a home
that is the strange part of it,data/l2arctic/YKWK/wav/arctic_b0154.wav,YKWK,Korean,M,that is the strange part of it
his freshly caught furs he flung to the floor,data/l2arctic/YKWK/wav/arctic_b0155.wav,YKWK,Korean,M,his fleshly cot furs he flung to the floor
in the crib the baby sat up and began to prattle,data/l2arctic/YKWK/wav/arctic_b0157.wav,YKWK,Korean,M,in the creep the baby set up and began to prettle
she obeyed shrinking back with the baby in her arms,data/l2arctic/YKWK/wav/arctic_b0158.wav,YKWK,Korean,M,she obeyed shrinking back with the baby in her arms
his teeth shut with a last click,data/l2arctic/YKWK/wav/arctic_b0159.wav,YKWK,Korean,M,his teeths shut with a last clake
it was over when he made his way through the ring of spectators,data/l2arctic/YKWK/wav/arctic_b0160.wav,YKWK,Korean,M,it was over when he made his way through the ring off spectators
in a flash he was on his feet facing him,data/l2arctic/YKWK/wav/arctic_b0161.wav,YKWK,Korean,M,in a flesh he was on his feet facing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/YKWK/wav/arctic_b0162.wav,YKWK,Korean,M,he thought he saw a sudar path through the fector's shoulders
the moon had already begun its westward decline,data/l2arctic/YKWK/wav/arctic_b0163.wav,YKWK,Korean,M,the moon had already begun its westward decline
they laughed like two happy children,data/l2arctic/YKWK/wav/arctic_b0164.wav,YKWK,Korean,M,they left like two happy children
he pulled and the log crashed down to break his back,data/l2arctic/YKWK/wav/arctic_b0165.wav,YKWK,Korean,M,he pulled and the log crushed down to break his back
fast but endure,data/l2arctic/YKWK/wav/arctic_b0166.wav,YKWK,Korean,M,feest but endure
a little before dawn of the day following the fire relief came,data/l2arctic/YKWK/wav/arctic_b0167.wav,YKWK,Korean,M,a little before the dawn of the day following the fire relief came
the indian felt the worship of her warm in his heart,data/l2arctic/YKWK/wav/arctic_b0168.wav,YKWK,Korean,M,the indian faugt the worship of hur warm in his heart
he drew in a deep breath as he looked at them,data/l2arctic/YKWK/wav/arctic_b0169.wav,YKWK,Korean,M,he drew in a deep breath as he looked at them
then he shouted shut up,data/l2arctic/YKWK/wav/arctic_b0170.wav,YKWK,Korean,M,then he shouted shut up
he changed his seat for a steamer reclining chair,data/l2arctic/YKWK/wav/arctic_b0171.wav,YKWK,Korean,M,he changed his seat for a steamer leclining chair
on the far corner of the compound fence a hawk brooded,data/l2arctic/YKWK/wav/arctic_b0172.wav,YKWK,Korean,M,on the far corner of the compound fence a hawk brooded
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/YKWK/wav/arctic_b0174.wav,YKWK,Korean,M,hatred and murder and lost for revenge they projessed to overflowing
sheldon glanced at the thermometer,data/l2arctic/YKWK/wav/arctic_b0175.wav,YKWK,Korean,M,sheldom glanced at the thomarmiter
ill see to poor hughie,data/l2arctic/YKWK/wav/arctic_b0176.wav,YKWK,Korean,M,olise to poor hue
her gray eyes were flashing and her lips were quivering,data/l2arctic/YKWK/wav/arctic_b0177.wav,YKWK,Korean,M,her grey eyes were flashing and her lips were kivering
also i want information,data/l2arctic/YKWK/wav/arctic_b0178.wav,YKWK,Korean,M,also i want inflarmation
let them go out and eat with my boys,data/l2arctic/YKWK/wav/arctic_b0179.wav,YKWK,Korean,M,let them go out and et with my boys
i i beg pardon he drawled,data/l2arctic/YKWK/wav/arctic_b0180.wav,YKWK,Korean,M,i i beg pardon he drolled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/YKWK/wav/arctic_b0181.wav,YKWK,Korean,M,and you preferred a conibo isle and a cartrees belt
i was in new york when the crash came,data/l2arctic/YKWK/wav/arctic_b0182.wav,YKWK,Korean,M,i was in new york when the quesh came
no i did not fall among thieves,data/l2arctic/YKWK/wav/arctic_b0183.wav,YKWK,Korean,M,no i did not fall among thieves
such things in her brain were like so many oaths on her lips,data/l2arctic/YKWK/wav/arctic_b0184.wav,YKWK,Korean,M,such things inof rain were like so many oaths on her lips
your being wrecked here has been a godsend to me,data/l2arctic/YKWK/wav/arctic_b0185.wav,YKWK,Korean,M,your being wrecked here has been a god sent to me
i cant go elsewhere by your own account,data/l2arctic/YKWK/wav/arctic_b0186.wav,YKWK,Korean,M,i can go elsewhere by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/YKWK/wav/arctic_b0187.wav,YKWK,Korean,M,or achievements we the coconats wall or levelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/YKWK/wav/arctic_b0188.wav,YKWK,Korean,M,he glanced down at her helplessly and moistened his lips
that is what distinguishes all of us from the lower animals,data/l2arctic/YKWK/wav/arctic_b0189.wav,YKWK,Korean,M,that is what distinguishes all of us from the lower animals
he also contended that better confidence was established by carrying no weapons,data/l2arctic/YKWK/wav/arctic_b0191.wav,YKWK,Korean,M,he also contended that better compudence was established by carrying no weapons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/YKWK/wav/arctic_b0192.wav,YKWK,Korean,M,oursiders are allowed five minutes speches the sick man urged
so was packards finish suicide,data/l2arctic/YKWK/wav/arctic_b0193.wav,YKWK,Korean,M,so much peckers finished suacide
joan cried with shining eyes,data/l2arctic/YKWK/wav/arctic_b0194.wav,YKWK,Korean,M,jolin cried with shining eyes
nobody knows how the natives got them,data/l2arctic/YKWK/wav/arctic_b0195.wav,YKWK,Korean,M,nobody knows how the natives got them
how can you manage all alone mister young,data/l2arctic/YKWK/wav/arctic_b0196.wav,YKWK,Korean,M,how can you manage o all alone mista young
the planters are already considering the matter,data/l2arctic/YKWK/wav/arctic_b0197.wav,YKWK,Korean,M,the planters are alleady considering the matter
i use great trouble advisedly,data/l2arctic/YKWK/wav/arctic_b0198.wav,YKWK,Korean,M,i use great trouble advised me
dear sir your second victim has fallen on schedule time,data/l2arctic/YKWK/wav/arctic_b0199.wav,YKWK,Korean,M,dear sir your second victim has fallen on scazual time
we leave the eventuality to time and law,data/l2arctic/YKWK/wav/arctic_b0200.wav,YKWK,Korean,M,we leave the eventuality to time and law
i also understand that similar branch organizations had made their appearance in europe,data/l2arctic/YKWK/wav/arctic_b0201.wav,YKWK,Korean,M,i also understand that similar branch oganizations had made their appearance in europe
society is shaken to its foundations,data/l2arctic/YKWK/wav/arctic_b0202.wav,YKWK,Korean,M,society is straken to its foundations
a month in australia would finish me,data/l2arctic/YKWK/wav/arctic_b0203.wav,YKWK,Korean,M,a month in australia would  finish me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/YKWK/wav/arctic_b0204.wav,YKWK,Korean,M,down through the perfume weighted air flutter the snowy fluffs of the cotton oos
you were destroying my life,data/l2arctic/YKWK/wav/arctic_b0205.wav,YKWK,Korean,M,you are destroying my life
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/YKWK/wav/arctic_b0206.wav,YKWK,Korean,M,horses and rifles had been hortoys camp and twell honursery
