transcription,path_to_audio,speaker_id,native_language,gender,conformer_100_rope_large_transcriptions
your fathers fifth command he nodded,data/l2arctic/HKK/wav/arctic_b0419.wav,HKK,Korean,M,your father's fifth's command he nodded
on occasion on this traverse the cape verde islands are raised,data/l2arctic/HKK/wav/arctic_b0420.wav,HKK,Korean,M,on occasion on this traverse the cape vert islands are raised
she is essentially the life giving life conserving female of the species,data/l2arctic/HKK/wav/arctic_b0421.wav,HKK,Korean,M,shrees essentially the life giving life conserving female of the species
this was when the explosion occurred,data/l2arctic/HKK/wav/arctic_b0422.wav,HKK,Korean,M,this was when the explosion occurred
also at regular intervals he would mutter,data/l2arctic/HKK/wav/arctic_b0423.wav,HKK,Korean,M,or so at regular intervers he would mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/HKK/wav/arctic_b0424.wav,HKK,Korean,M,it is verry tun of her hypothesis and we're a bare looking into
there were orange green gold green and a copper green,data/l2arctic/HKK/wav/arctic_b0425.wav,HKK,Korean,M,there were orange green gorde green and a copper green
the gabriel voice of the samurai rang out,data/l2arctic/HKK/wav/arctic_b0426.wav,HKK,Korean,M,the cavrier voice of sam rais rang out
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/HKK/wav/arctic_b0427.wav,HKK,Korean,M,the sunsets grow more bizared and spectacular of this coast of the argentine
and the eurasian chinese englishman bowed himself away,data/l2arctic/HKK/wav/arctic_b0429.wav,HKK,Korean,M,and the eurasian chinese englishman bowed himself away
they were babbling and chattering all together,data/l2arctic/HKK/wav/arctic_b0430.wav,HKK,Korean,M,they were babbling and chattering or together
too much he told me with ominous rolling head,data/l2arctic/HKK/wav/arctic_b0431.wav,HKK,Korean,M,too much he tured me with ominous rolling hat
he is a candidate rising from the serf class to our class,data/l2arctic/HKK/wav/arctic_b0432.wav,HKK,Korean,M,he is a candidate rising from the serf class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/HKK/wav/arctic_b0433.wav,HKK,Korean,M,we are cooking on the korostov and on the orovanors
the steward has just tendered me a respectful bit of advice,data/l2arctic/HKK/wav/arctic_b0434.wav,HKK,Korean,M,the steward has just tendered me a respect for pidava devise
well did they eat,data/l2arctic/HKK/wav/arctic_b0435.wav,HKK,Korean,M,will did thay eat
famine had been my great ally,data/l2arctic/HKK/wav/arctic_b0436.wav,HKK,Korean,M,femin had been my great ally
nowhere in the north is the soil so prolific,data/l2arctic/HKK/wav/arctic_b0437.wav,HKK,Korean,M,nowhere in the north is the soil so phrolific
they ran the canoe in and climbed the high earth bank,data/l2arctic/HKK/wav/arctic_b0438.wav,HKK,Korean,M,they ran the canoe in and climbed the high os bank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/HKK/wav/arctic_b0439.wav,HKK,Korean,M,the land exchanges austere robes for the garb of a smiling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/HKK/wav/arctic_b0440.wav,HKK,Korean,M,dhay or wer stir and bustle new faces and fresh facts
and there was ethel baird whom also you must remember,data/l2arctic/HKK/wav/arctic_b0441.wav,HKK,Korean,M,and there was ether bard whom also you must remember
he had become a man very early in life,data/l2arctic/HKK/wav/arctic_b0442.wav,HKK,Korean,M,he had to become a man very arly in life
i did not think you would be so early,data/l2arctic/HKK/wav/arctic_b0443.wav,HKK,Korean,M,i did not think you would be so olly
he did not know what went on in the minds of his superiors,data/l2arctic/HKK/wav/arctic_b0444.wav,HKK,Korean,M,he did not know what went on in the minds of his superiors
some one had thrust a large sheath knife into his hand,data/l2arctic/HKK/wav/arctic_b0446.wav,HKK,Korean,M,some one hath thrust a large sheath knife into his hand
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/HKK/wav/arctic_b0447.wav,HKK,Korean,M,o'brien emitted a shrik that sank swiftly to a gurgling sob
sandel would never become a world champion,data/l2arctic/HKK/wav/arctic_b0448.wav,HKK,Korean,M,sandel would never become a world champion
also she wouldnt walk,data/l2arctic/HKK/wav/arctic_b0449.wav,HKK,Korean,M,or so she woulden't walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/HKK/wav/arctic_b0450.wav,HKK,Korean,M,to my dearest and always appreciated friends i submend myself
you used to joy ride like the very devil,data/l2arctic/HKK/wav/arctic_b0451.wav,HKK,Korean,M,he used to joy right like the very devil h
they saw each other for the first time in boston,data/l2arctic/HKK/wav/arctic_b0452.wav,HKK,Korean,M,they saw each other for the first time in boston
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/HKK/wav/arctic_b0453.wav,HKK,Korean,M,isac ford the austere surder of the load the oud hypocrite
eighteen he added,data/l2arctic/HKK/wav/arctic_b0454.wav,HKK,Korean,M,eighteen he added
his reward should have been peace and repose,data/l2arctic/HKK/wav/arctic_b0455.wav,HKK,Korean,M,his revwoirt should har win peace and repose
he was an amphibian and a mountaineer,data/l2arctic/HKK/wav/arctic_b0456.wav,HKK,Korean,M,he was an ampivion and mountaineer
it was sanctification and salvation,data/l2arctic/HKK/wav/arctic_b0457.wav,HKK,Korean,M,i was o sanctification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/HKK/wav/arctic_b0458.wav,HKK,Korean,M,the history of the eighteenth century is written earnest prompted
they are not biologists nor sociologists,data/l2arctic/HKK/wav/arctic_b0459.wav,HKK,Korean,M,they are not biologist nor sociologist
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/HKK/wav/arctic_b0460.wav,HKK,Korean,M,the more his opponents grew excited the more ernest deliberately excited them
by virtue of that power we shall remain in power,data/l2arctic/HKK/wav/arctic_b0461.wav,HKK,Korean,M,by virtue of the power we shall remain in power
take my advice and accept the vacation,data/l2arctic/HKK/wav/arctic_b0463.wav,HKK,Korean,M,take my advice and accept a vacation
i could not agree with ernest,data/l2arctic/HKK/wav/arctic_b0464.wav,HKK,Korean,M,i could not agree with ernest
but such divergence of opinion would constitute no menace to society,data/l2arctic/HKK/wav/arctic_b0465.wav,HKK,Korean,M,but such divergence of opinion would constitute no menace to society
it is dog eat dog and you ate them up,data/l2arctic/HKK/wav/arctic_b0466.wav,HKK,Korean,M,it is dog it top and you ate them off
let us run them for ourselves,data/l2arctic/HKK/wav/arctic_b0467.wav,HKK,Korean,M,let us run them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/HKK/wav/arctic_b0468.wav,HKK,Korean,M,andwas introduced by representative dica ohio
very few people knew of the existence of this law,data/l2arctic/HKK/wav/arctic_b0469.wav,HKK,Korean,M,very few fiffer knew of the existence of this law
the very thing ernest agreed,data/l2arctic/HKK/wav/arctic_b0470.wav,HKK,Korean,M,the very thing earnest agree
also a fellow senator chauncey depew said,data/l2arctic/HKK/wav/arctic_b0471.wav,HKK,Korean,M,also a fellow senator chunsey dbw sett
ernest saw in the affair the most sinister import,data/l2arctic/HKK/wav/arctic_b0472.wav,HKK,Korean,M,arnesto in the fair most sinister import
then there was the campaign,data/l2arctic/HKK/wav/arctic_b0473.wav,HKK,Korean,M,than d'er wast campaign
he was manifestly distressed by my coming,data/l2arctic/HKK/wav/arctic_b0474.wav,HKK,Korean,M,he was manifestedly distrased by my coming
not a wheel moved in his empire,data/l2arctic/HKK/wav/arctic_b0475.wav,HKK,Korean,M,not a will moved in his empire
the reorganization of these countries took the form of revolution,data/l2arctic/HKK/wav/arctic_b0476.wav,HKK,Korean,M,the reorganigation of these countries took the form of levolution
youre going in for grab sharing,data/l2arctic/HKK/wav/arctic_b0477.wav,HKK,Korean,M,you are going in for grab sharing
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/HKK/wav/arctic_b0478.wav,HKK,Korean,M,the oligarchy will encourage such ambition and consequent competition
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/HKK/wav/arctic_b0480.wav,HKK,Korean,M,without this caution it was ageant provocatier who caused the pasant revert
the task we set ourselves was threefold,data/l2arctic/HKK/wav/arctic_b0481.wav,HKK,Korean,M,the task we set ourselves was three forward
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/HKK/wav/arctic_b0482.wav,HKK,Korean,M,many other similar disconcerting omissions will be noticed in the manuscript
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/HKK/wav/arctic_b0483.wav,HKK,Korean,M,the flower of the artistic and intellectual world were levolutionists
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/HKK/wav/arctic_b0484.wav,HKK,Korean,M,these the iyonned hill fursot and ladies schemes accordingly
the mob came on but it could not advance,data/l2arctic/HKK/wav/arctic_b0485.wav,HKK,Korean,M,the mob came on but it could not advance
but why continue the tirade for tirade it was,data/l2arctic/HKK/wav/arctic_b0486.wav,HKK,Korean,M,but why continue the tyrate for tyrate it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/HKK/wav/arctic_b0487.wav,HKK,Korean,M,after our suphurfluid flash is gone what is left is stringy and resistent
beyond refusing to sell us food they left us to ourselves,data/l2arctic/HKK/wav/arctic_b0488.wav,HKK,Korean,M,beyond refusing to sare us food they left us to ourselves
he was a merry monarch especially so for an asiatic,data/l2arctic/HKK/wav/arctic_b0489.wav,HKK,Korean,M,he was a merry monarch especially so for an assiatic
what an excited whispering and conferring took place,data/l2arctic/HKK/wav/arctic_b0490.wav,HKK,Korean,M,what an excited whispering and comforting took place
jacob brinker who was his road mate brought the news,data/l2arctic/HKK/wav/arctic_b0491.wav,HKK,Korean,M,jacco plinker who was his roat mate brought the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/HKK/wav/arctic_b0492.wav,HKK,Korean,M,thassytondotannits and jargon of psychology back of me
you yellow giant thing of the frost,data/l2arctic/HKK/wav/arctic_b0493.wav,HKK,Korean,M,you yellow giant fiend of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/HKK/wav/arctic_b0494.wav,HKK,Korean,M,never so strange a prophet came to the jerusalem
who have endured so much surely can endure a little more,data/l2arctic/HKK/wav/arctic_b0495.wav,HKK,Korean,M,whilld have endured so much surely can endure a lidr more
our great drawback to farming in california is our long dry summer,data/l2arctic/HKK/wav/arctic_b0497.wav,HKK,Korean,M,our great drive back to firming in california is our long dry summer
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/HKK/wav/arctic_b0498.wav,HKK,Korean,M,i remembered the red wine of italian lancho and shuddered inwardly
i said and dismissed the matter as not worth thinking about,data/l2arctic/HKK/wav/arctic_b0499.wav,HKK,Korean,M,i said and dismissed the matter as not worth thinking about
then came my boy code,data/l2arctic/HKK/wav/arctic_b0500.wav,HKK,Korean,M,den came my boy coat
and whatever i ranged the way lay along alcohol drenched roads,data/l2arctic/HKK/wav/arctic_b0501.wav,HKK,Korean,M,and whatever i ranged the way lay along alcuo drenched rods
and as we hurried up town joe goose explained,data/l2arctic/HKK/wav/arctic_b0502.wav,HKK,Korean,M,and as we heard of town jo goose explained
the scents of strange vegetation blew off the tropic land,data/l2arctic/HKK/wav/arctic_b0503.wav,HKK,Korean,M,the scents of strange vegetation blew off the trophic lands
the life there was healthful and athletic but too juvenile,data/l2arctic/HKK/wav/arctic_b0504.wav,HKK,Korean,M,the life there was however an aphyleric but too juvenile
how valiantly i went at it that first day,data/l2arctic/HKK/wav/arctic_b0505.wav,HKK,Korean,M,how valiantly i went at it that first day
it would help to tide me along until i got steady employment,data/l2arctic/HKK/wav/arctic_b0506.wav,HKK,Korean,M,it would heav to tide me along unto i got steady employment
did i possess too much vitality,data/l2arctic/HKK/wav/arctic_b0507.wav,HKK,Korean,M,did i possess too much vitality
in his anxiety and solicitude and love they did not count,data/l2arctic/HKK/wav/arctic_b0508.wav,HKK,Korean,M,in his anxiety and solicitude in love they did not count
he had fulfilled his duty and paid properly,data/l2arctic/HKK/wav/arctic_b0509.wav,HKK,Korean,M,he had fulfilled his duty and paid profitly
he knew what taboos he was violating,data/l2arctic/HKK/wav/arctic_b0510.wav,HKK,Korean,M,he knew what taboos he was violating
do you value your hide,data/l2arctic/HKK/wav/arctic_b0511.wav,HKK,Korean,M,do you value your height
you should have seen them when they heard me spitting chinook,data/l2arctic/HKK/wav/arctic_b0512.wav,HKK,Korean,M,you should have seen them when they heard me spitting chinup
the women they carried away with them to the big valley,data/l2arctic/HKK/wav/arctic_b0241.wav,HKK,Korean,M,the women they carried away with them to the big felly
you fired me out of your house in short,data/l2arctic/HKK/wav/arctic_b0258.wav,HKK,Korean,M,you fired me out of your house in short
but i did not enjoy it long,data/l2arctic/HKK/wav/arctic_b0275.wav,HKK,Korean,M,but i did not enjoy the long
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/HKK/wav/arctic_b0292.wav,HKK,Korean,M,the firemen whirl animar skins round their waists and across their shoulders
nor was elam harnish an exception,data/l2arctic/HKK/wav/arctic_b0309.wav,HKK,Korean,M,nor was the lame harnish an exception
our mister howison will call upon you at your hotel,data/l2arctic/HKK/wav/arctic_b0326.wav,HKK,Korean,M,our mister howaissen recal upon you at your hotel
how are are you going to do it,data/l2arctic/HKK/wav/arctic_b0343.wav,HKK,Korean,M,how are are you going to do that
this state of mind comes of an undue prominence of the ego,data/l2arctic/HKK/wav/arctic_b0360.wav,HKK,Korean,M,this state of mind comes of an undue prominence of the ego
a scarlet loincloth completed his costume,data/l2arctic/HKK/wav/arctic_b0377.wav,HKK,Korean,M,discolored loin cloth completed his costume
the boy hesitated then mastered his temper,data/l2arctic/HKK/wav/arctic_b0394.wav,HKK,Korean,M,the bully agitated then master'd his temper
he gave no reason but his motive was obvious enough,data/l2arctic/HKK/wav/arctic_b0411.wav,HKK,Korean,M,he gave no reason but his motive was obvious enough
the history of our westward faring race is written in it,data/l2arctic/HKK/wav/arctic_b0428.wav,HKK,Korean,M,the history of our west o worfaring waste is written in it
mops sir eagerly answered the sailor at the wheel,data/l2arctic/HKK/wav/arctic_b0445.wav,HKK,Korean,M,mop sir agely answered the sailor at the weel
one guess will do ernest retorted,data/l2arctic/HKK/wav/arctic_b0462.wav,HKK,Korean,M,one das will low arnius retorted
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/HKK/wav/arctic_b0479.wav,HKK,Korean,M,violation of this law was made a high misdemeanor and punished accordingly
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/HKK/wav/arctic_b0496.wav,HKK,Korean,M,i have seen myself that one man contemplated by pascar's philosophicai
he plodded on for half an hour when the hallucination arose again,data/l2arctic/HKK/wav/arctic_b0513.wav,HKK,Korean,M,he plodded on for half an hour when the hallucination arose again
you can take a vacation on pay,data/l2arctic/HKK/wav/arctic_a0272.wav,HKK,Korean,M,you can take a vacation on pay
he may anticipate the day of his death,data/l2arctic/HKK/wav/arctic_a0544.wav,HKK,Korean,M,he may anticipate the day of his death
but to culture the revolution thus far had exhausted the junta,data/l2arctic/HKK/wav/arctic_b0224.wav,HKK,Korean,M,but to curture the levolution thus far has exhausted the juncta
tomorrow or next day it might be gone,data/l2arctic/HKK/wav/arctic_b0514.wav,HKK,Korean,M,to morrow or next day it might be gone
but already he had composed himself,data/l2arctic/HKK/wav/arctic_b0515.wav,HKK,Korean,M,but already he had composed himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/HKK/wav/arctic_b0516.wav,HKK,Korean,M,zilla relaxed her sour mouth long enough to sigh her satisfaction
eggshell is not good to eat,data/l2arctic/HKK/wav/arctic_b0517.wav,HKK,Korean,M,ex show as not good to it
but there was also talk of witchcraft in the village,data/l2arctic/HKK/wav/arctic_b0518.wav,HKK,Korean,M,but there was also talk of witchcraft in the village
yea i will tell thee,data/l2arctic/HKK/wav/arctic_b0519.wav,HKK,Korean,M,yea i will tell thee
hans hurled himself upon the prostrate man striking madly with his fists,data/l2arctic/HKK/wav/arctic_b0520.wav,HKK,Korean,M,hans hurld himself upon the prostrate man striking madly with his fist
and he thought of oona and of her words,data/l2arctic/HKK/wav/arctic_b0521.wav,HKK,Korean,M,and he thought of ona and of her words
nor would it thaw out his hands and feet,data/l2arctic/HKK/wav/arctic_b0522.wav,HKK,Korean,M,nor would he throw out his hands and feet
the russian music player the count was her obedient slave,data/l2arctic/HKK/wav/arctic_b0523.wav,HKK,Korean,M,the russian music player the cont was her obedient slave
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/HKK/wav/arctic_b0524.wav,HKK,Korean,M,so far as flax were concerned they were beyond or jurisdictions or
new idea he volunteered brand new idea,data/l2arctic/HKK/wav/arctic_b0525.wav,HKK,Korean,M,new idear he volunteered bran neu idear
thirty pounds said the captain with finality,data/l2arctic/HKK/wav/arctic_b0526.wav,HKK,Korean,M,thirty pounds sad a captain with finality
the very idea of it was preposterous,data/l2arctic/HKK/wav/arctic_b0527.wav,HKK,Korean,M,the very idea of it was preposterous
captain doanes orders were swiftly obeyed,data/l2arctic/HKK/wav/arctic_b0528.wav,HKK,Korean,M,captain donne's orders were swiftly obeyed
come on del mar challenged,data/l2arctic/HKK/wav/arctic_b0529.wav,HKK,Korean,M,come on daremar challenge it
he had a big chimpanzee that was a winner,data/l2arctic/HKK/wav/arctic_b0530.wav,HKK,Korean,M,he had a big chimpanjee that was a winner
im sure it must have been some adventure,data/l2arctic/HKK/wav/arctic_b0531.wav,HKK,Korean,M,i'm sure it must ha been some adventure or
that longfellow chap most likely had written countless books of poetry,data/l2arctic/HKK/wav/arctic_b0532.wav,HKK,Korean,M,that long fellow chap most likely had written countless books of poetry
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/HKK/wav/arctic_b0533.wav,HKK,Korean,M,his abnomal power of vision made abstractions take on concrete form
i will tell you the librarian said with a brightening face,data/l2arctic/HKK/wav/arctic_b0534.wav,HKK,Korean,M,iwill tell you the rivarian said with a brightening face
he read his fragments aloud,data/l2arctic/HKK/wav/arctic_b0535.wav,HKK,Korean,M,he rad his fragments aloud
typhoid did i tell you,data/l2arctic/HKK/wav/arctic_b0536.wav,HKK,Korean,M,type for it did i tell you
but she had become an automaton,data/l2arctic/HKK/wav/arctic_b0537.wav,HKK,Korean,M,but she had to become an automaton
at the best they were necessary accessories,data/l2arctic/HKK/wav/arctic_b0538.wav,HKK,Korean,M,at the best they were necessary accessaries
you were making them talk shop ruth charged him,data/l2arctic/HKK/wav/arctic_b0539.wav,HKK,Korean,M,you are making them talk shop rousse charged him
author of the danger trail philip steels etc,data/l2arctic/YDCK/wav/arctic_a0001.wav,YDCK,Korean,F,othur up the danger trail philip steills et cetera
not at this particular case tom apologized whittemore,data/l2arctic/YDCK/wav/arctic_a0002.wav,YDCK,Korean,F,not at this particular case tom apologized whitmore
for the twentieth time that evening the two men shook hands,data/l2arctic/YDCK/wav/arctic_a0003.wav,YDCK,Korean,F,for the twentieth time that evening the two men sook hands
lord but im glad to see you again phil,data/l2arctic/YDCK/wav/arctic_a0004.wav,YDCK,Korean,F,lord but i'm glad to see you again phiel
will we ever forget it,data/l2arctic/YDCK/wav/arctic_a0005.wav,YDCK,Korean,F,will we ever forget it nerr
god bless em i hope ill go on seeing them forever,data/l2arctic/YDCK/wav/arctic_a0006.wav,YDCK,Korean,F,god bless em i hope i'll go on seeing them for ever iver
and you always want to see it in the superlative degree,data/l2arctic/YDCK/wav/arctic_a0007.wav,YDCK,Korean,F,and you always want to sit in the superlative degree h
gad your letter came just in time,data/l2arctic/YDCK/wav/arctic_a0008.wav,YDCK,Korean,F,gad to your letter it came just in time
he turned sharply and faced gregson across the table,data/l2arctic/YDCK/wav/arctic_a0009.wav,YDCK,Korean,F,he turned sharply and faced graxon across the table
im playing a single hand in what looks like a losing game,data/l2arctic/YDCK/wav/arctic_a0010.wav,YDCK,Korean,F,i'm playing a single hand in what looks like a losing game
if i ever needed a fighter in my life i need one now,data/l2arctic/YDCK/wav/arctic_a0011.wav,YDCK,Korean,F,if i ever knitted a fighter in my life i knit one now
gregson shoved back his chair and rose to his feet,data/l2arctic/YDCK/wav/arctic_a0012.wav,YDCK,Korean,F,greggson shoved back his chair and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/YDCK/wav/arctic_a0013.wav,YDCK,Korean,F,he was a head shorter than his companion of almost dedicate physic
now youre coming down to business phil he exclaimed,data/l2arctic/YDCK/wav/arctic_a0014.wav,YDCK,Korean,F,now you're coming down to businessville he exclaimed
its the aurora borealis,data/l2arctic/YDCK/wav/arctic_a0015.wav,YDCK,Korean,F,is the aurora borialis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/YDCK/wav/arctic_a0016.wav,YDCK,Korean,F,there's a fall church chill a ripple shot beyond the reach a slip
there was a change now,data/l2arctic/YDCK/wav/arctic_a0018.wav,YDCK,Korean,F,there was a trains now e
i followed the line of the proposed railroad looking for chances,data/l2arctic/YDCK/wav/arctic_a0019.wav,YDCK,Korean,F,i followed the line of the proposed rel load looking for chances there were
clubs and balls and cities grew to be only memories,data/l2arctic/YDCK/wav/arctic_a0020.wav,YDCK,Korean,F,clops and balls and cities grew to be only memories e wr
it fairly clubbed me into recognizing it,data/l2arctic/YDCK/wav/arctic_a0021.wav,YDCK,Korean,F,it fairly clopp'd me into recognizing it werer
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/YDCK/wav/arctic_a0022.wav,YDCK,Korean,F,hardly were our plans made public before we were met by powerful opposition
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/YDCK/wav/arctic_a0023.wav,YDCK,Korean,F,a combination of canadian capital quickly organized and petitions for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/YDCK/wav/arctic_a0024.wav,YDCK,Korean,F,itwas my reports from the nurse which chiefly induced people to buy rd
i was about to do this when cooler judgment prevailed,data/l2arctic/YDCK/wav/arctic_a0025.wav,YDCK,Korean,F,i was about to do this when cooler judgment prevailed e
it occurred to me that there would have to be an accounting,data/l2arctic/YDCK/wav/arctic_a0026.wav,YDCK,Korean,F,it occurred to me that there ould have to be an accounting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/YDCK/wav/arctic_a0027.wav,YDCK,Korean,F,to my surprise he began to show actor enthusiasm in my favour
robbery bribery fraud,data/l2arctic/YDCK/wav/arctic_a0028.wav,YDCK,Korean,F,robbery bribery fraud er erder
their forces were already moving into the north country,data/l2arctic/YDCK/wav/arctic_a0029.wav,YDCK,Korean,F,their forces were already moving into the north country
i had faith in them,data/l2arctic/YDCK/wav/arctic_a0030.wav,YDCK,Korean,F,i had faith in them
they were three hundred yards apart,data/l2arctic/YDCK/wav/arctic_a0031.wav,YDCK,Korean,F,they are three hundred yards apart
since then some mysterious force has been fighting us at every step,data/l2arctic/YDCK/wav/arctic_a0032.wav,YDCK,Korean,F,since then some mysterious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/YDCK/wav/arctic_a0033.wav,YDCK,Korean,F,he unfolded a long typewritten letter and handed it to gregson nd
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/YDCK/wav/arctic_a0035.wav,YDCK,Korean,F,he stopped and philip nodded at the horrified caution in his eyes
she turned in at the hotel,data/l2arctic/YDCK/wav/arctic_a0036.wav,YDCK,Korean,F,she tunned in at the hotel
i was the only one who remained sitting,data/l2arctic/YDCK/wav/arctic_a0037.wav,YDCK,Korean,F,i was the only one who remained sitting  r
we will have to watch our chances,data/l2arctic/YDCK/wav/arctic_a0038.wav,YDCK,Korean,F,we will have to watch our chances
the ship should be in within a week or ten days,data/l2arctic/YDCK/wav/arctic_a0039.wav,YDCK,Korean,F,the ship should a in widin a week or ten days
i suppose you wonder why she is coming up here,data/l2arctic/YDCK/wav/arctic_a0040.wav,YDCK,Korean,F,i suppose you wonder why she's coming up here
meanwhile i will go out to breathe a spell,data/l2arctic/YDCK/wav/arctic_a0041.wav,YDCK,Korean,F,meanwhile i will go out to breathe a spell e
how could he explain his possession of the sketch,data/l2arctic/YDCK/wav/arctic_a0042.wav,YDCK,Korean,F,how could he explain his possession of the sketch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/YDCK/wav/arctic_a0043.wav,YDCK,Korean,F,it seemed nearer to him since he had seen and talked with greagson
her own betrayal of herself was like tonic to philip,data/l2arctic/YDCK/wav/arctic_a0044.wav,YDCK,Korean,F,her own betrayer of herself was like tonic to philip  her
he moved away as quietly as he had come,data/l2arctic/YDCK/wav/arctic_a0045.wav,YDCK,Korean,F,he moved away as quietly as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/YDCK/wav/arctic_a0046.wav,YDCK,Korean,F,the girl faced him her eyes shining with sudden fear
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/YDCK/wav/arctic_a0047.wav,YDCK,Korean,F,close beside him gleamed the white fang of the wolf dog
he looked at the handkerchief more closely,data/l2arctic/YDCK/wav/arctic_a0048.wav,YDCK,Korean,F,he looked at tho handkerchieph more closely ere
gregson was asleep when he reentered the cabin,data/l2arctic/YDCK/wav/arctic_a0049.wav,YDCK,Korean,F,greggson was asleep when he re entered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/YDCK/wav/arctic_a0050.wav,YDCK,Korean,F,in spite of their absurdity the words affected philip curiously
it was a curious coincidence,data/l2arctic/YDCK/wav/arctic_a0052.wav,YDCK,Korean,F,it was a curious coincidence bh
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/YDCK/wav/arctic_a0053.wav,YDCK,Korean,F,suddenly his fingers closed tigtly over the handkerchief underer
there was nothing on the rock,data/l2arctic/YDCK/wav/arctic_a0054.wav,YDCK,Korean,F,there is nothing on the rock h
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/YDCK/wav/arctic_a0055.wav,YDCK,Korean,F,philip stood undecided his ears strained to catch the slightest sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/YDCK/wav/arctic_a0056.wav,YDCK,Korean,F,pierce's little eyes were fixed on him shrewdly
i have no idea replied philip,data/l2arctic/YDCK/wav/arctic_a0057.wav,YDCK,Korean,F,i have no idea replied philip
i came for information more out of curiosity than anything else,data/l2arctic/YDCK/wav/arctic_a0058.wav,YDCK,Korean,F,i came for information more out of curiosity than anything else
his immaculate appearance was gone,data/l2arctic/YDCK/wav/arctic_a0059.wav,YDCK,Korean,F,his immarticulate appearance was gone werrror
anyway no one saw her like that,data/l2arctic/YDCK/wav/arctic_a0060.wav,YDCK,Korean,F,anyway no one saw her like that hr
philip snatched at the letter which gregson held out to him,data/l2arctic/YDCK/wav/arctic_a0061.wav,YDCK,Korean,F,philip snatched at the letter which gragson held out to him
the men stared into each others face,data/l2arctic/YDCK/wav/arctic_a0062.wav,YDCK,Korean,F,the men stared into each other's face
yes it was a man who asked a stranger,data/l2arctic/YDCK/wav/arctic_a0063.wav,YDCK,Korean,F,yes it was a man who asked a stranger h
the fourth and fifth days passed without any developments,data/l2arctic/YDCK/wav/arctic_a0064.wav,YDCK,Korean,F,the fourth and fifth days passed without any developments orer
they closed now until his fingers were like cords of steel,data/l2arctic/YDCK/wav/arctic_a0065.wav,YDCK,Korean,F,tay close now until his fingers will like coarse f still
he saw jeanne falter for a moment,data/l2arctic/YDCK/wav/arctic_a0066.wav,YDCK,Korean,F,he saw jennie falter for a moment er
surely i will excuse you she cried,data/l2arctic/YDCK/wav/arctic_a0067.wav,YDCK,Korean,F,surely i will excuse you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/YDCK/wav/arctic_a0017.wav,YDCK,Korean,F,from that moment his friendship for belysse turns to hatreds and jealousy terrer
men of seldens stamp dont stop at women and children,data/l2arctic/YDCK/wav/arctic_a0034.wav,YDCK,Korean,F,men of sheldens stamp don't stop at women and children andr
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/YDCK/wav/arctic_a0051.wav,YDCK,Korean,F,the race was of a delicate ivory colour faintly tinted with yellow
in a flash philip followed its direction,data/l2arctic/YDCK/wav/arctic_a0068.wav,YDCK,Korean,F,in a flesh filly followed its direction in
