transcription,path_to_audio,speaker_id,native_language,gender,whisper_base_transcriptions
im sure it must have been some adventure,data/l2arctic/RRBI/wav/arctic_b0531.wav,RRBI,Hindi,M,i'm sure it must have been some adventure.!!
that longfellow chap most likely had written countless books of poetry,data/l2arctic/RRBI/wav/arctic_b0532.wav,RRBI,Hindi,M,that long fellow chap most likely had written countless books of poetry.!!
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/RRBI/wav/arctic_b0533.wav,RRBI,Hindi,M,his abnormal power of vision made abstractions take on concrete form.!!
ill tell you the librarian said with a brightening face,data/l2arctic/RRBI/wav/arctic_b0534.wav,RRBI,Hindi,M,i'll tell you the librarian said with a brightening face.!!
he read his fragments aloud,data/l2arctic/RRBI/wav/arctic_b0535.wav,RRBI,Hindi,M,he read his fragments aloud.!!
typhoid did i tell you,data/l2arctic/RRBI/wav/arctic_b0536.wav,RRBI,Hindi,M,"typhoid, did i tell you?!!"
but she had become an automaton,data/l2arctic/RRBI/wav/arctic_b0537.wav,RRBI,Hindi,M,but she had become an automation.!!
at the best they were necessary accessories,data/l2arctic/RRBI/wav/arctic_b0538.wav,RRBI,Hindi,M,at the best they were necessary accessories.!!
you were making them talk shop ruth charged him,data/l2arctic/RRBI/wav/arctic_b0539.wav,RRBI,Hindi,M,you were making them talk shop ruth charged him.!!
author of the danger trail philip steels etc,data/l2arctic/SVBI/wav/arctic_a0001.wav,SVBI,Hindi,F,"author of danger trail, philipp steals etc.!!"
not at this particular case tom apologized whittemore,data/l2arctic/SVBI/wav/arctic_a0002.wav,SVBI,Hindi,F,not at this particular case term apologised with a more.!!
for the twentieth time that evening the two men shook hands,data/l2arctic/SVBI/wav/arctic_a0003.wav,SVBI,Hindi,F,for the 20th time that evening the two men shook hands.!!
lord but im glad to see you again phil,data/l2arctic/SVBI/wav/arctic_a0004.wav,SVBI,Hindi,F,lord but i'm glad to see you again phil.!!
will we ever forget it,data/l2arctic/SVBI/wav/arctic_a0005.wav,SVBI,Hindi,F,we'll be able to forget it.!!
god bless em i hope ill go on seeing them forever,data/l2arctic/SVBI/wav/arctic_a0006.wav,SVBI,Hindi,F,god bless him. i hope i will go on seeing them forever.!!
and you always want to see it in the superlative degree,data/l2arctic/SVBI/wav/arctic_a0007.wav,SVBI,Hindi,F,and you always want to see it in the superlative degree.!!
gad your letter came just in time,data/l2arctic/SVBI/wav/arctic_a0008.wav,SVBI,Hindi,F,god your letter came just in time.!!
he turned sharply and faced gregson across the table,data/l2arctic/SVBI/wav/arctic_a0009.wav,SVBI,Hindi,F,he turned sharply and faced gregson across the table.!!
im playing a single hand in what looks like a losing game,data/l2arctic/SVBI/wav/arctic_a0010.wav,SVBI,Hindi,F,i'm playing a single hand in what looks like a losing game.!!
if i ever needed a fighter in my life i need one now,data/l2arctic/SVBI/wav/arctic_a0011.wav,SVBI,Hindi,F,"if i ever needed a fighter in my life, i need one now.!!"
gregson shoved back his chair and rose to his feet,data/l2arctic/SVBI/wav/arctic_a0012.wav,SVBI,Hindi,F,gregson showed back his chair and rose to his feet.!!
he was a head shorter than his companion of almost delicate physique,data/l2arctic/SVBI/wav/arctic_a0013.wav,SVBI,Hindi,F,he was a head shorter than his companion of almost delicate physics.!!
now youre coming down to business phil he exclaimed,data/l2arctic/SVBI/wav/arctic_a0014.wav,SVBI,Hindi,F,"now you are coming down to business, phil. he exclaimed.!!"
its the aurora borealis,data/l2arctic/SVBI/wav/arctic_a0015.wav,SVBI,Hindi,F,it's the aurora borielis.!!
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/SVBI/wav/arctic_a0016.wav,SVBI,Hindi,F,"there's fort churchill, a rifle shot beyond the ridge. i sleep.!!"
there was a change now,data/l2arctic/SVBI/wav/arctic_a0018.wav,SVBI,Hindi,F,there was a change now.!!
i followed the line of the proposed railroad looking for chances,data/l2arctic/SVBI/wav/arctic_a0019.wav,SVBI,Hindi,F,i followed the line of the proposed railroad looking for chances.!!
clubs and balls and cities grew to be only memories,data/l2arctic/SVBI/wav/arctic_a0020.wav,SVBI,Hindi,F,clubs and balls and cities grew to be only memories.
it fairly clubbed me into recognizing it,data/l2arctic/SVBI/wav/arctic_a0021.wav,SVBI,Hindi,F,it fairly clubbed me into recognizing it.
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/SVBI/wav/arctic_a0022.wav,SVBI,Hindi,F,hardly were our plans made public before we were made by powerful opposition.
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/SVBI/wav/arctic_a0023.wav,SVBI,Hindi,F,a combination of canadian capital quickly organized and petitioned for the same privileges.
it was my reports from the north which chiefly induced people to buy,data/l2arctic/SVBI/wav/arctic_a0024.wav,SVBI,Hindi,F,it was my reports from the north which chiefly induced people to buy.
i was about to do this when cooler judgment prevailed,data/l2arctic/SVBI/wav/arctic_a0025.wav,SVBI,Hindi,F,i was about to do this when cooler judgment prevailed.
it occurred to me that there would have to be an accounting,data/l2arctic/SVBI/wav/arctic_a0026.wav,SVBI,Hindi,F,it occurred to me that there would have to be an accounting.
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/SVBI/wav/arctic_a0027.wav,SVBI,Hindi,F,"to my surprise, he began to show actual enthusiasm in my favor."
robbery bribery fraud,data/l2arctic/SVBI/wav/arctic_a0028.wav,SVBI,Hindi,F,robbery bribery short
their forces were already moving into the north country,data/l2arctic/SVBI/wav/arctic_a0029.wav,SVBI,Hindi,F,their forces were already moving into the north country.
i had faith in them,data/l2arctic/SVBI/wav/arctic_a0030.wav,SVBI,Hindi,F,i had faith in them.
they were three hundred yards apart,data/l2arctic/SVBI/wav/arctic_a0031.wav,SVBI,Hindi,F,they were 300 yards apart.
since then some mysterious force has been fighting us at every step,data/l2arctic/SVBI/wav/arctic_a0032.wav,SVBI,Hindi,F,since then some mysterious force has been fighting us at every step.
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/SVBI/wav/arctic_a0033.wav,SVBI,Hindi,F,"he unfolded a long, typewritten letter and handed it to grickson."
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/SVBI/wav/arctic_a0035.wav,SVBI,Hindi,F,he stopped and philip nodded at the horrified question in his eyes.
she turned in at the hotel,data/l2arctic/SVBI/wav/arctic_a0036.wav,SVBI,Hindi,F,she turned in at the hotel.
i was the only one who remained sitting,data/l2arctic/SVBI/wav/arctic_a0037.wav,SVBI,Hindi,F,i was the only one who remained sitting.
well have to watch our chances,data/l2arctic/SVBI/wav/arctic_a0038.wav,SVBI,Hindi,F,we will have to watch our chances.
the ship should be in within a week or ten days,data/l2arctic/SVBI/wav/arctic_a0039.wav,SVBI,Hindi,F,the ship should be in within a week or 10 days.
i suppose you wonder why she is coming up here,data/l2arctic/SVBI/wav/arctic_a0040.wav,SVBI,Hindi,F,suppose you wonder why she is coming up here.
meanwhile ill go out to breathe a spell,data/l2arctic/SVBI/wav/arctic_a0041.wav,SVBI,Hindi,F,"meanwhile, i'll go out to breathe a spell."
how could he explain his possession of the sketch,data/l2arctic/SVBI/wav/arctic_a0042.wav,SVBI,Hindi,F,how could he explain his position of the sketch?
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/SVBI/wav/arctic_a0043.wav,SVBI,Hindi,F,it seemed nearer to him since he had seen and talked with gregson.
her own betrayal of herself was like tonic to philip,data/l2arctic/SVBI/wav/arctic_a0044.wav,SVBI,Hindi,F,her own betrayal of herself was like tarnik to philip.
he moved away as quietly as he had come,data/l2arctic/SVBI/wav/arctic_a0045.wav,SVBI,Hindi,F,he moved away as quietly as he had come.
the girl faced him her eyes shining with sudden fear,data/l2arctic/SVBI/wav/arctic_a0046.wav,SVBI,Hindi,F,"the girl faced him, her eyes shining with sudden fear."
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/SVBI/wav/arctic_a0047.wav,SVBI,Hindi,F,close beside him gleam the white fangs of the wolfdog.
he looked at the handkerchief more closely,data/l2arctic/SVBI/wav/arctic_a0048.wav,SVBI,Hindi,F,he looked at the handcatch if more closely.
gregson was asleep when he reentered the cabin,data/l2arctic/SVBI/wav/arctic_a0049.wav,SVBI,Hindi,F,correction was asleep when he re-entered the cabin.
in spite of their absurdity the words affected philip curiously,data/l2arctic/SVBI/wav/arctic_a0050.wav,SVBI,Hindi,F,"in spite of their absurdity, the words affected philip curiously."
it was a curious coincidence,data/l2arctic/SVBI/wav/arctic_a0052.wav,SVBI,Hindi,F,it was a curious coincidence.
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/SVBI/wav/arctic_a0053.wav,SVBI,Hindi,F,suddenly his fingers closed tightly over the hand cuttiff.
there was nothing on the rock,data/l2arctic/SVBI/wav/arctic_a0054.wav,SVBI,Hindi,F,there was nothing under our eyes.
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/SVBI/wav/arctic_a0055.wav,SVBI,Hindi,F,"philip stood undecided, his ears strained to catch the slightest sound."
pearces little eyes were fixed on him shrewdly,data/l2arctic/SVBI/wav/arctic_a0056.wav,SVBI,Hindi,F,pia's little eyes were fixed on him stodally.
i have no idea replied philip,data/l2arctic/SVBI/wav/arctic_a0057.wav,SVBI,Hindi,F,"i have no idea, replied philip."
i came for information more out of curiosity than anything else,data/l2arctic/SVBI/wav/arctic_a0058.wav,SVBI,Hindi,F,i came for information more out of curiosity than anything else.
his immaculate appearance was gone,data/l2arctic/SVBI/wav/arctic_a0059.wav,SVBI,Hindi,F,his immaculate appearance was gone.
anyway no one saw her like that,data/l2arctic/SVBI/wav/arctic_a0060.wav,SVBI,Hindi,F,"anyway, no one saw her like that."
philip snatched at the letter which gregson held out to him,data/l2arctic/SVBI/wav/arctic_a0061.wav,SVBI,Hindi,F,philip snatched at the letter which gregson held out to him.
the men stared into each others face,data/l2arctic/SVBI/wav/arctic_a0062.wav,SVBI,Hindi,F,the men stared into each other's face.
yes it was a man who asked a stranger,data/l2arctic/SVBI/wav/arctic_a0063.wav,SVBI,Hindi,F,"yes, it was a man who asked a stranger."
the fourth and fifth days passed without any developments,data/l2arctic/SVBI/wav/arctic_a0064.wav,SVBI,Hindi,F,the fourth and fifth days passed without any developments.
they closed now until his fingers were like cords of steel,data/l2arctic/SVBI/wav/arctic_a0065.wav,SVBI,Hindi,F,they closed now until his fingers were like cards of steel.
he saw jeanne falter for a moment,data/l2arctic/SVBI/wav/arctic_a0066.wav,SVBI,Hindi,F,he saw jane falter for a moment.
surely i will excuse you she cried,data/l2arctic/SVBI/wav/arctic_a0067.wav,SVBI,Hindi,F,"surely i will excuse you, she cried."
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/SVBI/wav/arctic_a0017.wav,SVBI,Hindi,F,from the moment his friendship for bellis turns to hatred and jealousy.
men of seldens stamp dont stop at women and children,data/l2arctic/SVBI/wav/arctic_a0034.wav,SVBI,Hindi,F,men of seldon's stamp don't stop at women and children.
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/SVBI/wav/arctic_a0051.wav,SVBI,Hindi,F,"the lace was a delicate ivory color, faintly tinted with yellow."
in a flash philip followed its direction,data/l2arctic/SVBI/wav/arctic_a0068.wav,SVBI,Hindi,F,"in a flash, philip followed its direction."
a trickle of fresh blood ran over his face,data/l2arctic/SVBI/wav/arctic_a0085.wav,SVBI,Hindi,F,a tickle of fresh blood ran over his face.
he will follow us soon,data/l2arctic/SVBI/wav/arctic_a0102.wav,SVBI,Hindi,F,he will follow soon.
jeanne was turning the bow shoreward,data/l2arctic/SVBI/wav/arctic_a0119.wav,SVBI,Hindi,F,gn was turning the ball shoreward.
about him everywhere were the evidences of luxury and of age,data/l2arctic/SVBI/wav/arctic_a0136.wav,SVBI,Hindi,F,about him everywhere with the evidences of luxury and of age.
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/SVBI/wav/arctic_a0153.wav,SVBI,Hindi,F,mcdougall tapped his forehead suspiciously with a stubby four finger.
there was none of the joy of meeting in his face,data/l2arctic/SVBI/wav/arctic_a0170.wav,SVBI,Hindi,F,there was none of the joy of meeting in his face.
ahead of them they saw a glimmer of sunshine,data/l2arctic/SVBI/wav/arctic_a0187.wav,SVBI,Hindi,F,i hate of them they saw a glimmer of sunshine.
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/SVBI/wav/arctic_a0204.wav,SVBI,Hindi,F,the wolf dog thrust his gunt muzzle toward him.
i dont know why youre here at all,data/l2arctic/SVBI/wav/arctic_a0221.wav,SVBI,Hindi,F,i don't know why you are here at all.
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/SVBI/wav/arctic_a0238.wav,SVBI,Hindi,F,it happened to him at the galina society in auckland one afternoon.
you wont die of malnutrition be sure of that,data/l2arctic/SVBI/wav/arctic_a0255.wav,SVBI,Hindi,F,"you won't die of malnutrition, be sure of that."
it was his intention to return to eileen and her father,data/l2arctic/SVBI/wav/arctic_a0069.wav,SVBI,Hindi,F,it was his intention to return to elin and her father.
he would first hunt up gregson and begin his work there,data/l2arctic/SVBI/wav/arctic_a0070.wav,SVBI,Hindi,F,he would first hunt up gregson and begin his work there.
what was the object of your little sensation,data/l2arctic/SVBI/wav/arctic_a0071.wav,SVBI,Hindi,F,what was the object of your little sensation?
but who was eileens double,data/l2arctic/SVBI/wav/arctic_a0072.wav,SVBI,Hindi,F,but who was elin's double?
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/SVBI/wav/arctic_a0073.wav,SVBI,Hindi,F,the promoter size for heavy with little puffy bags under them.
and now down there eileen was waiting for him,data/l2arctic/SVBI/wav/arctic_a0074.wav,SVBI,Hindi,F,"and now down there, elin was waiting for him."
there has been a change she interrupted him,data/l2arctic/SVBI/wav/arctic_a0075.wav,SVBI,Hindi,F,there has been a change she interrupted him.
the gray eyes faltered the flush deepened,data/l2arctic/SVBI/wav/arctic_a0076.wav,SVBI,Hindi,F,the grey ice faltered the flush deepened.
it is the fire partly she said,data/l2arctic/SVBI/wav/arctic_a0077.wav,SVBI,Hindi,F,it is the fire partly she said.
then and at supper he tried to fathom her,data/l2arctic/SVBI/wav/arctic_a0078.wav,SVBI,Hindi,F,"then, ended supper, he tried to fathom her."
it was a large canoe,data/l2arctic/SVBI/wav/arctic_a0079.wav,SVBI,Hindi,F,it was a lot of scan now.
what if jeanne failed him,data/l2arctic/SVBI/wav/arctic_a0080.wav,SVBI,Hindi,F,what if jane failed him?
what if she did not come to the rock,data/l2arctic/SVBI/wav/arctic_a0081.wav,SVBI,Hindi,F,what if she did not come to the rock?
his face was streaming with blood,data/l2arctic/SVBI/wav/arctic_a0082.wav,SVBI,Hindi,F,his face was streaming with blood.
a shadow was creeping over pierres eyes,data/l2arctic/SVBI/wav/arctic_a0083.wav,SVBI,Hindi,F,shadow was creeping over piercice.
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/SVBI/wav/arctic_a0084.wav,SVBI,Hindi,F,scarcely had he uttered the name when pears closing eyes shot open.
death had come with terrible suddenness,data/l2arctic/SVBI/wav/arctic_a0086.wav,SVBI,Hindi,F,death had come with terrible sadness.
philip bent lower and stared into the face of the dead man,data/l2arctic/SVBI/wav/arctic_a0087.wav,SVBI,Hindi,F,philip went lower and stayed into the face of the dead man.
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/SVBI/wav/arctic_a0088.wav,SVBI,Hindi,F,he made sure that the magazine was loaded and resumed his paddling.
the night glow was treacherous to shoot by,data/l2arctic/SVBI/wav/arctic_a0089.wav,SVBI,Hindi,F,the night glow was treacherous to shoot by.
the singing voice approached rapidly,data/l2arctic/SVBI/wav/arctic_a0090.wav,SVBI,Hindi,F,the singing voice approach rapidly.
his blood grew hot with rage at the thought,data/l2arctic/SVBI/wav/arctic_a0091.wav,SVBI,Hindi,F,his blood grew hot with rage at the thought.
he went down in midstream searching the shadows of both shores,data/l2arctic/SVBI/wav/arctic_a0092.wav,SVBI,Hindi,F,"he went down in midstream, searching the shadows of both shores."
for a full minute he crouched and listened,data/l2arctic/SVBI/wav/arctic_a0093.wav,SVBI,Hindi,F,for a full minute he crouched and listened.
he had barely entered this when he saw the glow of a fire,data/l2arctic/SVBI/wav/arctic_a0094.wav,SVBI,Hindi,F,he had barely entered this when he saw the glow of a fire.
a big canvas tent was the first thing to come within his vision,data/l2arctic/SVBI/wav/arctic_a0095.wav,SVBI,Hindi,F,a big canvas trend was the first thing to come within his vision.
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/SVBI/wav/arctic_a0096.wav,SVBI,Hindi,F,perhaps she had already met her fate a little deeper in the forest.
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/SVBI/wav/arctic_a0097.wav,SVBI,Hindi,F,then you can arrange yourself comfortably among those ropes in the bow.
shall i carry you,data/l2arctic/SVBI/wav/arctic_a0098.wav,SVBI,Hindi,F,shall i carry you?
a maddening joy pounded in his brain,data/l2arctic/SVBI/wav/arctic_a0099.wav,SVBI,Hindi,F,a maddening joy pounded in his brain.
you must sleep he urged,data/l2arctic/SVBI/wav/arctic_a0100.wav,SVBI,Hindi,F,you must sleep here.
you you would not keep the truth from me,data/l2arctic/SVBI/wav/arctic_a0101.wav,SVBI,Hindi,F,"you, you would not keep the truth from me."
but there came no promise from the bow of the canoe,data/l2arctic/SVBI/wav/arctic_a0103.wav,SVBI,Hindi,F,but there came no promise from the bo of the canoe.
she was sleeping under his protection as sweetly as a child,data/l2arctic/SVBI/wav/arctic_a0104.wav,SVBI,Hindi,F,she was sleeping under his protection as sweetly as a child.
only it is so wonderful so almost impossible to believe,data/l2arctic/SVBI/wav/arctic_a0105.wav,SVBI,Hindi,F,"only it is so wonderful, so almost impossible to believe."
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/SVBI/wav/arctic_a0106.wav,SVBI,Hindi,F,the emotion which she had suppressed burst forth now in a talking sob.!
if you only could know how i thank you,data/l2arctic/SVBI/wav/arctic_a0107.wav,SVBI,Hindi,F,if you only could know how i thank you.!
he waded into the edge of the water and began scrubbing himself,data/l2arctic/SVBI/wav/arctic_a0108.wav,SVBI,Hindi,F,he waited into the edge of the water and began scrubbing himself.!
do you know that you are shaking my confidence in you,data/l2arctic/SVBI/wav/arctic_a0109.wav,SVBI,Hindi,F,do you know that you are shaking my confidence in you?!
much replied jeanne as tersely,data/l2arctic/SVBI/wav/arctic_a0110.wav,SVBI,Hindi,F,much replied jn as closely.!
instead he joined her and they ate like two hungry children,data/l2arctic/SVBI/wav/arctic_a0111.wav,SVBI,Hindi,F,"instead, he joined her and they ate like two hungry children.!"
he was wounded in the arm,data/l2arctic/SVBI/wav/arctic_a0112.wav,SVBI,Hindi,F,he was wounded in the arm.!
i suppose you picked that lingo up among the indians,data/l2arctic/SVBI/wav/arctic_a0113.wav,SVBI,Hindi,F,i suppose you pick that lingo up among the indians.!
her words sent a strange chill through philip,data/l2arctic/SVBI/wav/arctic_a0114.wav,SVBI,Hindi,F,her words sentence strange chill through philip.!
he had no excuse for the feelings which were aroused in him,data/l2arctic/SVBI/wav/arctic_a0115.wav,SVBI,Hindi,F,he had no excuse for the feelings which were aroused in him.!
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/SVBI/wav/arctic_a0116.wav,SVBI,Hindi,F,was it the rendezvous of those who were striving to work his ruin?!
she added with genuine sympathy in her face and voice,data/l2arctic/SVBI/wav/arctic_a0117.wav,SVBI,Hindi,F,she added with janune sympathy in her face and voice.!
pierre obeys me when we are together,data/l2arctic/SVBI/wav/arctic_a0118.wav,SVBI,Hindi,F,pierre obeys me when we were together.!
my right foot feels like that of a chinese debutante,data/l2arctic/SVBI/wav/arctic_a0120.wav,SVBI,Hindi,F,my right foot feels like that of a chinese debutant.!
they ate dinner at the fifth and rested for two hours,data/l2arctic/SVBI/wav/arctic_a0121.wav,SVBI,Hindi,F,they ate dinner at the 5th and rested for 2 hours.!
two years ago i gave up civilization for this,data/l2arctic/SVBI/wav/arctic_a0122.wav,SVBI,Hindi,F,two years ago i gave up civilization for this.!
she had died from cold and starvation,data/l2arctic/SVBI/wav/arctic_a0123.wav,SVBI,Hindi,F,she had died from cold and starvation.!
it was jeanne singing softly over beyond the rocks,data/l2arctic/SVBI/wav/arctic_a0124.wav,SVBI,Hindi,F,it was jane singing softly over beyond the rocks.!
he was determined now to maintain a more certain hold upon himself,data/l2arctic/SVBI/wav/arctic_a0125.wav,SVBI,Hindi,F,he was determined now to maintain a more certain hold upon himself.!
each day she became a more vital part of him,data/l2arctic/SVBI/wav/arctic_a0126.wav,SVBI,Hindi,F,each day she became a more vital part of him.!
it was a temptation but he resisted it,data/l2arctic/SVBI/wav/arctic_a0127.wav,SVBI,Hindi,F,"it was a temptation, but he resisted it.!"
this one hope was destroyed as quickly as it was born,data/l2arctic/SVBI/wav/arctic_a0128.wav,SVBI,Hindi,F,this one hope was destroyed as quickly as it was born.!
her face was against his breast,data/l2arctic/SVBI/wav/arctic_a0129.wav,SVBI,Hindi,F,her face was against his breast.!
she was his now forever,data/l2arctic/SVBI/wav/arctic_a0130.wav,SVBI,Hindi,F,she was his snow forever.!
providence had delivered him through the maelstrom,data/l2arctic/SVBI/wav/arctic_a0131.wav,SVBI,Hindi,F,providence had delivered him through the mailstorm.!
a cry of joy burst from philips lips,data/l2arctic/SVBI/wav/arctic_a0132.wav,SVBI,Hindi,F,a cry of joy burst from philip slipps.!
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/SVBI/wav/arctic_a0133.wav,SVBI,Hindi,F,philip began to feel that he had foolishly overestimated his strength.!
he obeyed the pressure of her hand,data/l2arctic/SVBI/wav/arctic_a0134.wav,SVBI,Hindi,F,he obeyed the pressure of her hand.!
i am going to surprise father and you will go with pierre,data/l2arctic/SVBI/wav/arctic_a0135.wav,SVBI,Hindi,F,i am going to surprise father and you will go with pierre.!
then he stepped back with a low cry of pleasure,data/l2arctic/SVBI/wav/arctic_a0137.wav,SVBI,Hindi,F,then he stepped back with a low cry of pleasure.!
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/SVBI/wav/arctic_a0138.wav,SVBI,Hindi,F,in the picture he saw each moment a greater resemblance to the end.!
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/SVBI/wav/arctic_a0139.wav,SVBI,Hindi,F,he told himself that as he washed himself and groomed his disabled clothes.!
accept a fathers blessing and with it this,data/l2arctic/SVBI/wav/arctic_a0140.wav,SVBI,Hindi,F,accept a father's blessing and with it this
it seems like a strange pointing of the hand of god,data/l2arctic/SVBI/wav/arctic_a0141.wav,SVBI,Hindi,F,it seems like a strange pointing of the hand of god.
such things had occurred before he told philip,data/l2arctic/SVBI/wav/arctic_a0142.wav,SVBI,Hindi,F,such things had occurred before he told philip.
ah i had forgotten he exclaimed,data/l2arctic/SVBI/wav/arctic_a0143.wav,SVBI,Hindi,F,i had forgotten he exclaimed.
but there was something even more startling than this resemblance,data/l2arctic/SVBI/wav/arctic_a0144.wav,SVBI,Hindi,F,but there was something even more startling than this disambulance.
i have to be careful of them as they tear very easily,data/l2arctic/SVBI/wav/arctic_a0145.wav,SVBI,Hindi,F,i have to be careful of them as they tear very easily.
of course that is uninteresting she continued,data/l2arctic/SVBI/wav/arctic_a0146.wav,SVBI,Hindi,F,"of course, that is an interesting she continued."
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/SVBI/wav/arctic_a0147.wav,SVBI,Hindi,F,a moment before he was intoxicated by a joy that was almost madness.
now these things had been struck dead within him,data/l2arctic/SVBI/wav/arctic_a0148.wav,SVBI,Hindi,F,now these things had been stuck dead within him.
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/SVBI/wav/arctic_a0149.wav,SVBI,Hindi,F,for an instant he's up here drawn like a silhot against the sky.
goodbye pierre he shouted,data/l2arctic/SVBI/wav/arctic_a0150.wav,SVBI,Hindi,F,"good bye pierre, he shouted."
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/SVBI/wav/arctic_a0151.wav,SVBI,Hindi,F,and mcdogall was beyond the trail with 3 weeks to spare.
philip thrust himself against it and entered,data/l2arctic/SVBI/wav/arctic_a0152.wav,SVBI,Hindi,F,philips thrust himself against it and entered.
he was smooth shaven and his hair and eyes were black,data/l2arctic/SVBI/wav/arctic_a0154.wav,SVBI,Hindi,F,he was smooth-shavin and his hair and eyes were black.
wont you draw up gentlemen,data/l2arctic/SVBI/wav/arctic_a0155.wav,SVBI,Hindi,F,won't you drop gentlemen?
a strange fire burned in his eyes when thorpe turned,data/l2arctic/SVBI/wav/arctic_a0156.wav,SVBI,Hindi,F,strange fire burned in his eyes when thorpe turned.
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/SVBI/wav/arctic_a0157.wav,SVBI,Hindi,F,he had worshipped her as dante might have worshipped beatrice.
does that look good,data/l2arctic/SVBI/wav/arctic_a0158.wav,SVBI,Hindi,F,does that look good?
they look as though he had been drumming a piano all his life,data/l2arctic/SVBI/wav/arctic_a0159.wav,SVBI,Hindi,F,they look as though he had been drumming a piano all his life.
you want to go over and see his gang throw dirt,data/l2arctic/SVBI/wav/arctic_a0160.wav,SVBI,Hindi,F,you want to go over and see his gang throught dirt.
take away their foreman and they wouldnt be worth their grub,data/l2arctic/SVBI/wav/arctic_a0161.wav,SVBI,Hindi,F,take away their foreman and they would be worth their grub.
thats the sub foreman explained thorpe,data/l2arctic/SVBI/wav/arctic_a0162.wav,SVBI,Hindi,F,that's the subforman explained torque.
philip made no effort to follow,data/l2arctic/SVBI/wav/arctic_a0163.wav,SVBI,Hindi,F,philip made no effort to follow.
he came first a year ago and revealed himself to jeanne,data/l2arctic/SVBI/wav/arctic_a0164.wav,SVBI,Hindi,F,he came first a year ago and revealed himself to gian.
they are to attack your camp tomorrow night,data/l2arctic/SVBI/wav/arctic_a0165.wav,SVBI,Hindi,F,they are to attack your camp tomorrow night.
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/SVBI/wav/arctic_a0166.wav,SVBI,Hindi,F,"todays ago, jian learned where her father's men were hiding."
i was near the cabin and saw you,data/l2arctic/SVBI/wav/arctic_a0167.wav,SVBI,Hindi,F,i will sneer the cabin and saw you.
low bush whipped him in the face and left no sting,data/l2arctic/SVBI/wav/arctic_a0168.wav,SVBI,Hindi,F,a low bush whipped him in the face and left no sting.
suddenly jeanne stopped for an instant,data/l2arctic/SVBI/wav/arctic_a0169.wav,SVBI,Hindi,F,"suddenly, gn stopped for an instant."
and when you come back in a few days bring eileen,data/l2arctic/SVBI/wav/arctic_a0171.wav,SVBI,Hindi,F,"and when you come back in a few days, bring elaine."
gregson had left the outer door slightly ajar,data/l2arctic/SVBI/wav/arctic_a0172.wav,SVBI,Hindi,F,gregson had left the outer door slightly azure.
the date was nearly eighteen years old,data/l2arctic/SVBI/wav/arctic_a0173.wav,SVBI,Hindi,F,the date was nearly 18 years old.
they were the presage of storm,data/l2arctic/SVBI/wav/arctic_a0174.wav,SVBI,Hindi,F,they were the presage of storm.!!
down there the earth was already swelling with life,data/l2arctic/SVBI/wav/arctic_a0175.wav,SVBI,Hindi,F,down there the earth was already swelling with life.!!
for the first time in his life he was yearning for a scrap,data/l2arctic/SVBI/wav/arctic_a0176.wav,SVBI,Hindi,F,"for the first time in his life, he was yearning for his scrap.!!"
she had been thoroughly and efficiently mauled,data/l2arctic/SVBI/wav/arctic_a0177.wav,SVBI,Hindi,F,she had been thoroughly and efficiently moulded.!!
every bone in her aged body seemed broken or dislocated,data/l2arctic/SVBI/wav/arctic_a0178.wav,SVBI,Hindi,F,every bone in heraged body seems broken or dislocated.!!
tomorrow im going after that bear he said,data/l2arctic/SVBI/wav/arctic_a0179.wav,SVBI,Hindi,F,"tomorrow i am going after that bearer, he said.!!"
if not lets say our prayers and go to bed,data/l2arctic/SVBI/wav/arctic_a0180.wav,SVBI,Hindi,F,"if not, let's say our prayers and go to bed.!!"
