transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_base_transcriptions
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/SVBI/wav/arctic_a0472.wav,SVBI,Hindi,F,his too keenly intelligent too sharply sensitive successfully to endure
the night was calm and snowy,data/l2arctic/SVBI/wav/arctic_a0473.wav,SVBI,Hindi,F,the night was calm and snowy
i sailed third mate in the little vampire before you were born,data/l2arctic/SVBI/wav/arctic_a0474.wav,SVBI,Hindi,F,i sailed thirdmaid in the little vampar before you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/SVBI/wav/arctic_a0475.wav,SVBI,Hindi,F,his outstretched arm dropped to his side and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/SVBI/wav/arctic_a0477.wav,SVBI,Hindi,F,warda louise and the steward are servants of asia degbreid
also she has forbidden them smoking their pipes in the after room,data/l2arctic/SVBI/wav/arctic_a0478.wav,SVBI,Hindi,F,also she has forbidden them smoking their pipes in the after room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/SVBI/wav/arctic_a0479.wav,SVBI,Hindi,F,i tried to read jardsmore last night and was dreadfully born
tom spink has a harpoon,data/l2arctic/SVBI/wav/arctic_a0480.wav,SVBI,Hindi,F,long spink has a harpoon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/SVBI/wav/arctic_a0481.wav,SVBI,Hindi,F,nimrod replied with a slight manifestation of sensitiveness
and their chief virtue lies in that they will never wear out,data/l2arctic/SVBI/wav/arctic_a0482.wav,SVBI,Hindi,F,and their chief were too lace in that they will never wea rot
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/SVBI/wav/arctic_a0483.wav,SVBI,Hindi,F,beyond dispute corry hattinsen had married mabel holmes
no sir ee,data/l2arctic/SVBI/wav/arctic_a0484.wav,SVBI,Hindi,F,no city
each insult added to the value of the claim,data/l2arctic/SVBI/wav/arctic_a0485.wav,SVBI,Hindi,F,each insult added to the value of the claim
for the rest he was a mere automaton,data/l2arctic/SVBI/wav/arctic_a0486.wav,SVBI,Hindi,F,for the rest he was a mere automerdon
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/SVBI/wav/arctic_a0487.wav,SVBI,Hindi,F,the river bedits bossom and snorting steamboarts calengs the wilderness
their love burned with increasing brightness,data/l2arctic/SVBI/wav/arctic_a0488.wav,SVBI,Hindi,F,they're low burned with increasing brightness
they were artists not biologists,data/l2arctic/SVBI/wav/arctic_a0489.wav,SVBI,Hindi,F,they were atis nor biologists
both johnny and his mother shuffled their feet as they walked,data/l2arctic/SVBI/wav/arctic_a0490.wav,SVBI,Hindi,F,both johnny and his mother shuffled their feet as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/SVBI/wav/arctic_a0491.wav,SVBI,Hindi,F,and as in denail of guilt the one legged boyreplaye
burnt out like the crater of a volcano,data/l2arctic/SVBI/wav/arctic_a0492.wav,SVBI,Hindi,F,burnt out like the crater of a wolcano
obrien took off his coat and bared his right arm,data/l2arctic/SVBI/wav/arctic_a0494.wav,SVBI,Hindi,F,obian took off his court and bared his rit un
he bore no grudges and had few enemies,data/l2arctic/SVBI/wav/arctic_a0495.wav,SVBI,Hindi,F,he bore no gradges and had few enemies
and tom king patiently endured,data/l2arctic/SVBI/wav/arctic_a0496.wav,SVBI,Hindi,F,and tom kink patiently endured
king took every advantage he knew,data/l2arctic/SVBI/wav/arctic_a0497.wav,SVBI,Hindi,F,king took every advantage he knew
the lines were now very taut,data/l2arctic/SVBI/wav/arctic_a0498.wav,SVBI,Hindi,F,the lines were no wery tout
and right there i saw and knew it all,data/l2arctic/SVBI/wav/arctic_a0499.wav,SVBI,Hindi,F,and right there i saw and knew it all
who the devil gave it to you to be judge and jury,data/l2arctic/SVBI/wav/arctic_a0500.wav,SVBI,Hindi,F,who the devil gave it to you to begedgan jury
youre joking me sir the other managed to articulate,data/l2arctic/SVBI/wav/arctic_a0501.wav,SVBI,Hindi,F,you're joking me sir the other manage to acticlit
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/SVBI/wav/arctic_a0502.wav,SVBI,Hindi,F,anything unusual or abnormal was sufficient to send a fellow to molokai
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/SVBI/wav/arctic_a0503.wav,SVBI,Hindi,F,his beardy black eyes saw bargains where other men saw bankruptcy
he was an athlete and a giant,data/l2arctic/SVBI/wav/arctic_a0504.wav,SVBI,Hindi,F,he was in a cleater n regent
we fished sharks on niihau together,data/l2arctic/SVBI/wav/arctic_a0505.wav,SVBI,Hindi,F,we fished sharks on nee how together
the claudine was leaving next morning for honolulu,data/l2arctic/SVBI/wav/arctic_a0506.wav,SVBI,Hindi,F,the claudin was leaving next morning for ronolulu
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/SVBI/wav/arctic_a0507.wav,SVBI,Hindi,F,in short my joyous individualism was dominated by the artodox burgio epics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/SVBI/wav/arctic_a0508.wav,SVBI,Hindi,F,soon shall it be thrust back from off prostrate humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/SVBI/wav/arctic_a0509.wav,SVBI,Hindi,F,yet in accordance with earnests test of truth it worked
there is more behind this than a mere university ideal,data/l2arctic/SVBI/wav/arctic_a0511.wav,SVBI,Hindi,F,there is more behind this than a mere uniustiadeal
no it is a palace wherein there are many servants,data/l2arctic/SVBI/wav/arctic_a0512.wav,SVBI,Hindi,F,no it is a palace wherein there are many sowns
we must give ourselves and not our money alone,data/l2arctic/SVBI/wav/arctic_a0513.wav,SVBI,Hindi,F,we must give ourselves and not our money alone
we are consumed in our own flesh pots,data/l2arctic/SVBI/wav/arctic_a0514.wav,SVBI,Hindi,F,we are consumed in our own flesh ports
but here amongst ourselves let us speak out,data/l2arctic/SVBI/wav/arctic_a0515.wav,SVBI,Hindi,F,with here amongst oursels let us speak out
also there was awe in their faces,data/l2arctic/SVBI/wav/arctic_a0516.wav,SVBI,Hindi,F,also there was all in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/SVBI/wav/arctic_a0517.wav,SVBI,Hindi,F,out of abstractions earnest had conjured a vision and made them see it
illuminating oil was becoming all profit,data/l2arctic/SVBI/wav/arctic_a0518.wav,SVBI,Hindi,F,illuminating oaisle was becoming all profet
such an act was in direct violation of the laws of the land,data/l2arctic/SVBI/wav/arctic_a0519.wav,SVBI,Hindi,F,such an act was in direct riolation of the laws of the land
he was fond of quoting a fragment from a certain poem,data/l2arctic/SVBI/wav/arctic_a0520.wav,SVBI,Hindi,F,he was fond of courting a fragment from a certain poem
without them he could not run his empire,data/l2arctic/SVBI/wav/arctic_a0521.wav,SVBI,Hindi,F,without them he could not run his empire
for such countries nothing remained but reorganization,data/l2arctic/SVBI/wav/arctic_a0522.wav,SVBI,Hindi,F,for such countries nothing remained but reorganization
they could not continue their method of producing surpluses,data/l2arctic/SVBI/wav/arctic_a0523.wav,SVBI,Hindi,F,they could not continue their method of producing supplises
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/SVBI/wav/arctic_a0524.wav,SVBI,Hindi,F,at once would be instituted a dozen corpora to commonwealth states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/SVBI/wav/arctic_a0525.wav,SVBI,Hindi,F,the oligarzi wanted violence and it set its agents procators to work
nowhere did the raw earth appear,data/l2arctic/SVBI/wav/arctic_a0526.wav,SVBI,Hindi,F,nowhere did the raw earth appear
men who endure it call it living death,data/l2arctic/SVBI/wav/arctic_a0528.wav,SVBI,Hindi,F,men who endure it college living death
as i say he had tapped the message very rapidly,data/l2arctic/SVBI/wav/arctic_a0529.wav,SVBI,Hindi,F,as i say he had tapped the message very rapidly
ask him i laughed then turned to pasquini,data/l2arctic/SVBI/wav/arctic_a0530.wav,SVBI,Hindi,F,ask him i laughed then turn to pascuini
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/SVBI/wav/arctic_a0531.wav,SVBI,Hindi,F,in what bucolic school of fence he had been taught was beyond imagining
may drought destroy your crops,data/l2arctic/SVBI/wav/arctic_a0532.wav,SVBI,Hindi,F,middraught destray your copse
dunham can your boy go along with jesse,data/l2arctic/SVBI/wav/arctic_a0533.wav,SVBI,Hindi,F,dunham can yor boy go along with yessy
but johannes could and did,data/l2arctic/SVBI/wav/arctic_a0534.wav,SVBI,Hindi,F,but yohannas cood ended
a new preacher and a new doctrine come to jerusalem,data/l2arctic/SVBI/wav/arctic_a0535.wav,SVBI,Hindi,F,a new preter and a new doctrine come to zersalem
he would destroy all things that are fixed,data/l2arctic/SVBI/wav/arctic_a0536.wav,SVBI,Hindi,F,he would destroy all things that are fixed
he was an enthusiast and a desert dweller,data/l2arctic/SVBI/wav/arctic_a0537.wav,SVBI,Hindi,F,he was an enthusiast and a desert dweller
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/SVBI/wav/arctic_a0538.wav,SVBI,Hindi,F,what pascal glimsed with the vision of his ear i have lived
i should like to engage just for one whole life in that,data/l2arctic/SVBI/wav/arctic_a0539.wav,SVBI,Hindi,F,i should like to engage just for one whole life in that
yea so are all the lesser animals of today clean,data/l2arctic/SVBI/wav/arctic_a0540.wav,SVBI,Hindi,F,ye so are all the lesser animals of trudeclid
the warden with a quart of champagne,data/l2arctic/SVBI/wav/arctic_a0541.wav,SVBI,Hindi,F,the warden with the quardle of champane
without a doubt some of them have dinner engagements,data/l2arctic/SVBI/wav/arctic_a0542.wav,SVBI,Hindi,F,without adort some of them have dinner engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/SVBI/wav/arctic_a0543.wav,SVBI,Hindi,F,i had been born with no organic chemical predisposition toward alcahol
the italian rancho was a bachelor establishment,data/l2arctic/SVBI/wav/arctic_a0545.wav,SVBI,Hindi,F,the italian rantau was a bachelor establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/SVBI/wav/arctic_a0546.wav,SVBI,Hindi,F,i lost my balance and pitched head foremost into the oz
men like joe goose dated existence from drunk to drunk,data/l2arctic/SVBI/wav/arctic_a0547.wav,SVBI,Hindi,F,men like jo gous deated existence from drunk to drunk
also churches and preachers i had never known,data/l2arctic/SVBI/wav/arctic_a0548.wav,SVBI,Hindi,F,also turters and preaters i have never known
do you know that we weigh every pound of coal we burn,data/l2arctic/SVBI/wav/arctic_a0549.wav,SVBI,Hindi,F,do you know that we weigh every pond of coal weburn
this also became part of the daily schedule,data/l2arctic/SVBI/wav/arctic_a0550.wav,SVBI,Hindi,F,this also became part of the deliscadu
all an appearance can know is mirage,data/l2arctic/SVBI/wav/arctic_a0551.wav,SVBI,Hindi,F,all an appearance can no esemirad
yet he dreams he is immortal i argue feebly,data/l2arctic/SVBI/wav/arctic_a0552.wav,SVBI,Hindi,F,yet he dreams he is immortal i argue feebly
i am writing these lines in honolulu hawaii,data/l2arctic/SVBI/wav/arctic_a0553.wav,SVBI,Hindi,F,am reading these lines in honululuhawai
jack london waikiki beach honolulu oahu,data/l2arctic/SVBI/wav/arctic_a0554.wav,SVBI,Hindi,F,zack london wakiki beit honolulu orhu
jerry was so secure in his nook that he did not roll away,data/l2arctic/SVBI/wav/arctic_a0555.wav,SVBI,Hindi,F,derry was so secure in his nook that he did not roll away
why hes bought forty pounds of goods from you already,data/l2arctic/SVBI/wav/arctic_a0556.wav,SVBI,Hindi,F,why he's bought forty pounds of goods from youolady
the last refugee had passed,data/l2arctic/SVBI/wav/arctic_a0557.wav,SVBI,Hindi,F,the last refuse he ha had passed
and the foundation stone of service in his case was obedience,data/l2arctic/SVBI/wav/arctic_a0558.wav,SVBI,Hindi,F,and the foundation stone of service in his case was obedience
peace be unto you and grace before the lord,data/l2arctic/SVBI/wav/arctic_a0559.wav,SVBI,Hindi,F,pease be onto you and grase before the lad
his mouth opened words shaped vainly on his lips,data/l2arctic/SVBI/wav/arctic_a0560.wav,SVBI,Hindi,F,his mouth opened words shaped vainly on his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/SVBI/wav/arctic_a0289.wav,SVBI,Hindi,F,they are not regular oyster pirates nicholas continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/SVBI/wav/arctic_a0306.wav,SVBI,Hindi,F,he was pressing beyond the limits of his orcavalry
he considered the victory already his and stepped forward to the meat,data/l2arctic/SVBI/wav/arctic_a0323.wav,SVBI,Hindi,F,he considered the victory already his and stepped forward to the meat
it was like the beating of hoofs,data/l2arctic/SVBI/wav/arctic_a0340.wav,SVBI,Hindi,F,it was like the beating of hoofs
a month passed by and bonanza creek remained quiet,data/l2arctic/SVBI/wav/arctic_a0357.wav,SVBI,Hindi,F,a month passed by and bonamza crik remained quite
but lifes worth more than cash she argued,data/l2arctic/SVBI/wav/arctic_a0374.wav,SVBI,Hindi,F,but laves fort more than cash she argued
but he reconciled himself to it by an act of faith,data/l2arctic/SVBI/wav/arctic_a0391.wav,SVBI,Hindi,F,but he reconciled himself to it by an act of fat
the eldorado emptied its occupants into the street to see the test,data/l2arctic/SVBI/wav/arctic_a0408.wav,SVBI,Hindi,F,the eldorado emptied its occupants into the street to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/SVBI/wav/arctic_a0425.wav,SVBI,Hindi,F,the rest no restriction is put upon their seafaring
you live on an income which your father earned,data/l2arctic/SVBI/wav/arctic_a0442.wav,SVBI,Hindi,F,you live on an income which your father earned
theres too much of the schoolboy in me,data/l2arctic/SVBI/wav/arctic_a0459.wav,SVBI,Hindi,F,there's too much of the school boy in me
at this moment i felt a stir at my shoulder,data/l2arctic/SVBI/wav/arctic_a0476.wav,SVBI,Hindi,F,at this moment i felt de stare at my shoulder
the boy obrien was specially maltreated,data/l2arctic/SVBI/wav/arctic_a0493.wav,SVBI,Hindi,F,the by obrian was specially multrited
much more ernest told them of themselves and of his disillusionment,data/l2arctic/SVBI/wav/arctic_a0510.wav,SVBI,Hindi,F,much more evmes trolle them of themselves and of his dissolutionment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/SVBI/wav/arctic_a0527.wav,SVBI,Hindi,F,the lush vegetation of that sheltered sport make a natural shield
what the flaming,data/l2arctic/SVBI/wav/arctic_a0562.wav,SVBI,Hindi,F,what the flaming
missus mcfees jaws brought together with a snap,data/l2arctic/SVBI/wav/arctic_a0563.wav,SVBI,Hindi,F,missus mac fee's joss brought together with a snap
then it is as i said womble announced with finality,data/l2arctic/SVBI/wav/arctic_a0564.wav,SVBI,Hindi,F,then it is as i said one will announced with finality
with them were indians also three other men,data/l2arctic/SVBI/wav/arctic_a0565.wav,SVBI,Hindi,F,with them wore indiens also three other men
dennins hands were released long enough for him to sign the document,data/l2arctic/SVBI/wav/arctic_a0566.wav,SVBI,Hindi,F,dennyn's hands were released long enough for him to sign the document
now irvine was a man of impulse a poet,data/l2arctic/SVBI/wav/arctic_a0567.wav,SVBI,Hindi,F,now yvin was a man of impulse apoet
he was just bursting with joy joy over what,data/l2arctic/SVBI/wav/arctic_a0568.wav,SVBI,Hindi,F,he was just bursting with joy die o'erward
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/SVBI/wav/arctic_a0569.wav,SVBI,Hindi,F,a clake linderman i had one cano very good peterboro cano
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/SVBI/wav/arctic_a0570.wav,SVBI,Hindi,F,behind him lay the thousand deer's long road across all siberia and russia
he had forgotten to build a fire and thaw out,data/l2arctic/SVBI/wav/arctic_a0571.wav,SVBI,Hindi,F,he had forgotten to build a fire and cout
i never saw anything like her in my life,data/l2arctic/SVBI/wav/arctic_a0572.wav,SVBI,Hindi,F,i never saw anything like her in my life
there was no law on the yukon save what they made for themselves,data/l2arctic/SVBI/wav/arctic_a0573.wav,SVBI,Hindi,F,there was no law on the yucon save whard they made for themselves
good business man curly obrien was saying,data/l2arctic/SVBI/wav/arctic_a0574.wav,SVBI,Hindi,F,good business man coleobrion was saeing
there werent any missions and he was the man to know,data/l2arctic/SVBI/wav/arctic_a0575.wav,SVBI,Hindi,F,there weren't animissions and he was the man to know
and the big persian knew of his existence before he did of hers,data/l2arctic/SVBI/wav/arctic_a0576.wav,SVBI,Hindi,F,and the big parsian knew of this existence before he did of hers
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/SVBI/wav/arctic_a0577.wav,SVBI,Hindi,F,once the jew's harp began imiting its barbaric rhythms michael was helpless
there was the emma louisa,data/l2arctic/SVBI/wav/arctic_a0579.wav,SVBI,Hindi,F,there was the emmaluisa
this is my fifth voyage,data/l2arctic/SVBI/wav/arctic_a0580.wav,SVBI,Hindi,F,this is my fifth word
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/SVBI/wav/arctic_a0581.wav,SVBI,Hindi,F,it was this propolition that started the big idea in dartry's mind
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/SVBI/wav/arctic_a0582.wav,SVBI,Hindi,F,notri elaborated on the counting trick by bringing cockee along
enjoy it he did but principally for stewards sake,data/l2arctic/SVBI/wav/arctic_a0583.wav,SVBI,Hindi,F,injoy it he did but principally farstywards sick
i have long noted your thirst unquenchable,data/l2arctic/SVBI/wav/arctic_a0584.wav,SVBI,Hindi,F,i have long noited you ar pirst unquintible
wonder if hes a lion dog charles suggested,data/l2arctic/SVBI/wav/arctic_a0585.wav,SVBI,Hindi,F,wonder if he's a layin dog charles suggested
we dont see ourselves as foolish,data/l2arctic/SVBI/wav/arctic_a0586.wav,SVBI,Hindi,F,we don't see ourselves as foolish
he had comparatively no advantages at first,data/l2arctic/SVBI/wav/arctic_a0587.wav,SVBI,Hindi,F,he had comparatively no advantages at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/SVBI/wav/arctic_a0588.wav,SVBI,Hindi,F,he had provedid to day with his amaturich and sophomoric productions
i was sick once typhoid,data/l2arctic/SVBI/wav/arctic_a0589.wav,SVBI,Hindi,F,i will sick once typhord
in a way he is my protege,data/l2arctic/SVBI/wav/arctic_a0590.wav,SVBI,Hindi,F,you nov it here's my protigion
we are both children together,data/l2arctic/SVBI/wav/arctic_a0591.wav,SVBI,Hindi,F,we are both children together
its only his indigestion i find fault with,data/l2arctic/SVBI/wav/arctic_a0592.wav,SVBI,Hindi,F,it's only his indigection i frind faltwith
shed make a good wife for the cashier,data/l2arctic/SVBI/wav/arctic_a0593.wav,SVBI,Hindi,F,she'd make a good wife for the cashier
gad do i remember it,data/l2arctic/SVBI/wav/arctic_b0001.wav,SVBI,Hindi,F,god do it remember it
i can see that knife now,data/l2arctic/SVBI/wav/arctic_b0003.wav,SVBI,Hindi,F,i can see that knife now
when i cant see beauty in woman i want to die,data/l2arctic/SVBI/wav/arctic_b0004.wav,SVBI,Hindi,F,hen i can't see beauty in woman i want to day
his slim fingers closed like steel about philips,data/l2arctic/SVBI/wav/arctic_b0005.wav,SVBI,Hindi,F,his lim fingers closed like steel abourt phillips
he seized gregson by the arm and led him to the door,data/l2arctic/SVBI/wav/arctic_b0006.wav,SVBI,Hindi,F,he seized gragon by the arm and led him to the door
hear the indian dogs wailing down at churchill,data/l2arctic/SVBI/wav/arctic_b0007.wav,SVBI,Hindi,F,here the indian dogs whaeling down a chuchel
burke himself had criticized it because of the smile,data/l2arctic/SVBI/wav/arctic_b0008.wav,SVBI,Hindi,F,bork himself had criticised it because of the smile
id say there was going to be a glorious scrap,data/l2arctic/SVBI/wav/arctic_b0009.wav,SVBI,Hindi,F,i'd say there was going to be a glorious scrap
he turned the map to gregson pointing with his finger,data/l2arctic/SVBI/wav/arctic_b0010.wav,SVBI,Hindi,F,he turned the map to grexen pointing with his finger
his eyes never took themselves for an instant from his companions face,data/l2arctic/SVBI/wav/arctic_b0011.wav,SVBI,Hindi,F,his eyes never took themselves for an instant from his companion's face
something that whittemore had not yet said thrilled him,data/l2arctic/SVBI/wav/arctic_b0012.wav,SVBI,Hindi,F,something that vitamore had not yet said thrilled him
lakes and rivers hundreds of them thousands of them,data/l2arctic/SVBI/wav/arctic_b0013.wav,SVBI,Hindi,F,lakes and rivls hundreds of them thousands of them
whitefish gregson whitefish and trout,data/l2arctic/SVBI/wav/arctic_b0014.wav,SVBI,Hindi,F,whitefish graxon whitefish and tout
they robbed me a few years later,data/l2arctic/SVBI/wav/arctic_b0015.wav,SVBI,Hindi,F,they robbed me a few years later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/SVBI/wav/arctic_b0016.wav,SVBI,Hindi,F,tuckle as he pulled out his pipe and began filling it
everything was working smoothly better than i had expected,data/l2arctic/SVBI/wav/arctic_b0017.wav,SVBI,Hindi,F,everything was working smoothly better than i had expected
i was completely lost in my work,data/l2arctic/SVBI/wav/arctic_b0018.wav,SVBI,Hindi,F,i was completely last in my walk
he made no reply as he waited for whittemore to continue,data/l2arctic/SVBI/wav/arctic_b0020.wav,SVBI,Hindi,F,he made no reply as he waited for whitamo to continue
philip dropped back into his chair,data/l2arctic/SVBI/wav/arctic_b0021.wav,SVBI,Hindi,F,philip dropped back into his chair
if i was out of the game it would be easily made,data/l2arctic/SVBI/wav/arctic_b0022.wav,SVBI,Hindi,F,if i was out of the game it would be easily made
macdougall my engineer believes it,data/l2arctic/SVBI/wav/arctic_b0023.wav,SVBI,Hindi,F,mactogal my engineer welose it
it is growing every day every hour,data/l2arctic/SVBI/wav/arctic_b0024.wav,SVBI,Hindi,F,it is growing every day every hour
now you understand,data/l2arctic/SVBI/wav/arctic_b0025.wav,SVBI,Hindi,F,now you understand
you have associated with some of these men,data/l2arctic/SVBI/wav/arctic_b0026.wav,SVBI,Hindi,F,you have associated with some of these men
and theres no chivalry no quarter shown in this fight,data/l2arctic/SVBI/wav/arctic_b0027.wav,SVBI,Hindi,F,and there's no sivali no quarter shown in the sphight
lord fitzhugh is the key to the whole situation,data/l2arctic/SVBI/wav/arctic_b0028.wav,SVBI,Hindi,F,lard fitzhug is the key to the whole situation
all operations have been carried on from montreal and toronto,data/l2arctic/SVBI/wav/arctic_b0029.wav,SVBI,Hindi,F,all opperessions have been carried on from montreal entorento
gregson held a lighted match until it burnt his fingertips,data/l2arctic/SVBI/wav/arctic_b0030.wav,SVBI,Hindi,F,grexon held a lighted match until it burnt his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/SVBI/wav/arctic_b0031.wav,SVBI,Hindi,F,grexonhad seated himself under the lamp and was sharpening a pencil
he caught himself with a jerk,data/l2arctic/SVBI/wav/arctic_b0032.wav,SVBI,Hindi,F,he cart himself with a jok
how does your wager look now,data/l2arctic/SVBI/wav/arctic_b0033.wav,SVBI,Hindi,F,how does your wazard lookno
he confessed that the sketch had startled him,data/l2arctic/SVBI/wav/arctic_b0034.wav,SVBI,Hindi,F,he confessed that the sketts had startled him
after all the picture was only a resemblance,data/l2arctic/SVBI/wav/arctic_b0035.wav,SVBI,Hindi,F,after all the picture was only a resemblance
philip knew that she was not an indian,data/l2arctic/SVBI/wav/arctic_b0037.wav,SVBI,Hindi,F,philip knew that she was not an indian
in her haste to get away she had forgotten these things,data/l2arctic/SVBI/wav/arctic_b0038.wav,SVBI,Hindi,F,in her haste to get away she had forgotten these things
philip took a step toward gregson half determined to awaken him,data/l2arctic/SVBI/wav/arctic_b0039.wav,SVBI,Hindi,F,philip took a step toward gregson half determined to awaken him
the thought set his blood tingling,data/l2arctic/SVBI/wav/arctic_b0040.wav,SVBI,Hindi,F,the thought set his blood tingling
but if pierre did not return until tomorrow,data/l2arctic/SVBI/wav/arctic_b0041.wav,SVBI,Hindi,F,but if fear did not return until to morrow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/SVBI/wav/arctic_b0042.wav,SVBI,Hindi,F,ten minutes had not elapsed since he had dropped the handkerchief
it wont be for sale,data/l2arctic/SVBI/wav/arctic_b0043.wav,SVBI,Hindi,F,it won't be for sale
for a few moments he ate in silence,data/l2arctic/SVBI/wav/arctic_b0044.wav,SVBI,Hindi,F,for a few moments heard in silence
philip did not pursue the subject,data/l2arctic/SVBI/wav/arctic_b0045.wav,SVBI,Hindi,F,philip did not pursue the subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/SVBI/wav/arctic_b0046.wav,SVBI,Hindi,F,philip produced a couple of cigars and took a chair opposite him
suppose you saw me at work through the window,data/l2arctic/SVBI/wav/arctic_b0047.wav,SVBI,Hindi,F,suppose you saw mert walk through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/SVBI/wav/arctic_b0048.wav,SVBI,Hindi,F,he looked like one who had passed through an uncomfortable hour or two
there was nothing more except a large ink blot under the words,data/l2arctic/SVBI/wav/arctic_b0049.wav,SVBI,Hindi,F,there was nothing more except a lage ink blot under the words
all this day gregson remained in the cabin,data/l2arctic/SVBI/wav/arctic_b0050.wav,SVBI,Hindi,F,all this day reckson remained in the cabin
the sixth day he spent in the cabin with gregson,data/l2arctic/SVBI/wav/arctic_b0051.wav,SVBI,Hindi,F,the sixth day he spent in the cabin with grugam
the flush was gone from her face,data/l2arctic/SVBI/wav/arctic_b0052.wav,SVBI,Hindi,F,the flush was gone from her face
he understood the meaning of the look,data/l2arctic/SVBI/wav/arctic_b0054.wav,SVBI,Hindi,F,he understood the meaning of the look
she was even more beautiful than when i saw her before,data/l2arctic/SVBI/wav/arctic_b0055.wav,SVBI,Hindi,F,she was even more beautiful than when i saw her before
ill give a thousand if you produce her retorted gregson,data/l2arctic/SVBI/wav/arctic_b0056.wav,SVBI,Hindi,F,i'll give a thousand if you produce her retorted grixon
they have won popular sentiment through the newspapers,data/l2arctic/SVBI/wav/arctic_b0057.wav,SVBI,Hindi,F,they have one popular sentiment through the newspapers
we must achieve our own salvation,data/l2arctic/SVBI/wav/arctic_b0058.wav,SVBI,Hindi,F,you must ateu aurencs elvicion
in moments of mental energy philip was restless,data/l2arctic/SVBI/wav/arctic_b0059.wav,SVBI,Hindi,F,in moments of mental enargy fillip rust restless
he would keep his faith with gregson for the promised day or two,data/l2arctic/SVBI/wav/arctic_b0060.wav,SVBI,Hindi,F,he would keep his fath with graxon for the promised day or two
something about it seemed to fascinate him to challenge his presence,data/l2arctic/SVBI/wav/arctic_b0061.wav,SVBI,Hindi,F,something about it seemed to fascinate him to challenge his presence
now it was missing from the wall,data/l2arctic/SVBI/wav/arctic_b0062.wav,SVBI,Hindi,F,now it was missing from the wall
he boiled himself some coffee and sat down to wait,data/l2arctic/SVBI/wav/arctic_b0063.wav,SVBI,Hindi,F,he boiled himself some coffee and sat down to it
im going down there with you and im going to fight,data/l2arctic/SVBI/wav/arctic_b0064.wav,SVBI,Hindi,F,i'm going down there with you and i'm going to fight
now have you got anything to say against me mister philip,data/l2arctic/SVBI/wav/arctic_b0065.wav,SVBI,Hindi,F,now have you got anything to say against me mister phillip
if i meet her again i shall apologize said eileen,data/l2arctic/SVBI/wav/arctic_b0066.wav,SVBI,Hindi,F,if i meet her again i shall apolosis said aelin
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/SVBI/wav/arctic_b0067.wav,SVBI,Hindi,F,below him the shadow was broken into a pool of rippling starlight
only the chance sound had led him to observe them,data/l2arctic/SVBI/wav/arctic_b0068.wav,SVBI,Hindi,F,only the tance son had led him to observe them
could the incident have anything to do with jeanne and pierre,data/l2arctic/SVBI/wav/arctic_b0069.wav,SVBI,Hindi,F,could they incident have anything to do with jienn and peerre
there was no answer from the other side,data/l2arctic/SVBI/wav/arctic_b0071.wav,SVBI,Hindi,F,there was no answer from the othersale
then he hastened on as pierre had guided him,data/l2arctic/SVBI/wav/arctic_b0072.wav,SVBI,Hindi,F,then he hastened on as spear had guided him
with these arguments he convinced himself that he should go on alone,data/l2arctic/SVBI/wav/arctic_b0073.wav,SVBI,Hindi,F,with these arguments he convinced himself that he should go on alone
