transcription,path_to_audio,speaker_id,native_language,gender,whisper_large_transcriptions
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/ASI/wav/arctic_b0204.wav,ASI,Hindi,M,down through the perfume-weighted air fluttered the snowy fluffs of the cottonwoods.
you were destroying my life,data/l2arctic/ASI/wav/arctic_b0205.wav,ASI,Hindi,M,you are destroying my life.
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/ASI/wav/arctic_b0206.wav,ASI,Hindi,M,"horses and rifles had been her toys, camp and trail her nursery."
you read the quotations in todays paper,data/l2arctic/ASI/wav/arctic_b0208.wav,ASI,Hindi,M,you read the quotations in today's paper.
hes terribly touchy about his black wards as he calls them,data/l2arctic/ASI/wav/arctic_b0209.wav,ASI,Hindi,M,"he's terribly touchy with his black wads, as he calls them.!!!!!!"
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/ASI/wav/arctic_b0210.wav,ASI,Hindi,M,"whatever he guessed, he locked away in the taboo room of naomi.!!!!!!"
this is eighteen eighty,data/l2arctic/ASI/wav/arctic_b0211.wav,ASI,Hindi,M,this is 1880.!!!!!!
death is and has been ever since old maui died,data/l2arctic/ASI/wav/arctic_b0212.wav,ASI,Hindi,M,death is and has ever since old maui died.!!!!!!
some boy she laughed acquiescence,data/l2arctic/ASI/wav/arctic_b0213.wav,ASI,Hindi,M,some boy she laughed acquiescence.!!!!!!
let us talk it over and find a way out,data/l2arctic/ASI/wav/arctic_b0214.wav,ASI,Hindi,M,let us talk it over and find a way out.!!!!!!
it is a pretty good property and worth more than that,data/l2arctic/ASI/wav/arctic_b0215.wav,ASI,Hindi,M,it is a pretty good property and worth more than that.!!!!!!
i wish you were more adaptable joan retorted,data/l2arctic/ASI/wav/arctic_b0216.wav,ASI,Hindi,M,"i wish you were more adaptable, john retorted.!!!!!!"
such is my passage engaged on the steamer,data/l2arctic/ASI/wav/arctic_b0217.wav,ASI,Hindi,M,such is my passage engaged on the steamer.
the issue was not in doubt,data/l2arctic/ASI/wav/arctic_b0218.wav,ASI,Hindi,M,the issue was not in doubt.
well there are better men in hawaii thats all,data/l2arctic/ASI/wav/arctic_b0219.wav,ASI,Hindi,M,"well, there are better men in hawaii, that's all."
harry bancroft dave lied,data/l2arctic/ASI/wav/arctic_b0220.wav,ASI,Hindi,M,"harry bancroft, dave lide"
its a yankee joan cried,data/l2arctic/ASI/wav/arctic_b0221.wav,ASI,Hindi,M,"it's a yankee, john cride."
he was the leader and tudor was his lieutenant,data/l2arctic/ASI/wav/arctic_b0222.wav,ASI,Hindi,M,he was the leader and tudor was his lieutenant.
they likewise are disinclined to being eaten,data/l2arctic/ASI/wav/arctic_b0223.wav,ASI,Hindi,M,they likewise are disinclined to being eaten.
the president of the united states was his friend,data/l2arctic/ASI/wav/arctic_b0225.wav,ASI,Hindi,M,the president of united states was his friend.
your face was the personification of duplicity,data/l2arctic/ASI/wav/arctic_b0226.wav,ASI,Hindi,M,your face was a personification of duplicity.
shorty turned to their employers,data/l2arctic/ASI/wav/arctic_b0227.wav,ASI,Hindi,M,shortly turned to their employers.
you were engaged,data/l2arctic/ASI/wav/arctic_b0228.wav,ASI,Hindi,M,you are engaged.
i saw it all myself and it was splendid,data/l2arctic/ASI/wav/arctic_b0229.wav,ASI,Hindi,M,i saw it all myself and it was splendid.
now run along and tell them to hurry,data/l2arctic/ASI/wav/arctic_b0230.wav,ASI,Hindi,M,now run along and tell them to hurry.
whats that grub thief got to do with it,data/l2arctic/ASI/wav/arctic_b0231.wav,ASI,Hindi,M,what's that grub thief got to do with it?
it was a superb picture,data/l2arctic/ASI/wav/arctic_b0232.wav,ASI,Hindi,M,it was a superb picture.
so she said the irate skipper dashed on,data/l2arctic/ASI/wav/arctic_b0233.wav,ASI,Hindi,M,"so she said, the irate skipper dashed on."
and watch out for wet feet was his parting advice,data/l2arctic/ASI/wav/arctic_b0234.wav,ASI,Hindi,M,and watch out for wet feet was his parting advice.
raoul yelled in order to make himself heard,data/l2arctic/ASI/wav/arctic_b0235.wav,ASI,Hindi,M,rao yelled in order to make himself heard.
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/ASI/wav/arctic_b0236.wav,ASI,Hindi,M,oolong was 250 miles from the nearest land.
they just lay off in the bush and plugged away,data/l2arctic/ASI/wav/arctic_b0237.wav,ASI,Hindi,M,they just lay off in the bush and plodged away.
the very thought of the effort to swim over was nauseating,data/l2arctic/ASI/wav/arctic_b0238.wav,ASI,Hindi,M,the very thought of the effort to swim over was nauseating.
and there was a dog that barked,data/l2arctic/ASI/wav/arctic_b0239.wav,ASI,Hindi,M,and there was a dog that barked.
there are four all low mcoy answered,data/l2arctic/ASI/wav/arctic_b0240.wav,ASI,Hindi,M,"there are four, all low,"" mccoy answered."
bill lingered contemplating his work with artistic appreciation,data/l2arctic/ASI/wav/arctic_a0561.wav,ASI,Hindi,M,"bill lingered, contemplating his work with artistic appreciation."
but well just postpone this,data/l2arctic/ASI/wav/arctic_a0578.wav,ASI,Hindi,M,but we'll just postpone this.
you got out by fighting and i through a pretty girl,data/l2arctic/ASI/wav/arctic_b0002.wav,ASI,Hindi,M,you got out by fighting and i threw a pretty girl.
he made no reply as he waited for whittemore to continue,data/l2arctic/ASI/wav/arctic_b0020.wav,ASI,Hindi,M,he made no reply as he waited for whitmore to continue.
philip knew that she was not an indian,data/l2arctic/ASI/wav/arctic_b0037.wav,ASI,Hindi,M,philip knew that she was not an indian.
he understood the meaning of the look,data/l2arctic/ASI/wav/arctic_b0054.wav,ASI,Hindi,M,he understood the meaning of the look.
there was no answer from the other side,data/l2arctic/ASI/wav/arctic_b0071.wav,ASI,Hindi,M,there was no answer from the other side.
until i die he exclaimed,data/l2arctic/ASI/wav/arctic_b0088.wav,ASI,Hindi,M,"until i die, he exclaimed."
i know that you are in charge there and jeanne knows,data/l2arctic/ASI/wav/arctic_b0105.wav,ASI,Hindi,M,i know that you are in charge there and jane knows.
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/ASI/wav/arctic_b0122.wav,ASI,Hindi,M,philip saw matt degall soon after his short talk with thor.
together they ate the rabbit,data/l2arctic/ASI/wav/arctic_b0139.wav,ASI,Hindi,M,together they ate the rabbit.
for that reason le beau had chosen him to fight the big fight,data/l2arctic/ASI/wav/arctic_b0156.wav,ASI,Hindi,M,"for that reason, libiu had chosen him to fight the big fight."
to these he gave castor oil,data/l2arctic/ASI/wav/arctic_b0173.wav,ASI,Hindi,M,to these he gave castor oil.
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/ASI/wav/arctic_b0190.wav,ASI,Hindi,M,idealism led to philosophic anarchy and his family threw him off.
im as good as a man she urged,data/l2arctic/ASI/wav/arctic_b0207.wav,ASI,Hindi,M,"i am as good as a man,"" she urged."
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/ASI/wav/arctic_b0242.wav,ASI,Hindi,M,the japanese understood as we could never school ourselves or hope to understand.
they had been on the same lay as ourselves,data/l2arctic/ASI/wav/arctic_b0243.wav,ASI,Hindi,M,they had been on the same lay as ourselves.
you are positively soulless he said savagely,data/l2arctic/ASI/wav/arctic_b0244.wav,ASI,Hindi,M,"you are positively soulless, he said savagely.!"
harrison is still my chauffeur,data/l2arctic/ASI/wav/arctic_b0245.wav,ASI,Hindi,M,harrison is still my chauffeur.!
the boy grew and prospered,data/l2arctic/ASI/wav/arctic_b0246.wav,ASI,Hindi,M,the boy grew and prospered.!
he wanted to give the finish to this foe already so far gone,data/l2arctic/ASI/wav/arctic_b0247.wav,ASI,Hindi,M,he wanted to give the finish to this foe already so far gone.!
exciting times are the lot of the fish patrol,data/l2arctic/ASI/wav/arctic_b0248.wav,ASI,Hindi,M,exciting times are the lot of the fish patrol.!
i know they are my oysters,data/l2arctic/ASI/wav/arctic_b0249.wav,ASI,Hindi,M,i know they are my oysters.!
by this time charley was as enraged as the greek,data/l2arctic/ASI/wav/arctic_b0250.wav,ASI,Hindi,M,"by this time, charlie was as enraged as the greeks.!"
they must have been swept away by the chaotic currents,data/l2arctic/ASI/wav/arctic_b0251.wav,ASI,Hindi,M,they must have been swept away by the chaotic currents.!
it resembled tea less than lager beer resembles champagne,data/l2arctic/ASI/wav/arctic_b0252.wav,ASI,Hindi,M,resemble tea less than lager beer resembles champagne.
the very opposite is true they are discouraged vagabonds,data/l2arctic/ASI/wav/arctic_b0253.wav,ASI,Hindi,M,the very opposite is true. they are discouraged vagabonds.
at the same time spears and arrows began to fall among the invaders,data/l2arctic/ASI/wav/arctic_b0254.wav,ASI,Hindi,M,"at the same time, spears and arrows began to fall among the invaders."
then again tudor had such an irritating way about him,data/l2arctic/ASI/wav/arctic_b0255.wav,ASI,Hindi,M,"then again, tudor had such an irritating way about him."
outwardly he maintained a calm and smiling aspect,data/l2arctic/ASI/wav/arctic_b0256.wav,ASI,Hindi,M,"outwardly, he maintained a calm and smiling aspect."
tudor surveyed him with withering disgust,data/l2arctic/ASI/wav/arctic_b0257.wav,ASI,Hindi,M,tudor surveyed him with withering disgust.
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/ASI/wav/arctic_b0259.wav,ASI,Hindi,M,"her mouth opened, but instead of speaking she drew a long sigh."
its worth eight dollars,data/l2arctic/ASI/wav/arctic_b0260.wav,ASI,Hindi,M,it's worth $8.
and he did hurt my arm,data/l2arctic/ASI/wav/arctic_b0261.wav,ASI,Hindi,M,and he did hurt my arm.!!!
saxons onto her job,data/l2arctic/ASI/wav/arctic_b0262.wav,ASI,Hindi,M,sex on! onto her job!!!!
only once did i confide the strangeness of it all to another,data/l2arctic/ASI/wav/arctic_b0263.wav,ASI,Hindi,M,only once did i confide the strangers of it all to another.!!!
but this time it was saxon who rebelled,data/l2arctic/ASI/wav/arctic_b0264.wav,ASI,Hindi,M,but this time it was saxon who rebelled.!!!
i was not to cry out in the face of fear,data/l2arctic/ASI/wav/arctic_b0265.wav,ASI,Hindi,M,i was not to cry out in the face of fear.!!!
and now put yourself in my place for a moment,data/l2arctic/ASI/wav/arctic_b0266.wav,ASI,Hindi,M,and now put yourself in the place for a moment.!!!
the boy threw back his head with pride,data/l2arctic/ASI/wav/arctic_b0267.wav,ASI,Hindi,M,the boy threw back his head with pride.!!!
saxon nodded and the boy frowned,data/l2arctic/ASI/wav/arctic_b0268.wav,ASI,Hindi,M,sex on nordic and the boy frowned.!!!
why not like any railroad station or ferry depot,data/l2arctic/ASI/wav/arctic_b0269.wav,ASI,Hindi,M,why not like any railroad station or ferry depot?
we could throw stones with our feet,data/l2arctic/ASI/wav/arctic_b0270.wav,ASI,Hindi,M,we could throw stones with our feet.
it was put together in a casual helter skelter sort of way,data/l2arctic/ASI/wav/arctic_b0271.wav,ASI,Hindi,M,"it was put together in a casual, helter-skelter sort of way."
these were merely stout sticks an inch or so in diameter,data/l2arctic/ASI/wav/arctic_b0272.wav,ASI,Hindi,M,these were merely stout stakes an inch or so in diameter.
then it was that a strange thing happened,data/l2arctic/ASI/wav/arctic_b0273.wav,ASI,Hindi,M,then it was that strange thing happened.
from the source of light a harsh voice said,data/l2arctic/ASI/wav/arctic_b0274.wav,ASI,Hindi,M,"from the source of light, the harsh voice said,"
we were now good friends,data/l2arctic/ASI/wav/arctic_b0276.wav,ASI,Hindi,M,we were now good friends.
two of the folk were already up,data/l2arctic/ASI/wav/arctic_b0277.wav,ASI,Hindi,M,two of the folk were already up.
now animals do not like mockery,data/l2arctic/ASI/wav/arctic_b0278.wav,ASI,Hindi,M,now animals do not like mercury.!!
he gave one last snarl and slid from view among the trees,data/l2arctic/ASI/wav/arctic_b0279.wav,ASI,Hindi,M,he gave one last snarl and slid from view among the trees.!!
again the girls applauded and missus hall cried,data/l2arctic/ASI/wav/arctic_b0280.wav,ASI,Hindi,M,again the girls applauded and mrs. hall cried.!!
just the same id sooner be myself than have book indigestion,data/l2arctic/ASI/wav/arctic_b0281.wav,ASI,Hindi,M,"just the same, i'd sooner be myself than have book indigestion.!!"
some of the smaller veins had doubtless been ruptured,data/l2arctic/ASI/wav/arctic_b0282.wav,ASI,Hindi,M,some of the smaller veins had doubtless been ruptured.!!
but we were without this momentum,data/l2arctic/ASI/wav/arctic_b0283.wav,ASI,Hindi,M,but we were without this momentum.!!
there was one difficulty however,data/l2arctic/ASI/wav/arctic_b0284.wav,ASI,Hindi,M,"there was one difficulty, however.!!"
the hyena proceeded to dine,data/l2arctic/ASI/wav/arctic_b0285.wav,ASI,Hindi,M,the hyena proceeded to die.!!
the time was considered auspicious,data/l2arctic/ASI/wav/arctic_b0286.wav,ASI,Hindi,M,the time was considered auspicious.
or have they already devised one,data/l2arctic/ASI/wav/arctic_b0287.wav,ASI,Hindi,M,or they have already devised one.
we would not spend another such night,data/l2arctic/ASI/wav/arctic_b0288.wav,ASI,Hindi,M,we would not spend another such night.
at first his progress was slow and erratic,data/l2arctic/ASI/wav/arctic_b0289.wav,ASI,Hindi,M,"at first, his progress was slow and erratic."
he placed his paw on one and its movements were accelerated,data/l2arctic/ASI/wav/arctic_b0290.wav,ASI,Hindi,M,he placed his paw on one and its movements were accelerated.
the awe of man rushed over him again,data/l2arctic/ASI/wav/arctic_b0291.wav,ASI,Hindi,M,the awe of man rushed over him again.
between him and all domestic animals there must be no hostilities,data/l2arctic/ASI/wav/arctic_b0293.wav,ASI,Hindi,M,between him and all domestic animals there must be no hostilities.
for a much longer time lop ear and i remained and watched,data/l2arctic/ASI/wav/arctic_b0294.wav,ASI,Hindi,M,"for a much longer time, law appeared and i remained and watched."
all right sir replied jock with great regret,data/l2arctic/ASI/wav/arctic_b0295.wav,ASI,Hindi,M,"all right, sir, replied jock with a great regret.!"
at times i wondered where sir archibald got his style,data/l2arctic/ASI/wav/arctic_b0296.wav,ASI,Hindi,M,at times i wondered where sir archibald got his style.!
why should a fellow throw up the sponge after the first round,data/l2arctic/ASI/wav/arctic_b0297.wav,ASI,Hindi,M,why should a fellow throw up the sponge after the first round?!
his hand shot out and clutched crooked leg by the neck,data/l2arctic/ASI/wav/arctic_b0298.wav,ASI,Hindi,M,his hand shot out and clutched crooked leg by the neck.!
miss brodies smile was slightly sarcastic,data/l2arctic/ASI/wav/arctic_b0299.wav,ASI,Hindi,M,miss broody's smile was slightly sarcastic.!
does the old boy often go off at half cock that way,data/l2arctic/ASI/wav/arctic_b0300.wav,ASI,Hindi,M,does the old boy often go off at half cock that way?!
a flying arrow passed between us,data/l2arctic/ASI/wav/arctic_b0301.wav,ASI,Hindi,M,a flying arrow passed between us.!
i pulled suddenly with all my might,data/l2arctic/ASI/wav/arctic_b0302.wav,ASI,Hindi,M,i pulled suddenly with all my might.!
here we allow our solicitors to look after our legal work,data/l2arctic/ASI/wav/arctic_b0303.wav,ASI,Hindi,M,here we allow our solicitors to look after our legal work.!
his previous wives had never lived long enough to bear him children,data/l2arctic/ASI/wav/arctic_b0304.wav,ASI,Hindi,M,his previous wives had never lived long enough to bear him children.!
it was our river emerging like ourselves from the great swamp,data/l2arctic/ASI/wav/arctic_b0305.wav,ASI,Hindi,M,it was a river emerging like ourselves from the great swamp.!
cameron looked at his hands with their long sinewy fingers,data/l2arctic/ASI/wav/arctic_b0306.wav,ASI,Hindi,M,"cameroon looked at his hands with their long, sneezing fingers.!"
we got few vegetables and fruits and became fish eaters,data/l2arctic/ASI/wav/arctic_b0307.wav,ASI,Hindi,M,we got few vegetables and fruits and became fish eaters.!
we never made another migration,data/l2arctic/ASI/wav/arctic_b0308.wav,ASI,Hindi,M,we never made another migration.!
a little treatment massage with some help from the doctor,data/l2arctic/ASI/wav/arctic_b0310.wav,ASI,Hindi,M,a little treatment massage with some help from the doctor.!
the twenty ninth very foggy,data/l2arctic/ASI/wav/arctic_b0311.wav,ASI,Hindi,M,"the 29th, very foggy.!"
dig in youre sure good was daylights answer,data/l2arctic/ASI/wav/arctic_b0312.wav,ASI,Hindi,M,"dig in. you're sure good, was daylight's answer."
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/ASI/wav/arctic_b0313.wav,ASI,Hindi,M,"the apron string loomed near, and he shied like an unbroken colt."
he had been born with this endowment,data/l2arctic/ASI/wav/arctic_b0314.wav,ASI,Hindi,M,he had been born with his endowment.
and this was their sole conversation throughout the meal,data/l2arctic/ASI/wav/arctic_b0315.wav,ASI,Hindi,M,and this was their sole conversation throughout the meal.
though the aurora still flamed another day had begun,data/l2arctic/ASI/wav/arctic_b0316.wav,ASI,Hindi,M,"though the aurora still flamed, another day had begun."
he did not believe in the burning of daylight for such a luxury,data/l2arctic/ASI/wav/arctic_b0317.wav,ASI,Hindi,M,he did not believe in the burning of daylight for such a luxury.
again he had done the big thing,data/l2arctic/ASI/wav/arctic_b0318.wav,ASI,Hindi,M,again he had done the big thing.
daylight was tired profoundly tired,data/l2arctic/ASI/wav/arctic_b0319.wav,ASI,Hindi,M,"daylight was tired, profoundly tired."
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/ASI/wav/arctic_b0320.wav,ASI,Hindi,M,the regret in his voice was provocative of a second burst of laughter.
instead he arrived on the night of the second day,data/l2arctic/ASI/wav/arctic_b0321.wav,ASI,Hindi,M,instead he arrived on the night of the second day.
their supply of grub was gone,data/l2arctic/ASI/wav/arctic_b0322.wav,ASI,Hindi,M,their supply of grub was gone.
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/ASI/wav/arctic_b0323.wav,ASI,Hindi,M,crickets began to chirp and more geese and ducks flew overhead.
not till the twentieth of may did the river break,data/l2arctic/ASI/wav/arctic_b0324.wav,ASI,Hindi,M,not till the 20th of may did the river break.
it was a gigantic inadequacy,data/l2arctic/ASI/wav/arctic_b0325.wav,ASI,Hindi,M,it was a gigantic inadequacy.
he had been so easy,data/l2arctic/ASI/wav/arctic_b0327.wav,ASI,Hindi,M,he had been so easy.
change chairs daylight commanded,data/l2arctic/ASI/wav/arctic_b0328.wav,ASI,Hindi,M,"change chairs, daylight commanded."
id sooner have my chips back,data/l2arctic/ASI/wav/arctic_b0329.wav,ASI,Hindi,M,i'd sooner have my chips back.!!
they only had a little thirty thousand dollar fire,data/l2arctic/ASI/wav/arctic_b0330.wav,ASI,Hindi,M,they only had a little thirsty $1000 fire.!!
his partners had starved and died on the stewart,data/l2arctic/ASI/wav/arctic_b0331.wav,ASI,Hindi,M,his partners had starved and died on the steward.!!
as to how she dressed he had no ideas at all,data/l2arctic/ASI/wav/arctic_b0332.wav,ASI,Hindi,M,"as to how she dressed, he had no ideas at all.!!"
it does was her audacious answer,data/l2arctic/ASI/wav/arctic_b0333.wav,ASI,Hindi,M,it does was an audacious answer.!!
oh its just a novel a love story,data/l2arctic/ASI/wav/arctic_b0334.wav,ASI,Hindi,M,"oh, it's just a novel. a love story.!!"
whoever lived on the ranch did that,data/l2arctic/ASI/wav/arctic_b0335.wav,ASI,Hindi,M,whoever lived on the ranch did that.!!
how old are you mother,data/l2arctic/ASI/wav/arctic_b0336.wav,ASI,Hindi,M,"how old are you, mother?!!"
here he got a fresh thrill,data/l2arctic/ASI/wav/arctic_b0337.wav,ASI,Hindi,M,here he got a fresh thrill.!!
it was unobtrusive yet it was there,data/l2arctic/ASI/wav/arctic_b0338.wav,ASI,Hindi,M,"it was unobtrusive, yet it was there.!!"
well ill be plumb gosh darned,data/l2arctic/ASI/wav/arctic_b0339.wav,ASI,Hindi,M,"well, i'll be plumbed, gosh darned!!!"
these quick little joys of hers were sources of joy to him,data/l2arctic/ASI/wav/arctic_b0340.wav,ASI,Hindi,M,these quick little joys of hers were sources of joy to him.!!
i play that choice wide open to win,data/l2arctic/ASI/wav/arctic_b0341.wav,ASI,Hindi,M,i play that choice wide open to win.!!
each improvement makes the value of everything else pump up,data/l2arctic/ASI/wav/arctic_b0342.wav,ASI,Hindi,M,each improvement makes the value of everything else pump up.!!
lots of men take women buggy riding,data/l2arctic/ASI/wav/arctic_b0344.wav,ASI,Hindi,M,lots of men take women buggy riding.!!
daylight made no answer and the door closed behind him,data/l2arctic/ASI/wav/arctic_b0345.wav,ASI,Hindi,M,daylight made no answer and the door closed behind him.!!
theres not an iota of truth in it,data/l2arctic/ASI/wav/arctic_b0346.wav,ASI,Hindi,M,there's not an iota of truth in it.
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/ASI/wav/arctic_b0347.wav,ASI,Hindi,M,but ever his gaze returned to that crouched venus on the piano.
would you be satisfied with that one hundredth part of me,data/l2arctic/ASI/wav/arctic_b0348.wav,ASI,Hindi,M,would you be satisfied with that 100th part of me?
in such a tumbling of values was no time to sell,data/l2arctic/ASI/wav/arctic_b0349.wav,ASI,Hindi,M,in such a tumbling of values was no time to sell.
stand off butcher and baker and all the rest,data/l2arctic/ASI/wav/arctic_b0350.wav,ASI,Hindi,M,"standoff, butcher and baker and all the rest."
matthewson whos this bookkeeper rogers,data/l2arctic/ASI/wav/arctic_b0351.wav,ASI,Hindi,M,"matthewson, who's this bookkeeper? rogers."
now just what do you want to know,data/l2arctic/ASI/wav/arctic_b0352.wav,ASI,Hindi,M,now just what do you want to know?
i want to know how all this is possible,data/l2arctic/ASI/wav/arctic_b0353.wav,ASI,Hindi,M,i want to know how all this is possible.
its that much junk,data/l2arctic/ASI/wav/arctic_b0354.wav,ASI,Hindi,M,it's that much junk.!!
there was proper division of labor in the work they individually performed,data/l2arctic/ASI/wav/arctic_b0355.wav,ASI,Hindi,M,there was proper division of labour in the work they individually performed.!!
he loved to play chinese lottery,data/l2arctic/ASI/wav/arctic_b0356.wav,ASI,Hindi,M,he loved to play chinese lottery.!!
the law of club and fang,data/l2arctic/ASI/wav/arctic_b0357.wav,ASI,Hindi,M,the law of club and fan!!
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/ASI/wav/arctic_b0358.wav,ASI,Hindi,M,the temperature dropped to 50 below zero and remained there the whole trip.!!
and as never before he was ready to obey,data/l2arctic/ASI/wav/arctic_b0359.wav,ASI,Hindi,M,"and as never before, he was ready to obey.!!"
there are the canals of china and the yangtse river,data/l2arctic/ASI/wav/arctic_b0361.wav,ASI,Hindi,M,there are the canals of china and the yangtze river.!!
we threaten to be of the one mind before the voyage is completed,data/l2arctic/ASI/wav/arctic_b0362.wav,ASI,Hindi,M,we threaten to be of the one mind before the voyage is completed.!!
she was built primarily to sail,data/l2arctic/ASI/wav/arctic_b0363.wav,ASI,Hindi,M,she was built primarily to sail.
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/ASI/wav/arctic_b0364.wav,ASI,Hindi,M,"in the bohemian club of san francisco, there are some crack sailors."
my age in years is twenty two,data/l2arctic/ASI/wav/arctic_b0365.wav,ASI,Hindi,M,my age in years is 22.
i forgot how easily i had taught myself from the printed page,data/l2arctic/ASI/wav/arctic_b0366.wav,ASI,Hindi,M,i forgot how easily i had taught myself from the printed page.
any average young fellow can teach himself in a week,data/l2arctic/ASI/wav/arctic_b0367.wav,ASI,Hindi,M,any average young fellow can teach himself in a week.
please do not think that i already know it all,data/l2arctic/ASI/wav/arctic_b0368.wav,ASI,Hindi,M,please do not think that i already know it all.
you see we were teaching ourselves,data/l2arctic/ASI/wav/arctic_b0369.wav,ASI,Hindi,M,"you see, we were teaching ourselves."
and now behold the perversity of things,data/l2arctic/ASI/wav/arctic_b0370.wav,ASI,Hindi,M,"and now, behold the perversity of things."
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/ASI/wav/arctic_b0371.wav,ASI,Hindi,M,yield yourself to the waters that are ripping and tearing at you.
mister mcveigh told me about him,data/l2arctic/ASI/wav/arctic_b0372.wav,ASI,Hindi,M,mr. mike wage told me about him.
unlike joshua he stood in no need of divine assistance,data/l2arctic/ASI/wav/arctic_b0373.wav,ASI,Hindi,M,"unlike joshua, he stood in no need of divine assistance."
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/ASI/wav/arctic_b0374.wav,ASI,Hindi,M,"to say the least, captain cook was a rather thoroughgoing empiricist."
man could not conquer them,data/l2arctic/ASI/wav/arctic_b0375.wav,ASI,Hindi,M,man could not conquer them.
thought i and a worthy fool he proved,data/l2arctic/ASI/wav/arctic_b0376.wav,ASI,Hindi,M,"thought i, and a worthy fool he proved."
i like to speculate upon the glorious future of man,data/l2arctic/ASI/wav/arctic_b0378.wav,ASI,Hindi,M,i like to speculate upon the glorious future of man.
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/ASI/wav/arctic_b0379.wav,ASI,Hindi,M,christmas is an easy problem compared with a polynesian giving feast.
he had peeled off his shirt and was wildly waving it,data/l2arctic/ASI/wav/arctic_b0380.wav,ASI,Hindi,M,he had peeled off his shirt and was wildly waving it.!
and how would we ever find ourselves,data/l2arctic/ASI/wav/arctic_b0381.wav,ASI,Hindi,M,and how would we ever find ourselves?!
i defy any man to get a solomon island sore in california,data/l2arctic/ASI/wav/arctic_b0382.wav,ASI,Hindi,M,i defy any man to get a solomon island sore in california.!
a bush chief had died a natural death,data/l2arctic/ASI/wav/arctic_b0383.wav,ASI,Hindi,M,a bush chief had died a natural death.!
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/ASI/wav/arctic_b0384.wav,ASI,Hindi,M,the skippers and nakata's gymnastics served as a translation without words.!
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/ASI/wav/arctic_b0385.wav,ASI,Hindi,M,last night he showed all the symptoms of coming down with pneumonia.!
my idea was that he would have more influence over the natives,data/l2arctic/ASI/wav/arctic_b0386.wav,ASI,Hindi,M,my idea was that he would have more influence over the natives.!
it is merely the simple superlative,data/l2arctic/ASI/wav/arctic_b0387.wav,ASI,Hindi,M,it is merely the simple superlative.!
i made no more overtures,data/l2arctic/ASI/wav/arctic_b0388.wav,ASI,Hindi,M,i made no more overtures.!!
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/ASI/wav/arctic_b0389.wav,ASI,Hindi,M,"among my minor afflictions, i may mention a new and mysterious one.!!"
the voyage was our idea of a good time,data/l2arctic/ASI/wav/arctic_b0390.wav,ASI,Hindi,M,the voyage was our idea of good time.!!
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/ASI/wav/arctic_b0391.wav,ASI,Hindi,M,"at sea tuesday, march 17, 1908.!!"
yes sir he answered with cheerful alacrity,data/l2arctic/ASI/wav/arctic_b0392.wav,ASI,Hindi,M,"yes, sir, he answered with cheerful alacrity.!!"
i was still weak from my prolonged immersion,data/l2arctic/ASI/wav/arctic_b0393.wav,ASI,Hindi,M,i was still weak from my prolonged immersion.!!
i was beneath the water suffocating and drowning,data/l2arctic/ASI/wav/arctic_b0395.wav,ASI,Hindi,M,"i was beneath the water, suffocating and drowning.!!"
the pain from my hurt knee was agonizing,data/l2arctic/ASI/wav/arctic_b0396.wav,ASI,Hindi,M,the pain from my hurt knee was agonizing.!!
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/ASI/wav/arctic_b0397.wav,ASI,Hindi,M,the hunters were still arguing and roaring like some semi-human amphibious breed.
i have been robbed sir i amended,data/l2arctic/ASI/wav/arctic_b0398.wav,ASI,Hindi,M,"i have been robbed, sir, i amended."
you were looking squeamish this afternoon he began,data/l2arctic/ASI/wav/arctic_b0399.wav,ASI,Hindi,M,"you are looking squeamish this afternoon, he began."
how could i answer the question on the spur of the moment,data/l2arctic/ASI/wav/arctic_b0400.wav,ASI,Hindi,M,how could i answer the question on the spur of the moment?
i learned it myself in english ships,data/l2arctic/ASI/wav/arctic_b0401.wav,ASI,Hindi,M,i learnt it myself in english ships.
an altruistic act is an act performed for the welfare of others,data/l2arctic/ASI/wav/arctic_b0402.wav,ASI,Hindi,M,an altruistic act is an act performed for the welfare of others.
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/ASI/wav/arctic_b0403.wav,ASI,Hindi,M,"knowing him, i reviewed the old scandinavian myths with clearer understanding."
