transcription,path_to_audio,speaker_id,native_language,gender,wavlm_large_transcriptions
shorty turned to their employers,data/l2arctic/SVBI/wav/arctic_b0227.wav,SVBI,Hindi,F,shay turned to their employers
you were engaged,data/l2arctic/SVBI/wav/arctic_b0228.wav,SVBI,Hindi,F,you ware engagzed
i saw it all myself and it was splendid,data/l2arctic/SVBI/wav/arctic_b0229.wav,SVBI,Hindi,F,i saw it all myself and it was splendid
now run along and tell them to hurry,data/l2arctic/SVBI/wav/arctic_b0230.wav,SVBI,Hindi,F,now run along and tell them to hurry
whats that grub thief got to do with it,data/l2arctic/SVBI/wav/arctic_b0231.wav,SVBI,Hindi,F,whats that grap thief got to do with it
it was a superb picture,data/l2arctic/SVBI/wav/arctic_b0232.wav,SVBI,Hindi,F,it was a superb pictur
so she said the irate skipper dashed on,data/l2arctic/SVBI/wav/arctic_b0233.wav,SVBI,Hindi,F,so she said the irat skipper dashed on
and watch out for wet feet was his parting advice,data/l2arctic/SVBI/wav/arctic_b0234.wav,SVBI,Hindi,F,and wats out for ward feet was hisparting adwice
raoul yelled in order to make himself heard,data/l2arctic/SVBI/wav/arctic_b0235.wav,SVBI,Hindi,F,rwoll yeled in order to make himself heard
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/SVBI/wav/arctic_b0236.wav,SVBI,Hindi,F,oulong was two hundred and fifty miles from the nearest land
they just lay off in the bush and plugged away,data/l2arctic/SVBI/wav/arctic_b0237.wav,SVBI,Hindi,F,they just lay off in the bush and plugdawy
the very thought of the effort to swim over was nauseating,data/l2arctic/SVBI/wav/arctic_b0238.wav,SVBI,Hindi,F,the very thought of the effort to swim over was nasiating
and there was a dog that barked,data/l2arctic/SVBI/wav/arctic_b0239.wav,SVBI,Hindi,F,and there was a dog that bart
bill lingered contemplating his work with artistic appreciation,data/l2arctic/SVBI/wav/arctic_a0561.wav,SVBI,Hindi,F,bill lingered contemplating his work with aurtistic appreciation
but well just postpone this,data/l2arctic/SVBI/wav/arctic_a0578.wav,SVBI,Hindi,F,but well ust postpone this
you got out by fighting and i through a pretty girl,data/l2arctic/SVBI/wav/arctic_b0002.wav,SVBI,Hindi,F,you go out by fighting and i throu a pretty girl
his slim hands gripped the edges of the table,data/l2arctic/SVBI/wav/arctic_b0019.wav,SVBI,Hindi,F,his slim hands gripped ther just of the table
he wondered too where roscoe was,data/l2arctic/SVBI/wav/arctic_b0036.wav,SVBI,Hindi,F,he wandered to where roscoas
that is why i am am rattled he laughed,data/l2arctic/SVBI/wav/arctic_b0053.wav,SVBI,Hindi,F,that is why i am am ratled he laughed
there was no chance to fire without hitting him,data/l2arctic/SVBI/wav/arctic_b0070.wav,SVBI,Hindi,F,there was no chance to fire without hiting him
they will search for us between their camp and churchill,data/l2arctic/SVBI/wav/arctic_b0087.wav,SVBI,Hindi,F,they will sarch for us between their camp and tortel
shooting pains passed like flashes of electricity through his body,data/l2arctic/SVBI/wav/arctic_b0104.wav,SVBI,Hindi,F,shooting pains passed like flashes of electricity through his body
i want my men to work by themselves,data/l2arctic/SVBI/wav/arctic_b0121.wav,SVBI,Hindi,F,i want my men to work by themselves
and then steadily he began to chew,data/l2arctic/SVBI/wav/arctic_b0138.wav,SVBI,Hindi,F,and then steadily he began to che
his freshly caught furs he flung to the floor,data/l2arctic/SVBI/wav/arctic_b0155.wav,SVBI,Hindi,F,his freshly caut firs he flung to the floor
on the far corner of the compound fence a hawk brooded,data/l2arctic/SVBI/wav/arctic_b0172.wav,SVBI,Hindi,F,on the far corner of the compond fence a hawk brouoded
that is what distinguishes all of us from the lower animals,data/l2arctic/SVBI/wav/arctic_b0189.wav,SVBI,Hindi,F,that dis ward distinguisheus all of us from the lower animals
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/SVBI/wav/arctic_b0206.wav,SVBI,Hindi,F,horses and rifls had been her tis camp and traile her nurseary
the women they carried away with them to the big valley,data/l2arctic/SVBI/wav/arctic_b0241.wav,SVBI,Hindi,F,the woman that carried away with them to the bigualli
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/SVBI/wav/arctic_b0242.wav,SVBI,Hindi,F,the japanese understod as we could never school ourselves or hope to understand
they had been on the same lay as ourselves,data/l2arctic/SVBI/wav/arctic_b0243.wav,SVBI,Hindi,F,they had been on the same lay as our selves
you are positively soulless he said savagely,data/l2arctic/SVBI/wav/arctic_b0244.wav,SVBI,Hindi,F,you are positively sorless he said savagely
harrison is still my chauffeur,data/l2arctic/SVBI/wav/arctic_b0245.wav,SVBI,Hindi,F,hadison is still my schafeur
the boy grew and prospered,data/l2arctic/SVBI/wav/arctic_b0246.wav,SVBI,Hindi,F,the boy grew and prospered
he wanted to give the finish to this foe already so far gone,data/l2arctic/SVBI/wav/arctic_b0247.wav,SVBI,Hindi,F,he wanted to give the finish to this fo allready so fare gone
exciting times are the lot of the fish patrol,data/l2arctic/SVBI/wav/arctic_b0248.wav,SVBI,Hindi,F,exciting times are the lot of the fishbadrol
i know they are my oysters,data/l2arctic/SVBI/wav/arctic_b0249.wav,SVBI,Hindi,F,i know the are my oysters
by this time charley was as enraged as the greek,data/l2arctic/SVBI/wav/arctic_b0250.wav,SVBI,Hindi,F,by this time charly was as endraged as the greek
they must have been swept away by the chaotic currents,data/l2arctic/SVBI/wav/arctic_b0251.wav,SVBI,Hindi,F,they must have been swept away by the chaotic currents
it resembled tea less than lager beer resembles champagne,data/l2arctic/SVBI/wav/arctic_b0252.wav,SVBI,Hindi,F,it resembled ta less than legor ber resembles champin
the very opposite is true they are discouraged vagabonds,data/l2arctic/SVBI/wav/arctic_b0253.wav,SVBI,Hindi,F,the very opposite is true they are discouraged wegabons
at the same time spears and arrows began to fall among the invaders,data/l2arctic/SVBI/wav/arctic_b0254.wav,SVBI,Hindi,F,ad the same time spears and arrows began to fall among the invaders
then again tudor had such an irritating way about him,data/l2arctic/SVBI/wav/arctic_b0255.wav,SVBI,Hindi,F,then again tudor had such an irritating way abort him
outwardly he maintained a calm and smiling aspect,data/l2arctic/SVBI/wav/arctic_b0256.wav,SVBI,Hindi,F,outwardly he maintained a caolman smiling aspect
you fired me out of your house in short,data/l2arctic/SVBI/wav/arctic_b0258.wav,SVBI,Hindi,F,ou fired me out of your house in short
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/SVBI/wav/arctic_b0259.wav,SVBI,Hindi,F,her mouth opene but insted of speaking she drew alongsighd
its worth eight dollars,data/l2arctic/SVBI/wav/arctic_b0260.wav,SVBI,Hindi,F,its worth aigh dollars
and he did hurt my arm,data/l2arctic/SVBI/wav/arctic_b0261.wav,SVBI,Hindi,F,and he did hurt my arm
saxons onto her job,data/l2arctic/SVBI/wav/arctic_b0262.wav,SVBI,Hindi,F,sacoms on to her job
only once did i confide the strangeness of it all to another,data/l2arctic/SVBI/wav/arctic_b0263.wav,SVBI,Hindi,F,only once did i confide the strangeness of it all to another
but this time it was saxon who rebelled,data/l2arctic/SVBI/wav/arctic_b0264.wav,SVBI,Hindi,F,but this time it was saxon who rebouled
i was not to cry out in the face of fear,data/l2arctic/SVBI/wav/arctic_b0265.wav,SVBI,Hindi,F,i was noht to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/SVBI/wav/arctic_b0266.wav,SVBI,Hindi,F,and now put yourself in my place for a moment
the boy threw back his head with pride,data/l2arctic/SVBI/wav/arctic_b0267.wav,SVBI,Hindi,F,the boy threw back his head with pride
saxon nodded and the boy frowned,data/l2arctic/SVBI/wav/arctic_b0268.wav,SVBI,Hindi,F,saxon noded and the boy frowned
why not like any railroad station or ferry depot,data/l2arctic/SVBI/wav/arctic_b0269.wav,SVBI,Hindi,F,why not like any raiload station or feridipo
we could throw stones with our feet,data/l2arctic/SVBI/wav/arctic_b0270.wav,SVBI,Hindi,F,we could throw stones with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/SVBI/wav/arctic_b0271.wav,SVBI,Hindi,F,it was put together in a casial helterscelter sort of wa
these were merely stout sticks an inch or so in diameter,data/l2arctic/SVBI/wav/arctic_b0272.wav,SVBI,Hindi,F,these were merely stout sticks an inch or so in diameter
then it was that a strange thing happened,data/l2arctic/SVBI/wav/arctic_b0273.wav,SVBI,Hindi,F,then it was that a strange thing happened
but i did not enjoy it long,data/l2arctic/SVBI/wav/arctic_b0275.wav,SVBI,Hindi,F,ut i did not engoy it long
we were now good friends,data/l2arctic/SVBI/wav/arctic_b0276.wav,SVBI,Hindi,F,we were no good friends
two of the folk were already up,data/l2arctic/SVBI/wav/arctic_b0277.wav,SVBI,Hindi,F,two of the folk were allready up
now animals do not like mockery,data/l2arctic/SVBI/wav/arctic_b0278.wav,SVBI,Hindi,F,now animals do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/SVBI/wav/arctic_b0279.wav,SVBI,Hindi,F,he gave one last snaul and slid from yoew among the trees
again the girls applauded and missus hall cried,data/l2arctic/SVBI/wav/arctic_b0280.wav,SVBI,Hindi,F,again the girls applarded and missus hallkryed
just the same id sooner be myself than have book indigestion,data/l2arctic/SVBI/wav/arctic_b0281.wav,SVBI,Hindi,F,just the same id sooner be myself than ha book indigesin
some of the smaller veins had doubtless been ruptured,data/l2arctic/SVBI/wav/arctic_b0282.wav,SVBI,Hindi,F,some of the smaller weins had doubtless been ruptured
but we were without this momentum,data/l2arctic/SVBI/wav/arctic_b0283.wav,SVBI,Hindi,F,but we were without this moment
there was one difficulty however,data/l2arctic/SVBI/wav/arctic_b0284.wav,SVBI,Hindi,F,therewas one difficulty however
the hyena proceeded to dine,data/l2arctic/SVBI/wav/arctic_b0285.wav,SVBI,Hindi,F,the hina proceeded to dine
the time was considered auspicious,data/l2arctic/SVBI/wav/arctic_b0286.wav,SVBI,Hindi,F,the time was considered auspicious
or have they already devised one,data/l2arctic/SVBI/wav/arctic_b0287.wav,SVBI,Hindi,F,or have they aleady devised on
we would not spend another such night,data/l2arctic/SVBI/wav/arctic_b0288.wav,SVBI,Hindi,F,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/SVBI/wav/arctic_b0289.wav,SVBI,Hindi,F,at first his progress was slow and eraticc
he placed his paw on one and its movements were accelerated,data/l2arctic/SVBI/wav/arctic_b0290.wav,SVBI,Hindi,F,he placed his paw on one and its moments were axhilarate
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/SVBI/wav/arctic_b0292.wav,SVBI,Hindi,F,he firemen wore animal skins around their waists and across their shoulders
between him and all domestic animals there must be no hostilities,data/l2arctic/SVBI/wav/arctic_b0293.wav,SVBI,Hindi,F,between him and all domestic animals there must be no hostilities
for a much longer time lop ear and i remained and watched,data/l2arctic/SVBI/wav/arctic_b0294.wav,SVBI,Hindi,F,for a much longer time lopier and i remained and watched
all right sir replied jock with great regret,data/l2arctic/SVBI/wav/arctic_b0295.wav,SVBI,Hindi,F,allright sir replied jok with great regret
at times i wondered where sir archibald got his style,data/l2arctic/SVBI/wav/arctic_b0296.wav,SVBI,Hindi,F,at times i wondered where sir archibal got his stile
why should a fellow throw up the sponge after the first round,data/l2arctic/SVBI/wav/arctic_b0297.wav,SVBI,Hindi,F,why should a fellow throw up the spons after the first round
his hand shot out and clutched crooked leg by the neck,data/l2arctic/SVBI/wav/arctic_b0298.wav,SVBI,Hindi,F,his hand shot out and cluthed crooked lek bi the nick
miss brodies smile was slightly sarcastic,data/l2arctic/SVBI/wav/arctic_b0299.wav,SVBI,Hindi,F,miss brodys smile was slightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/SVBI/wav/arctic_b0300.wav,SVBI,Hindi,F,does the old boy often go off at half cock that way
a flying arrow passed between us,data/l2arctic/SVBI/wav/arctic_b0301.wav,SVBI,Hindi,F,a flying arow passed between us
i pulled suddenly with all my might,data/l2arctic/SVBI/wav/arctic_b0302.wav,SVBI,Hindi,F,i pulled sudenly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/SVBI/wav/arctic_b0303.wav,SVBI,Hindi,F,here we allo our solicitors to look after our legal work
his previous wives had never lived long enough to bear him children,data/l2arctic/SVBI/wav/arctic_b0304.wav,SVBI,Hindi,F,his previous wives had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/SVBI/wav/arctic_b0305.wav,SVBI,Hindi,F,it was our river emarzing like ourselves from the great samp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/SVBI/wav/arctic_b0306.wav,SVBI,Hindi,F,camoron looked at his hands with their long sin fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/SVBI/wav/arctic_b0307.wav,SVBI,Hindi,F,we got few vegitables and fruits and became fissheaters
nor was elam harnish an exception,data/l2arctic/SVBI/wav/arctic_b0309.wav,SVBI,Hindi,F,nar was elem harnish an exception
a little treatment massage with some help from the doctor,data/l2arctic/SVBI/wav/arctic_b0310.wav,SVBI,Hindi,F,a little treatment masaze with some help from the doctor
the twenty ninth very foggy,data/l2arctic/SVBI/wav/arctic_b0311.wav,SVBI,Hindi,F,the trenty ninth vey foggy
dig in youre sure good was daylights answer,data/l2arctic/SVBI/wav/arctic_b0312.wav,SVBI,Hindi,F,dig in youre sure good was dalights answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/SVBI/wav/arctic_b0313.wav,SVBI,Hindi,F,the abron string loomed near and he shied like an unbroken cold
he had been born with this endowment,data/l2arctic/SVBI/wav/arctic_b0314.wav,SVBI,Hindi,F,he had been bon with this endowment
and this was their sole conversation throughout the meal,data/l2arctic/SVBI/wav/arctic_b0315.wav,SVBI,Hindi,F,and this was their sole conversation throght the meal
though the aurora still flamed another day had begun,data/l2arctic/SVBI/wav/arctic_b0316.wav,SVBI,Hindi,F,though the arora still flamed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/SVBI/wav/arctic_b0317.wav,SVBI,Hindi,F,he did not believe in the burning of dalit for such a luxury
again he had done the big thing,data/l2arctic/SVBI/wav/arctic_b0318.wav,SVBI,Hindi,F,again he had done the big thing
daylight was tired profoundly tired,data/l2arctic/SVBI/wav/arctic_b0319.wav,SVBI,Hindi,F,dalight was tired profounely tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/SVBI/wav/arctic_b0320.wav,SVBI,Hindi,F,the regret in his voice was provocative of a second burst of lauhter
instead he arrived on the night of the second day,data/l2arctic/SVBI/wav/arctic_b0321.wav,SVBI,Hindi,F,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/SVBI/wav/arctic_b0322.wav,SVBI,Hindi,F,their suplay of grub was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/SVBI/wav/arctic_b0323.wav,SVBI,Hindi,F,cricets began to chirp and more geese and dugs flew overhead
not till the twentieth of may did the river break,data/l2arctic/SVBI/wav/arctic_b0324.wav,SVBI,Hindi,F,not till the twentieth of may did the river brek
our mister howison will call upon you at your hotel,data/l2arctic/SVBI/wav/arctic_b0326.wav,SVBI,Hindi,F,our mister hoison will call upon you at your hotel
he had been so easy,data/l2arctic/SVBI/wav/arctic_b0327.wav,SVBI,Hindi,F,he had been so eas
change chairs daylight commanded,data/l2arctic/SVBI/wav/arctic_b0328.wav,SVBI,Hindi,F,then chars delit commanded
id sooner have my chips back,data/l2arctic/SVBI/wav/arctic_b0329.wav,SVBI,Hindi,F,id sooner ha my thips back
they only had a little thirty thousand dollar fire,data/l2arctic/SVBI/wav/arctic_b0330.wav,SVBI,Hindi,F,they only had a little thir ty thousand dollars fire
his partners had starved and died on the stewart,data/l2arctic/SVBI/wav/arctic_b0331.wav,SVBI,Hindi,F,his partners had starved and died on the stward
as to how she dressed he had no ideas at all,data/l2arctic/SVBI/wav/arctic_b0332.wav,SVBI,Hindi,F,as to how she dressed he had no ideas at al
it does was her audacious answer,data/l2arctic/SVBI/wav/arctic_b0333.wav,SVBI,Hindi,F,it does was her audacious answer
oh its just a novel a love story,data/l2arctic/SVBI/wav/arctic_b0334.wav,SVBI,Hindi,F,oh its gust a novel a low story
whoever lived on the ranch did that,data/l2arctic/SVBI/wav/arctic_b0335.wav,SVBI,Hindi,F,whoever lived on the rancs  did that
how old are you mother,data/l2arctic/SVBI/wav/arctic_b0336.wav,SVBI,Hindi,F,how odl are you mother
here he got a fresh thrill,data/l2arctic/SVBI/wav/arctic_b0337.wav,SVBI,Hindi,F,here he got a fresh thrill
it was unobtrusive yet it was there,data/l2arctic/SVBI/wav/arctic_b0338.wav,SVBI,Hindi,F,it was unoptrusiv yet it was there
well ill be plumb gosh darned,data/l2arctic/SVBI/wav/arctic_b0339.wav,SVBI,Hindi,F,well ill be plumb gosh dand
these quick little joys of hers were sources of joy to him,data/l2arctic/SVBI/wav/arctic_b0340.wav,SVBI,Hindi,F,these quick little jyes of hers were sources of gy to him
i play that choice wide open to win,data/l2arctic/SVBI/wav/arctic_b0341.wav,SVBI,Hindi,F,i play that choice wide open to win
but how are you going to do it,data/l2arctic/SVBI/wav/arctic_b0343.wav,SVBI,Hindi,F,but how are you going to do it
lots of men take women buggy riding,data/l2arctic/SVBI/wav/arctic_b0344.wav,SVBI,Hindi,F,lots of men take women bageriding
daylight made no answer and the door closed behind him,data/l2arctic/SVBI/wav/arctic_b0345.wav,SVBI,Hindi,F,dayliht made no answer and the door closed behind him
theres not an iota of truth in it,data/l2arctic/SVBI/wav/arctic_b0346.wav,SVBI,Hindi,F,theres not an it of truth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/SVBI/wav/arctic_b0347.wav,SVBI,Hindi,F,but ever his gaze returned to the croacced venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/SVBI/wav/arctic_b0348.wav,SVBI,Hindi,F,ould you be satisfded with that one hundredth part of me
in such a tumbling of values was no time to sell,data/l2arctic/SVBI/wav/arctic_b0349.wav,SVBI,Hindi,F,in such a tumbling of values was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/SVBI/wav/arctic_b0350.wav,SVBI,Hindi,F,stand off butcher and bacer and all the rest
matthewson whos this bookkeeper rogers,data/l2arctic/SVBI/wav/arctic_b0351.wav,SVBI,Hindi,F,mathuson whos this book keeper rosers
now just what do you want to know,data/l2arctic/SVBI/wav/arctic_b0352.wav,SVBI,Hindi,F,now jest what doyo wan to know
i want to know how all this is possible,data/l2arctic/SVBI/wav/arctic_b0353.wav,SVBI,Hindi,F,i want to know how all this is possible
its that much junk,data/l2arctic/SVBI/wav/arctic_b0354.wav,SVBI,Hindi,F,its that mud dunk
there was proper division of labor in the work they individually performed,data/l2arctic/SVBI/wav/arctic_b0355.wav,SVBI,Hindi,F,there was proper division of labor in the work they indiidually performed
he loved to play chinese lottery,data/l2arctic/SVBI/wav/arctic_b0356.wav,SVBI,Hindi,F,he llowed to play chinese lautry
the law of club and fang,data/l2arctic/SVBI/wav/arctic_b0357.wav,SVBI,Hindi,F,the logf cluban fung
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/SVBI/wav/arctic_b0358.wav,SVBI,Hindi,F,he tempeature dropped to fifty below zero and remained there the whole tripp
this state of mind comes of an undue prominence of the ego,data/l2arctic/SVBI/wav/arctic_b0360.wav,SVBI,Hindi,F,this state of mine comes of an undue prominence of the
there are the canals of china and the yangtse river,data/l2arctic/SVBI/wav/arctic_b0361.wav,SVBI,Hindi,F,there are the canals of china and the yang terier
we threaten to be of the one mind before the voyage is completed,data/l2arctic/SVBI/wav/arctic_b0362.wav,SVBI,Hindi,F,we  hreaten to be of the one mind before the waiarge is completed
she was built primarily to sail,data/l2arctic/SVBI/wav/arctic_b0363.wav,SVBI,Hindi,F,she was built primarily to sail
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/SVBI/wav/arctic_b0364.wav,SVBI,Hindi,F,in the bohemian club of san francisco there are some crack sailors
my age in years is twenty two,data/l2arctic/SVBI/wav/arctic_b0365.wav,SVBI,Hindi,F,my age in ears is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/SVBI/wav/arctic_b0366.wav,SVBI,Hindi,F,i forgoet how easily i had tught myself from the printed page
any average young fellow can teach himself in a week,data/l2arctic/SVBI/wav/arctic_b0367.wav,SVBI,Hindi,F,any averadge yung felok an teach himself in a week
please do not think that i already know it all,data/l2arctic/SVBI/wav/arctic_b0368.wav,SVBI,Hindi,F,please do not think ithat i alledy know it all
you see we were teaching ourselves,data/l2arctic/SVBI/wav/arctic_b0369.wav,SVBI,Hindi,F,you see we were teaching ourselves
and now behold the perversity of things,data/l2arctic/SVBI/wav/arctic_b0370.wav,SVBI,Hindi,F,and now behold the perversity of thinks
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/SVBI/wav/arctic_b0371.wav,SVBI,Hindi,F,yid yourself to the waters that are ripping and tearing at you
mister mcveigh told me about him,data/l2arctic/SVBI/wav/arctic_b0372.wav,SVBI,Hindi,F,mister meque told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/SVBI/wav/arctic_b0373.wav,SVBI,Hindi,F,unleke joshua he stood in no need of divine assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/SVBI/wav/arctic_b0374.wav,SVBI,Hindi,F,to say the least captain cook was a rather thorough going empiricist
man could not conquer them,data/l2arctic/SVBI/wav/arctic_b0375.wav,SVBI,Hindi,F,man could not conquer them
a scarlet loincloth completed his costume,data/l2arctic/SVBI/wav/arctic_b0377.wav,SVBI,Hindi,F,ascarlet loin cloth completed his costue
i like to speculate upon the glorious future of man,data/l2arctic/SVBI/wav/arctic_b0378.wav,SVBI,Hindi,F,i like to speculate upon the glorious future of men
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/SVBI/wav/arctic_b0379.wav,SVBI,Hindi,F,rismos is an easy problem compared with the polinasian giving fest
he had peeled off his shirt and was wildly waving it,data/l2arctic/SVBI/wav/arctic_b0380.wav,SVBI,Hindi,F,he had piiled off his shirt and was wilely waving it
and how would we ever find ourselves,data/l2arctic/SVBI/wav/arctic_b0381.wav,SVBI,Hindi,F,and howld we ever find ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/SVBI/wav/arctic_b0382.wav,SVBI,Hindi,F,i defy any man to get a solomon island sore in california
a bush chief had died a natural death,data/l2arctic/SVBI/wav/arctic_b0383.wav,SVBI,Hindi,F,a bush chief had died a natural death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/SVBI/wav/arctic_b0384.wav,SVBI,Hindi,F,he skippers and naqartas gymnastics served as a translation without words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/SVBI/wav/arctic_b0385.wav,SVBI,Hindi,F,last night he showred all the symtoms of coming down with nemonia
my idea was that he would have more influence over the natives,data/l2arctic/SVBI/wav/arctic_b0386.wav,SVBI,Hindi,F,my idea was that he would have more inflence over the natives
it is merely the simple superlative,data/l2arctic/SVBI/wav/arctic_b0387.wav,SVBI,Hindi,F,it is merely the simple superlatiue
i made no more overtures,data/l2arctic/SVBI/wav/arctic_b0388.wav,SVBI,Hindi,F,i made no more overters
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/SVBI/wav/arctic_b0389.wav,SVBI,Hindi,F,among my miner afflictions i may mention a new and mysterious one
the voyage was our idea of a good time,data/l2arctic/SVBI/wav/arctic_b0390.wav,SVBI,Hindi,F,he woyage was or idea of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/SVBI/wav/arctic_b0391.wav,SVBI,Hindi,F,at sea tusday march seventeenth nineten ortit
yes sir he answered with cheerful alacrity,data/l2arctic/SVBI/wav/arctic_b0392.wav,SVBI,Hindi,F,yes sir he answered with cheaerful alacurity
the boy hesitated then mastered his temper,data/l2arctic/SVBI/wav/arctic_b0394.wav,SVBI,Hindi,F,the boy hesitated then mastered his temper
i was beneath the water suffocating and drowning,data/l2arctic/SVBI/wav/arctic_b0395.wav,SVBI,Hindi,F,i was beneath the water suffocating and drowning
the pain from my hurt knee was agonizing,data/l2arctic/SVBI/wav/arctic_b0396.wav,SVBI,Hindi,F,the pain from my hurt knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/SVBI/wav/arctic_b0397.wav,SVBI,Hindi,F,the hunters were still arguing and roaring like some semi human amphibious breed
i have been robbed sir i amended,data/l2arctic/SVBI/wav/arctic_b0398.wav,SVBI,Hindi,F,i have been robbed sir i ammended
you were looking squeamish this afternoon he began,data/l2arctic/SVBI/wav/arctic_b0399.wav,SVBI,Hindi,F,you were looking squimish this afternon he began
how could i answer the question on the spur of the moment,data/l2arctic/SVBI/wav/arctic_b0400.wav,SVBI,Hindi,F,how could i answer the question on the spur of the moment
i learned it myself in english ships,data/l2arctic/SVBI/wav/arctic_b0401.wav,SVBI,Hindi,F,i leaurned it myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/SVBI/wav/arctic_b0402.wav,SVBI,Hindi,F,an altristic act is an act performed for the welfaere of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/SVBI/wav/arctic_b0403.wav,SVBI,Hindi,F,knowing him i review the old scandinavian myiths with clearer understanding
yes and no sir was the slow reply,data/l2arctic/SVBI/wav/arctic_b0404.wav,SVBI,Hindi,F,yes and no sir was the slow replay
and each year something happened and i did not go,data/l2arctic/SVBI/wav/arctic_b0405.wav,SVBI,Hindi,F,and each year something happened and i did not go
how in hell did he know it was you in the dark,data/l2arctic/SVBI/wav/arctic_b0406.wav,SVBI,Hindi,F,how in hell did he know it was you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/SVBI/wav/arctic_b0407.wav,SVBI,Hindi,F,of course much grumbling went on and little outbursts were continually occuring
you have all the advantage,data/l2arctic/SVBI/wav/arctic_b0408.wav,SVBI,Hindi,F,you have all ad rantaids
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/SVBI/wav/arctic_b0409.wav,SVBI,Hindi,F,the dirk mentioned by wolflorson resteed in its sheeth on my hip
he gave no reason but his motive was obvious enough,data/l2arctic/SVBI/wav/arctic_b0411.wav,SVBI,Hindi,F,he gave no reason but his motive was obvious enough
ah it was sweet in my ears,data/l2arctic/SVBI/wav/arctic_b0412.wav,SVBI,Hindi,F,ah it was sweet in my ears
he may desire to escape pain or to enjoy pleasure,data/l2arctic/SVBI/wav/arctic_b0413.wav,SVBI,Hindi,F,he may desir to escape pain or to enjy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/SVBI/wav/arctic_b0414.wav,SVBI,Hindi,F,it was impossible to hoist sail and claw off the shure
there was nothing for us but the wide raw ocean,data/l2arctic/SVBI/wav/arctic_b0415.wav,SVBI,Hindi,F,there was nothing for us but the wide raw ocean
i arose obediently and went down the beach,data/l2arctic/SVBI/wav/arctic_b0416.wav,SVBI,Hindi,F,i arose obediently and went down the beatch
the next thing to watch out for is bed sores,data/l2arctic/SVBI/wav/arctic_b0417.wav,SVBI,Hindi,F,the next thing to waths out for is betsors
at that moment i got the impression that she was willowy,data/l2arctic/SVBI/wav/arctic_b0418.wav,SVBI,Hindi,F,at that moment i got the impression that she was villoi
your fathers fifth command he nodded,data/l2arctic/SVBI/wav/arctic_b0419.wav,SVBI,Hindi,F,youre fathers fifth command he norded
on occasion on this traverse the cape verde islands are raised,data/l2arctic/SVBI/wav/arctic_b0420.wav,SVBI,Hindi,F,on occasion on this travers the cape werdey islands are raised
she is essentially the life giving life conserving female of the species,data/l2arctic/SVBI/wav/arctic_b0421.wav,SVBI,Hindi,F,sheis essentially the life giving life conserving female of the species
this was when the explosion occurred,data/l2arctic/SVBI/wav/arctic_b0422.wav,SVBI,Hindi,F,this was when the explosion occured
also at regular intervals he would mutter,data/l2arctic/SVBI/wav/arctic_b0423.wav,SVBI,Hindi,F,also at regular intrervals he would mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/SVBI/wav/arctic_b0424.wav,SVBI,Hindi,F,it is a very tenible hypothesis and weill bear looking into
