transcription,path_to_audio,speaker_id,native_language,gender,sewd_base_transcriptions
he was a head shorter than his companion of almost delicate physique,data/l2arctic/HJK/wav/arctic_a0013.wav,HJK,Korean,F,he was a hat shorter than his companion of almost delicate physic
now youre coming down to business phil he exclaimed,data/l2arctic/HJK/wav/arctic_a0014.wav,HJK,Korean,F,now you're coming down to business fill he exclaimed
its the aurora borealis,data/l2arctic/HJK/wav/arctic_a0015.wav,HJK,Korean,F,it's the orora borialis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/HJK/wav/arctic_a0016.wav,HJK,Korean,F,there sport ter till a rifle shot beyond the ridge asleep
there was a change now,data/l2arctic/HJK/wav/arctic_a0018.wav,HJK,Korean,F,there was a change now
i followed the line of the proposed railroad looking for chances,data/l2arctic/HJK/wav/arctic_a0019.wav,HJK,Korean,F,i followed the line of the proposed railroad looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/HJK/wav/arctic_a0020.wav,HJK,Korean,F,clops and balls and cities grew to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/HJK/wav/arctic_a0021.wav,HJK,Korean,F,it fairly clopped me into recognising it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/HJK/wav/arctic_a0022.wav,HJK,Korean,F,hardly were our plans made public before we were met by powerful opposition
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/HJK/wav/arctic_a0023.wav,HJK,Korean,F,a combination of canadian cafital quickly organized and petitioned for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/HJK/wav/arctic_a0024.wav,HJK,Korean,F,it was my report from the north which chiefly induced people to buy
i was about to do this when cooler judgment prevailed,data/l2arctic/HJK/wav/arctic_a0025.wav,HJK,Korean,F,i was about to do this when cooler judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/HJK/wav/arctic_a0026.wav,HJK,Korean,F,it occurred to me that there would have to be an accounting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/HJK/wav/arctic_a0027.wav,HJK,Korean,F,to my surprise he began to show actual enthusiasm in my favor
robbery bribery fraud,data/l2arctic/HJK/wav/arctic_a0028.wav,HJK,Korean,F,robberry briburry frout
their forces were already moving into the north country,data/l2arctic/HJK/wav/arctic_a0029.wav,HJK,Korean,F,their forces were alrady moving into the north country
i had faith in them,data/l2arctic/HJK/wav/arctic_a0030.wav,HJK,Korean,F,i had faith in them
they were three hundred yards apart,data/l2arctic/HJK/wav/arctic_a0031.wav,HJK,Korean,F,they were three hundred yards apart
since then some mysterious force has been fighting us at every step,data/l2arctic/HJK/wav/arctic_a0032.wav,HJK,Korean,F,since then some mysterious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/HJK/wav/arctic_a0033.wav,HJK,Korean,F,he unfolded a long typewritten letter and handed it to graxson
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/HJK/wav/arctic_a0035.wav,HJK,Korean,F,he stopped and philip nodded at the horrified question in his eyes
she turned in at the hotel,data/l2arctic/HJK/wav/arctic_a0036.wav,HJK,Korean,F,she turned in at the hotel
i was the only one who remained sitting,data/l2arctic/HJK/wav/arctic_a0037.wav,HJK,Korean,F,i was the only one who remained sitting
well have to watch our chances,data/l2arctic/HJK/wav/arctic_a0038.wav,HJK,Korean,F,we'll have to watch our chances
the ship should be in within a week or ten days,data/l2arctic/HJK/wav/arctic_a0039.wav,HJK,Korean,F,the ship should bein within a week or ten days
i suppose you wonder why she is coming up here,data/l2arctic/HJK/wav/arctic_a0040.wav,HJK,Korean,F,i suppose you wonder why she is coming up here
meanwhile ill go out to breathe a spell,data/l2arctic/HJK/wav/arctic_a0041.wav,HJK,Korean,F,meanwhime i will go out to breathe a spout
how could he explain his possession of the sketch,data/l2arctic/HJK/wav/arctic_a0042.wav,HJK,Korean,F,how could he explain his possession of de sqetch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/HJK/wav/arctic_a0043.wav,HJK,Korean,F,it seemed nearer to him since he had seen and talked with gracten
her own betrayal of herself was like tonic to philip,data/l2arctic/HJK/wav/arctic_a0044.wav,HJK,Korean,F,her own betrayal of herself was like tonic to philip
he moved away as quietly as he had come,data/l2arctic/HJK/wav/arctic_a0045.wav,HJK,Korean,F,he moved away as quietly as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/HJK/wav/arctic_a0046.wav,HJK,Korean,F,the girl faced him her eyes shining with sudden fear
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/HJK/wav/arctic_a0047.wav,HJK,Korean,F,close beside him gleamed of the white fangs of the wolfdok
he looked at the handkerchief more closely,data/l2arctic/HJK/wav/arctic_a0048.wav,HJK,Korean,F,he looked at the handkerchief more closely
gregson was asleep when he reentered the cabin,data/l2arctic/HJK/wav/arctic_a0049.wav,HJK,Korean,F,raxson was asleep when he reentered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/HJK/wav/arctic_a0050.wav,HJK,Korean,F,in spite of their absurdity the words affected philip curiously
it was a curious coincidence,data/l2arctic/HJK/wav/arctic_a0052.wav,HJK,Korean,F,it was a curious coincidence
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/HJK/wav/arctic_a0053.wav,HJK,Korean,F,suddenly his fingers closed tightly over the handkerchief
there was nothing on the rock,data/l2arctic/HJK/wav/arctic_a0054.wav,HJK,Korean,F,there was nothing on the rock
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/HJK/wav/arctic_a0055.wav,HJK,Korean,F,philip stood undecided his ears strained to catch the slightest sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/HJK/wav/arctic_a0056.wav,HJK,Korean,F,pierce's little eyes were fixed on him shrewdly
i have no idea replied philip,data/l2arctic/HJK/wav/arctic_a0057.wav,HJK,Korean,F,i have no idea replied philip
i came for information more out of curiosity than anything else,data/l2arctic/HJK/wav/arctic_a0058.wav,HJK,Korean,F,i came for information more odd of curiosity than anything else
his immaculate appearance was gone,data/l2arctic/HJK/wav/arctic_a0059.wav,HJK,Korean,F,his immaculate appearance was gone
anyway no one saw her like that,data/l2arctic/HJK/wav/arctic_a0060.wav,HJK,Korean,F,anyway no one saw her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/HJK/wav/arctic_a0061.wav,HJK,Korean,F,philip snatched at the letter which graxson held out to him
the men stared into each others face,data/l2arctic/HJK/wav/arctic_a0062.wav,HJK,Korean,F,the men stared into each other's face
yes it was a man who asked a stranger,data/l2arctic/HJK/wav/arctic_a0063.wav,HJK,Korean,F,yes it was a man who asked a stranger
the fourth and fifth days passed without any developments,data/l2arctic/HJK/wav/arctic_a0064.wav,HJK,Korean,F,the fourth and fifth days passed without any development
they closed now until his fingers were like cords of steel,data/l2arctic/HJK/wav/arctic_a0065.wav,HJK,Korean,F,they close now until his fingers were like chords of steal
he saw jeanne falter for a moment,data/l2arctic/HJK/wav/arctic_a0066.wav,HJK,Korean,F,he saw jan falter for a moment
surely i will excuse you she cried,data/l2arctic/HJK/wav/arctic_a0067.wav,HJK,Korean,F,surely i will excuse you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/HJK/wav/arctic_a0017.wav,HJK,Korean,F,from that moment his friendship abelly's turns to hatred and jealousy
men of seldens stamp dont stop at women and children,data/l2arctic/HJK/wav/arctic_a0034.wav,HJK,Korean,F,manag selden stemp don't stop at women and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/HJK/wav/arctic_a0051.wav,HJK,Korean,F,the lace was of a delicate ivory color faintly tinted with yellow
in a flash philip followed its direction,data/l2arctic/HJK/wav/arctic_a0068.wav,HJK,Korean,F,in a flash philip followed its direction
a trickle of fresh blood ran over his face,data/l2arctic/HJK/wav/arctic_a0085.wav,HJK,Korean,F,a trickle of fresh blood ran over his face
he will follow us soon,data/l2arctic/HJK/wav/arctic_a0102.wav,HJK,Korean,F,he'll follow us soon
jeanne was turning the bow shoreward,data/l2arctic/HJK/wav/arctic_a0119.wav,HJK,Korean,F,jan was turning the boach shoreward
about him everywhere were the evidences of luxury and of age,data/l2arctic/HJK/wav/arctic_a0136.wav,HJK,Korean,F,about him everywhere were the evidences of luxury and of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/HJK/wav/arctic_a0153.wav,HJK,Korean,F,macdogal tapped his forehead suspiciously with a stubby forefinger
there was none of the joy of meeting in his face,data/l2arctic/HJK/wav/arctic_a0170.wav,HJK,Korean,F,there was none of the joy of meeting in his face
ahead of them they saw a glimmer of sunshine,data/l2arctic/HJK/wav/arctic_a0187.wav,HJK,Korean,F,ehead of them they saw a glimmer of sunshine
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/HJK/wav/arctic_a0204.wav,HJK,Korean,F,the wolf dog thrust his gaunt muzzle toward him
i dont know why youre here at all,data/l2arctic/HJK/wav/arctic_a0221.wav,HJK,Korean,F,i don't know why you're a here at all
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/HJK/wav/arctic_a0238.wav,HJK,Korean,F,it happened to him at the gallin of society nof land one afternoon
you wont die of malnutrition be sure of that,data/l2arctic/HJK/wav/arctic_a0255.wav,HJK,Korean,F,you won't die of mal netricion be sure of that
it was his intention to return to eileen and her father,data/l2arctic/HJK/wav/arctic_a0069.wav,HJK,Korean,F,it was his intention to return to oline and her father
he would first hunt up gregson and begin his work there,data/l2arctic/HJK/wav/arctic_a0070.wav,HJK,Korean,F,he would first hunt up graxson and begin his work there
what was the object of your little sensation,data/l2arctic/HJK/wav/arctic_a0071.wav,HJK,Korean,F,what was the object of your little sensation
but who was eileens double,data/l2arctic/HJK/wav/arctic_a0072.wav,HJK,Korean,F,but who was olean's double
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/HJK/wav/arctic_a0073.wav,HJK,Korean,F,the promoter's eyes were heavy with little poffy bags under them
and now down there eileen was waiting for him,data/l2arctic/HJK/wav/arctic_a0074.wav,HJK,Korean,F,and now down there elen wat's waiting for him
there has been a change she interrupted him,data/l2arctic/HJK/wav/arctic_a0075.wav,HJK,Korean,F,there has been a change she interrupted him
the gray eyes faltered the flush deepened,data/l2arctic/HJK/wav/arctic_a0076.wav,HJK,Korean,F,the gray eyes faltered the flush deepened
it is the fire partly she said,data/l2arctic/HJK/wav/arctic_a0077.wav,HJK,Korean,F,it is the fire partly she set
then and at supper he tried to fathom her,data/l2arctic/HJK/wav/arctic_a0078.wav,HJK,Korean,F,then at at supper he tried to fathom her
it was a large canoe,data/l2arctic/HJK/wav/arctic_a0079.wav,HJK,Korean,F,it was a large canoe
what if jeanne failed him,data/l2arctic/HJK/wav/arctic_a0080.wav,HJK,Korean,F,whut if chan failed him
what if she did not come to the rock,data/l2arctic/HJK/wav/arctic_a0081.wav,HJK,Korean,F,what if she did not come to the rock
his face was streaming with blood,data/l2arctic/HJK/wav/arctic_a0082.wav,HJK,Korean,F,his face was streaming with blot
a shadow was creeping over pierres eyes,data/l2arctic/HJK/wav/arctic_a0083.wav,HJK,Korean,F,bacheto was creeping over pierre's eyes
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/HJK/wav/arctic_a0084.wav,HJK,Korean,F,scarcely had he uttered the name when pierre's closing eyes shot open
death had come with terrible suddenness,data/l2arctic/HJK/wav/arctic_a0086.wav,HJK,Korean,F,death had come with terrible suddenness
philip bent lower and stared into the face of the dead man,data/l2arctic/HJK/wav/arctic_a0087.wav,HJK,Korean,F,philip bent lower and stared into the face of the dead man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/HJK/wav/arctic_a0088.wav,HJK,Korean,F,he made sure that the magazine was loaded and resumed his paddling
the night glow was treacherous to shoot by,data/l2arctic/HJK/wav/arctic_a0089.wav,HJK,Korean,F,the nightglow was treacherous to shoot by
the singing voice approached rapidly,data/l2arctic/HJK/wav/arctic_a0090.wav,HJK,Korean,F,the sang voice approached rapidly
his blood grew hot with rage at the thought,data/l2arctic/HJK/wav/arctic_a0091.wav,HJK,Korean,F,his blood grew hot with rage at the thought
he went down in midstream searching the shadows of both shores,data/l2arctic/HJK/wav/arctic_a0092.wav,HJK,Korean,F,he went down and made stream searching the shadows of both shores
for a full minute he crouched and listened,data/l2arctic/HJK/wav/arctic_a0093.wav,HJK,Korean,F,for a full minute he crouched and listened
he had barely entered this when he saw the glow of a fire,data/l2arctic/HJK/wav/arctic_a0094.wav,HJK,Korean,F,he had barely entered this when he saw the glow of a fire
a big canvas tent was the first thing to come within his vision,data/l2arctic/HJK/wav/arctic_a0095.wav,HJK,Korean,F,a big canvas tent was the first thing to come within his vision
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/HJK/wav/arctic_a0096.wav,HJK,Korean,F,perhaps she had already met her fate a little deeper in the forest
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/HJK/wav/arctic_a0097.wav,HJK,Korean,F,then you can arrange yourself comfortably among these robes in the boa
shall i carry you,data/l2arctic/HJK/wav/arctic_a0098.wav,HJK,Korean,F,shall i carry you
a maddening joy pounded in his brain,data/l2arctic/HJK/wav/arctic_a0099.wav,HJK,Korean,F,a maddening joy pounded in his brain
you must sleep he urged,data/l2arctic/HJK/wav/arctic_a0100.wav,HJK,Korean,F,you must sleep he urged
you you would not keep the truth from me,data/l2arctic/HJK/wav/arctic_a0101.wav,HJK,Korean,F,you you would not keep the truth from me
but there came no promise from the bow of the canoe,data/l2arctic/HJK/wav/arctic_a0103.wav,HJK,Korean,F,but there came no promis from the bow of the canoe
she was sleeping under his protection as sweetly as a child,data/l2arctic/HJK/wav/arctic_a0104.wav,HJK,Korean,F,she was sleeping under his protection as sweetly as a child
only it is so wonderful so almost impossible to believe,data/l2arctic/HJK/wav/arctic_a0105.wav,HJK,Korean,F,only it is so wonderful so almost impossible to believe
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/HJK/wav/arctic_a0106.wav,HJK,Korean,F,the emotion which she had suppressed burst forth now in a choking sob
if you only could know how i thank you,data/l2arctic/HJK/wav/arctic_a0107.wav,HJK,Korean,F,if it only could know how i thank you
he waded into the edge of the water and began scrubbing himself,data/l2arctic/HJK/wav/arctic_a0108.wav,HJK,Korean,F,he waded into the edge of the water and began scrabbing himself
do you know that you are shaking my confidence in you,data/l2arctic/HJK/wav/arctic_a0109.wav,HJK,Korean,F,do you know that you're shaking my confidence in you
much replied jeanne as tersely,data/l2arctic/HJK/wav/arctic_a0110.wav,HJK,Korean,F,much replied jane addetursely
instead he joined her and they ate like two hungry children,data/l2arctic/HJK/wav/arctic_a0111.wav,HJK,Korean,F,instead he joined her and they ate like two hungry children
he was wounded in the arm,data/l2arctic/HJK/wav/arctic_a0112.wav,HJK,Korean,F,he was wounded in the arm
i suppose you picked that lingo up among the indians,data/l2arctic/HJK/wav/arctic_a0113.wav,HJK,Korean,F,i suppose you picked that lingo up among the indians
her words sent a strange chill through philip,data/l2arctic/HJK/wav/arctic_a0114.wav,HJK,Korean,F,her words sent a strange chill through philip
he had no excuse for the feelings which were aroused in him,data/l2arctic/HJK/wav/arctic_a0115.wav,HJK,Korean,F,he had no excuse for the feelings which were aroused in him
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/HJK/wav/arctic_a0116.wav,HJK,Korean,F,was it the rondevieu of those who were striving to work his ruin
she added with genuine sympathy in her face and voice,data/l2arctic/HJK/wav/arctic_a0117.wav,HJK,Korean,F,she added with genuine sympathy in her face and voice
pierre obeys me when we are together,data/l2arctic/HJK/wav/arctic_a0118.wav,HJK,Korean,F,pure obeys me when we are together
my right foot feels like that of a chinese debutante,data/l2arctic/HJK/wav/arctic_a0120.wav,HJK,Korean,F,my right foot feels like that of a chinese debytant
they ate dinner at the fifth and rested for two hours,data/l2arctic/HJK/wav/arctic_a0121.wav,HJK,Korean,F,they ate dinner at the fifth and rested for two hours
two years ago i gave up civilization for this,data/l2arctic/HJK/wav/arctic_a0122.wav,HJK,Korean,F,two years ago i gave up civilization for this
she had died from cold and starvation,data/l2arctic/HJK/wav/arctic_a0123.wav,HJK,Korean,F,she had died from cold and starbation
it was jeanne singing softly over beyond the rocks,data/l2arctic/HJK/wav/arctic_a0124.wav,HJK,Korean,F,it was jen singing softly over beyond the rocks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/HJK/wav/arctic_a0125.wav,HJK,Korean,F,he was determined now to maintain a more certain hold upon himself
each day she became a more vital part of him,data/l2arctic/HJK/wav/arctic_a0126.wav,HJK,Korean,F,each day she became a more vital part of him
it was a temptation but he resisted it,data/l2arctic/HJK/wav/arctic_a0127.wav,HJK,Korean,F,it was a temptation but he resisted it
this one hope was destroyed as quickly as it was born,data/l2arctic/HJK/wav/arctic_a0128.wav,HJK,Korean,F,this one hope was destroyed as quickly as it was born
her face was against his breast,data/l2arctic/HJK/wav/arctic_a0129.wav,HJK,Korean,F,her face was against his breast
she was his now forever,data/l2arctic/HJK/wav/arctic_a0130.wav,HJK,Korean,F,she was his now for ever
providence had delivered him through the maelstrom,data/l2arctic/HJK/wav/arctic_a0131.wav,HJK,Korean,F,providence had delivered him through the mail storm
a cry of joy burst from philips lips,data/l2arctic/HJK/wav/arctic_a0132.wav,HJK,Korean,F,a cry of joy burst from philip's lips
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/HJK/wav/arctic_a0133.wav,HJK,Korean,F,philip began to feel that he had foolishly overestimated his strength
he obeyed the pressure of her hand,data/l2arctic/HJK/wav/arctic_a0134.wav,HJK,Korean,F,he obeyed the pressure of her hand
i am going to surprise father and you will go with pierre,data/l2arctic/HJK/wav/arctic_a0135.wav,HJK,Korean,F,i'm going to der pie's father and you'll go with pierre
then he stepped back with a low cry of pleasure,data/l2arctic/HJK/wav/arctic_a0137.wav,HJK,Korean,F,than is stepped back with a low cry of pleasure
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/HJK/wav/arctic_a0138.wav,HJK,Korean,F,in the picture he saw each moment a greater resemblance to john
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/HJK/wav/arctic_a0139.wav,HJK,Korean,F,he told himself that as he washed himself and groomed his dischavoled cloathes
accept a fathers blessing and with it this,data/l2arctic/HJK/wav/arctic_a0140.wav,HJK,Korean,F,accept the father's blessing and with it this
it seems like a strange pointing of the hand of god,data/l2arctic/HJK/wav/arctic_a0141.wav,HJK,Korean,F,it seems like a strange pointing ot the hand of god
such things had occurred before he told philip,data/l2arctic/HJK/wav/arctic_a0142.wav,HJK,Korean,F,such things had occurred before he told philip
ah i had forgotten he exclaimed,data/l2arctic/HJK/wav/arctic_a0143.wav,HJK,Korean,F,ah i had forgotten he exclaimed
but there was something even more startling than this resemblance,data/l2arctic/HJK/wav/arctic_a0144.wav,HJK,Korean,F,but there was something even more startling than this resemblance
i have to be careful of them as they tear very easily,data/l2arctic/HJK/wav/arctic_a0145.wav,HJK,Korean,F,i have to be careful of them as they teare very easily
of course that is uninteresting she continued,data/l2arctic/HJK/wav/arctic_a0146.wav,HJK,Korean,F,of course that is uninteresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/HJK/wav/arctic_a0147.wav,HJK,Korean,F,a moment before he was intoxicated by joy there was almost madness
now these things had been struck dead within him,data/l2arctic/HJK/wav/arctic_a0148.wav,HJK,Korean,F,now these things had been struck dad within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/HJK/wav/arctic_a0149.wav,HJK,Korean,F,for an instant he saw a par drawn like a cilouete against the sky
goodbye pierre he shouted,data/l2arctic/HJK/wav/arctic_a0150.wav,HJK,Korean,F,good bye pierre he's shouted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/HJK/wav/arctic_a0151.wav,HJK,Korean,F,and macdogal was beyond the trail with three weeks to spare
philip thrust himself against it and entered,data/l2arctic/HJK/wav/arctic_a0152.wav,HJK,Korean,F,philip thrust himself against it and entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/HJK/wav/arctic_a0154.wav,HJK,Korean,F,he was smooth shaven and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/HJK/wav/arctic_a0155.wav,HJK,Korean,F,won't you draw up gentlemen
a strange fire burned in his eyes when thorpe turned,data/l2arctic/HJK/wav/arctic_a0156.wav,HJK,Korean,F,a strange fire burned in his eyes when thorpe turned
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/HJK/wav/arctic_a0157.wav,HJK,Korean,F,he had worshipped her as danten might have worshipped beatress
does that look good,data/l2arctic/HJK/wav/arctic_a0158.wav,HJK,Korean,F,does thou look good
they look as though he had been drumming a piano all his life,data/l2arctic/HJK/wav/arctic_a0159.wav,HJK,Korean,F,they look as though he had been dramming a piano all his life
you want to go over and see his gang throw dirt,data/l2arctic/HJK/wav/arctic_a0160.wav,HJK,Korean,F,you want to go over and see his gang throw dirt
take away their foreman and they wouldnt be worth their grub,data/l2arctic/HJK/wav/arctic_a0161.wav,HJK,Korean,F,take away their fourmen and they wouldn't be worth their grop
thats the sub foreman explained thorpe,data/l2arctic/HJK/wav/arctic_a0162.wav,HJK,Korean,F,that's the soff worman explained thorpe
philip made no effort to follow,data/l2arctic/HJK/wav/arctic_a0163.wav,HJK,Korean,F,velete made no effort to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/HJK/wav/arctic_a0164.wav,HJK,Korean,F,he came first a year ago and revealed himself to jen
they are to attack your camp tomorrow night,data/l2arctic/HJK/wav/arctic_a0165.wav,HJK,Korean,F,they are to attack your camp to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/HJK/wav/arctic_a0166.wav,HJK,Korean,F,two days ago jane learnet where her father's men were hiding
i was near the cabin and saw you,data/l2arctic/HJK/wav/arctic_a0167.wav,HJK,Korean,F,i was near the cabin and saw you
a low bush whipped him in the face and left no sting,data/l2arctic/HJK/wav/arctic_a0168.wav,HJK,Korean,F,a low blush whipped him in the face and left no sting
suddenly jeanne stopped for an instant,data/l2arctic/HJK/wav/arctic_a0169.wav,HJK,Korean,F,suddenly jan stopped for an instant
and when you come back in a few days bring eileen,data/l2arctic/HJK/wav/arctic_a0171.wav,HJK,Korean,F,and when you come back in a few days bring alene
gregson had left the outer door slightly ajar,data/l2arctic/HJK/wav/arctic_a0172.wav,HJK,Korean,F,raxon had left the outer door slightly ajar
the date was nearly eighteen years old,data/l2arctic/HJK/wav/arctic_a0173.wav,HJK,Korean,F,the day was nearly eighteen years old
they were the presage of storm,data/l2arctic/HJK/wav/arctic_a0174.wav,HJK,Korean,F,there ware the pesage of storms
down there the earth was already swelling with life,data/l2arctic/HJK/wav/arctic_a0175.wav,HJK,Korean,F,down there the earth was eradia swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/HJK/wav/arctic_a0176.wav,HJK,Korean,F,for the first time in his life he was yarning for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/HJK/wav/arctic_a0177.wav,HJK,Korean,F,she had been thoroughly and efficiently mold
every bone in her aged body seemed broken or dislocated,data/l2arctic/HJK/wav/arctic_a0178.wav,HJK,Korean,F,every bone in her aged body seemed broken or dislocated
tomorrow im going after that bear he said,data/l2arctic/HJK/wav/arctic_a0179.wav,HJK,Korean,F,to morrow i am going after that bear he said
if not lets say our prayers and go to bed,data/l2arctic/HJK/wav/arctic_a0180.wav,HJK,Korean,F,if not let's say our prayers and go to bat
so cheer up and give us your paw,data/l2arctic/HJK/wav/arctic_a0181.wav,HJK,Korean,F,so ture up and give us your poe
this time he did not yap for mercy,data/l2arctic/HJK/wav/arctic_a0182.wav,HJK,Korean,F,this time he did not yap for mercy
and the air was growing chilly,data/l2arctic/HJK/wav/arctic_a0183.wav,HJK,Korean,F,and the air was growing chilly
dont you see im chewing this thing in two,data/l2arctic/HJK/wav/arctic_a0184.wav,HJK,Korean,F,don't you see i'm choing this thing in two
the questions may have come vaguely in his mind,data/l2arctic/HJK/wav/arctic_a0185.wav,HJK,Korean,F,the questions may have come vaguely in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/HJK/wav/arctic_a0186.wav,HJK,Korean,F,like a flash he launched himself into the feathered mass of the owl
two gigantic owls were tearing at the carcass,data/l2arctic/HJK/wav/arctic_a0188.wav,HJK,Korean,F,two gigantic owls were tearing at the carcass
the big eyed clucking moose birds were most annoying,data/l2arctic/HJK/wav/arctic_a0189.wav,HJK,Korean,F,the begide clucking moose birds were most annoying
next to them the canada jays were most persistent,data/l2arctic/HJK/wav/arctic_a0190.wav,HJK,Korean,F,next to them the canaragets were most persistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/HJK/wav/arctic_a0191.wav,HJK,Korean,F,for a time the exciting thrill of his adventure was gone
he did not rush in,data/l2arctic/HJK/wav/arctic_a0192.wav,HJK,Korean,F,he did not rush in ee a aa
it was edged with ice,data/l2arctic/HJK/wav/arctic_a0193.wav,HJK,Korean,F,it was adds to its eyes
he drank of the water cautiously,data/l2arctic/HJK/wav/arctic_a0194.wav,HJK,Korean,F,he drank of the water cautiously
but a strange thing happened,data/l2arctic/HJK/wav/arctic_a0195.wav,HJK,Korean,F,but a strange thing happened
he began to follow the footprints of the dog,data/l2arctic/HJK/wav/arctic_a0196.wav,HJK,Korean,F,he began to follow the footprints of the dog
such a dog the wise driver kills or turns loose,data/l2arctic/HJK/wav/arctic_a0197.wav,HJK,Korean,F,such a dog the wise driver kills or turns loots
sometimes her dreams were filled with visions,data/l2arctic/HJK/wav/arctic_a0198.wav,HJK,Korean,F,sometimes our dreams were filled with visions
thus had the raw wilderness prepared him for this day,data/l2arctic/HJK/wav/arctic_a0199.wav,HJK,Korean,F,thus had the raw wilderness prepared him for this day
he leapt again and the club caught him once more,data/l2arctic/HJK/wav/arctic_a0200.wav,HJK,Korean,F,he lipped again and the club caught him once more
he cried and swung the club wildly,data/l2arctic/HJK/wav/arctic_a0201.wav,HJK,Korean,F,he cried and swung the club wildly
she turned fearing that jacques might see what was in her face,data/l2arctic/HJK/wav/arctic_a0202.wav,HJK,Korean,F,she turned fearing that jack's might see what was in her face
they were following the shore of a lake,data/l2arctic/HJK/wav/arctic_a0203.wav,HJK,Korean,F,they are following the shore of a lake
from now on were pals,data/l2arctic/HJK/wav/arctic_a0205.wav,HJK,Korean,F,from now on meare pulse
he says he bought him of jacques le beau,data/l2arctic/HJK/wav/arctic_a0206.wav,HJK,Korean,F,hes ase bottom of jack's lue bo
how much was it,data/l2arctic/HJK/wav/arctic_a0207.wav,HJK,Korean,F,how much you are said
youth had come back to her freed from the yoke of oppression,data/l2arctic/HJK/wav/arctic_a0208.wav,HJK,Korean,F,youth had come back to her freed from the yoke of oppression
it was not a large lake and almost round,data/l2arctic/HJK/wav/arctic_a0209.wav,HJK,Korean,F,it was not a large lake and almost round
its diameter was not more than two hundred yards,data/l2arctic/HJK/wav/arctic_a0210.wav,HJK,Korean,F,its diameter was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/HJK/wav/arctic_a0211.wav,HJK,Korean,F,it drowned all sound that brute agony and death may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/HJK/wav/arctic_a0212.wav,HJK,Korean,F,fresh cases still able to walk they clustered about the spoksmen
between him and the beach was the cane grass fence of the compound,data/l2arctic/HJK/wav/arctic_a0213.wav,HJK,Korean,F,between him and the bitch was the kaein grass fence of the compound
besides he was paid one case of tobacco per head,data/l2arctic/HJK/wav/arctic_a0214.wav,HJK,Korean,F,besides he was paid one case of tobacco per hat
they die out of spite,data/l2arctic/HJK/wav/arctic_a0215.wav,HJK,Korean,F,they die out of spite
the other felt a sudden wave of irritation rush through him,data/l2arctic/HJK/wav/arctic_a0216.wav,HJK,Korean,F,the other felt a sudden wave of irritation rush through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/HJK/wav/arctic_a0217.wav,HJK,Korean,F,oppressive as the heat had been it was now even more oppressive
