transcription,path_to_audio,speaker_id,native_language,gender,wavlm_base_transcriptions
you should have seen them when they heard me spitting chinook,data/l2arctic/SVBI/wav/arctic_b0512.wav,SVBI,Hindi,F,you should have seen them and theyre hardmespitting chinnok
you can take a vacation on pay,data/l2arctic/SVBI/wav/arctic_a0272.wav,SVBI,Hindi,F,you can take a ecishon on b
he may anticipate the day of his death,data/l2arctic/SVBI/wav/arctic_a0544.wav,SVBI,Hindi,F,he man disipred the daile of his death
they likewise are disinclined to being eaten,data/l2arctic/SVBI/wav/arctic_b0223.wav,SVBI,Hindi,F,they likewise are disinclined to being eaten
he plodded on for half an hour when the hallucination arose again,data/l2arctic/SVBI/wav/arctic_b0513.wav,SVBI,Hindi,F,he plarted on for half an hour when the helucinition arose agai
tomorrow or next day it might he gone,data/l2arctic/SVBI/wav/arctic_b0514.wav,SVBI,Hindi,F,tano maxs date mad bigon
but already he had composed himself,data/l2arctic/SVBI/wav/arctic_b0515.wav,SVBI,Hindi,F,but allady he had composed himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/SVBI/wav/arctic_b0516.wav,SVBI,Hindi,F,zila relaxed her soremold long enough to say her satisfaction
eggshell is not good to eat,data/l2arctic/SVBI/wav/arctic_b0517.wav,SVBI,Hindi,F,icen is nor gubite
but there was also talk of witchcraft in the village,data/l2arctic/SVBI/wav/arctic_b0518.wav,SVBI,Hindi,F,but there was also talk off which craft in the village ooooo
yea i will tell thee,data/l2arctic/SVBI/wav/arctic_b0519.wav,SVBI,Hindi,F,yei will bell thee
hans hurled himself upon the prostrate man striking madly with his fists,data/l2arctic/SVBI/wav/arctic_b0520.wav,SVBI,Hindi,F,hence harld himself upon the brostered man striking marly with his fist
and he thought of oona and of her words,data/l2arctic/SVBI/wav/arctic_b0521.wav,SVBI,Hindi,F,and he thought of una and of herwords
nor would it thaw out his hands and feet,data/l2arctic/SVBI/wav/arctic_b0522.wav,SVBI,Hindi,F,nowart toa out his hands and feet
the russian music player the count was her obedient slave,data/l2arctic/SVBI/wav/arctic_b0523.wav,SVBI,Hindi,F,the rusian music payr the count was her obedient slive
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/SVBI/wav/arctic_b0524.wav,SVBI,Hindi,F,sofit as flaxs were concern there werd beyonda udsticio
new idea he volunteered brand new idea,data/l2arctic/SVBI/wav/arctic_b0525.wav,SVBI,Hindi,F,neu idea he wallendred but i new idia
thirty pounds said the captain with finality,data/l2arctic/SVBI/wav/arctic_b0526.wav,SVBI,Hindi,F,thirty bons said the captain with finality
the very idea of it was preposterous,data/l2arctic/SVBI/wav/arctic_b0527.wav,SVBI,Hindi,F,emete aia affered was prepostrous
captain doanes orders were swiftly obeyed,data/l2arctic/SVBI/wav/arctic_b0528.wav,SVBI,Hindi,F,kaptin doins orders was swiftlywi
come on del mar challenged,data/l2arctic/SVBI/wav/arctic_b0529.wav,SVBI,Hindi,F,come on ter mtellansd
he had a big chimpanzee that was a winner,data/l2arctic/SVBI/wav/arctic_b0530.wav,SVBI,Hindi,F,he had a big chimpanzi that was oviner
i am sure it must have been some adventure,data/l2arctic/SVBI/wav/arctic_b0531.wav,SVBI,Hindi,F,am sure it must have ben someedvenser
that longfellow chap most likely had written countless books of poetry,data/l2arctic/SVBI/wav/arctic_b0532.wav,SVBI,Hindi,F,that longfillowcap most likely heated and countless books of quetry
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/SVBI/wav/arctic_b0533.wav,SVBI,Hindi,F,his abnormal bo ofision made abstractions stak on concret fo
ill tell you the librarian said with a brightening face,data/l2arctic/SVBI/wav/arctic_b0534.wav,SVBI,Hindi,F,ill tell you the librarian said with a brightening faste
he read his fragments aloud,data/l2arctic/SVBI/wav/arctic_b0535.wav,SVBI,Hindi,F,he red his fragments lod
typhoid did i tell you,data/l2arctic/SVBI/wav/arctic_b0536.wav,SVBI,Hindi,F,ifard di i tell you
but she had become an automaton,data/l2arctic/SVBI/wav/arctic_b0537.wav,SVBI,Hindi,F,but she had become an artomta
at the best they were necessary accessories,data/l2arctic/SVBI/wav/arctic_b0538.wav,SVBI,Hindi,F,at the best there would nessscit axacities
you were making them talk shop ruth charged him,data/l2arctic/SVBI/wav/arctic_b0539.wav,SVBI,Hindi,F,you were making them tak shop rout tudg i
author of the danger trail philip steels etc,data/l2arctic/TNI/wav/arctic_a0001.wav,TNI,Hindi,F,author of the dranger trail philip sthels excetra
not at this particular case tom apologized whittemore,data/l2arctic/TNI/wav/arctic_a0002.wav,TNI,Hindi,F,nort t this particular gass tdom apologise fightmo
for the twentieth time that evening the two men shook hands,data/l2arctic/TNI/wav/arctic_a0003.wav,TNI,Hindi,F,parlt twentieath dyme that evening the to men shook hands
lord but im glad to see you again phil,data/l2arctic/TNI/wav/arctic_a0004.wav,TNI,Hindi,F,loud but i m glad to see you again fill
will we ever forget it,data/l2arctic/TNI/wav/arctic_a0005.wav,TNI,Hindi,F,willbe ever foget it
god bless em i hope ill go on seeing them forever,data/l2arctic/TNI/wav/arctic_a0006.wav,TNI,Hindi,F,god bless them i hope i will go on seeing them fortever
and you always want to see it in the superlative degree,data/l2arctic/TNI/wav/arctic_a0007.wav,TNI,Hindi,F,and you always want to see it in the superlitive degree
gad your letter came just in time,data/l2arctic/TNI/wav/arctic_a0008.wav,TNI,Hindi,F,gad yor likta giming just in thime
he turned sharply and faced gregson across the table,data/l2arctic/TNI/wav/arctic_a0009.wav,TNI,Hindi,F,he doned sharply and faced greggson across the table
im playing a single hand in what looks like a losing game,data/l2arctic/TNI/wav/arctic_a0010.wav,TNI,Hindi,F,im blaying a single hand in what looks like a losing game
if i ever needed a fighter in my life i need one now,data/l2arctic/TNI/wav/arctic_a0011.wav,TNI,Hindi,F,if i ever needed a fighter in my life i need one now
gregson shoved back his chair and rose to his feet,data/l2arctic/TNI/wav/arctic_a0012.wav,TNI,Hindi,F,grexin shoved back his chair and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/TNI/wav/arctic_a0013.wav,TNI,Hindi,F,he was ahead charter than his companion of almost delicate pisi
now youre coming down to business phil he exclaimed,data/l2arctic/TNI/wav/arctic_a0014.wav,TNI,Hindi,F,now you are coming down to business fill he exclaimed
its the aurora borealis,data/l2arctic/TNI/wav/arctic_a0015.wav,TNI,Hindi,F,its the oor borialiss
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/TNI/wav/arctic_a0016.wav,TNI,Hindi,F,theres fort churchi a rifle shod beyond the ridge esley
there was a change now,data/l2arctic/TNI/wav/arctic_a0018.wav,TNI,Hindi,F,there was at change now
i followed the line of the proposed railroad looking for chances,data/l2arctic/TNI/wav/arctic_a0019.wav,TNI,Hindi,F,i followed the line of the proposed railroad looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/TNI/wav/arctic_a0020.wav,TNI,Hindi,F,clubs and bawlls ansat es gu to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/TNI/wav/arctic_a0021.wav,TNI,Hindi,F,it airely gluved me into the cognizing it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/TNI/wav/arctic_a0022.wav,TNI,Hindi,F,hardly wor our plans made public before we met by powful apposition
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/TNI/wav/arctic_a0023.wav,TNI,Hindi,F,a communition of canadian capital quickly ogonized and betitian for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/TNI/wav/arctic_a0024.wav,TNI,Hindi,F,it was my reports from the nort which chiefly induced people to buye
i was about to do this when cooler judgment prevailed,data/l2arctic/TNI/wav/arctic_a0025.wav,TNI,Hindi,F,i was about to do this when cooler judgment previle
it occurred to me that there would have to be an accounting,data/l2arctic/TNI/wav/arctic_a0026.wav,TNI,Hindi,F,it accured to me that there would have to be an accounting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/TNI/wav/arctic_a0027.wav,TNI,Hindi,F,to my surprice he began to show actual aenthusiasm in my favor
robbery bribery fraud,data/l2arctic/TNI/wav/arctic_a0028.wav,TNI,Hindi,F,robbery bribry frogt
their forces were already moving into the north country,data/l2arctic/TNI/wav/arctic_a0029.wav,TNI,Hindi,F,their forces were already moving into the north country
i had faith in them,data/l2arctic/TNI/wav/arctic_a0030.wav,TNI,Hindi,F,i had feith in then
they were three hundred yards apart,data/l2arctic/TNI/wav/arctic_a0031.wav,TNI,Hindi,F,they ware three hundred yads apart
since then some mysterious force has been fighting us at every step,data/l2arctic/TNI/wav/arctic_a0032.wav,TNI,Hindi,F,since then some mysteious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/TNI/wav/arctic_a0033.wav,TNI,Hindi,F,he unfolded a long typeten letter and handed it to grexen
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/TNI/wav/arctic_a0035.wav,TNI,Hindi,F,hes dobbed and philipp nowdded ie the hordified question in his eyes
she turned in at the hotel,data/l2arctic/TNI/wav/arctic_a0036.wav,TNI,Hindi,F,she tourned it at the hoortan
i was the only one who remained sitting,data/l2arctic/TNI/wav/arctic_a0037.wav,TNI,Hindi,F,i was the only voun who remaind sitting
well have to watch our chances,data/l2arctic/TNI/wav/arctic_a0038.wav,TNI,Hindi,F,we will have to watch achansis
the ship should be in within a week or ten days,data/l2arctic/TNI/wav/arctic_a0039.wav,TNI,Hindi,F,the ship should be in within oweak or tendes
i suppose you wonder why she is coming up here,data/l2arctic/TNI/wav/arctic_a0040.wav,TNI,Hindi,F,i suppose you wonder why shes coming up hea
meanwhile i will go out to breathe a spell,data/l2arctic/TNI/wav/arctic_a0041.wav,TNI,Hindi,F,mean my i will go out to bread the spell
how could he explain his possession of the sketch,data/l2arctic/TNI/wav/arctic_a0042.wav,TNI,Hindi,F,how could he expen his possestion of the sketch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/TNI/wav/arctic_a0043.wav,TNI,Hindi,F,it seemed nearer to him since he had seen and talked with grixkon
her own betrayal of herself was like tonic to philip,data/l2arctic/TNI/wav/arctic_a0044.wav,TNI,Hindi,F,her own betral of herself was liketonic to phillip
he moved away as quietly as he had come,data/l2arctic/TNI/wav/arctic_a0045.wav,TNI,Hindi,F,he moved of it as quitely as he ad come
the girl faced him her eyes shining with sudden fear,data/l2arctic/TNI/wav/arctic_a0046.wav,TNI,Hindi,F,the girl firsed him her eyes shining with sudden fer
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/TNI/wav/arctic_a0047.wav,TNI,Hindi,F,close beside him gleamed the white fans of the voalf dog
he looked at the handkerchief more closely,data/l2arctic/TNI/wav/arctic_a0048.wav,TNI,Hindi,F,he looked at the handkerchief moed cloasly
gregson was asleep when he reentered the cabin,data/l2arctic/TNI/wav/arctic_a0049.wav,TNI,Hindi,F,rexon was asleep when he reentered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/TNI/wav/arctic_a0050.wav,TNI,Hindi,F,in spire of their abserty the words affected philip curiously
it was a curious coincidence,data/l2arctic/TNI/wav/arctic_a0052.wav,TNI,Hindi,F,it was a cuious coinsedens
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/TNI/wav/arctic_a0053.wav,TNI,Hindi,F,suddenly his fingers blowse tightly over the handkerchie
there was nothing on the rock,data/l2arctic/TNI/wav/arctic_a0054.wav,TNI,Hindi,F,there was nothing on the rock
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/TNI/wav/arctic_a0055.wav,TNI,Hindi,F,fhilips stood undesagted his ears strain to gasp tha slighttest sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/TNI/wav/arctic_a0056.wav,TNI,Hindi,F,bes little eyes were fixed on him shdly
i have no idea replied philip,data/l2arctic/TNI/wav/arctic_a0057.wav,TNI,Hindi,F,i have no idea replied philip
i came for information more out of curiosity than anything else,data/l2arctic/TNI/wav/arctic_a0058.wav,TNI,Hindi,F,i gain for information more out of curiosity than ineting e
his immaculate appearance was gone,data/l2arctic/TNI/wav/arctic_a0059.wav,TNI,Hindi,F,his immaculate appurance was gone
anyway no one saw her like that,data/l2arctic/TNI/wav/arctic_a0060.wav,TNI,Hindi,F,any way no one saw her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/TNI/wav/arctic_a0061.wav,TNI,Hindi,F,philip snatched at the letter which gregxson held out to him
the men stared into each others face,data/l2arctic/TNI/wav/arctic_a0062.wav,TNI,Hindi,F,the men stared into each others frace
yes it was a man who asked a stranger,data/l2arctic/TNI/wav/arctic_a0063.wav,TNI,Hindi,F,yes it was a man who asked a stranger
the fourth and fifth days passed without any developments,data/l2arctic/TNI/wav/arctic_a0064.wav,TNI,Hindi,F,the fourth and fifth days passed without an edvelopments
they closed now until his fingers were like cords of steel,data/l2arctic/TNI/wav/arctic_a0065.wav,TNI,Hindi,F,dhe close now until his fingers were like cards of steal
he saw jeanne falter for a moment,data/l2arctic/TNI/wav/arctic_a0066.wav,TNI,Hindi,F,he saw gen falter for a moment
surely i will excuse you she cried,data/l2arctic/TNI/wav/arctic_a0067.wav,TNI,Hindi,F,sorely i will excuse you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/TNI/wav/arctic_a0017.wav,TNI,Hindi,F,from that moment his friendship for billaiys dance to hitred and jealousy
men of seldens stamp dont stop at women and children,data/l2arctic/TNI/wav/arctic_a0034.wav,TNI,Hindi,F,men of selen stm dorne stop at woman and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/TNI/wav/arctic_a0051.wav,TNI,Hindi,F,the lase was of a delicate ivri color faintly tinted with yellow
in a flash philip followed its direction,data/l2arctic/TNI/wav/arctic_a0068.wav,TNI,Hindi,F,in a flash filip followed itxs direction
a trickle of fresh blood ran over his face,data/l2arctic/TNI/wav/arctic_a0085.wav,TNI,Hindi,F,a trickle of fresh blood ran over his face
he will follow us soon,data/l2arctic/TNI/wav/arctic_a0102.wav,TNI,Hindi,F,he will follow as soon
jeanne was turning the bow shoreward,data/l2arctic/TNI/wav/arctic_a0119.wav,TNI,Hindi,F,jne was turning the bu surwal
about him everywhere were the evidences of luxury and of age,data/l2arctic/TNI/wav/arctic_a0136.wav,TNI,Hindi,F,about him every were were the evidences of luxury and of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/TNI/wav/arctic_a0153.wav,TNI,Hindi,F,mapdol dabbed his forehead suspiciously with his stubby forefinger
there was none of the joy of meeting in his face,data/l2arctic/TNI/wav/arctic_a0170.wav,TNI,Hindi,F,there was none of the joy of meeting in his face
ahead of them they saw a glimmer of sunshine,data/l2arctic/TNI/wav/arctic_a0187.wav,TNI,Hindi,F,a head of them thei saw a glimat of sunshine
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/TNI/wav/arctic_a0204.wav,TNI,Hindi,F,the vof dog thrust his gount muszle toward him
i dont know why youre here at all,data/l2arctic/TNI/wav/arctic_a0221.wav,TNI,Hindi,F,i dont know why you are here at all
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/TNI/wav/arctic_a0238.wav,TNI,Hindi,F,it happened to him at the gillines society in oklain one afternoon
you wont die of malnutrition be sure of that,data/l2arctic/TNI/wav/arctic_a0255.wav,TNI,Hindi,F,you wont die off my lutrition be sure of that
it was his intention to return to eileen and her father,data/l2arctic/TNI/wav/arctic_a0069.wav,TNI,Hindi,F,it was his intention to return to island and her father
he would first hunt up gregson and begin his work there,data/l2arctic/TNI/wav/arctic_a0070.wav,TNI,Hindi,F,he would first hunt up gregson and begin his work there
what was the object of your little sensation,data/l2arctic/TNI/wav/arctic_a0071.wav,TNI,Hindi,F,what was the object of your little sensation
but who was eileens double,data/l2arctic/TNI/wav/arctic_a0072.wav,TNI,Hindi,F,but who was island ubl
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/TNI/wav/arctic_a0073.wav,TNI,Hindi,F,the promoters eyes were heavy with little puffy bags under them
and now down there eileen was waiting for him,data/l2arctic/TNI/wav/arctic_a0074.wav,TNI,Hindi,F,and now down there alan was waiting for him
there has been a change she interrupted him,data/l2arctic/TNI/wav/arctic_a0075.wav,TNI,Hindi,F,there has been a change she interrupted him
the gray eyes faltered the flush deepened,data/l2arctic/TNI/wav/arctic_a0076.wav,TNI,Hindi,F,the grey eyes faltered the flush deepened
it is the fire partly she said,data/l2arctic/TNI/wav/arctic_a0077.wav,TNI,Hindi,F,it isn e fire bartly she said
then and at supper he tried to fathom her,data/l2arctic/TNI/wav/arctic_a0078.wav,TNI,Hindi,F,then and at supper he tried to fathom her
it was a large canoe,data/l2arctic/TNI/wav/arctic_a0079.wav,TNI,Hindi,F,it was a large geno
what if jeanne failed him,data/l2arctic/TNI/wav/arctic_a0080.wav,TNI,Hindi,F,what agin filed him
what if she did not come to the rock,data/l2arctic/TNI/wav/arctic_a0081.wav,TNI,Hindi,F,what if she did not come to the rock
his face was streaming with blood,data/l2arctic/TNI/wav/arctic_a0082.wav,TNI,Hindi,F,his face was streaming with blak
a shadow was creeping over pierres eyes,data/l2arctic/TNI/wav/arctic_a0083.wav,TNI,Hindi,F,a shadow was reeping owopbirs eyes
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/TNI/wav/arctic_a0084.wav,TNI,Hindi,F,scarcly haddhe uttered the name when piros closing eyes shot open
death had come with terrible suddenness,data/l2arctic/TNI/wav/arctic_a0086.wav,TNI,Hindi,F,dat had come with deybul sudenness
philip bent lower and stared into the face of the dead man,data/l2arctic/TNI/wav/arctic_a0087.wav,TNI,Hindi,F,philip bent lower and steere into the face of the dead man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/TNI/wav/arctic_a0088.wav,TNI,Hindi,F,he mate sort that the magine was lordered and resumed his badling
the night glow was treacherous to shoot by,data/l2arctic/TNI/wav/arctic_a0089.wav,TNI,Hindi,F,the night low was tricarus to shoot by
the singing voice approached rapidly,data/l2arctic/TNI/wav/arctic_a0090.wav,TNI,Hindi,F,the singing wise approaged rapidly
his blood grew hot with rage at the thought,data/l2arctic/TNI/wav/arctic_a0091.wav,TNI,Hindi,F,his blood grew hart with rige and the ta
he went down in midstream searching the shadows of both shores,data/l2arctic/TNI/wav/arctic_a0092.wav,TNI,Hindi,F,he went down in midstream searching the shadows of bot shors
for a full minute he crouched and listened,data/l2arctic/TNI/wav/arctic_a0093.wav,TNI,Hindi,F,for a full minute he croucged and listened
he had barely entered this when he saw the glow of a fire,data/l2arctic/TNI/wav/arctic_a0094.wav,TNI,Hindi,F,he had bdly entered ithis when he saw the glow of a fire
a big canvas tent was the first thing to come within his vision,data/l2arctic/TNI/wav/arctic_a0095.wav,TNI,Hindi,F,a big ganvas ten was the first thing to come within his vision
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/TNI/wav/arctic_a0096.wav,TNI,Hindi,F,perhaps she had already met her fit a little leeaper in the fortest
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/TNI/wav/arctic_a0097.wav,TNI,Hindi,F,then you can arenge yourself comfortably among these robs in the bu
shall i carry you,data/l2arctic/TNI/wav/arctic_a0098.wav,TNI,Hindi,F,shall i ka you
a maddening joy pounded in his brain,data/l2arctic/TNI/wav/arctic_a0099.wav,TNI,Hindi,F,a madning joy bounded in his brain
you must sleep he urged,data/l2arctic/TNI/wav/arctic_a0100.wav,TNI,Hindi,F,you must leep he arked
you you would not keep the truth from me,data/l2arctic/TNI/wav/arctic_a0101.wav,TNI,Hindi,F,you you would not keep the tdruth from me
but there came no promise from the bow of the canoe,data/l2arctic/TNI/wav/arctic_a0103.wav,TNI,Hindi,F,but thear came no promise from the bou of the kenne
she was sleeping under his protection as sweetly as a child,data/l2arctic/TNI/wav/arctic_a0104.wav,TNI,Hindi,F,she was sleeping under his protection as sweetly as a chil
only it is so wonderful so almost impossible to believe,data/l2arctic/TNI/wav/arctic_a0105.wav,TNI,Hindi,F,only it is so wonderful so almost impossible to believe
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/TNI/wav/arctic_a0106.wav,TNI,Hindi,F,the emotion which she had suppressed burst forth now in a choking so
if you only could know how i thank you,data/l2arctic/TNI/wav/arctic_a0107.wav,TNI,Hindi,F,if youre only gould know how i thank you
he waded into the edge of the water and began scrubbing himself,data/l2arctic/TNI/wav/arctic_a0108.wav,TNI,Hindi,F,he raed into the edge of the water and began scrubbing himself
do you know that you are shaking my confidence in you,data/l2arctic/TNI/wav/arctic_a0109.wav,TNI,Hindi,F,do you know that you are shaking my confidence in you
much replied jeanne as tersely,data/l2arctic/TNI/wav/arctic_a0110.wav,TNI,Hindi,F,much replied jin astosly
instead he joined her and they ate like two hungry children,data/l2arctic/TNI/wav/arctic_a0111.wav,TNI,Hindi,F,instead he joined her and the ate like two hungry children
he was wounded in the arm,data/l2arctic/TNI/wav/arctic_a0112.wav,TNI,Hindi,F,he was rounder in te am
i suppose you picked that lingo up among the indians,data/l2arctic/TNI/wav/arctic_a0113.wav,TNI,Hindi,F,i suppose you big tht ling up among the indians
her words sent a strange chill through philip,data/l2arctic/TNI/wav/arctic_a0114.wav,TNI,Hindi,F,her words sent a strangil truphilip
he had no excuse for the feelings which were aroused in him,data/l2arctic/TNI/wav/arctic_a0115.wav,TNI,Hindi,F,he had no excuse for the feelings which were aroused in him
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/TNI/wav/arctic_a0116.wav,TNI,Hindi,F,was it drendevous of those who were striving to work his roin
she added with genuine sympathy in her face and voice,data/l2arctic/TNI/wav/arctic_a0117.wav,TNI,Hindi,F,she added with genuine sympathy in heor face and voice
pierre obeys me when we are together,data/l2arctic/TNI/wav/arctic_a0118.wav,TNI,Hindi,F,pire obis me when wear together
my right foot feels like that of a chinese debutante,data/l2arctic/TNI/wav/arctic_a0120.wav,TNI,Hindi,F,my right foot fiesh like that of a ghines deibudant
they ate dinner at the fifth and rested for two hours,data/l2arctic/TNI/wav/arctic_a0121.wav,TNI,Hindi,F,the id dinner at the fifth and rested for two us
two years ago i gave up civilization for this,data/l2arctic/TNI/wav/arctic_a0122.wav,TNI,Hindi,F,two years ago i gave up civilization for this
she had died from cold and starvation,data/l2arctic/TNI/wav/arctic_a0123.wav,TNI,Hindi,F,she had died from corl and starvation
it was jeanne singing softly over beyond the rocks,data/l2arctic/TNI/wav/arctic_a0124.wav,TNI,Hindi,F,it was gin singing softly over beyond the rocks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/TNI/wav/arctic_a0125.wav,TNI,Hindi,F,he was therdomine now to mantain a more sertain hold upon himself
each day she became a more vital part of him,data/l2arctic/TNI/wav/arctic_a0126.wav,TNI,Hindi,F,each day she became a more vitled part of him
it was a temptation but he resisted it,data/l2arctic/TNI/wav/arctic_a0127.wav,TNI,Hindi,F,it was a temptation but he resisted it
this one hope was destroyed as quickly as it was born,data/l2arctic/TNI/wav/arctic_a0128.wav,TNI,Hindi,F,this one hoope was destroyed as quickly as it was born
her face was against his breast,data/l2arctic/TNI/wav/arctic_a0129.wav,TNI,Hindi,F,har face was against his breast
she was his now forever,data/l2arctic/TNI/wav/arctic_a0130.wav,TNI,Hindi,F,she was his no thout ever
providence had delivered him through the maelstrom,data/l2arctic/TNI/wav/arctic_a0131.wav,TNI,Hindi,F,providence had delivered him to the mailstron
a cry of joy burst from philips lips,data/l2arctic/TNI/wav/arctic_a0132.wav,TNI,Hindi,F,a cry of joy burst from philips lips
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/TNI/wav/arctic_a0133.wav,TNI,Hindi,F,philip began to feel that he had foolishly ower estimated his strength
he obeyed the pressure of her hand,data/l2arctic/TNI/wav/arctic_a0134.wav,TNI,Hindi,F,he orbayed the presion offher hand
i am going to surprise father and you will go with pierre,data/l2arctic/TNI/wav/arctic_a0135.wav,TNI,Hindi,F,i am going to surprise father and you will go with by
then he stepped back with a low cry of pleasure,data/l2arctic/TNI/wav/arctic_a0137.wav,TNI,Hindi,F,then he stepped back with a low cry of pleasure
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/TNI/wav/arctic_a0138.wav,TNI,Hindi,F,in the picture he saw each moment a great resemblance te gane
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/TNI/wav/arctic_a0139.wav,TNI,Hindi,F,he tdoled himself as he washed himself and groomed his disheveled clots
accept a fathers blessing and with it this,data/l2arctic/TNI/wav/arctic_a0140.wav,TNI,Hindi,F,except her fathers blessing and withit this
it seems like a strange pointing of the hand of god,data/l2arctic/TNI/wav/arctic_a0141.wav,TNI,Hindi,F,it seems like a strange pointing of the hand of cad
such things had occurred before he told philip,data/l2arctic/TNI/wav/arctic_a0142.wav,TNI,Hindi,F,such things had aghered before he told philip
ah i had forgotten he exclaimed,data/l2arctic/TNI/wav/arctic_a0143.wav,TNI,Hindi,F,a a high head fagared ten he exclaimed
but there was something even more startling than this resemblance,data/l2arctic/TNI/wav/arctic_a0144.wav,TNI,Hindi,F,but there was something even more stitling than his resemblance
i have to be careful of them as they tear very easily,data/l2arctic/TNI/wav/arctic_a0145.wav,TNI,Hindi,F,i have to be careful of them as the deyr vereasily
of course that is uninteresting she continued,data/l2arctic/TNI/wav/arctic_a0146.wav,TNI,Hindi,F,of course that is unintresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/TNI/wav/arctic_a0147.wav,TNI,Hindi,F,a moment before he was intoxicated by a joy that was almost madness
now these things had been struck dead within him,data/l2arctic/TNI/wav/arctic_a0148.wav,TNI,Hindi,F,now these things had been struck ded within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/TNI/wav/arctic_a0149.wav,TNI,Hindi,F,for an instant he saw a pired drawn lakea silhod against the skye
goodbye pierre he shouted,data/l2arctic/TNI/wav/arctic_a0150.wav,TNI,Hindi,F,good bypie he shouted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/TNI/wav/arctic_a0151.wav,TNI,Hindi,F,and mect dull was beyond the trail with three weeks to spar
philip thrust himself against it and entered,data/l2arctic/TNI/wav/arctic_a0152.wav,TNI,Hindi,F,philip trust himself against it and hantered
he was smooth shaven and his hair and eyes were black,data/l2arctic/TNI/wav/arctic_a0154.wav,TNI,Hindi,F,he was smooth shaven and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/TNI/wav/arctic_a0155.wav,TNI,Hindi,F,wont you drob gentlemen
a strange fire burned in his eyes when thorpe turned,data/l2arctic/TNI/wav/arctic_a0156.wav,TNI,Hindi,F,a strange fire burnlin his eyes ran trop doned
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/TNI/wav/arctic_a0157.wav,TNI,Hindi,F,he had worshiped her as dant might have worshippd betraice
does that look good,data/l2arctic/TNI/wav/arctic_a0158.wav,TNI,Hindi,F,does that look good
they look as though he had been drumming a piano all his life,data/l2arctic/TNI/wav/arctic_a0159.wav,TNI,Hindi,F,the look as to he had been drumming up piano all his life
you want to go over and see his gang throw dirt,data/l2arctic/TNI/wav/arctic_a0160.wav,TNI,Hindi,F,you want to go ower and see his gang todrt
take away their foreman and they wouldnt be worth their grub,data/l2arctic/TNI/wav/arctic_a0161.wav,TNI,Hindi,F,take of it theire formen and they wouldnt be worth the grub
thats the sub foreman explained thorpe,data/l2arctic/TNI/wav/arctic_a0162.wav,TNI,Hindi,F,thats the sub forman explained to
philip made no effort to follow,data/l2arctic/TNI/wav/arctic_a0163.wav,TNI,Hindi,F,philit made no effort to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/TNI/wav/arctic_a0164.wav,TNI,Hindi,F,he came fster year ago and eweled himself to geane
they are to attack your camp tomorrow night,data/l2arctic/TNI/wav/arctic_a0165.wav,TNI,Hindi,F,the ar do atbagk your camb to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/TNI/wav/arctic_a0166.wav,TNI,Hindi,F,two dais ago gen lord where her fathers men were hiding
