transcription,path_to_audio,speaker_id,native_language,gender,s2t_small_transcriptions
and how would we ever find ourselves,data/l2arctic/YDCK/wav/arctic_b0381.wav,YDCK,Korean,F,and how would we ever find ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/YDCK/wav/arctic_b0382.wav,YDCK,Korean,F,i defy any man to get up solomon allen sore in california
a bush chief had died a natural death,data/l2arctic/YDCK/wav/arctic_b0383.wav,YDCK,Korean,F,a bush chief had died a natural death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/YDCK/wav/arctic_b0384.wav,YDCK,Korean,F,the skippers and narcota's domestics served as a translation without words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/YDCK/wav/arctic_b0385.wav,YDCK,Korean,F,last night he showed all the symptoms of coming down with pneumonia
my idea was that he would have more influence over the natives,data/l2arctic/YDCK/wav/arctic_b0386.wav,YDCK,Korean,F,my idea was that he would have more influence over the natives
it is merely the simple superlative,data/l2arctic/YDCK/wav/arctic_b0387.wav,YDCK,Korean,F,it is merely the simple supportive
i made no more overtures,data/l2arctic/YDCK/wav/arctic_b0388.wav,YDCK,Korean,F,i made no more overtures
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/YDCK/wav/arctic_b0389.wav,YDCK,Korean,F,among my minor afflictions i may mention a new and mysterious one
the voyage was our idea of a good time,data/l2arctic/YDCK/wav/arctic_b0390.wav,YDCK,Korean,F,the voyage was our idea of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/YDCK/wav/arctic_b0391.wav,YDCK,Korean,F,a c tuesday march seventeenth nineteen o eight
yes sir he answered with cheerful alacrity,data/l2arctic/YDCK/wav/arctic_b0392.wav,YDCK,Korean,F,yes sir he answered with cheerful alacrity
i was still weak from my prolonged immersion,data/l2arctic/YDCK/wav/arctic_b0393.wav,YDCK,Korean,F,i was still weak from my prolonged emergency
i was beneath the water suffocating and drowning,data/l2arctic/YDCK/wav/arctic_b0395.wav,YDCK,Korean,F,i was beneath the water suffocating and drowning
the pain from my hurt knee was agonizing,data/l2arctic/YDCK/wav/arctic_b0396.wav,YDCK,Korean,F,the paint from my hurt knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/YDCK/wav/arctic_b0397.wav,YDCK,Korean,F,the hunters were still arguing and roaring like some semi human amphibious breed
i have been robbed sir i amended,data/l2arctic/YDCK/wav/arctic_b0398.wav,YDCK,Korean,F,i have been robbed sir i amend it
you were looking squeamish this afternoon he began,data/l2arctic/YDCK/wav/arctic_b0399.wav,YDCK,Korean,F,you're a looking squeamish this afternoon he began
how could i answer the question on the spur of the moment,data/l2arctic/YDCK/wav/arctic_b0400.wav,YDCK,Korean,F,how could i answer the question on the spur of the moment
i learned it myself in english ships,data/l2arctic/YDCK/wav/arctic_b0401.wav,YDCK,Korean,F,i wanted myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/YDCK/wav/arctic_b0402.wav,YDCK,Korean,F,an artistic act is an act performed for the welfare of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/YDCK/wav/arctic_b0403.wav,YDCK,Korean,F,knowing him irribu the old scandinavian meath with collieral understanding
yes and no sir was the slow reply,data/l2arctic/YDCK/wav/arctic_b0404.wav,YDCK,Korean,F,yes and no sir was the slow reply
and each year something happened and i did not go,data/l2arctic/YDCK/wav/arctic_b0405.wav,YDCK,Korean,F,and it's here something happened and i did not go
how in hell did he know it was you in the dark,data/l2arctic/YDCK/wav/arctic_b0406.wav,YDCK,Korean,F,how in hell did he know it was you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/YDCK/wav/arctic_b0407.wav,YDCK,Korean,F,of course much grumbling went on and little outburst worked continually occurring
you have all the advantage,data/l2arctic/YDCK/wav/arctic_b0408.wav,YDCK,Korean,F,you have all the advantage
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/YDCK/wav/arctic_b0409.wav,YDCK,Korean,F,the turk mentioned by all flawson rested in its sheaf on my hip
have you ever earned a dollar by your own labour,data/l2arctic/YDCK/wav/arctic_b0410.wav,YDCK,Korean,F,have you ever on the dollar by your own labor
ah it was sweet in my ears,data/l2arctic/YDCK/wav/arctic_b0412.wav,YDCK,Korean,F,ah it was sweet in my years
he may desire to escape pain or to enjoy pleasure,data/l2arctic/YDCK/wav/arctic_b0413.wav,YDCK,Korean,F,he may desire to escape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/YDCK/wav/arctic_b0414.wav,YDCK,Korean,F,it was impossible to hoist the sail and claw off that shore
there was nothing for us but the wide raw ocean,data/l2arctic/YDCK/wav/arctic_b0415.wav,YDCK,Korean,F,there was nothing for us but a wide raw ocean
i arose obediently and went down the beach,data/l2arctic/YDCK/wav/arctic_b0416.wav,YDCK,Korean,F,i arose obediently and went down the beach
the next thing to watch out for is bed sores,data/l2arctic/YDCK/wav/arctic_b0417.wav,YDCK,Korean,F,the neck thing to watch out for is bad source
at that moment i got the impression that she was willowy,data/l2arctic/YDCK/wav/arctic_b0418.wav,YDCK,Korean,F,at that moment i got impression that she was willowy
your fathers fifth command he nodded,data/l2arctic/YDCK/wav/arctic_b0419.wav,YDCK,Korean,F,your father's fibs command he not it
on occasion on this traverse the cape verde islands are raised,data/l2arctic/YDCK/wav/arctic_b0420.wav,YDCK,Korean,F,on occasion on this traverse the cave bird islands are raised
she is essentially the life giving life conserving female of the species,data/l2arctic/YDCK/wav/arctic_b0421.wav,YDCK,Korean,F,she is essentially the life giving life conjurbing female of the species
this was when the explosion occurred,data/l2arctic/YDCK/wav/arctic_b0422.wav,YDCK,Korean,F,this was when the explosion occurred
also at regular intervals he would mutter,data/l2arctic/YDCK/wav/arctic_b0423.wav,YDCK,Korean,F,also at regular intervals he would mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/YDCK/wav/arctic_b0424.wav,YDCK,Korean,F,it is a very tenable hypothesis and will bear looking into
there were orange green gold green and a copper green,data/l2arctic/YDCK/wav/arctic_b0425.wav,YDCK,Korean,F,there were always green old green and a cooper green
the gabriel voice of the samurai rang out,data/l2arctic/YDCK/wav/arctic_b0426.wav,YDCK,Korean,F,the cabriolet voice up the samurai rang out
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/YDCK/wav/arctic_b0427.wav,YDCK,Korean,F,the sunsets grow more bizarre and spectacular of this coast of the argentine
and the eurasian chinese englishman bowed himself away,data/l2arctic/YDCK/wav/arctic_b0429.wav,YDCK,Korean,F,and the uratian chinese englishmen bowed himself away
they were babbling and chattering all together,data/l2arctic/YDCK/wav/arctic_b0430.wav,YDCK,Korean,F,they were babbling and tearing altogether
too much he told me with ominous rolling head,data/l2arctic/YDCK/wav/arctic_b0431.wav,YDCK,Korean,F,too much he told me with ammunition's rolling head
he is a candidate rising from the serf class to our class,data/l2arctic/YDCK/wav/arctic_b0432.wav,YDCK,Korean,F,he's a candidate rising from the serf class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/YDCK/wav/arctic_b0433.wav,YDCK,Korean,F,we are cooking on the coal stuff and on the oil banners
the steward has just tendered me a respectful bit of advice,data/l2arctic/YDCK/wav/arctic_b0434.wav,YDCK,Korean,F,the steward had just tendered me a respectful bit of advice
well did they eat,data/l2arctic/YDCK/wav/arctic_b0435.wav,YDCK,Korean,F,well did they eat
famine had been my great ally,data/l2arctic/YDCK/wav/arctic_b0436.wav,YDCK,Korean,F,famine had been my great ally
nowhere in the north is the soil so prolific,data/l2arctic/YDCK/wav/arctic_b0437.wav,YDCK,Korean,F,nowhere in the norse is the soil so prolific
they ran the canoe in and climbed the high earth bank,data/l2arctic/YDCK/wav/arctic_b0438.wav,YDCK,Korean,F,they ran the canoe in and climbed a high earth bank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/YDCK/wav/arctic_b0439.wav,YDCK,Korean,F,the land exchange it is austere robes for the garb of a smiling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/YDCK/wav/arctic_b0440.wav,YDCK,Korean,F,they were stir and bustle new faces and fresh facts
and there was ethel baird whom also you must remember,data/l2arctic/YDCK/wav/arctic_b0441.wav,YDCK,Korean,F,and there was ether bart whom also you must remember
he had become a man very early in life,data/l2arctic/YDCK/wav/arctic_b0442.wav,YDCK,Korean,F,he had become a man very only in life
i did not think you would be so early,data/l2arctic/YDCK/wav/arctic_b0443.wav,YDCK,Korean,F,i do not think you would be so only
he did not know what went on in the minds of his superiors,data/l2arctic/YDCK/wav/arctic_b0444.wav,YDCK,Korean,F,he did not know what went on in the minds of his superiors
some one had thrust a large sheath knife into his hand,data/l2arctic/YDCK/wav/arctic_b0446.wav,YDCK,Korean,F,some one had thrust a large sheath knife into his hand
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/YDCK/wav/arctic_b0447.wav,YDCK,Korean,F,a brion immediately a shriek that sank swiftly to a galling sob
sandel would never become a world champion,data/l2arctic/YDCK/wav/arctic_b0448.wav,YDCK,Korean,F,sandal would never become a war champion
also she wouldnt walk,data/l2arctic/YDCK/wav/arctic_b0449.wav,YDCK,Korean,F,also she wouldn't walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/YDCK/wav/arctic_b0450.wav,YDCK,Korean,F,to my dearest and always appreciated friend i submit myself
you used to joy ride like the very devil,data/l2arctic/YDCK/wav/arctic_b0451.wav,YDCK,Korean,F,you used to joy right like the very devil
they saw each other for the first time in boston,data/l2arctic/YDCK/wav/arctic_b0452.wav,YDCK,Korean,F,they saw each other for the first time in boston
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/YDCK/wav/arctic_b0453.wav,YDCK,Korean,F,isaac for the austere soldier of the lord the old he proclaimed
eighteen he added,data/l2arctic/YDCK/wav/arctic_b0454.wav,YDCK,Korean,F,a tune he at it
his reward should have been peace and repose,data/l2arctic/YDCK/wav/arctic_b0455.wav,YDCK,Korean,F,his reward should have been peace and repose
he was an amphibian and a mountaineer,data/l2arctic/YDCK/wav/arctic_b0456.wav,YDCK,Korean,F,he was an amphibian an amountineer
it was sanctification and salvation,data/l2arctic/YDCK/wav/arctic_b0457.wav,YDCK,Korean,F,it was sanctification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/YDCK/wav/arctic_b0458.wav,YDCK,Korean,F,the history of the eighteenth century is written or nieced prompted
they are not biologists nor sociologists,data/l2arctic/YDCK/wav/arctic_b0459.wav,YDCK,Korean,F,they are not byologist nor sociologists
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/YDCK/wav/arctic_b0460.wav,YDCK,Korean,F,the more his opponents grew excited the more honest deliberately excited them
by virtue of that power we shall remain in power,data/l2arctic/YDCK/wav/arctic_b0461.wav,YDCK,Korean,F,by virtue of that power which are remaining power
take my advice and accept the vacation,data/l2arctic/YDCK/wav/arctic_b0463.wav,YDCK,Korean,F,take my advice and accept the vacation
i could not agree with ernest,data/l2arctic/YDCK/wav/arctic_b0464.wav,YDCK,Korean,F,i could not agree with earnest
but such divergence of opinion it constitute no menace to society,data/l2arctic/YDCK/wav/arctic_b0465.wav,YDCK,Korean,F,by such divergence of opinion it constitute no monies to society
it is dog eat dog and you ate them up,data/l2arctic/YDCK/wav/arctic_b0466.wav,YDCK,Korean,F,it is dark it talk and you ate them up
let us run them for ourselves,data/l2arctic/YDCK/wav/arctic_b0467.wav,YDCK,Korean,F,let us run them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/YDCK/wav/arctic_b0468.wav,YDCK,Korean,F,it was introduced by representative dick of ohio
very few people knew of the existence of this law,data/l2arctic/YDCK/wav/arctic_b0469.wav,YDCK,Korean,F,very few people knew of the existence of this law
the very thing ernest agreed,data/l2arctic/YDCK/wav/arctic_b0470.wav,YDCK,Korean,F,the very thing or needs the great
also a fellow senator chauncey depew said,data/l2arctic/YDCK/wav/arctic_b0471.wav,YDCK,Korean,F,also of fellow senator charlie de paul sat
ernest saw in the affair the most sinister import,data/l2arctic/YDCK/wav/arctic_b0472.wav,YDCK,Korean,F,only a soul in the affair the most sinister import
then there was the campaign,data/l2arctic/YDCK/wav/arctic_b0473.wav,YDCK,Korean,F,then there was the kempy
he was manifestly distressed by my coming,data/l2arctic/YDCK/wav/arctic_b0474.wav,YDCK,Korean,F,he was many fastly distressed by my coming
not a wheel moved in his empire,data/l2arctic/YDCK/wav/arctic_b0475.wav,YDCK,Korean,F,that a will moved in his empire
the reorganization of these countries took the form of revolution,data/l2arctic/YDCK/wav/arctic_b0476.wav,YDCK,Korean,F,the reorganization of this countries took the form of revolution
youre going in for grab sharing,data/l2arctic/YDCK/wav/arctic_b0477.wav,YDCK,Korean,F,you are going in four grab sharing
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/YDCK/wav/arctic_b0478.wav,YDCK,Korean,F,the oligarchy will encourage such ambition and the consequent competition
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/YDCK/wav/arctic_b0480.wav,YDCK,Korean,F,without discussion it was the agent's pro bogaters who caused the peasant revolt
the task we set ourselves was threefold,data/l2arctic/YDCK/wav/arctic_b0481.wav,YDCK,Korean,F,the task was we said ourselves was refold
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/YDCK/wav/arctic_b0482.wav,YDCK,Korean,F,many other similar disconcerting omissions will be noticed in the manuscript
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/YDCK/wav/arctic_b0483.wav,YDCK,Korean,F,the flower of the oddy stick and intellectual walled were revolutionist
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/YDCK/wav/arctic_b0484.wav,YDCK,Korean,F,this the iron hill for saw and laid its schemes accordingly
the mob came on but it could not advance,data/l2arctic/YDCK/wav/arctic_b0485.wav,YDCK,Korean,F,the map came on but it could not advance
but why continue the tirade for tirade it was,data/l2arctic/YDCK/wav/arctic_b0486.wav,YDCK,Korean,F,but why continued the tirade for tirade it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/YDCK/wav/arctic_b0487.wav,YDCK,Korean,F,after all superfluous flesh is gone while they slept is dingy and registoned
beyond refusing to sell us food they left us to ourselves,data/l2arctic/YDCK/wav/arctic_b0488.wav,YDCK,Korean,F,began refusing to sell us food they leapt us to ourselves
he was a merry monarch especially so for an asiatic,data/l2arctic/YDCK/wav/arctic_b0489.wav,YDCK,Korean,F,he was a merry monarch especially so far un aceastic
what an excited whispering and conferring took place,data/l2arctic/YDCK/wav/arctic_b0490.wav,YDCK,Korean,F,what an excited whispering and conferring took place
jacob brinker who was his road mate brought the news,data/l2arctic/YDCK/wav/arctic_b0491.wav,YDCK,Korean,F,jacob lincoln who was his rude mate brought the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/YDCK/wav/arctic_b0492.wav,YDCK,Korean,F,does he turn the tenets and jargon of psychology back on me
you yellow giant thing of the frost,data/l2arctic/YDCK/wav/arctic_b0493.wav,YDCK,Korean,F,you yellow giant thing of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/YDCK/wav/arctic_b0494.wav,YDCK,Korean,F,numbers of strange a prophet came up to jerusalem
we who have endured so much surely can endure a little more,data/l2arctic/YDCK/wav/arctic_b0495.wav,YDCK,Korean,F,we who have endured so much surely can endure a little more
one great drawback to farming in california is our long dry summer,data/l2arctic/YDCK/wav/arctic_b0497.wav,YDCK,Korean,F,one great draw back to farming in california is our long dry summer
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/YDCK/wav/arctic_b0498.wav,YDCK,Korean,F,i remembered the red wine of italian renshaw and shuttled in orderly
i said and dismissed the matter as not worth thinking about,data/l2arctic/YDCK/wav/arctic_b0499.wav,YDCK,Korean,F,i said and dismissed the matter as not worth thinking about
then came my boy code,data/l2arctic/YDCK/wav/arctic_b0500.wav,YDCK,Korean,F,then came my boy cold
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/YDCK/wav/arctic_b0501.wav,YDCK,Korean,F,and whatever i arrange it the way lay along i'll call drench it rose
and as we hurried up town joe goose explained,data/l2arctic/YDCK/wav/arctic_b0502.wav,YDCK,Korean,F,and as we hurried up town joe goose explained
the scents of strange vegetation blew off the tropic land,data/l2arctic/YDCK/wav/arctic_b0503.wav,YDCK,Korean,F,the sense of strange bastation blew off the tropic land
the life there was healthful and athletic but too juvenile,data/l2arctic/YDCK/wav/arctic_b0504.wav,YDCK,Korean,F,the live there was half full and aslatic but two juvenile
how valiantly i went at it that first day,data/l2arctic/YDCK/wav/arctic_b0505.wav,YDCK,Korean,F,how valiantly i went at it that first day
it would help to tide me along until i got steady employment,data/l2arctic/YDCK/wav/arctic_b0506.wav,YDCK,Korean,F,it would help to tight me along until i got steady employment
did i possess too much vitality,data/l2arctic/YDCK/wav/arctic_b0507.wav,YDCK,Korean,F,did i possess too much vitality
in his anxiety and solicitude and love they did not count,data/l2arctic/YDCK/wav/arctic_b0508.wav,YDCK,Korean,F,in his anxiety and solicitude and love they did not count
he had fulfilled his duty and paid properly,data/l2arctic/YDCK/wav/arctic_b0509.wav,YDCK,Korean,F,he had fulfilled his duty and paid properly
he knew what taboos he was violating,data/l2arctic/YDCK/wav/arctic_b0510.wav,YDCK,Korean,F,he knew what to booz he was violating
do you value your hide,data/l2arctic/YDCK/wav/arctic_b0511.wav,YDCK,Korean,F,do you value your height
you should have seen them when they heard me spitting chinook,data/l2arctic/YDCK/wav/arctic_b0512.wav,YDCK,Korean,F,you should have seen them when they hurt me speeding chinook
the women they carried away with them to the big valley,data/l2arctic/YDCK/wav/arctic_b0241.wav,YDCK,Korean,F,though we mean they carried away with them to the big belly
you fired me out of your house in short,data/l2arctic/YDCK/wav/arctic_b0258.wav,YDCK,Korean,F,you fire me out of your house in short
but i did not enjoy it long,data/l2arctic/YDCK/wav/arctic_b0275.wav,YDCK,Korean,F,but i did not enjoy it long
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/YDCK/wav/arctic_b0292.wav,YDCK,Korean,F,the firemen or animal skins are on their waist and across their shoulders
nor was elam harnish an exception,data/l2arctic/YDCK/wav/arctic_b0309.wav,YDCK,Korean,F,nor was ilam hanish an exception
our mister howison will call upon you at your hotel,data/l2arctic/YDCK/wav/arctic_b0326.wav,YDCK,Korean,F,our mister howison will call upon you at your hotel
but how are you going to do it,data/l2arctic/YDCK/wav/arctic_b0343.wav,YDCK,Korean,F,but how are you going to do it
this state of mind comes of an undue prominence of the ego,data/l2arctic/YDCK/wav/arctic_b0360.wav,YDCK,Korean,F,this state of mind comes of an undue prominence of the eagle
a scarlet loincloth completed his costume,data/l2arctic/YDCK/wav/arctic_b0377.wav,YDCK,Korean,F,oscarlit roynclove completed his costume
the boy hesitated then mastered his temper,data/l2arctic/YDCK/wav/arctic_b0394.wav,YDCK,Korean,F,the boy has taken the master of his temper
he gave no reason but his motive was obvious enough,data/l2arctic/YDCK/wav/arctic_b0411.wav,YDCK,Korean,F,he gave no reason but his motive was obvious enough
the history of our westward faring race is written in it,data/l2arctic/YDCK/wav/arctic_b0428.wav,YDCK,Korean,F,the history of our westward faring race is written in it
mops sir eagerly answered the sailor at the wheel,data/l2arctic/YDCK/wav/arctic_b0445.wav,YDCK,Korean,F,mop sir eagerly answered the sailor at the will
one guess will do ernest retorted,data/l2arctic/YDCK/wav/arctic_b0462.wav,YDCK,Korean,F,one guess will do or is retorted
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/YDCK/wav/arctic_b0479.wav,YDCK,Korean,F,violation of this law was made a high misdemeanour and punished it accordingly
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/YDCK/wav/arctic_b0496.wav,YDCK,Korean,F,i have seen myself that one man contemplated by pascart's philosophic eye
he plodded on for half an hour when the hallucination arose again,data/l2arctic/YDCK/wav/arctic_b0513.wav,YDCK,Korean,F,he plodded on for half an hour when the hallucination arose again
you can take a vacation on pay,data/l2arctic/YDCK/wav/arctic_a0272.wav,YDCK,Korean,F,you can take a vacation on pay
he may anticipate the day of his death,data/l2arctic/YDCK/wav/arctic_a0544.wav,YDCK,Korean,F,he may anticipate the day of his death
but to culture the revolution thus far had exhausted the junta,data/l2arctic/YDCK/wav/arctic_b0224.wav,YDCK,Korean,F,but to culture the revolution thus far had exhausted the genta
tomorrow or next day it might be gone,data/l2arctic/YDCK/wav/arctic_b0514.wav,YDCK,Korean,F,to morrow or next day it might be gone
but already he had composed himself,data/l2arctic/YDCK/wav/arctic_b0515.wav,YDCK,Korean,F,but already he had composed himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/YDCK/wav/arctic_b0516.wav,YDCK,Korean,F,zillah relaxed her sore mouth longing up to sigh her satisfaction
eggshell is not good to eat,data/l2arctic/YDCK/wav/arctic_b0517.wav,YDCK,Korean,F,actual is not good to it
but there was also talk of witchcraft in the village,data/l2arctic/YDCK/wav/arctic_b0518.wav,YDCK,Korean,F,but there was also a tug of witchcraft in the village
yea i will tell thee,data/l2arctic/YDCK/wav/arctic_b0519.wav,YDCK,Korean,F,yah i will tell thee
hans hurled himself upon the prostrate man striking madly with his fists,data/l2arctic/YDCK/wav/arctic_b0520.wav,YDCK,Korean,F,hans heard himself upon the prostrate man striking medley with his feast
and he thought of oona and of her words,data/l2arctic/YDCK/wav/arctic_b0521.wav,YDCK,Korean,F,and he thought of una and of her words
nor would it thaw out his hands and feet,data/l2arctic/YDCK/wav/arctic_b0522.wav,YDCK,Korean,F,nor would it thaw out his hands and feet
the russian music player the count was her obedient slave,data/l2arctic/YDCK/wav/arctic_b0523.wav,YDCK,Korean,F,the russia music player the count was her obedient slave
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/YDCK/wav/arctic_b0524.wav,YDCK,Korean,F,so far as flax were concerned they were beyond all jurisdiction
new idea he volunteered brand new idea,data/l2arctic/YDCK/wav/arctic_b0525.wav,YDCK,Korean,F,new idea he volunteered brand new idea
thirty pounds said the captain with finality,data/l2arctic/YDCK/wav/arctic_b0526.wav,YDCK,Korean,F,thirty pounds said the captain with finality
the very idea of it was preposterous,data/l2arctic/YDCK/wav/arctic_b0527.wav,YDCK,Korean,F,the very idea of it was preposterous
captain doanes orders were swiftly obeyed,data/l2arctic/YDCK/wav/arctic_b0528.wav,YDCK,Korean,F,captain doone's orders were swiftly abated
come on del mar challenged,data/l2arctic/YDCK/wav/arctic_b0529.wav,YDCK,Korean,F,come on though mar challenge it
he had a big chimpanzee that was a winner,data/l2arctic/YDCK/wav/arctic_b0530.wav,YDCK,Korean,F,he had a big champion g that was a winner
i am sure it must have been some adventure,data/l2arctic/YDCK/wav/arctic_b0531.wav,YDCK,Korean,F,i'm sure it must have been some adventure
that longfellow chap most likely had written countless books of poetry,data/l2arctic/YDCK/wav/arctic_b0532.wav,YDCK,Korean,F,that lock fellow chap most likely had written countless books of poetry
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/YDCK/wav/arctic_b0533.wav,YDCK,Korean,F,his abnormal power of region made obstructions take on concrete form
i will tell you the librarian said with a brightening face,data/l2arctic/YDCK/wav/arctic_b0534.wav,YDCK,Korean,F,i will tell you the librarian sat with a brightening face
he read his fragments aloud,data/l2arctic/YDCK/wav/arctic_b0535.wav,YDCK,Korean,F,he read his fragments aloud
typhoid did i tell you,data/l2arctic/YDCK/wav/arctic_b0536.wav,YDCK,Korean,F,fly for it did i tell you
but she had become an automaton,data/l2arctic/YDCK/wav/arctic_b0537.wav,YDCK,Korean,F,but she had become an automaton
at the best they were necessary accessories,data/l2arctic/YDCK/wav/arctic_b0538.wav,YDCK,Korean,F,at the best they were necessary accessories
you were making them talk shop ruth charged him,data/l2arctic/YDCK/wav/arctic_b0539.wav,YDCK,Korean,F,you are making them talk sharp ruse charged him
author of the danger trail philip steels etc,data/l2arctic/YKWK/wav/arctic_a0001.wav,YKWK,Korean,M,author of their tender trail philip steals et cetera
not at this particular case tom apologized whittemore,data/l2arctic/YKWK/wav/arctic_a0002.wav,YKWK,Korean,M,not at this particular case tom apollo's eyes hit more
for the twentieth time that evening the two men shook hands,data/l2arctic/YKWK/wav/arctic_a0003.wav,YKWK,Korean,M,for the twentyth time that evening the two men shook hands
lord but im glad to see you again phil,data/l2arctic/YKWK/wav/arctic_a0004.wav,YKWK,Korean,M,lord but i'm glad to see you again phil
will we ever forget it,data/l2arctic/YKWK/wav/arctic_a0005.wav,YKWK,Korean,M,will we ever forget it
god bless em i hope ill go on seeing them forever,data/l2arctic/YKWK/wav/arctic_a0006.wav,YKWK,Korean,M,up less than i hope i will go on seeing them for ever
and you always want to see it in the superlative degree,data/l2arctic/YKWK/wav/arctic_a0007.wav,YKWK,Korean,M,and you always want to see it in the spolitive degree
gad your letter came just in time,data/l2arctic/YKWK/wav/arctic_a0008.wav,YKWK,Korean,M,yet your letter came just in time
he turned sharply and faced gregson across the table,data/l2arctic/YKWK/wav/arctic_a0009.wav,YKWK,Korean,M,he turned sharply and faced grexon across the table
im playing a single hand in what looks like a losing game,data/l2arctic/YKWK/wav/arctic_a0010.wav,YKWK,Korean,M,i'm playing a single hand in what looks like a sluzing game
if i ever needed a fighter in my life i need one now,data/l2arctic/YKWK/wav/arctic_a0011.wav,YKWK,Korean,M,if i ever need a fighter in my life i need one now
gregson shoved back his chair and rose to his feet,data/l2arctic/YKWK/wav/arctic_a0012.wav,YKWK,Korean,M,grexen shoved back his chair and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/YKWK/wav/arctic_a0013.wav,YKWK,Korean,M,he was a hat shorter than his companion of almost delicate physics
now youre coming down to business phil he exclaimed,data/l2arctic/YKWK/wav/arctic_a0014.wav,YKWK,Korean,M,now you are coming down to business phil hicks exclaimed
its the aurora borealis,data/l2arctic/YKWK/wav/arctic_a0015.wav,YKWK,Korean,M,esther aurora borealis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/YKWK/wav/arctic_a0016.wav,YKWK,Korean,M,there's thought churchill a rifle shot beyond the reach of slid
there was a change now,data/l2arctic/YKWK/wav/arctic_a0018.wav,YKWK,Korean,M,there was a chance now
i followed the line of the proposed railroad looking for chances,data/l2arctic/YKWK/wav/arctic_a0019.wav,YKWK,Korean,M,i followed a line up the proposed railway road looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/YKWK/wav/arctic_a0020.wav,YKWK,Korean,M,cloths and balls and cities grew to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/YKWK/wav/arctic_a0021.wav,YKWK,Korean,M,it fairly clothed me into recognizing it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/YKWK/wav/arctic_a0022.wav,YKWK,Korean,M,hardly were our plans made a public before we were met by palpable opposition
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/YKWK/wav/arctic_a0023.wav,YKWK,Korean,M,a combination of canadian capital quickly allized and petitioned for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/YKWK/wav/arctic_a0024.wav,YKWK,Korean,M,it was my reports from the north which chiefly induced people to buy
i was about to do this when cooler judgment prevailed,data/l2arctic/YKWK/wav/arctic_a0025.wav,YKWK,Korean,M,i was about to do this when cooler judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/YKWK/wav/arctic_a0026.wav,YKWK,Korean,M,it occurred to me that there would have to be an accounting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/YKWK/wav/arctic_a0027.wav,YKWK,Korean,M,my surprise he began to show actual enthusiasm in my favour
robbery bribery fraud,data/l2arctic/YKWK/wav/arctic_a0028.wav,YKWK,Korean,M,robbery rivaly fraud
their forces were already moving into the north country,data/l2arctic/YKWK/wav/arctic_a0029.wav,YKWK,Korean,M,their forces were already moving into the north country
i had faith in them,data/l2arctic/YKWK/wav/arctic_a0030.wav,YKWK,Korean,M,i had face in them
