transcription,path_to_audio,speaker_id,native_language,gender,sew_mid_transcriptions
his eyes never took themselves for an instant from his companions face,data/l2arctic/YKWK/wav/arctic_b0011.wav,YKWK,Korean,M,his eyes never took thmselves fror an instant from his companions face
something that whittemore had not yet said thrilled him,data/l2arctic/YKWK/wav/arctic_b0012.wav,YKWK,Korean,M,something that wot more had not yet selt thrilled him
whitefish gregson whitefish and trout,data/l2arctic/YKWK/wav/arctic_b0014.wav,YKWK,Korean,M,white fish gracson white fish and trout
they robbed me a few years later,data/l2arctic/YKWK/wav/arctic_b0015.wav,YKWK,Korean,M,they walped me a few yours later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/YKWK/wav/arctic_b0016.wav,YKWK,Korean,M,he churkled as he pulled out his pipe and begn filling it
everything was working smoothly better than i had expected,data/l2arctic/YKWK/wav/arctic_b0017.wav,YKWK,Korean,M,everything was working smoothly better than i had expected
i was completely lost in my work,data/l2arctic/YKWK/wav/arctic_b0018.wav,YKWK,Korean,M,i was completely lost in my work
his slim hands gripped the edges of the table,data/l2arctic/YKWK/wav/arctic_b0019.wav,YKWK,Korean,M,his slim hans cripped the ase of the table
philip dropped back into his chair,data/l2arctic/YKWK/wav/arctic_b0021.wav,YKWK,Korean,M,fuli dropped back into his chair
if i was out of the game it would be easily made,data/l2arctic/YKWK/wav/arctic_b0022.wav,YKWK,Korean,M,if i was out of the game it would be easily made
macdougall my engineer believes it,data/l2arctic/YKWK/wav/arctic_b0023.wav,YKWK,Korean,M,mectubal my enginer belivs it
it is growing every day every hour,data/l2arctic/YKWK/wav/arctic_b0024.wav,YKWK,Korean,M,it is ccroowing every day every hour
now you understand,data/l2arctic/YKWK/wav/arctic_b0025.wav,YKWK,Korean,M,now you understand
you have associated with some of these men,data/l2arctic/YKWK/wav/arctic_b0026.wav,YKWK,Korean,M,you have associated with some of these men
and there is no chivalry no quarter shown in this fight,data/l2arctic/YKWK/wav/arctic_b0027.wav,YKWK,Korean,M,and there is no shivily n o quarter is shon in disfid
lord fitzhugh is the key to the whole situation,data/l2arctic/YKWK/wav/arctic_b0028.wav,YKWK,Korean,M,lord fitu is a ke to the whole situation
all operations have been carried on from montreal and toronto,data/l2arctic/YKWK/wav/arctic_b0029.wav,YKWK,Korean,M,old oprations had been carriied on from antriel aan tranto
gregson held a lighted match until it burnt his fingertips,data/l2arctic/YKWK/wav/arctic_b0030.wav,YKWK,Korean,M,rexin hel he ighted match until it burned his fingerchiefs
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/YKWK/wav/arctic_b0031.wav,YKWK,Korean,M,crexon had assedit himself under the lamp and was sharpening a pansel
he caught himself with a jerk,data/l2arctic/YKWK/wav/arctic_b0032.wav,YKWK,Korean,M,he calt himself withar cherk
how does your wager look now,data/l2arctic/YKWK/wav/arctic_b0033.wav,YKWK,Korean,M,how dous  yo waier look now
he confessed that the sketch had startled him,data/l2arctic/YKWK/wav/arctic_b0034.wav,YKWK,Korean,M,he confessed that the sketh had startred him
after all the picture was only a resemblance,data/l2arctic/YKWK/wav/arctic_b0035.wav,YKWK,Korean,M,after al the picture was only  resemblance
he wondered too where roscoe was,data/l2arctic/YKWK/wav/arctic_b0036.wav,YKWK,Korean,M,he wandered to where roscoo was
in her haste to get away she had forgotten these things,data/l2arctic/YKWK/wav/arctic_b0038.wav,YKWK,Korean,M,in her hast to get away she had forgoten these things
philip took a step toward gregson half determined to awaken him,data/l2arctic/YKWK/wav/arctic_b0039.wav,YKWK,Korean,M,fillip took a stap toward graxsin haf detrmined to awackon him
the thought set his blood tingling,data/l2arctic/YKWK/wav/arctic_b0040.wav,YKWK,Korean,M,the thought sat his blood tinging
but if pierre did not return until tomorrow,data/l2arctic/YKWK/wav/arctic_b0041.wav,YKWK,Korean,M,but if pere did not return until to morow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/YKWK/wav/arctic_b0042.wav,YKWK,Korean,M,ten mis had not laft since he had a trop the hangerchief
it wont be for sale,data/l2arctic/YKWK/wav/arctic_b0043.wav,YKWK,Korean,M,it wannt be forsell
for a few moments he ate in silence,data/l2arctic/YKWK/wav/arctic_b0044.wav,YKWK,Korean,M,for a few moments he ate in silence
philip did not pursue the subject,data/l2arctic/YKWK/wav/arctic_b0045.wav,YKWK,Korean,M,fhilip did not pursued o subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/YKWK/wav/arctic_b0046.wav,YKWK,Korean,M,pilli produced a cople of sigrs and tok a chair aposzitim
suppose you saw me at work through the window,data/l2arctic/YKWK/wav/arctic_b0047.wav,YKWK,Korean,M,suppose y you sol me at work through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/YKWK/wav/arctic_b0048.wav,YKWK,Korean,M,he looked like one who had passed through an uncomfortable our or tu
there was nothing more except a large ink blot under the words,data/l2arctic/YKWK/wav/arctic_b0049.wav,YKWK,Korean,M,there was nothing more except a los ink blot under the words
all this day gregson remained in the cabin,data/l2arctic/YKWK/wav/arctic_b0050.wav,YKWK,Korean,M,all this day raconrymained in the cabin
the sixth day he spent in the cabin with gregson,data/l2arctic/YKWK/wav/arctic_b0051.wav,YKWK,Korean,M,the sixth day his spent in the cabon with t a craxin
the flush was gone from her face,data/l2arctic/YKWK/wav/arctic_b0052.wav,YKWK,Korean,M,the flush was gown from her facce
this is why i am am rattled he laughed,data/l2arctic/YKWK/wav/arctic_b0053.wav,YKWK,Korean,M,this is why i am am rattled he laughed
she was even more beautiful than when i saw her before,data/l2arctic/YKWK/wav/arctic_b0055.wav,YKWK,Korean,M,she was even more beautiful than when i sw her befor
i will give a thousand if you produce her retorted gregson,data/l2arctic/YKWK/wav/arctic_b0056.wav,YKWK,Korean,M,i will give a thousand if you produce her detorted craxsin
they have won popular sentiment through the newspapers,data/l2arctic/YKWK/wav/arctic_b0057.wav,YKWK,Korean,M,they have one popular sentiment through the newspapers
we must achieve our own salvation,data/l2arctic/YKWK/wav/arctic_b0058.wav,YKWK,Korean,M,we must achiep our own selvation
in moments of mental energy philip was restless,data/l2arctic/YKWK/wav/arctic_b0059.wav,YKWK,Korean,M,in moments of mental anergy filip was restiless
he would keep his faith with gregson for the promised day or two,data/l2arctic/YKWK/wav/arctic_b0060.wav,YKWK,Korean,M,he would keep his face with the craxin for the promise to day or tl
something about it seemed to fascinate him to challenge his presence,data/l2arctic/YKWK/wav/arctic_b0061.wav,YKWK,Korean,M,something about it seemed to fasinate him to challenge his pregincce
now it was missing from the wall,data/l2arctic/YKWK/wav/arctic_b0062.wav,YKWK,Korean,M,now he was missing from the wall
he boiled himself some coffee and sat down to wait,data/l2arctic/YKWK/wav/arctic_b0063.wav,YKWK,Korean,M,he boled himself some coffee and sat down to wa
im going down there with you and im going to fight,data/l2arctic/YKWK/wav/arctic_b0064.wav,YKWK,Korean,M,im going down there with you and im going to fite
now have you got anything to say against me mister philip,data/l2arctic/YKWK/wav/arctic_b0065.wav,YKWK,Korean,M,now have you got anything to say against me mister fillip
if i meet her again i shall apologize said eileen,data/l2arctic/YKWK/wav/arctic_b0066.wav,YKWK,Korean,M,if i meet her again i shall apppolagize said aline
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/YKWK/wav/arctic_b0067.wav,YKWK,Korean,M,below him to shedow wach broken into a pul of rippling starlight
only the chance sound had led him to observe them,data/l2arctic/YKWK/wav/arctic_b0068.wav,YKWK,Korean,M,only the chance sound had allowed him to observe them
could the incident have anything to do with jeanne and pierre,data/l2arctic/YKWK/wav/arctic_b0069.wav,YKWK,Korean,M,could the instant have anything to do with jin and peer
there was no chance to fire without hitting him,data/l2arctic/YKWK/wav/arctic_b0070.wav,YKWK,Korean,M,there was no chance to fire without hering him
then he hastened on as pierre had guided him,data/l2arctic/YKWK/wav/arctic_b0072.wav,YKWK,Korean,M,then he hastened on as peeru had acoided him
with these arguments he convinced himself that he should go on alone,data/l2arctic/YKWK/wav/arctic_b0073.wav,YKWK,Korean,M,with these argumens he convinced himself that he should gon alone
yet behind them there was another and more powerful motive,data/l2arctic/YKWK/wav/arctic_b0074.wav,YKWK,Korean,M,yet behind them there wers another abof powrful motive
in that case he could not miss them if he used caution,data/l2arctic/YKWK/wav/arctic_b0075.wav,YKWK,Korean,M,in there case he coulld not miss them if he used the cotian
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/YKWK/wav/arctic_b0076.wav,YKWK,Korean,M,before fili coul the recuvor himself jins startled gards war upon him
it is the nearest refuge,data/l2arctic/YKWK/wav/arctic_b0077.wav,YKWK,Korean,M,it is the nereest refus
there was pride and strength the ring of triumph in his voice,data/l2arctic/YKWK/wav/arctic_b0078.wav,YKWK,Korean,M,there was pride and strength to ring out triunth in his voice
the truth of it set jeanne quivering,data/l2arctic/YKWK/wav/arctic_b0079.wav,YKWK,Korean,M,the truth of his sat jin pivrin
tomorrow it will be strong enough for you to stand upon,data/l2arctic/YKWK/wav/arctic_b0080.wav,YKWK,Korean,M,to morrow it willl be strong enough for you to stands upon
you were going to leave after you saw me on the rock,data/l2arctic/YKWK/wav/arctic_b0081.wav,YKWK,Korean,M,you are going to live after you solmi on the wrlk
he bit his tongue and cursed himself at this fresh break,data/l2arctic/YKWK/wav/arctic_b0082.wav,YKWK,Korean,M,hibed his tong and coursed himself at ts fresh brak
in it there was something that was almost tragedy,data/l2arctic/YKWK/wav/arctic_b0083.wav,YKWK,Korean,M,in it there waas something there was almost tragety
your face is red with blood,data/l2arctic/YKWK/wav/arctic_b0084.wav,YKWK,Korean,M,your face is red with blod
her eyes smiled truth at him as he came up the bank,data/l2arctic/YKWK/wav/arctic_b0085.wav,YKWK,Korean,M,her eyes smiled he truth at himm as he came up the bank
he can care for himself,data/l2arctic/YKWK/wav/arctic_b0086.wav,YKWK,Korean,M,he cant care for himself
they will search for us between their camp and churchill,data/l2arctic/YKWK/wav/arctic_b0087.wav,YKWK,Korean,M,they were such foroursbtn their camp and churchel
her beautiful hair was done up in shining coils,data/l2arctic/YKWK/wav/arctic_b0089.wav,YKWK,Korean,M,her beautiful haire was done of in shining poils
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/YKWK/wav/arctic_b0090.wav,YKWK,Korean,M,the churchel nerroed and ech curent became fifter as they progressed
for a full half minute jeanne looked at him without speaking,data/l2arctic/YKWK/wav/arctic_b0091.wav,YKWK,Korean,M,for a full half minute jien looked at him without speaking
i want to die in it,data/l2arctic/YKWK/wav/arctic_b0092.wav,YKWK,Korean,M,i want to diye in it
darkness hid him from jeanne,data/l2arctic/YKWK/wav/arctic_b0093.wav,YKWK,Korean,M,tacnis hed him from jen
and yet if she came he had no words to say,data/l2arctic/YKWK/wav/arctic_b0094.wav,YKWK,Korean,M,and yet if she came he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/YKWK/wav/arctic_b0095.wav,YKWK,Korean,M,he heard a sound which brot him quickly into consciousness of they
within himself he called it no longer his own,data/l2arctic/YKWK/wav/arctic_b0096.wav,YKWK,Korean,M,within himself he colldit no longer his own
besides that noise makes me deaf,data/l2arctic/YKWK/wav/arctic_b0097.wav,YKWK,Korean,M,besides the noise maks me def
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/YKWK/wav/arctic_b0098.wav,YKWK,Korean,M,pilip looked back from the crast and saw jan leaning over the cono
fifty yards ahead of her were the first of the rocks,data/l2arctic/YKWK/wav/arctic_b0099.wav,YKWK,Korean,M,fifty yards ahead of her wass the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/YKWK/wav/arctic_b0100.wav,YKWK,Korean,M,there was one chance and only one of sving jean
youre a devil for fighting and will surely win,data/l2arctic/YKWK/wav/arctic_b0101.wav,YKWK,Korean,M,you are a devile for fiting and will surely win
i will only be in the way,data/l2arctic/YKWK/wav/arctic_b0102.wav,YKWK,Korean,M,i will only be in the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/YKWK/wav/arctic_b0103.wav,YKWK,Korean,M,he lited his eeyes an a strange cry burst from his lips
shooting pains passed like flashes of electricity through his body,data/l2arctic/YKWK/wav/arctic_b0104.wav,YKWK,Korean,M,shoting pains passd l fleshes of ilectricety through his body
for a full minute the two men stared into each others face,data/l2arctic/YKWK/wav/arctic_b0106.wav,YKWK,Korean,M,for a fool minut the two men stared into each others face
he was sure now of but few things,data/l2arctic/YKWK/wav/arctic_b0107.wav,YKWK,Korean,M,he was sure now al but few things
it was a miracle and i owe you my life,data/l2arctic/YKWK/wav/arctic_b0108.wav,YKWK,Korean,M,it was a miricale and a oio my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/YKWK/wav/arctic_b0109.wav,YKWK,Korean,M,filip ate lightly of the foot which pere had aread for him
such men believe when they come together,data/l2arctic/YKWK/wav/arctic_b0110.wav,YKWK,Korean,M,such men belivve when theey come together
the journey was continued at dawn,data/l2arctic/YKWK/wav/arctic_b0111.wav,YKWK,Korean,M,the journy wers continueed at dan
jeanne and pierre both gazed toward the great rock,data/l2arctic/YKWK/wav/arctic_b0112.wav,YKWK,Korean,M,jin anpier both gazed toward the great walk
there was something pathetic in the girls attitude now,data/l2arctic/YKWK/wav/arctic_b0113.wav,YKWK,Korean,M,there wars something pothetic in the cos attitude now
he moved his position and the illusion was gone,data/l2arctic/YKWK/wav/arctic_b0114.wav,YKWK,Korean,M,he moveddd his podisian and the ellusion watch gon
for two hours not a word passed between them,data/l2arctic/YKWK/wav/arctic_b0115.wav,YKWK,Korean,M,for two hours not a worrd passed between them
i had hunted along this ridge replied philip,data/l2arctic/YKWK/wav/arctic_b0116.wav,YKWK,Korean,M,i had hunted along this rich replied filit
thats thorpes said the young engineer,data/l2arctic/YKWK/wav/arctic_b0117.wav,YKWK,Korean,M,testorfs said the young enginer
we saw your light and thought you wouldnt mind a call,data/l2arctic/YKWK/wav/arctic_b0118.wav,YKWK,Korean,M,we saw you a lite and thought dam mind an col
billinger may arrive in time,data/l2arctic/YKWK/wav/arctic_b0119.wav,YKWK,Korean,M,billdings ar they arrive in time
there was the hitch replied thorpe rolling a cigarette,data/l2arctic/YKWK/wav/arctic_b0120.wav,YKWK,Korean,M,there wers a hich replied thorp rolding a seret
i want my men to work by themselves,data/l2arctic/YKWK/wav/arctic_b0121.wav,YKWK,Korean,M,i want my men to work by themsellves
neither could they understand the growing disaffection among thorpes men,data/l2arctic/YKWK/wav/arctic_b0123.wav,YKWK,Korean,M,leter could they understand the crowing tisoffection among thorps men
two weeks passed and in that time thorpe left camp three times,data/l2arctic/YKWK/wav/arctic_b0124.wav,YKWK,Korean,M,two weeks pased and in that time thorp left cam three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/YKWK/wav/arctic_b0125.wav,YKWK,Korean,M,it was the third or fourthtime the fillif had heard mectogo suare
blood was oozing slowly from the wounded mans right breast,data/l2arctic/YKWK/wav/arctic_b0126.wav,YKWK,Korean,M,blod was uosing slowly from the undied mans white breast
he destroyed everything that had belonged to the woman,data/l2arctic/YKWK/wav/arctic_b0127.wav,YKWK,Korean,M,he destroyed everything that had belonged to the woman
philip bent low over pierre,data/l2arctic/YKWK/wav/arctic_b0128.wav,YKWK,Korean,M,til ebent low over peer
did thorpe go to see any one in churchill,data/l2arctic/YKWK/wav/arctic_b0129.wav,YKWK,Korean,M,teathoro to see any one in churchil
she saw the answer in his face,data/l2arctic/YKWK/wav/arctic_b0130.wav,YKWK,Korean,M,she sow the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/YKWK/wav/arctic_b0131.wav,YKWK,Korean,M,thor an his men was to destroy this camp and kill yur
there is no need of further detail now for you can understand,data/l2arctic/YKWK/wav/arctic_b0132.wav,YKWK,Korean,M,theres no nead for for the detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/YKWK/wav/arctic_b0133.wav,YKWK,Korean,M,there folloed he ror that shoked the earth
blind with rage he darted in,data/l2arctic/YKWK/wav/arctic_b0134.wav,YKWK,Korean,M,lined with raise he tarded in
in it was the joy of life,data/l2arctic/YKWK/wav/arctic_b0135.wav,YKWK,Korean,M,in it was the joy of life
swiftly his eyes measured the situation,data/l2arctic/YKWK/wav/arctic_b0136.wav,YKWK,Korean,M,swiefly he his eyes asur a iastration
but this little defect did not worry him,data/l2arctic/YKWK/wav/arctic_b0137.wav,YKWK,Korean,M,but this litle defect did not warry him
and then steadily he began to chew,data/l2arctic/YKWK/wav/arctic_b0138.wav,YKWK,Korean,M,and then steadilly he began to shew
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/YKWK/wav/arctic_b0140.wav,YKWK,Korean,M,they aged the neor and stood shouldder shoulder facing theire wallt
it was beating and waiting in the ambush of those black pits,data/l2arctic/YKWK/wav/arctic_b0141.wav,YKWK,Korean,M,it was beetiing and wating in the ambrish ofter hose blaack pits
something vastly more thrilling had come into it now,data/l2arctic/YKWK/wav/arctic_b0142.wav,YKWK,Korean,M,something vastly more thrilling had i come into it now
it took him half an hour to reach the edge of it,data/l2arctic/YKWK/wav/arctic_b0143.wav,YKWK,Korean,M,it took in half an hour to reach the agg of it
but there was no longer the mother yearning in his heart,data/l2arctic/YKWK/wav/arctic_b0144.wav,YKWK,Korean,M,but there was no longer a the mother yuning in his heaart
besides had he not whipped the big owl in the forest,data/l2arctic/YKWK/wav/arctic_b0145.wav,YKWK,Korean,M,besides haynnot wipped a big owl in the forest
after all it was simply a mistake in judgment,data/l2arctic/YKWK/wav/arctic_b0146.wav,YKWK,Korean,M,after all it was simply a mistake in judgment
had it struck squarely it would have killed him,data/l2arctic/YKWK/wav/arctic_b0147.wav,YKWK,Korean,M,had he strok squalyy it woulld have kiled him
the indian even poked his stick into the thick ground spruce,data/l2arctic/YKWK/wav/arctic_b0148.wav,YKWK,Korean,M,the indian even puked his stik into the thick ground spruse
pebbles and dirt flew along with hair and fur,data/l2arctic/YKWK/wav/arctic_b0149.wav,YKWK,Korean,M,pebls and dirt flew along with hair and fur
and he was filled with a strange and foreboding fear,data/l2arctic/YKWK/wav/arctic_b0150.wav,YKWK,Korean,M,and he was filled with a strange and e foboting fear
it was steel a fisher trap,data/l2arctic/YKWK/wav/arctic_b0151.wav,YKWK,Korean,M,it was still a fisur tweth
ow a wild dog he growled,data/l2arctic/YKWK/wav/arctic_b0152.wav,YKWK,Korean,M,h a wiilesok he crowed
he was a pariah a wanderer without a friend and a home,data/l2arctic/YKWK/wav/arctic_b0153.wav,YKWK,Korean,M,he was pryer a wander without a friend and the hom
that is the strange part of it,data/l2arctic/YKWK/wav/arctic_b0154.wav,YKWK,Korean,M,that is a strange part of wit
his freshly caught furs he flung to the floor,data/l2arctic/YKWK/wav/arctic_b0155.wav,YKWK,Korean,M,his fleshly caught firs he flung to the floor
in the crib the baby sat up and began to prattle,data/l2arctic/YKWK/wav/arctic_b0157.wav,YKWK,Korean,M,in the crif the baby saitd op and began to prettle
she obeyed shrinking back with the baby in her arms,data/l2arctic/YKWK/wav/arctic_b0158.wav,YKWK,Korean,M,she obeyed shrinking back with the baby in her arms
his teeth shut with a last click,data/l2arctic/YKWK/wav/arctic_b0159.wav,YKWK,Korean,M,high tes shot with a llast cliick
it was over when he made his way through the ring of spectators,data/l2arctic/YKWK/wav/arctic_b0160.wav,YKWK,Korean,M,it was over when he made his way throuh the wing of spectators
in a flash he was on his feet facing him,data/l2arctic/YKWK/wav/arctic_b0161.wav,YKWK,Korean,M,in a fllesh he was on his fit faceing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/YKWK/wav/arctic_b0162.wav,YKWK,Korean,M,he thought he saw as shuter path through thefactrs shoulders
the moon had already begun its westward decline,data/l2arctic/YKWK/wav/arctic_b0163.wav,YKWK,Korean,M,the moon had already begone its westward declined
they laughed like two happy children,data/l2arctic/YKWK/wav/arctic_b0164.wav,YKWK,Korean,M,they left like two happy children
he pulled and the log crashed down to break his back,data/l2arctic/YKWK/wav/arctic_b0165.wav,YKWK,Korean,M,he pulled and the lok crushed down to brak his bak
fast but endure,data/l2arctic/YKWK/wav/arctic_b0166.wav,YKWK,Korean,M,fast but indeeer
a little before dawn of the day following the fire relief came,data/l2arctic/YKWK/wav/arctic_b0167.wav,YKWK,Korean,M,a little before tone of the day following the fir rilif came
the indian felt the worship of her warm in his heart,data/l2arctic/YKWK/wav/arctic_b0168.wav,YKWK,Korean,M,the indian faut the worship over her warm in his heart
he drew in a deep breath as he looked at them,data/l2arctic/YKWK/wav/arctic_b0169.wav,YKWK,Korean,M,he drw in a eeprat as he looked at them
then he shouted shut up,data/l2arctic/YKWK/wav/arctic_b0170.wav,YKWK,Korean,M,then he shouted shotopp
he changed his seat for a steamer reclining chair,data/l2arctic/YKWK/wav/arctic_b0171.wav,YKWK,Korean,M,he changed his set for a steamer lliclining chair
on the far corner of the compound fence a hawk brooded,data/l2arctic/YKWK/wav/arctic_b0172.wav,YKWK,Korean,M,on the far qorner of the compound fence a hok bruded
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/YKWK/wav/arctic_b0174.wav,YKWK,Korean,M,hatred and murder and lost for revenge they possessed to overflowing
sheldon glanced at the thermometer,data/l2arctic/YKWK/wav/arctic_b0175.wav,YKWK,Korean,M,shld em glanced at the thomarmiter
ill see to poor hughie,data/l2arctic/YKWK/wav/arctic_b0176.wav,YKWK,Korean,M,al ase to poor hui
her gray eyes were flashing and her lips were quivering,data/l2arctic/YKWK/wav/arctic_b0177.wav,YKWK,Korean,M,her gray eyes were flashing and her lips were kivering
also i want information,data/l2arctic/YKWK/wav/arctic_b0178.wav,YKWK,Korean,M,also i want information
let them go out and eat with my boys,data/l2arctic/YKWK/wav/arctic_b0179.wav,YKWK,Korean,M,let them go out and et with y boys
i i beg pardon he drawled,data/l2arctic/YKWK/wav/arctic_b0180.wav,YKWK,Korean,M,i i begg parton hetrollld
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/YKWK/wav/arctic_b0181.wav,YKWK,Korean,M,and you prefered a conibal il and a cartris belt
i was in new york when the crash came,data/l2arctic/YKWK/wav/arctic_b0182.wav,YKWK,Korean,M,i was in new york when the crash came
no i did not fall among thieves,data/l2arctic/YKWK/wav/arctic_b0183.wav,YKWK,Korean,M,no i did not foll among theehes
such things in her brain were like so many oaths on her lips,data/l2arctic/YKWK/wav/arctic_b0184.wav,YKWK,Korean,M,such things in of rain were like so many ath on her lips
your being wrecked here has been a godsend to me,data/l2arctic/YKWK/wav/arctic_b0185.wav,YKWK,Korean,M,your being rec here hass been a cossan to me
i cant go elsewhere by your own account,data/l2arctic/YKWK/wav/arctic_b0186.wav,YKWK,Korean,M,i can go elsewhere by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/YKWK/wav/arctic_b0187.wav,YKWK,Korean,M,ourachief muns with the coconas wall or levelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/YKWK/wav/arctic_b0188.wav,YKWK,Korean,M,he glanced down at her helpless ly and moisterned his lips
that is what distinguishes all of us from the lower animals,data/l2arctic/YKWK/wav/arctic_b0189.wav,YKWK,Korean,M,there is what distinguishes all of us from the lower animals
he also contended that better confidence was established by carrying no weapons,data/l2arctic/YKWK/wav/arctic_b0191.wav,YKWK,Korean,M,he also contendeed that better comfidencce was established by carriing no weappons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/YKWK/wav/arctic_b0192.wav,YKWK,Korean,M,outsiders are a lot five minute speechies the sick men urged
so was packards finish suicide,data/l2arctic/YKWK/wav/arctic_b0193.wav,YKWK,Korean,M,so was pkers finished throg aside
joan cried with shining eyes,data/l2arctic/YKWK/wav/arctic_b0194.wav,YKWK,Korean,M,juan cried with a shining eyes
nobody knows how the natives got them,data/l2arctic/YKWK/wav/arctic_b0195.wav,YKWK,Korean,M,nobody knows how the natives scot them
how can you manage all alone mister young,data/l2arctic/YKWK/wav/arctic_b0196.wav,YKWK,Korean,M,how can you manaag ye all alon isto young
the planters are already considering the matter,data/l2arctic/YKWK/wav/arctic_b0197.wav,YKWK,Korean,M,the planters aare allready cconsiduring the mater
i use great trouble advisedly,data/l2arctic/YKWK/wav/arctic_b0198.wav,YKWK,Korean,M,i use great trououble or adviser to me
dear sir your second victim has fallen on schedule time,data/l2arctic/YKWK/wav/arctic_b0199.wav,YKWK,Korean,M,dear sir your second victim has follen on scagl time
we leave the eventuality to time and law,data/l2arctic/YKWK/wav/arctic_b0200.wav,YKWK,Korean,M,wreliee the  ventality to time and law
i also understand that similar branch organizations had made their appearance in europe,data/l2arctic/YKWK/wav/arctic_b0201.wav,YKWK,Korean,M,i also understand thas similat ranche obonizations had made their appearance in urop
society is shaken to its foundations,data/l2arctic/YKWK/wav/arctic_b0202.wav,YKWK,Korean,M,societies shacon t its foundations
a month in australia would finish me,data/l2arctic/YKWK/wav/arctic_b0203.wav,YKWK,Korean,M,amoth in osrallir o the finish me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/YKWK/wav/arctic_b0204.wav,YKWK,Korean,M,don through the perfume wated air fluttere the snowy flufs of the coton oos
you were destroying my life,data/l2arctic/YKWK/wav/arctic_b0205.wav,YKWK,Korean,M,you ware destroin my life
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/YKWK/wav/arctic_b0206.wav,YKWK,Korean,M,horses and riifles had ben hertoyse camp and twelle anortery
you read the quotations in todays paper,data/l2arctic/YKWK/wav/arctic_b0208.wav,YKWK,Korean,M,you red the coutatians into tes papr
hes terribly touchy about his black wards as he calls them,data/l2arctic/YKWK/wav/arctic_b0209.wav,YKWK,Korean,M,he is teriblly touch about his flack wors as he cols den
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/YKWK/wav/arctic_b0210.wav,YKWK,Korean,M,wherever he gassed he locked away inthe tabol room out naomi
this is eighteen eighty,data/l2arctic/YKWK/wav/arctic_b0211.wav,YKWK,Korean,M,tis eighten eighty
death is and has been ever since old maui died,data/l2arctic/YKWK/wav/arctic_b0212.wav,YKWK,Korean,M,thes is and has been ever siince old en moitied
some boy she laughed acquiescence,data/l2arctic/YKWK/wav/arctic_b0213.wav,YKWK,Korean,M,some boy she laughed acriesans
let us talk it over and find a way out,data/l2arctic/YKWK/wav/arctic_b0214.wav,YKWK,Korean,M,let us tolk it over and find the way out
it is a good property and worth more than that,data/l2arctic/YKWK/wav/arctic_b0215.wav,YKWK,Korean,M,it is a good property and worse mor than that
i wish you were more adaptable joan retorted,data/l2arctic/YKWK/wav/arctic_b0216.wav,YKWK,Korean,M,i wish you are more adaptible joian letorted
such is my passage engaged on the steamer,data/l2arctic/YKWK/wav/arctic_b0217.wav,YKWK,Korean,M,suchs my pesis engaged on the steamer
the issue was not in doubt,data/l2arctic/YKWK/wav/arctic_b0218.wav,YKWK,Korean,M,to isu was not indot
well there are better men in hawaii thats all,data/l2arctic/YKWK/wav/arctic_b0219.wav,YKWK,Korean,M,whell there a baro man in hoi thats all
harry bancroft dave lied,data/l2arctic/YKWK/wav/arctic_b0220.wav,YKWK,Korean,M,harry bancroft dave light
its a yankee joan cried,data/l2arctic/YKWK/wav/arctic_b0221.wav,YKWK,Korean,M,ita ynki joyan cried
he was the leader and tudor was his lieutenant,data/l2arctic/YKWK/wav/arctic_b0222.wav,YKWK,Korean,M,he was the lader and that huro was his letenant
they likewise are disinclined to being eaten,data/l2arctic/YKWK/wav/arctic_b0223.wav,YKWK,Korean,M,they likewise arer tis inclined to be iten
the president of the united states was his friend,data/l2arctic/YKWK/wav/arctic_b0225.wav,YKWK,Korean,M,the president of the unitestatetes was his friend
your face was the personification of duplicity,data/l2arctic/YKWK/wav/arctic_b0226.wav,YKWK,Korean,M,your face was the persenification of the polisit
shorty turned to their employers,data/l2arctic/YKWK/wav/arctic_b0227.wav,YKWK,Korean,M,shout leton to their employers
